Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Expense Type	Funds Center	Cost Desc	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	5465-218	2020-02-22	2020-02-24	ANGELO'S ELECTRIC LTD	438.44	CAD	438.44	CAD	2530	2530	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	SUPPLIES
"PARKS, FORESTRY & RECREATION"	5467-123	2020-02-24	2020-02-26	THE HOME DEPOT #7078	16.85	CAD	16.85	CAD	2530	2530	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	1/16X1/16X3/
					"3,459.31"	CAD	"3,459.31"	CAD							
"PARKS, FORESTRY & RECREATION"	5450-99	2020-02-03	2020-02-04	MARCHANT'S SCHOOL SPOR	530.70	CAD	530.70	CAD	2600	2600	P10581	CENTENNIAL RC (E)-INSTRL	5941	Sporting Goods Stores	"PUCKS, PINNIES, PYLONS"
"PARKS, FORESTRY & RECREATION"	5453-158	2020-02-05	2020-02-06	BEST BUY CANADA #943	28.23	CAD	28.23	CAD	2600	2600	P10581	CENTENNIAL RC (E)-INSTRL	5732	Electronic Sales	AUXILLARY CORD W PHONE ADAPTER SKATE PROGRAM
"PARKS, FORESTRY & RECREATION"	5455-198	2020-02-06	2020-02-10	PIZZA PIZZA # 110	192.31	CAD	192.31	CAD	2600	2600	P10580	AGINCOURT RC-INSTRL	5814	Quick Payment Service - Fast-Food Restau	Approved from list
					751.24	CAD	751.24	CAD							
"PARKS, FORESTRY & RECREATION"	5449-218	2020-01-31	2020-02-03	FORTINO'S (QUEEN'S PLA	24.02	CAD	24.02	CAD	2750	2750	P06715	CARMINE STEFANO CC - PROGRAM SUPPORT	5411	"Grocery Stores, Supermarkets"	TURKEY PEPPERONI
"PARKS, FORESTRY & RECREATION"	5449-219	2020-02-01	2020-02-03	WAL-MART # 1151	67.93	CAD	67.93	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5310	Discount Stores	"PIZZA DOUGH, SAUCE, CHEESE"
"PARKS, FORESTRY & RECREATION"	5451-128	2020-02-04	2020-02-05	SAM'S NO FRILLS #3663	61.13	CAD	61.13	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - JUICE, CEREAL, GRANOLA BARS"
"PARKS, FORESTRY & RECREATION"	5455-199	2020-02-07	2020-02-10	NOFRILLS CARLO'S 705	14.44	CAD	14.44	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - CHEESE, BACON BITS"
"PARKS, FORESTRY & RECREATION"	5455-200	2020-02-09	2020-02-10	AMZN MKTP CA M16Q56YV3	75.98	CAD	75.98	CAD	2600	2600	P09689	CHALKFARM-INSTRL	4816	Computer Network/Information Services	POSTERS
"PARKS, FORESTRY & RECREATION"	5455-201	2020-02-07	2020-02-10	WAL MART CANADA INC	95.61	CAD	95.61	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5310	Discount Stores	"COOKING SUPPLIES - MILK,EGGS, BAKING KITS, ETC"
"PARKS, FORESTRY & RECREATION"	5456-99	2020-02-10	2020-02-11	AMZN MKTP CA 6408Q4O13	16.79	CAD	16.79	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	POSTER
"PARKS, FORESTRY & RECREATION"	5457-157	2020-02-11	2020-02-12	AMZN MKTP CA OW40A5VD3	22.64	CAD	22.64	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	POSTER
"PARKS, FORESTRY & RECREATION"	5458-157	2020-02-13	2020-02-13	AMZN MKTP CA ZU8SU2563	247.96	CAD	247.96	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	"GAMES, LETTER TRANSFER SHEETS, DANCE COSTUMES"
"PARKS, FORESTRY & RECREATION"	5458-158	2020-02-13	2020-02-13	AMAZON.CA PRIME MEMBER	9.03	CAD	9.03	CAD	2600	2600	P11560	CHALKFARM-SPORTS	5968	Direct Marketing - Continuity/Subscripti	CONTACTING TO REMOVE CHARGES INCORRECTLY CHARGED
"PARKS, FORESTRY & RECREATION"	5459-155	2020-02-13	2020-02-14	FORTINOS (MOUNTAINASH	60.98	CAD	60.98	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - COOKIES, BUTTER, COOKIE MIX, ICING SUGAR"
"PARKS, FORESTRY & RECREATION"	5459-156	2020-02-14	2020-02-14	AMZN MKTP CA OK6609ZO3	30.89	CAD	30.89	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	GAMES
"PARKS, FORESTRY & RECREATION"	5459-157	2020-02-14	2020-02-14	AMZN MKTP CA YG3II6NZ3	63.69	CAD	63.69	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	GAMES
"PARKS, FORESTRY & RECREATION"	5459-158	2020-02-13	2020-02-14	AMZN MKTP CA 8C40X1DC3	20.59	CAD	20.59	CAD	2600	2600	P11560	CHALKFARM-SPORTS	4816	Computer Network/Information Services	HEAT TRANSFER FOR T-SHIRT COSTUMES
"PARKS, FORESTRY & RECREATION"	5460-199	2020-02-14	2020-02-17	WAL MART CANADA INC	90.42	CAD	90.42	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5310	Discount Stores	"COOKING SUPPLIES - MILK, WAFFLES BOWLS, ETC"
"PARKS, FORESTRY & RECREATION"	5463-140	2020-02-19	2020-02-20	NOFRILLS CARLO'S 705	42.76	CAD	42.76	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - CHOCOLATE, CHIPS, VANILLA, APPLES"
"PARKS, FORESTRY & RECREATION"	5463-141	2020-02-18	2020-02-20	WAL-MART # 1151	6.04	CAD	6.04	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5310	Discount Stores	COOKING SUPPLIES - EGGS
"PARKS, FORESTRY & RECREATION"	5464-172	2020-02-20	2020-02-21	RCSS WESTON 2800	23.55	CAD	23.55	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - CANDY, CUPCAKES"
"PARKS, FORESTRY & RECREATION"	5464-173	2020-02-20	2020-02-21	RCSS WESTON 2800	55.31	CAD	55.31	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	"COOKING SUPPLIES - STRAWBERRIES, OIL, PANCAKE MIX, SUGAR"
"PARKS, FORESTRY & RECREATION"	5464-174	2020-02-20	2020-02-21	DOLLAR TREE CANADA STO	42.48	CAD	42.48	CAD	2750	2750	P11560	CHALKFARM-SPORTS	5331	Variety Stores	"PROGRAM SUPPLIES - CANDIES, GUMMIES"
"PARKS, FORESTRY & RECREATION"	5464-175	2020-02-20	2020-02-21	PIZZA NOVA 033	139.84	CAD	139.84	CAD	2750	2750	P11560	CHALKFARM-SPORTS	5814	Quick Payment Service - Fast-Food Restau	SPECIAL EVENT - PIZZA
"PARKS, FORESTRY & RECREATION"	5467-124	2020-02-25	2020-02-26	NOFRILLS CARLO'S 705	7.44	CAD	7.44	CAD	2750	2750	P09689	CHALKFARM-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - FRUITS
					"1,219.52"	CAD	"1,219.52"	CAD							
"PARKS, FORESTRY & RECREATION"	5451-129	2020-02-04	2020-02-05	GREEN TRACTORS - PORT	"2,586.09"	CAD	"2,586.09"	CAD	2120	2120	P07646	DON VALLEY-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	BED KNIVES
					"2,586.09"	CAD	"2,586.09"	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5460-200	2020-02-14	2020-02-17	WATERFRONT NEIGHBOURHO	"1,578.00"	CAD	"1,578.00"	CAD	4820	4820	F00111	HOSTEL SERVICES HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	ROOM RENTAL WATERFRONT
					"1,578.00"	CAD	"1,578.00"	CAD							
"PARKS, FORESTRY & RECREATION"	5451-130	2020-02-04	2020-02-05	PRINCESS AUTO 36	169.45	CAD	169.45	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"FILTERS, DAMPERS"
"PARKS, FORESTRY & RECREATION"	5455-202	2020-02-07	2020-02-10	PRINCESS AUTO 36	101.67	CAD	101.67	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	"BLOW GUN, GLOVES"
"PARKS, FORESTRY & RECREATION"	5457-158	2020-02-11	2020-02-12	PRICELESS PRODUCTS	855.77	CAD	855.77	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5193	"Florists Supplies, Nursery Stock, and Fl"	TIRES 005469
"PARKS, FORESTRY & RECREATION"	5458-159	2020-02-11	2020-02-13	CDN TIRE STORE #00459	97.17	CAD	97.17	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	DEISEL OIL
"PARKS, FORESTRY & RECREATION"	5459-159	2020-02-13	2020-02-14	PRINCESS AUTO 36	33.31	CAD	33.31	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SOCKETS
"PARKS, FORESTRY & RECREATION"	5465-219	2020-02-20	2020-02-24	CDN TIRE STORE #00459	31.62	CAD	31.62	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	PLASTIC PROTECTOR
"PARKS, FORESTRY & RECREATION"	5467-125	2020-02-24	2020-02-26	THE HOME DEPOT #7073	3.36	CAD	3.36	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	SCREWS
"PARKS, FORESTRY & RECREATION"	5467-126	2020-02-24	2020-02-26	CDN TIRE STORE #00459	18.06	CAD	18.06	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	PLASTIC PROTECTOR
"PARKS, FORESTRY & RECREATION"	5469-134	2020-02-27	2020-02-28	PRINCESS AUTO 36	21.56	CAD	21.56	CAD	2120	2120	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	SNOW PLOW OIL
					"1,331.97"	CAD	"1,331.97"	CAD							
"PARKS, FORESTRY & RECREATION"	5457-159	2020-02-10	2020-02-12	THE HOME DEPOT #7080	218.35	CAD	218.35	CAD	2999	2999	P00012	TERMINAL-FERRY OPERATIONS	5200	Home Supply Warehouse	**MORE**  9G RIDGIDVAC
"PARKS, FORESTRY & RECREATION"	5469-135	2020-02-26	2020-02-28	CDN TIRE STORE #00654	62.57	CAD	62.57	CAD	2575	2575	P00012	TERMINAL-FERRY OPERATIONS	5200	Home Supply Warehouse	K CUPS PORTABLE CHARGER
					280.92	CAD	280.92	CAD							
"PARKS, FORESTRY & RECREATION"	5451-131	2020-02-04	2020-02-05	PIZZA NOVA 058	10.15	CAD	10.15	CAD	2750	2750	P03332	YOUTH OUTREACH TORONTO EAST YORK	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YOUTH DROP IN PROGRAM
"PARKS, FORESTRY & RECREATION"	5457-160	2020-02-11	2020-02-12	PIZZA NOVA 058	12.42	CAD	12.42	CAD	2750	2750	P03332	YOUTH OUTREACH TORONTO EAST YORK	5814	Quick Payment Service - Fast-Food Restau	PIZZA FOR YOUTH DROP IN PROGRAM
"PARKS, FORESTRY & RECREATION"	5458-160	2020-02-12	2020-02-13	BULK BARN	77.48	CAD	77.48	CAD	2750	2750	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CANDY AND SPRINKLES FOR FAMILY DAY
"PARKS, FORESTRY & RECREATION"	5458-161	2020-02-12	2020-02-13	FRESHCO 3850	100.28	CAD	100.28	CAD	2750	2750	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKIES, PLATED FOR FAMILY DAY"
					200.33	CAD	200.33	CAD							
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5454-142	2020-02-05	2020-02-07	ONTARIO NON-PROFIT HOU	118.65	CAD	118.65	CAD	4310	4310	FH5105	SOCIAL HOUSING HEAD OFFICE	8398	"Organizations, Charitable and Social Ser"	RGI ONLINE TRAINING
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5469-136	2020-02-26	2020-02-28	HOUSINGSERV	406.80	CAD	406.80	CAD	4256	4256	FH5105	SOCIAL HOUSING HEAD OFFICE	8641	"Associations - Civic, Social, and Frater"	MARCH 6 HSC ALL SERVICE MANAGER
"SHELTER, SUPPORT & HOUSING ADMINSTRATION"	5469-137	2020-02-27	2020-02-28	CAFE ON THE SQUARE	150.41	CAD	150.41	CAD	4820	4820	FH5631	REACHING HOME - CAPITAL INVESTMENTS	5812	"Eating Places, Restaurants"	FEB 27 SSHA WORKSHOP - ENGAGING CLIENTS IN QA
					675.86	CAD	675.86	CAD							
"PARKS, FORESTRY & RECREATION"	5454-143	2020-02-05	2020-02-07	THE HOME DEPOT #7011	115.50	CAD	115.50	CAD	2535	2535	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5200	Home Supply Warehouse	**MORE**  DW 26'X1-1/4
"PARKS, FORESTRY & RECREATION"	5457-161	2020-02-11	2020-02-12	TIM HORTONS #2586	33.01	CAD	33.01	CAD	2750	2750	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5814	Quick Payment Service - Fast-Food Restau	COFFEE FOR BREAK AT WAH TRAINING
					148.51	CAD	148.51	CAD							
"PARKS, FORESTRY & RECREATION"	5450-100	2020-02-03	2020-02-04	LOBLAWS #1021	54.87	CAD	54.87	CAD	2750	2750	P06743	BEACHES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHICKEN, BEANS, SALMON, APPLES"
"PARKS, FORESTRY & RECREATION"	5450-101	2020-02-03	2020-02-04	FRESH CO #9679	59.64	CAD	59.64	CAD	2750	2750	P06743	BEACHES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TOFU, BASIL, LEMONS, SESAME BUNS"
"PARKS, FORESTRY & RECREATION"	5450-102	2020-02-03	2020-02-04	METRO #37	24.54	CAD	24.54	CAD	2750	2750	P06743	BEACHES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"FRIES, CHICKEN, BROTH, KAISER"
"PARKS, FORESTRY & RECREATION"	5456-100	2020-02-10	2020-02-11	LOBLAWS #1021	76.49	CAD	76.49	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"FREEAER BAGS, BEANS, APPLES, GRAPEFURIT, CHICKEN, BACON"
"PARKS, FORESTRY & RECREATION"	5456-101	2020-02-10	2020-02-11	FRESH CO #9679	45.79	CAD	45.79	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"EGGS, APPLES, CARROT, JUICE, CAULIFLOWER, SAUCE, BUNS"
"PARKS, FORESTRY & RECREATION"	5456-102	2020-02-10	2020-02-11	METRO #37	48.76	CAD	48.76	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"TOMATOES, BROCCOLI, JUICE, VEAL, BROTH, LEGUMES, LETTUCE"
"PARKS, FORESTRY & RECREATION"	5459-160	2020-02-13	2020-02-14	LOBLAWS #1021	43.31	CAD	43.31	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"TUNA, APPLES, POTATOES, OREGANO"
"PARKS, FORESTRY & RECREATION"	5459-161	2020-02-13	2020-02-14	FRESH CO #9679	75.54	CAD	75.54	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"APPLES, CHICKEN, FRIES, LEMONS, CARROTS, PEPPERS, BROCCOLI, CELERY"
"PARKS, FORESTRY & RECREATION"	5462-106	2020-02-18	2020-02-19	FRESH CO #9679	60.38	CAD	60.38	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"BUNS, CRACKERS, APPLES, LETTUCE, CHICKEN, TOMATOES, AVACADOS"
"PARKS, FORESTRY & RECREATION"	5462-107	2020-02-18	2020-02-19	METRO #37	49.16	CAD	49.16	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"RELISH, DRESSING, BUTTER, CHICKEN, AVACADO, CHEESE, DAIRY"
"PARKS, FORESTRY & RECREATION"	5465-220	2020-02-21	2020-02-24	LOBLAWS #1021	90.34	CAD	90.34	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"SAUCE, APPLES, BACON, LIMES, CHICKEN, BEANS, SHRIMP"
"PARKS, FORESTRY & RECREATION"	5465-221	2020-02-21	2020-02-24	FRESH CO #9679	26.58	CAD	26.58	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"LETTUCE, ONIONS, STRABERRIES, CUCUMBERS, CELERY, CHICKEN, ORANGES"
"PARKS, FORESTRY & RECREATION"	5465-222	2020-02-21	2020-02-24	METRO #37	74.23	CAD	74.23	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"CANTALOUPE, CHICKEN, DRESSING, CRACKER, CHEESE, SALMON, OLIVES"
"PARKS, FORESTRY & RECREATION"	5466-105	2020-02-24	2020-02-25	LOBLAWS #1021	40.10	CAD	40.10	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"APPLES, ONIONS, PEPPERS"
"PARKS, FORESTRY & RECREATION"	5466-106	2020-02-24	2020-02-25	FRESH CO #9679	69.10	CAD	69.10	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"DRESSING, PEPPERS, APPLES, PASTA, TOFU, CHICKEN, JUICE, MUSHROOMS"
"PARKS, FORESTRY & RECREATION"	5466-107	2020-02-24	2020-02-25	METRO #37	40.71	CAD	40.71	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"DRESSING, CAULIFLOWER BROCCOLI, AVACODO, JUICE, CHEESE, LIMES"
"PARKS, FORESTRY & RECREATION"	5469-138	2020-02-27	2020-02-28	LOBLAWS #1021	111.48	CAD	111.48	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"CHEESE, APPLES, TOMATOES, ORANGES, SHALLOTS, CHICKEN, BEEF, CORN"
"PARKS, FORESTRY & RECREATION"	5469-139	2020-02-27	2020-02-28	FRESH CO #9679	69.05	CAD	69.05	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"DRESSING, SAUCE, FILLETS, CUCUMBERS, LETTUCE, SHALLOTS, PEPPERS"
"PARKS, FORESTRY & RECREATION"	5469-140	2020-02-27	2020-02-28	METRO #37	28.62	CAD	28.62	CAD	2750	2750	P12101	BEACHES CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"DRESSING, BACON, JUICE, FRIES, TURKEY"
					"1,088.69"	CAD	"1,088.69"	CAD							
EMPLOYMENT & SOCIAL SERVICES	5457-162	2020-02-10	2020-02-12	WAL-MART #3635	87.21	CAD	87.21	CAD	4820	4820	C01274	CONSILIUM PLACE-ADMIN	5310	Discount Stores	"NACHOS,SALSA,FRUIT,JUICE,CUPS-EMPLOYEE RECOGNITION"
EMPLOYMENT & SOCIAL SERVICES	5467-127	2020-02-24	2020-02-26	WAL-MART #3635	37.20	CAD	37.20	CAD	2750	2750	C01274	CONSILIUM PLACE-ADMIN	5310	Discount Stores	"COFFEE,MILK,COOKIES,LEMON - POES AGENCY FAIR   FEB 25/20"
					124.41	CAD	124.41	CAD							
"PARKS, FORESTRY & RECREATION"	5451-132	2020-02-04	2020-02-05	METRO #719	135.41	CAD	135.41	CAD	2750	2750	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"MEAT, PRODUCE, DAIRY, BREAD"
"PARKS, FORESTRY & RECREATION"	5457-163	2020-02-11	2020-02-12	TRE MARI BAKERY	70.00	CAD	70.00	CAD	2750	2750	P06362	JJ PICCININNI-SOCIAL PRGM	5462	Bakeries	BREAD AND DELI PRODUCTS FOR COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	5458-162	2020-02-12	2020-02-13	MICHAELS #3983	117.98	CAD	117.98	CAD	2790	2790	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5945	"Game, Toy, and Hobby Shops"	FACE PAINING PRODUCT FOR FAMILY DAY
"PARKS, FORESTRY & RECREATION"	5458-163	2020-02-12	2020-02-13	PARTY CITY #2008	102.66	CAD	102.66	CAD	2790	2790	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5947	"Card, Gift, Novelty, and Souvenir Shops"	FACE PAINING PRODUCT FOR FAMILY DAY
"PARKS, FORESTRY & RECREATION"	5459-162	2020-02-13	2020-02-14	METRO #719	152.08	CAD	152.08	CAD	2750	2750	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR COOKING PROGRAM - MEAT, PRODUCE, DAIRY, BREAD"
"PARKS, FORESTRY & RECREATION"	5460-201	2020-02-13	2020-02-17	THE HOME DEPOT #7013	197.30	CAD	197.30	CAD	2710	2710	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  TAPE
"PARKS, FORESTRY & RECREATION"	5462-108	2020-02-18	2020-02-19	METRO #719	182.95	CAD	182.95	CAD	2750	2750	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"SUPPLIES FOR COOKING PROGRAM (PRODUCE, CHOCO CHIPS, BAGELS)"
"PARKS, FORESTRY & RECREATION"	5467-128	2020-02-25	2020-02-26	STAPLES STORE #86	135.55	CAD	135.55	CAD	2040	2040	P09919	JJ PICCININNI-INSTRL	5943	"Office, School Supply, and Stationery St"	PHOTO PAPER (4 PACK)
"PARKS, FORESTRY & RECREATION"	5468-130	2020-02-25	2020-02-27	WAL-MART #1004	278.93	CAD	278.93	CAD	2600	2600	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES FOR CHILDREN'S PROGRAM
"PARKS, FORESTRY & RECREATION"	5469-141	2020-02-27	2020-02-28	TRE MARI BAKERY	844.86	CAD	844.86	CAD	2750	2750	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5462	Bakeries	CUPCAKE SUPPLIES FOR FAMILY DAY
					"2,217.72"	CAD	"2,217.72"	CAD							
SENIOR SERVICES AND LONG-TERM CARE 	5450-103	2020-02-03	2020-02-04	WESTBURNE ONTARIO	"1,033.76"	CAD	"1,033.76"	CAD	2530	2530	D3K061	LAKESHORE LODGE-MT-OA	5065	Electrical Parts and Equipment	LIGHTBULBS/TOOLS
SENIOR SERVICES AND LONG-TERM CARE 	5464-176	2020-02-20	2020-02-21	GFL GTA	"1,000.00"	CAD	"1,000.00"	CAD	4440	4440	D3K061	LAKESHORE LODGE-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	DEPOSIT FOR ROLLOFF WASTE TEMP 40.00
					"2,033.76"	CAD	"2,033.76"	CAD							
"PARKS, FORESTRY & RECREATION"	5450-104	2020-02-03	2020-02-04	LOBLAWS #1066	63.19	CAD	63.19	CAD	2750	2750	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"VINEGAR, CHEESE, PIE CRUST"
"PARKS, FORESTRY & RECREATION"	5455-203	2020-02-07	2020-02-10	DOLLARAMA # 836	124.58	CAD	124.58	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5310	Discount Stores	"PROGRAM SUPPLIES - POM POMS, STICKERS, HEARTS"
"PARKS, FORESTRY & RECREATION"	5456-103	2020-02-10	2020-02-11	LOBLAWS #1066	133.85	CAD	133.85	CAD	2750	2750	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKING PRORGAM SUPPLIES - FLOUR, RICE KRISPIES, JELLO"
"PARKS, FORESTRY & RECREATION"	5457-164	2020-02-11	2020-02-12	DOLLARAMA #1047	36.70	CAD	36.70	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5310	Discount Stores	"PROGRAM SUPPLIES - VALENTINE TREATS, BAGS, STICKERS"
"PARKS, FORESTRY & RECREATION"	5457-165	2020-02-11	2020-02-12	PARTY CITY #2028	10.82	CAD	10.82	CAD	2600	2600	P10035	BLOORDALE CS-INSTRL	5947	"Card, Gift, Novelty, and Souvenir Shops"	PRESCHOOL PROGRAM SUPPLIES - VALENTINE GAMES
"PARKS, FORESTRY & RECREATION"	5460-202	2020-02-16	2020-02-17	IKEA ETOBICOKE	67.75	CAD	67.75	CAD	2600	2600	P10035	BLOORDALE CS-INSTRL	5712	"Equipment, Furniture, and Home Furnishin"	"PRESCHOOL PROGRAM SUPPLIES - TUNNELS, STOOL, PADDING"
"PARKS, FORESTRY & RECREATION"	5460-203	2020-02-16	2020-02-17	STAPLES STORE #11	20.33	CAD	20.33	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	PRINTING JOB
"PARKS, FORESTRY & RECREATION"	5460-204	2020-02-15	2020-02-17	LOBLAWS #1066	-5.00	CAD	-5.00	CAD	2750	2750	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	ITEM (SOY SAYCE) WAS NOT ADDED TO THE PURCHASE.  CREDIT GIVEN FOR ITEM
"PARKS, FORESTRY & RECREATION"	5464-177	2020-02-20	2020-02-21	LOBLAWS #1066	69.90	CAD	69.90	CAD	2750	2750	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKING PROGRAM SUPPLIES - OATMEAL, TORTILLAS, CREAM CHEESE"
"PARKS, FORESTRY & RECREATION"	5464-178	2020-02-21	2020-02-21	AMZN MKTP CA WU3XB8VB3	41.64	CAD	41.64	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	MARCH BREAK CAMP SUPPLIES - ANCHOR LIFE RING
"PARKS, FORESTRY & RECREATION"	5465-223	2020-02-20	2020-02-24	PAYPAL  AMAZINGPRTY	249.57	CAD	249.57	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	5331	Variety Stores	"MARCH BREAK SUPPLIES - OCTOPUS COSTUME, PHOTO PROP"
"PARKS, FORESTRY & RECREATION"	5465-224	2020-02-21	2020-02-24	AMZN MKTP CA OU8V75D13	37.63	CAD	37.63	CAD	2600	2600	P12047	BLOORDALE-COMM CTR-PRGM SUPPORT	4816	Computer Network/Information Services	MARCH BREAK CAMP SUPPLIES - CAPTAIN HATS
