Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element / Order No.	Cost Centre /  WBS Element / Order No. Decription	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	3621-153	2015-08-06	2015-08-07	NEW CANADIAN LUMBER	33.90	CAD	33.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306268	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DOOR KNOB	
FACILITIES MANAGEMENT DIVISON	3624-183	2015-08-06	2015-08-10	ABSO LOCK INC	22.60	CAD	22.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306198	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS	
FACILITIES MANAGEMENT DIVISON	3626-85	2015-08-10	2015-08-11	ACKLANDS-GRAINGER INC	119.43	CAD	119.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305897	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	NON SLIP TAPE	
FACILITIES MANAGEMENT DIVISON	3627-145	2015-08-11	2015-08-12	DANFORTH LUMBER #1051-	91.38	CAD	91.38	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306816	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	3632-92	2015-08-17	2015-08-18	CENTRAL FAIBANK LUMBER	42.93	CAD	42.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306426	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	3X3	
FACILITIES MANAGEMENT DIVISON	3642-111	2015-08-24	2015-08-26	THE HOME DEPOT #7080	68.09	CAD	68.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  GREEN TAPE	
FACILITIES MANAGEMENT DIVISON	3644-121	2015-08-26	2015-08-27	DAYVAN	59.66	CAD	59.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307238	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SLIDERS	
FACILITIES MANAGEMENT DIVISON	3644-122	2015-08-26	2015-08-27	DAYVAN	24.67	CAD	24.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61298463	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	POCKET HARDWARE	
FACILITIES MANAGEMENT DIVISON	3646-117	2015-08-27	2015-08-28	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					518.82	CAD	518.82	CAD								
FACILITIES MANAGEMENT DIVISON	3626-86	2015-08-10	2015-08-11	ONTARIO ACOUSTIC SUPPL	474.62	CAD	474.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306213	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	PURCHASE CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3639-147	2015-08-21	2015-08-24	INTERNATIONAL CABINET	240.13	CAD	240.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307347	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5719	Miscellaneous House Furnishing Specialty	PURCHASE CABINET DOORS	
FACILITIES MANAGEMENT DIVISON	3642-112	2015-08-25	2015-08-26	ONTARIO ACOUSTIC SUPPL	73.22	CAD	73.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307970	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	PURCHASE CEILING TILES	
					787.97	CAD	787.97	CAD								
FACILITIES MANAGEMENT DIVISON	3632-93	2015-08-17	2015-08-18	PRINCESS AUTO #36	130.42	CAD	130.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61298917	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE	
FACILITIES MANAGEMENT DIVISON	3632-94	2015-08-17	2015-08-18	PAUL WOLF ELECTRIC   L	96.22	CAD	96.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307631	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	ELEC. SUPPLYS	
FACILITIES MANAGEMENT DIVISON	3632-95	2015-08-17	2015-08-18	WWG / TOTALINE	636.64	CAD	636.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61301179	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	A/C PARTS	
FACILITIES MANAGEMENT DIVISON	3637-170	2015-08-19	2015-08-21	THE MASTER GROUP CRANF	445.06	CAD	445.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307478	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	NON STOCKED MATERIAL.	
FACILITIES MANAGEMENT DIVISON	3639-148	2015-08-21	2015-08-24	THE HOME DEPOT #7080	196.67	CAD	196.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306877	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  4IN ROUND	
					"1,505.01"	CAD	"1,505.01"	CAD								
FACILITIES MANAGEMENT DIVISON	3621-154	2015-08-06	2015-08-07	PRINCESS AUTO #36	99.43	CAD	99.43	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61251855	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	LAWYARD FOR HARNESS	
					99.43	CAD	99.43	CAD								
FACILITIES MANAGEMENT DIVISON	3611-172	2015-07-30	2015-08-03	THE HOME DEPOT #7080	103.23	CAD	103.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305545	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  LAC TH 3.78L	
FACILITIES MANAGEMENT DIVISON	3627-146	2015-08-10	2015-08-12	THE HOME DEPOT #7080	76.41	CAD	76.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304733	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EXT OB GLOSS	
FACILITIES MANAGEMENT DIVISON	3642-113	2015-08-24	2015-08-26	THE HOME DEPOT #7080	260.34	CAD	260.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61296858	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  STAIN	
FACILITIES MANAGEMENT DIVISON	3644-123	2015-08-26	2015-08-27	JOHN E GOUDEY MFG LTD	37.24	CAD	37.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61293132	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5198	"Paints, Varnishes, and Supplies"	STAIN	
FACILITIES MANAGEMENT DIVISON	3646-118	2015-08-26	2015-08-28	THE HOME DEPOT #7080	24.27	CAD	24.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306107	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  J TRIM 5/8""X"	
FACILITIES MANAGEMENT DIVISON	3648-141	2015-08-27	2015-08-31	THE HOME DEPOT #7080	197.28	CAD	197.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61296858	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ALEX PL 12PK	
FACILITIES MANAGEMENT DIVISON	3648-142	2015-08-28	2015-08-31	PRIMETIME PAINT AND PA	59.64	CAD	59.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306966	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
					758.41	CAD	758.41	CAD								
FACILITIES MANAGEMENT DIVISON	3611-173	2015-07-31	2015-08-03	THE HOME DEPOT #7080	40.57	CAD	40.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304778	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  9""HD CKG GUN"	
FACILITIES MANAGEMENT DIVISON	3648-143	2015-08-28	2015-08-31	STAPLES STORE #286	34.78	CAD	34.78	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308369	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5943	"Office, School Supply, and Stationery St"	BINDERS	
					75.35	CAD	75.35	CAD								
FACILITIES MANAGEMENT DIVISON	3644-124	2015-08-25	2015-08-27	THE HOME DEPOT #7012	125.37	CAD	125.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308053	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  BANB5FHHCHR	
FACILITIES MANAGEMENT DIVISON	3648-144	2015-08-27	2015-08-31	THE HOME DEPOT #7012	16.92	CAD	16.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308299	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	ENERGIZER	
					142.29	CAD	142.29	CAD								
FACILITIES MANAGEMENT DIVISON	3611-174	2015-07-29	2015-08-03	PACIFIC FASTENERS (198	150.95	CAD	150.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARD WARE	
FACILITIES MANAGEMENT DIVISON	3627-147	2015-08-10	2015-08-12	THE HOME DEPOT #7080	11.42	CAD	11.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305941	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	EVERBILT	
FACILITIES MANAGEMENT DIVISON	3627-148	2015-08-11	2015-08-12	METAL SUPERMARKETS (NO	237.30	CAD	237.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	METAL	
FACILITIES MANAGEMENT DIVISON	3635-132	2015-08-18	2015-08-20	BUNNING SPLICING   RIG	243.52	CAD	243.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	RIGGING EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	3639-149	2015-08-18	2015-08-24	PURE METAL GALVANIZING	350.02	CAD	350.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61295010	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	CAGE	
FACILITIES MANAGEMENT DIVISON	3639-150	2015-08-20	2015-08-24	THE HOME DEPOT #7080	26.98	CAD	26.98	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306828	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	MAILBOX	
					"1,020.19"	CAD	"1,020.19"	CAD								
FACILITIES MANAGEMENT DIVISON	3611-175	2015-07-31	2015-08-03	THE HOME DEPOT #7080	34.19	CAD	34.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305832	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  KEY BLANK	
FACILITIES MANAGEMENT DIVISON	3621-155	2015-08-06	2015-08-07	CUSTOM DOOR   LOCK SER	5.09	CAD	5.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306326	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	CUT KEYS	
FACILITIES MANAGEMENT DIVISON	3627-149	2015-08-10	2015-08-12	THE HOME DEPOT #7080	22.14	CAD	22.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306518	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS	
FACILITIES MANAGEMENT DIVISON	3627-150	2015-08-11	2015-08-12	CUSTOM DOOR   LOCK SER	15.26	CAD	15.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306759	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	CUT KEYS	
FACILITIES MANAGEMENT DIVISON	3629-155	2015-08-13	2015-08-14	TORONTO PARKING AUTHOR	2.75	CAD	2.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307106	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3642-114	2015-08-24	2015-08-26	THE HOME DEPOT #7080	17.47	CAD	17.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307855	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  OLFA L-1/BB	
FACILITIES MANAGEMENT DIVISON	3644-125	2015-08-26	2015-08-27	BL SECURITY LOCKSMITH	16.95	CAD	16.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308194	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS	
					113.85	CAD	113.85	CAD								
FACILITIES MANAGEMENT DIVISON	3618-133	2015-08-04	2015-08-06	THE HOME DEPOT #7080	75.01	CAD	75.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305771	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  S-HOOK	
FACILITIES MANAGEMENT DIVISON	3618-134	2015-08-04	2015-08-06	THE HOME DEPOT #7080	53.29	CAD	53.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61293129	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/4X2 1/4PHI	
FACILITIES MANAGEMENT DIVISON	3626-87	2015-08-10	2015-08-11	LOWES #02640*	43.30	CAD	43.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305771	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WINDOW LATCH   KEEPER	
FACILITIES MANAGEMENT DIVISON	3628-139	2015-08-12	2015-08-13	LEE VALLEY - DOWNTOWN	152.32	CAD	152.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305771	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5072	Hardware Equipment and Supplies	TRANSOM LATCH	
FACILITIES MANAGEMENT DIVISON	3632-96	2015-08-18	2015-08-18	LOWES #02640*	-43.30	CAD	-43.30	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61305771	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	WINDOW LATCHES AND KEEPERS	
FACILITIES MANAGEMENT DIVISON	3644-126	2015-08-25	2015-08-27	THE HOME DEPOT #7013	501.91	CAD	501.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61303016	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  11MM FIR PLY	
FACILITIES MANAGEMENT DIVISON	3646-119	2015-08-27	2015-08-28	CENTRAL FAIBANK LUMBER	81.77	CAD	81.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61288243	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	BIRCH PLYWOOD	
FACILITIES MANAGEMENT DIVISON	3648-145	2015-08-27	2015-08-31	THE HOME DEPOT #7013	173.07	CAD	173.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307238	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	3/4B-2 BIR	
					"1,037.37"	CAD	"1,037.37"	CAD								
FACILITIES MANAGEMENT DIVISON	3628-140	2015-08-12	2015-08-13	WIENER'S HOME HARDWARE	14.10	CAD	14.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304893	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	GREASE	
FACILITIES MANAGEMENT DIVISON	3631-185	2015-08-13	2015-08-17	CTF SUPPLY (11)	49.36	CAD	49.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306685	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	DRILL BITS	
					63.46	CAD	63.46	CAD								
FACILITIES MANAGEMENT DIVISON	3627-151	2015-08-11	2015-08-12	SPEED FASTENING SYSTEM	108.07	CAD	108.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61243382	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7538	Automotive Service Shops	LADDER	
FACILITIES MANAGEMENT DIVISON	3629-156	2015-08-12	2015-08-14	THE HOME DEPOT #7080	57.57	CAD	57.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306675	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	HD ZNC NZZLE	
FACILITIES MANAGEMENT DIVISON	3648-146	2015-08-28	2015-08-31	THE HOME DEPOT #7080	56.14	CAD	56.14	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308347	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  NUTS	
					221.78	CAD	221.78	CAD								
"PARKS, FORESTRY & RECREATION"	3611-176	2015-07-31	2015-08-03	BL SECURITY LOCKSMITH	12.71	CAD	12.71	CAD	2730	LOCKS	P10443	JJ PICCININNI-PRGM SUPPORT	7393	"Detective Agencies, Protective Agencies,"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	3616-88	2015-08-04	2015-08-05	NELLA CUTLERY	518.29	CAD	518.29	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P10443	JJ PICCININNI-PRGM SUPPORT	5719	Miscellaneous House Furnishing Specialty	KITCHEN SUPPLIES FOR CENTRE	
"PARKS, FORESTRY & RECREATION"	3618-135	2015-08-04	2015-08-06	TESSUTI VENEZIA LTD	45.20	CAD	45.20	CAD	2695	LINENS	P04885	JJ PICCININNI-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	TABLECLOTHS	
"PARKS, FORESTRY & RECREATION"	3618-136	2015-08-05	2015-08-06	STAPLES STORE #15	52.25	CAD	52.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	TRANSPARENY PAPER	
"PARKS, FORESTRY & RECREATION"	3618-137	2015-08-05	2015-08-06	PARTY CITY #2008	143.89	CAD	143.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5947	"Card, Gift, Novelty, and Souvenir Shops"	DECORATIONS & PARTY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3618-138	2015-08-05	2015-08-06	METRO #750	81.60	CAD	81.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06362	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	3618-139	2015-08-05	2015-08-06	CINEPLEX 7260     QPS	"1,949.25"	CAD	"1,949.25"	CAD	4118	TICKETS AND ADMISSION FEES	P04885	JJ PICCININNI-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3621-156	2015-08-05	2015-08-07	THE HOME DEPOT #7134	11.19	CAD	11.19	CAD	2535	PLUMBING SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	5200	Home Supply Warehouse	"1"" SS HOSECL"	
"PARKS, FORESTRY & RECREATION"	3624-184	2015-08-07	2015-08-10	AI5-ITAL RECORD   SPOR	75.32	CAD	75.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06434	JJ PICCININNI-SPORTS	5691	Men's and Women's Clothing Stores	SOCCER BALLS	
"PARKS, FORESTRY & RECREATION"	3627-152	2015-08-11	2015-08-12	METRO #719	152.82	CAD	152.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09919	JJ PICCININNI-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR GYMNASTICS SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3629-157	2015-08-11	2015-08-14	WAL-MART #1004	662.74	CAD	662.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3631-186	2015-08-14	2015-08-17	TRIMATE ELECTRIC SUPPL	71.19	CAD	71.19	CAD	2575	ELECTRICAL SUPPLIES	P11974	FACILITY OPERATIONS - JJ PICCININNI	7629	"Appliance Repair Shops, Electrical and S"	BULBS	
"PARKS, FORESTRY & RECREATION"	3632-97	2015-08-17	2015-08-18	FRESHCO #9879	218.83	CAD	218.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3634-156	2015-08-11	2015-08-19	JACK WATSON SPORTS INC	163.29	CAD	163.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5941	Sporting Goods Stores	CHILDREN'S GOLF CLUBS	
"PARKS, FORESTRY & RECREATION"	3634-157	2015-08-17	2015-08-19	STARKMAN SURGICAL SUPP	180.40	CAD	180.40	CAD	2590	EMERGENCY SERVICES SUPPLIES	P10443	JJ PICCININNI-PRGM SUPPORT	8071	Dental and Medical Laboratories	FIRST AID SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3634-158	2015-08-18	2015-08-19	NELLA CUTLERY	282.50	CAD	282.50	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P10443	JJ PICCININNI-PRGM SUPPORT	5719	Miscellaneous House Furnishing Specialty	REPAIR TO BBQ	
"PARKS, FORESTRY & RECREATION"	3634-159	2015-08-18	2015-08-19	METRO #719	117.78	CAD	117.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11682	JJ PICCININNI-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD - YOUTH CENTRE EVENT	
"PARKS, FORESTRY & RECREATION"	3635-133	2015-08-19	2015-08-20	AI5-ITAL RECORD   SPOR	225.44	CAD	225.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06434	JJ PICCININNI-SPORTS	5691	Men's and Women's Clothing Stores	SOCCER EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3637-171	2015-08-20	2015-08-21	METRO #719	223.95	CAD	223.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06434	JJ PICCININNI-SPORTS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR T BALL SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3637-172	2015-08-20	2015-08-21	CINEPLEX 7260     QPS	"1,884.75"	CAD	"1,884.75"	CAD	4118	TICKETS AND ADMISSION FEES	P04885	JJ PICCININNI-SUMMER CAMPS	7832	Motion Picture Theaters	ADMISSION - CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3642-115	2015-08-25	2015-08-26	SQ *EVOKE PHOTOGRAPHY	176.28	CAD	176.28	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P09919	JJ PICCININNI-INSTRL	7333	"Commercial Art, Graphics, Photography"	PRINTS AND FRAMES	
"PARKS, FORESTRY & RECREATION"	3644-127	2015-08-25	2015-08-27	WAL-MART #1004	635.05	CAD	635.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5411	"Grocery Stores, Supermarkets"	OLDER ADULTS SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3644-128	2015-08-26	2015-08-27	AI5-ITAL RECORD   SPOR	225.44	CAD	225.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06434	JJ PICCININNI-SPORTS	5691	Men's and Women's Clothing Stores	SOCCER SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3646-120	2015-08-27	2015-08-28	CURRY'S ART STORE	239.01	CAD	239.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01893	JJ PICCININNI-ARTS-VISL/PERF	5970	"Artist Supply Stores, Craft Shops"	ART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3648-147	2015-08-28	2015-08-31	PARTY CITY #2008	142.05	CAD	142.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3648-148	2015-08-28	2015-08-31	TESSUTI VENEZIA LTD	39.52	CAD	39.52	CAD	2695	LINENS	P13222	SPECIAL EVENTS - JOSEPH J PICCININNI CRC	7399	Business Services - Not Elsewhere Classi	TABLECLOTHS	
					"8,530.74"	CAD	"8,530.74"	CAD								
"PARKS, FORESTRY & RECREATION"	3611-177	2015-07-30	2015-08-03	BOWLERAMA REXDALE	97.80	CAD	97.80	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7933	Bowling Alleys	ADMISSION FEES - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3629-158	2015-08-13	2015-08-14	RIPLEYS AQUARIUM	284.67	CAD	284.67	CAD	4118	TICKETS AND ADMISSION FEES	P05110	NORTH KIPLING CC-SUMMER CAMPS	7998	"Aquariums, Dolphinariums, Seaquariums"	SUMMER CAMP TRIP ADMISSION TICKETS	
"PARKS, FORESTRY & RECREATION"	3631-187	2015-08-14	2015-08-17	NOFRILLS SHERIFFS 270	52.81	CAD	52.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05110	NORTH KIPLING CC-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"SUMMER CAMP PROGRAM- YEAST, SYRUP,CHOC CHIPS"	
