Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre /  WBS Element	Cost Centre /  WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
TORONTO WATER	2465-124	04-19-2013	04-22-2013	BUNNING SPLICING   RIG	14.24	CAD	14.24	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	SHACKLES	
TORONTO WATER	2469-94	04-23-2013	04-25-2013	NOBLE 52030	15.55	CAD	15.55	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	SAW	
					"2,301.74"	CAD	"2,301.74"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2441-78	04-04-2013	04-05-2013	TORONTO POLICE SERVICE	5.00	CAD	5.00	CAD	4995	OTHER EXPENSES	F03072	CENTRAL ASSESS&REFER	9399	Government Services - Not Elsewhere Clas	TORONTO POLICE SERVICES	
					5.00	CAD	5.00	CAD								
TORONTO WATER	2441-79	04-04-2013	04-05-2013	DULUX PAINTS #722	316.50	CAD	316.50	CAD	2715	PAINT SUPPLIES	PW1002	RC HARRIS SRVCS WA2	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
TORONTO WATER	2441-80	04-04-2013	04-05-2013	DULUX PAINTS #722	103.62	CAD	103.62	CAD	2715	PAINT SUPPLIES	PW1002	RC HARRIS SRVCS WA2	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
TORONTO WATER	2447-82	04-08-2013	04-10-2013	THE HOME DEPOT #7027	239.34	CAD	239.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1062	HCTP PLANT SRVCS WA3	5200	Home Supply Warehouse	*****	
					659.46	CAD	659.46	CAD								
"PARKS, FORESTRY & RECREATION"	2468-73	04-23-2013	04-24-2013	ONTARIO CYCLING ASSOCI	"1,636.24"	CAD	"1,636.24"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P13463	TEY - CAN BIKE - INSTRUCTIONAL PRG	8398	"Organizations, Charitable and Social Ser"	11 CANBIKE INSTRUCTOR MANUALS	
"PARKS, FORESTRY & RECREATION"	2469-95	04-24-2013	04-25-2013	THE CANADIAN CYC	664.00	CAD	664.00	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P13463	TEY - CAN BIKE - INSTRUCTIONAL PRG	8398	"Organizations, Charitable and Social Ser"	CANBIKE INSTRUCTOR MANUALS	
					"2,300.24"	CAD	"2,300.24"	CAD								
"PARKS, FORESTRY & RECREATION"	2456-49	04-14-2013	04-16-2013	WAL-MART # 3031	101.36	CAD	101.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5310	Discount Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2467-46	04-21-2013	04-23-2013	WAL-MART # 3031	19.11	CAD	19.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5310	Discount Stores	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2468-74	04-23-2013	04-24-2013	STAPLES STORE #11	18.86	CAD	18.86	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P02029	BLOORDALE CS-ARTS-VI	5943	"Office, School Supply, and Stationery St"	DANCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2470-71	04-25-2013	04-26-2013	CUSTOM TICKETS BY TM-C	112.00	CAD	112.00	CAD	4118	TICKETS AND ADMISSION FEES	P02029	BLOORDALE CS-ARTS-VI	7922	Theatrical Producers (except Motion Pict	DANCE RECITAL TICKETS	
"PARKS, FORESTRY & RECREATION"	2473-103	04-26-2013	04-29-2013	URBAN PLANET #1389	733.06	CAD	733.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02029	BLOORDALE CS-ARTS-VI	5691	Men's and Women's Clothing Stores	DANCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-60	04-29-2013	04-30-2013	MICHAELS OF CANADA #34	95.28	CAD	95.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12047	BLOORDALE-COMM CTR-P	5945	"Game, Toy, and Hobby Shops"	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2475-61	04-29-2013	04-30-2013	URBAN PLANET #1389	145.53	CAD	145.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02029	BLOORDALE CS-ARTS-VI	5691	Men's and Women's Clothing Stores	DANCE SUPPLIES	
					"1,225.20"	CAD	"1,225.20"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2470-72	04-25-2013	04-26-2013	THE BARGAINS GROUP LTD	"1,465.12"	CAD	"1,465.12"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01132	SEATON HSE-HOSTEL	5699	Accessory  and Apparel Stores - Miscella	480 PAIR OF MEN'S WHITE SOCKS FOR HOSTEL CLIENTS	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2475-62	04-29-2013	04-30-2013	FUTURE SHOP #67	19.20	CAD	19.20	CAD	2820	MEDICAL & DENTAL SUPPLIES	F01124	SH-CLNT SRV-HLTH CA	5732	Electronic Sales	BATTERIES FOR BRAUN THERMOMETERS- ANNEX INFIRMARY	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2481-78	05-01-2013	05-03-2013	CPC/SCP #0068055	10.85	CAD	10.85	CAD	4805	POSTAGE	F01121	SEATON HSE PGM DELIV	9402	Postal Services - Government Only	REGISTERED LETTER	
					"1,495.17"	CAD	"1,495.17"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2437-73	04-02-2013	04-04-2013	PAYPAL *CANADAINDIA	84.75	CAD	84.75	CAD	4118	TICKETS AND ADMISSION FEES	ED0168	BD-SEC-FIN-BUS-SERV	7399	Business Services - Not Elsewhere Classi	TICKET TO EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2456-50	04-14-2013	04-16-2013	CVCA	939.75	CAD	939.75	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0168	BD-SEC-FIN-BUS-SERV	8641	"Associations - Civic, Social, and Frater"	"REGISTRATION FEE - BANFF, AB"	
					"1,024.50"	CAD	"1,024.50"	CAD								
TORONTO WATER	2443-124	04-05-2013	04-08-2013	BOLTS PLUS INC	"1,889.46"	CAD	"1,889.46"	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5085	Industrial Supplies Not Elsewhere Classi	BOLTS	
TORONTO WATER	2445-40	04-08-2013	04-09-2013	METAL SUPERMARKETS (ET	62.90	CAD	62.90	CAD	2532	STEEL	WW2055	COMPLEX WTR SYS	5051	Metal Service Centers and Offices	BAR	
TORONTO WATER	2465-125	04-15-2013	04-22-2013	PACIFIC FASTENERS (198	245.36	CAD	245.36	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	GENERAL HARDWARE	
TORONTO WATER	2473-104	04-25-2013	04-29-2013	METRO #720	62.59	CAD	62.59	CAD	2270	PROPANE GAS	WW2055	COMPLEX WTR SYS	5411	"Grocery Stores, Supermarkets"	PROPANE GAS	
TORONTO WATER	2476-78	04-30-2013	05-01-2013	ATLAS MACHINERY SUPPLY	168.32	CAD	168.32	CAD	2710	GENERAL HARDWARE	WW2055	COMPLEX WTR SYS	5251	Hardware Stores	DRILL & TAP	
					"2,428.63"	CAD	"2,428.63"	CAD								
"PARKS, FORESTRY & RECREATION"	2441-81	04-04-2013	04-05-2013	G   S DYE AND ACCESSOR	126.48	CAD	126.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12972	ARTS-SWANSEA	5970	"Artist Supply Stores, Craft Shops"	SUPPLIES FOR FABRIC ARTS PRGM	
"PARKS, FORESTRY & RECREATION"	2476-79	04-30-2013	05-01-2013	MEDTECH WRISTBANDS	54.81	CAD	54.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04897	SWANSEA CC-SUMR CAMP	5099	Durable Goods Not Elsewhere Classified	WRISTBANDS FOR CAMP OUTING	
					181.29	CAD	181.29	CAD								
"PARKS, FORESTRY & RECREATION"	2437-74	04-02-2013	04-04-2013	CDN TIRE STORE #00654	232.50	CAD	232.50	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	VARIOUS TOOLS/HARDWARE	
"PARKS, FORESTRY & RECREATION"	2441-82	04-04-2013	04-05-2013	SHOPPERS DRUG MART #13	110.42	CAD	110.42	CAD	4805	POSTAGE	P00554	S-WEST 1-TURF&HORT	9402	Postal Services - Government Only	SHIPPING USA-DULUTH TRADING	
"PARKS, FORESTRY & RECREATION"	2455-79	04-12-2013	04-15-2013	STINSON EQUIPMENT LTD	900.95	CAD	900.95	CAD	2082	HEALTH & SAFETY SUPPLIES	P12858	BEACHWTRFRTMAINT	5712	"Equipment, Furniture, and Home Furnishin"	BOLLARDS FOR MARTIN GOODMAN TRAIL	
"PARKS, FORESTRY & RECREATION"	2467-47	04-22-2013	04-23-2013	PLANT PRODUCTS CO. LTD	881.74	CAD	881.74	CAD	2470	FERTILIZERS	P00554	S-WEST 1-TURF&HORT	0763	Agricultural Cooperatives	SPECIALTY FERTILIZER	
"PARKS, FORESTRY & RECREATION"	2469-96	04-24-2013	04-25-2013	AVENUE INDUSTRIAL SUPP	533.36	CAD	533.36	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5969	Direct Marketing - Other Direct Marketer	METAL BANDING FOR BANDING MACHINE	
"PARKS, FORESTRY & RECREATION"	2469-97	04-24-2013	04-25-2013	LEE VALLEY TOOLS 800-2	352.16	CAD	352.16	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00554	S-WEST 1-TURF&HORT	5251	Hardware Stores	GARDENING TOOLS	
"PARKS, FORESTRY & RECREATION"	2469-98	04-24-2013	04-25-2013	ROTBLOTT'S DISCOUNT WH	228.63	CAD	228.63	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00554	S-WEST 1-TURF&HORT	5251	Hardware Stores	GARDENING TOOLS	
"PARKS, FORESTRY & RECREATION"	2473-105	04-25-2013	04-29-2013	THE HOME DEPOT #7011	421.96	CAD	421.96	CAD	2710	GENERAL HARDWARE	P00554	S-WEST 1-TURF&HORT	5200	Home Supply Warehouse	*****	
					"3,661.72"	CAD	"3,661.72"	CAD								
"PARKS, FORESTRY & RECREATION"	2459-68	04-16-2013	04-17-2013	SAFE-GUARD LOCKSMITHS	214.70	CAD	214.70	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	P07743	CENTENNIAL PARK (W)-	5251	Hardware Stores	SAFE COMBINATION MAINTENANCE	
					214.70	CAD	214.70	CAD								
TORONTO WATER	2437-75	04-02-2013	04-04-2013	CDN TIRE STORE #00070	-94.91	CAD	-94.91	CAD	3080	M & E - HAND TOOLS	WW1176	HTP PLANT SERVICES	5200	Home Supply Warehouse	RETURN ON MARCH PURCHASE	
TORONTO WATER	2441-83	04-03-2013	04-05-2013	APPLIED INDUSTRIAL TEC	212.19	CAD	212.19	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	5085	Industrial Supplies Not Elsewhere Classi	BEARING SEALS FOR TANK #1 CROSS COLLECTOR	
TORONTO WATER	2451-71	04-10-2013	04-12-2013	MR METAL(ETOBICOKE) IN	54.24	CAD	54.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	5051	Metal Service Centers and Offices	THREADED ROD	
TORONTO WATER	2459-69	04-16-2013	04-17-2013	KOTYCK BROS LIMITED	710.22	CAD	710.22	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	1520	General Contractors - Residential and Co	HOSE & CLAMPS	
TORONTO WATER	2462-69	04-17-2013	04-19-2013	BRAFASCO / ETOBICOKE	97.82	CAD	97.82	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	5085	Industrial Supplies Not Elsewhere Classi	EYE BOLTS	
TORONTO WATER	2469-99	04-24-2013	04-25-2013	HONIG INDUSTRIAL EQUIP	45.26	CAD	45.26	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1178	HTP LIQUIDS PRIMARY	5969	Direct Marketing - Other Direct Marketer	BLADE FOR MACHINE SAW	
					"1,024.82"	CAD	"1,024.82"	CAD								
"PARKS, FORESTRY & RECREATION"	2443-125	04-06-2013	04-08-2013	NOFRILLS STEPHEN'S #34	16.35	CAD	16.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2456-51	04-12-2013	04-16-2013	METRO #808	47.28	CAD	47.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2456-52	04-15-2013	04-16-2013	NOFRILLS JOSE'S #3470	41.18	CAD	41.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01523	DON MONTGOMERY-SPOR	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2465-126	04-21-2013	04-22-2013	NOFRILLS JOSE'S #3470	3.79	CAD	3.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2468-75	04-23-2013	04-24-2013	NOFRILLS STEPHEN'S #34	40.25	CAD	40.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13322	YOW - CR-SC-2	5411	"Grocery Stores, Supermarkets"	PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2476-80	04-30-2013	05-01-2013	NOFRILLS JOSE'S #3470	8.77	CAD	8.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13322	YOW - CR-SC-2	5411	"Grocery Stores, Supermarkets"	EMPLOYMENT READINESS WORKSHOP SNACKS	
					157.62	CAD	157.62	CAD								
TORONTO WATER	2470-73	04-25-2013	04-26-2013	SRP CONTROL SYSTEMS LT	220.35	CAD	220.35	CAD	2710	GENERAL HARDWARE	PW1042	ISLAND SERVICES WA4	5969	Direct Marketing - Other Direct Marketer	BATTERY PACK	
					220.35	CAD	220.35	CAD								
TORONTO WATER	2437-76	04-02-2013	04-04-2013	ONTARIO WATER WORKS AS	32.00	CAD	32.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	7399	Business Services - Not Elsewhere Classi	CROSS CONNECTION CONTROL	
TORONTO WATER	2449-66	04-09-2013	04-11-2013	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	9399	Government Services - Not Elsewhere Clas	PERMIT & LICENSE FEES	
TORONTO WATER	2449-67	04-10-2013	04-11-2013	IMPERIAL ENGRAVERS	158.20	CAD	158.20	CAD	2551	ROAD MATERIALS	WW1000	PLANT ADMIN SUPPORT	8999	Professional Services - Not Elsewhere Cl	SIGNAGE	
TORONTO WATER	2455-80	04-11-2013	04-15-2013	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	9399	Government Services - Not Elsewhere Clas	PERMIT & LICENSE FEES	
TORONTO WATER	2456-53	04-12-2013	04-16-2013	CDN TIRE STORE #00654	147.56	CAD	147.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	WW1004	ABTP WA7 GRNDSKEEP	5200	Home Supply Warehouse	MOUSE TRAPS	
TORONTO WATER	2462-70	04-18-2013	04-19-2013	PMI*PROJECT MGMT INST	134.60	CAD	128.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	WW1000	PLANT ADMIN SUPPORT	5999	Miscellaneous and Specialty Retail Store	PM BOOK	
TORONTO WATER	2465-127	04-21-2013	04-22-2013	PRIMESUBSCRIPTION	89.27	CAD	89.27	CAD	4233	PCARD RECOVERIES	WW1000	PLANT ADMIN SUPPORT	5968	Direct Marketing - Continuity/Subscripti	PCARD CHARGED INCORRECTLY	
TORONTO WATER	2467-48	04-22-2013	04-23-2013	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	1799	"Contractors, Special Trade - Not Elsewhe"	PERMIT & LICENSE FEES	
TORONTO WATER	2467-49	04-22-2013	04-23-2013	TECHNICAL STANDARDS AN	100.00	CAD	100.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	1799	"Contractors, Special Trade - Not Elsewhe"	PERMIT & LICENSE FEES	
TORONTO WATER	2470-74	04-24-2013	04-26-2013	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4830	PERMIT & LICENSE FEES	WW1000	PLANT ADMIN SUPPORT	9399	Government Services - Not Elsewhere Clas	PERMIT & LICENSE FEES	
					"1,026.63"	CAD	892.03	CAD								
							128.00	USD								
LONG TERM CARE HOMES	2451-72	04-10-2013	04-12-2013	BIONIX	405.44	CAD	390.15	USD	2823	MEDICAL SUPPLIES	D3C144	CUMMR LDGE-NS-NA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	G-FEED DECLOGGER	
LONG TERM CARE HOMES	2479-86	05-01-2013	05-02-2013	EB *16-HOUR PIECES EDU	540.00	CAD	540.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	D3C144	CUMMR LDGE-NS-NA	7399	Business Services - Not Elsewhere Classi	PIECES EDUCATION FOR 3REGISTERED NURSES	
					945.44	CAD	540.00	CAD								
							390.15	USD								
EMERGENCY MEDICAL SERVICES	2461-62	04-17-2013	04-18-2013	MANHATTAN TROPHIES LIM	156.79	CAD	156.79	CAD	4995	OTHER EXPENSES	B33118	CACC - TRG. UNIT	5941	Sporting Goods Stores	EMD OF THE YEAR AWARD	
					156.79	CAD	156.79	CAD								
"PARKS, FORESTRY & RECREATION"	2443-126	04-05-2013	04-08-2013	DAVIDSON'S VALU MART #	4.59	CAD	4.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	2445-41	04-05-2013	04-09-2013	DESERRES	4.50	CAD	4.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07791	STAN WADLOW COMPLEX-	5970	"Artist Supply Stores, Craft Shops"	CANVAS - SCULPTING CLASS	
"PARKS, FORESTRY & RECREATION"	2447-83	04-08-2013	04-10-2013	NOFRILLS TOMS 775	31.45	CAD	31.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	2449-68	04-10-2013	04-11-2013	J   J CRAFTS	70.40	CAD	70.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07791	STAN WADLOW COMPLEX-	5970	"Artist Supply Stores, Craft Shops"	CLAY - SCULPTING CLASS	
"PARKS, FORESTRY & RECREATION"	2455-81	04-11-2013	04-15-2013	SOBEYS #938        QPS	58.34	CAD	58.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	2465-128	04-18-2013	04-22-2013	YOUR DOLLAR STORE WITH	23.73	CAD	23.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11120	SECORD CC-SOC PGM	5999	Miscellaneous and Specialty Retail Store	CRAFT SUPPLIES - AFTER SCHOOL PROG	
"PARKS, FORESTRY & RECREATION"	2467-50	04-19-2013	04-23-2013	METRO #37	84.97	CAD	84.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	2468-76	04-22-2013	04-24-2013	METRO #37	11.16	CAD	11.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
"PARKS, FORESTRY & RECREATION"	2470-75	04-23-2013	04-26-2013	SEARS CANADA DIRECT	60.95	CAD	60.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08992	SECORD CC-INSTRL	5999	Miscellaneous and Specialty Retail Store	LITTLE TYKES BASKETBALL SET	
"PARKS, FORESTRY & RECREATION"	2475-63	04-26-2013	04-30-2013	METRO #37	61.45	CAD	61.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11120	SECORD CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING CLUB	
					411.54	CAD	411.54	CAD								
"PARKS, FORESTRY & RECREATION"	2447-84	04-08-2013	04-10-2013	CDN TIRE STORE #00182	411.30	CAD	411.30	CAD	3099	GENERAL EQUIPMENT	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	POWER WASHER	
"PARKS, FORESTRY & RECREATION"	2465-129	04-18-2013	04-22-2013	CDN TIRE STORE #00654	138.82	CAD	138.82	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	CARGO NET/TIE DOWNS	
"PARKS, FORESTRY & RECREATION"	2465-130	04-20-2013	04-22-2013	THE HOME DEPOT #7080	168.75	CAD	168.75	CAD	2531	LUMBER	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	2468-77	04-23-2013	04-24-2013	ROTBLOTT'S DISCOUNT WH	64.36	CAD	64.36	CAD	2710	GENERAL HARDWARE	P00530	S-WEST 1-PGM SUPP	5251	Hardware Stores	"PULL TIES, TAPE"	
"PARKS, FORESTRY & RECREATION"	2469-100	04-23-2013	04-25-2013	THE HOME DEPOT #7013	131.12	CAD	131.12	CAD	2531	LUMBER	P00530	S-WEST 1-PGM SUPP	5200	Home Supply Warehouse	FENCE BRONZE	
"PARKS, FORESTRY & RECREATION"	2470-76	04-24-2013	04-26-2013	CHAIN SAW CLINIC LTD	464.02	CAD	464.02	CAD	3099	GENERAL EQUIPMENT	P00530	S-WEST 1-PGM SUPP	5722	Household Appliance Stores	STIHL BLOWER	
					"1,378.37"	CAD	"1,378.37"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2462-71	04-18-2013	04-19-2013	CUSTOM CLASSICS	45.20	CAD	45.20	CAD	2792	"BANNERS, FLAGS & SIGNS"	SE0003	CENTRL-SWING FEST-SI	5131	"Piece Goods, Notions, and Other Dry Good"	SAMPLE TSHIRTS FOR DOORS OPEN	
ECONOMIC DEVELOPMENT & CULTURE	2467-51	04-22-2013	04-23-2013	THE SOURCE SHOP	244.08	CAD	244.08	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0003	CENTRL-SWING FEST-SI	7829	Motion Picture and Video Tape Production	RECHARGEABLE BATTERIES	
ECONOMIC DEVELOPMENT & CULTURE	2479-87	04-30-2013	05-02-2013	COMTIX TICKETS INC	120.91	CAD	120.91	CAD	2792	"BANNERS, FLAGS & SIGNS"	SE0003	CENTRL-SWING FEST-SI	2741	Miscellaneous Publishing and Printing	WRISTBANDS FOR WALKING TOURS	
ECONOMIC DEVELOPMENT & CULTURE	2481-79	05-01-2013	05-03-2013	CDN TIRE STORE #00600	119.84	CAD	119.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0003	CENTRL-SWING FEST-SI	5200	Home Supply Warehouse	"SUPPLIES FOR VOLUNTEER BACKPACKS- FIRST AID KIT,ZI"	
					530.03	CAD	530.03	CAD								
"PARKS, FORESTRY & RECREATION"	2443-127	04-04-2013	04-08-2013	ELITE PLUMBING   HEATI	960.77	CAD	960.77	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2451-73	04-10-2013	04-12-2013	CTF SUPPLY (11)	238.23	CAD	238.23	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	HAND TOOLS & CLAMPS	
"PARKS, FORESTRY & RECREATION"	2455-82	04-09-2013	04-15-2013	J.J. DOWNS INDUSTRIAL	311.11	CAD	311.11	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	PVC PIPING & FITTINGS	
"PARKS, FORESTRY & RECREATION"	2456-54	04-12-2013	04-16-2013	ELITE PLUMBING   HEATI	674.26	CAD	674.26	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5074	Plumbing and Heating Equipment	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2473-106	04-26-2013	04-29-2013	J.J. DOWNS INDUSTRIAL	408.78	CAD	408.78	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	PVC PIPING & FITTINGS	
"PARKS, FORESTRY & RECREATION"	2473-107	04-26-2013	04-29-2013	PACIFIC FASTENERS (198	83.17	CAD	83.17	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	BOLTS & NUTS	
"PARKS, FORESTRY & RECREATION"	2476-81	04-29-2013	05-01-2013	CTF SUPPLY (11)	121.21	CAD	121.21	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5085	Industrial Supplies Not Elsewhere Classi	"ROD, NUTS & WASHERS"	
					"2,797.53"	CAD	"2,797.53"	CAD								
EMERGENCY MEDICAL SERVICES	2437-77	04-03-2013	04-04-2013	THE TORONTO SUN CIRCUL	26.99	CAD	26.99	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR MEDIA	
EMERGENCY MEDICAL SERVICES	2459-70	04-15-2013	04-17-2013	THE GLOBE AND MAIL	24.91	CAD	24.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5192	"Books, Periodicals, and Newspapers"	NEWSPAPER SUBSCRIPTION FOR MEDIA	
EMERGENCY MEDICAL SERVICES	2465-131	04-19-2013	04-22-2013	TORONTO STAR# 32217042	9.33	CAD	9.33	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	B00001	EMS PROG DEVLP LEAD	5994	News Dealers and Newsstands	NEWSPAPER SUBSCRIPTION FOR MEDIA	
					61.23	CAD	61.23	CAD								
