Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
OFFICE OF EMERGENCY MANAGEMENT 	2810-40	2013-12-28	2013-12-30	SWISS CHALET #1208E	176.75	CAD	176.75	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5812	"Eating Places, Restaurants"	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-41	2013-12-28	2013-12-30	PIZZA PIZZA 002	52.35	CAD	52.35	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5812	"Eating Places, Restaurants"	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-42	2013-12-28	2013-12-30	PIZZA PIZZA	426.68	CAD	426.68	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-43	2013-12-28	2013-12-30	PIZZA PIZZA	272.18	CAD	272.18	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-44	2013-12-28	2013-12-30	PIZZA PIZZA	222.71	CAD	222.71	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-45	2013-12-28	2013-12-30	PIZZA PIZZA	138.61	CAD	138.61	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-46	2013-12-28	2013-12-30	PIZZA PIZZA	159.53	CAD	159.53	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-47	2013-12-28	2013-12-30	PIZZA PIZZA	267.46	CAD	267.46	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-48	2013-12-28	2013-12-30	PIZZA PIZZA	226.42	CAD	226.42	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-49	2013-12-28	2013-12-30	PIZZA PIZZA	147.00	CAD	147.00	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
OFFICE OF EMERGENCY MANAGEMENT 	2810-50	2013-12-28	2013-12-30	PIZZA PIZZA	585.20	CAD	585.20	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5814	Quick Payment Service - Fast-Food Restau	"EOC ACTIVATION ""ICE STORM"""
					"3,904.97"	CAD	"3,904.97"	CAD							
PURCHASING & MATERIALS MANAGEMENT 	2795-121	2013-12-14	2013-12-16	FLUIDSURVEYS	465.11	CAD	465.11	CAD	3420	COMPUTERS - SOFTWARE	FS0019	POLICY TRAINING & TECHNOLOGY	5734	Computer Software Stores	2014 RENEWAL OF SURVEY SOFTWARE WEBSITE
					465.11	CAD	465.11	CAD							
TORONTO WATER	2773-101	2013-11-28	2013-12-02	BRAFASCO / ETOBICOKE	25.22	CAD	25.22	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	EYE BOLT
TORONTO WATER	2773-102	2013-11-28	2013-12-02	PACIFIC FASTENERS (198	142.10	CAD	142.10	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	NUTS AND BOLTS
TORONTO WATER	2773-103	2013-11-28	2013-12-02	PACIFIC FASTENERS (198	379.32	CAD	379.32	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5251	Hardware Stores	NUTS
TORONTO WATER	2776-65	2013-12-02	2013-12-04	KSB PUMPS INC	"1,320.74"	CAD	"1,320.74"	CAD	2535	PLUMBING SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5074	Plumbing and Heating Equipment	"SEAL RINGS, JOINT RINGS AND O-RING"
TORONTO WATER	2776-66	2013-12-03	2013-12-04	CHAUNCEY BUILDERS SUPP	"1,084.60"	CAD	"1,084.60"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5211	"Building Materials, Lumber Stores"	VARIOUS BLDG MATERIALS
TORONTO WATER	2776-67	2013-12-03	2013-12-04	AUTOMOTIVE TOOL	903.89	CAD	903.89	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	"DRILL, SANDING DICS AND DEWALT BATTERY"
TORONTO WATER	2785-101	2013-12-06	2013-12-09	LOWES #03096*	207.07	CAD	207.07	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5200	Home Supply Warehouse	**MORE**  MINI WEDGE ANC 1/4X3 1/4 (30PC)
					"4,062.94"	CAD	"4,062.94"	CAD							
"PARKS, FORESTRY & RECREATION"	2776-68	2013-12-02	2013-12-04	WAL-MART #3159	253.49	CAD	253.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PRESCHOOL PROGRAM SUPPLIES
"PARKS, FORESTRY & RECREATION"	2780-62	2013-12-03	2013-12-05	ACTION LOCKSMITHS INC	12.37	CAD	12.37	CAD	2730	LOCKS	P03026	STEPHEN LEACOCK-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	KEYS
"PARKS, FORESTRY & RECREATION"	2800-52	2013-12-18	2013-12-19	BO GAH INT'L REMOVALS	118.65	CAD	118.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	4214	"Motor Freight Carriers, Trucking - Local"	PARTITIONS FOR TABLE TENNIS
"PARKS, FORESTRY & RECREATION"	2801-56	2013-12-18	2013-12-20	WAL-MART # 3000	174.11	CAD	174.11	CAD	3050	M & E - KITCHEN	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5310	Discount Stores	MICROWAVE
"PARKS, FORESTRY & RECREATION"	2812-38	2013-12-19	2013-12-31	ACTION LOCKSMITHS INC	13.56	CAD	13.56	CAD	2730	LOCKS	P03026	STEPHEN LEACOCK-PRGM SUPPORT	7399	Business Services - Not Elsewhere Classi	KEYS
					572.18	CAD	572.18	CAD							
TORONTO WATER	2776-69	2013-12-02	2013-12-04	CDN TIRE STORE #00070	65.72	CAD	65.72	CAD	2130	PARTS - MOBILE EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	WIPER BLADES
TORONTO WATER	2798-74	2013-12-16	2013-12-18	CDN TIRE STORE #00119	101.27	CAD	101.27	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	SUPPLIES FOR PUMP REPAIRS
TORONTO WATER	2804-73	2013-12-19	2013-12-23	CDN TIRE STORE #00070	173.83	CAD	173.83	CAD	*****	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  VARIOUS GENERAL HARDWARE
TORONTO WATER	2808-52	2013-12-24	2013-12-27	CDN TIRE STORE #00070	86.38	CAD	86.38	CAD	*****	KITCHEN SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	"**MORE**  WIPER, DEICE, OTHER VEHICLE SUPPLIES"
					427.20	CAD	427.20	CAD							
ECONOMIC DEVELOPMENT & CULTURE	2787-47	2013-12-04	2013-12-10	PRINT THREE #95	45.20	CAD	45.20	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	ED0155	STRATEGIC ALLIANCES	7338	"Quick Copy, Reproduction, and Blueprinti"	PRINTING
ECONOMIC DEVELOPMENT & CULTURE	2793-63	2013-12-12	2013-12-13	ITALIAN CHAMBER OF COM	"3,390.00"	CAD	"3,390.00"	CAD	4760	MEMBERSHIP FEES	ED0155	STRATEGIC ALLIANCES	8699	"Organizations, Membership - Not Elsewher"	MEMBERSHIP
					"3,435.20"	CAD	"3,435.20"	CAD							
"PARKS, FORESTRY & RECREATION"	2795-122	2013-12-13	2013-12-16	PAUL WOLF ELECTRIC   L	47.41	CAD	47.41	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	"PULL,ELBOW,CRIMP"
"PARKS, FORESTRY & RECREATION"	2795-123	2013-12-13	2013-12-16	WESTBURNE RUDDY ELECTR	440.05	CAD	440.05	CAD	2575	ELECTRICAL SUPPLIES	P00483	S-WEST 2-PARKS EQP MNT/REP	5722	Household Appliance Stores	CONDUIT - BX
"PARKS, FORESTRY & RECREATION"	2804-74	2013-12-20	2013-12-23	CUSTOM DOOR   LOCK SER	168.77	CAD	168.77	CAD	2730	LOCKS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5533	"Automotive Parts, Accessories Stores"	"CUT KEYS, 2 NEW LOCKS"
					656.23	CAD	656.23	CAD							
"PARKS, FORESTRY & RECREATION"	2773-104	2013-11-29	2013-12-02	MISTER SAFETY SHOES IN	132.11	CAD	132.11	CAD	2665	PROTECTIVE CLOTHING	P00853	ALNESS YD-TRADES	5661	Shoe Stores	INSULATED OVERALLS
"PARKS, FORESTRY & RECREATION"	2793-64	2013-12-12	2013-12-13	RTA ELECTRIC MOTOR COR	461.04	CAD	461.04	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P10956	ESTHER SHINER ST-OPERATIONS	7538	Automotive Service Shops	HEATER FAN MOTOR REPAIRS
"PARKS, FORESTRY & RECREATION"	2804-75	2013-12-20	2013-12-23	LOWES #02640*	168.77	CAD	168.77	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  1-GNG VERT DP I/U WP CVR-CLR
					761.92	CAD	761.92	CAD							
"PARKS, FORESTRY & RECREATION"	2789-67	2013-12-10	2013-12-11	PAUL WOLF ELECTRIC   L	269.64	CAD	269.64	CAD	2575	ELECTRICAL SUPPLIES	P00548	S-EAST 1-TURF&HORT	5065	Electrical Parts and Equipment	CABLE TIES
					269.64	CAD	269.64	CAD							
PUBLIC HEALTH	2810-52	2013-12-27	2013-12-30	REG NURSES ASSOC ON	"1,469.00"	CAD	"1,469.00"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3011	DIRECTOR'S : CDIP	8299	Educational Services	REGISTRATION FOR CONFERENCE
					"1,469.00"	CAD	"1,469.00"	CAD							
FIRE SERVICES	2801-57	2013-12-19	2013-12-20	AIRFLIGHT SERVICES	52.00	CAD	52.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	FR0011	RADIO	4121	Limousines and Taxicabs	TRANSPORATION FROM AIRPORT TO HQ
					52.00	CAD	52.00	CAD							
CITY MANAGER	2780-63	2013-12-03	2013-12-05	SMARTSHEET	272.56	CAD	249.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	CM0003	CORPORATE POLICY	5734	Computer Software Stores	ANNUAL SUBSCRIPTION - PAN AM 2015
CITY MANAGER	2785-102	2013-12-05	2013-12-09	PORTER AI	151.42	CAD	151.42	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	CM0001	EXECUTIVE MANAGEMENT	4511	"Air Carriers, Airlines - Not Elsewhere C"	A/FARE-CHANGE FEE
CITY MANAGER	2785-103	2013-12-05	2013-12-09	PORTER AI	45.20	CAD	45.20	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	CM0001	EXECUTIVE MANAGEMENT	4511	"Air Carriers, Airlines - Not Elsewhere C"	SEAT FEE
CITY MANAGER	2793-65	2013-12-11	2013-12-13	TORONTO REGION BOARD O	178.54	CAD	178.54	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	CM0003	CORPORATE POLICY	8641	"Associations - Civic, Social, and Frater"	"REG -  ""MAKING THE MOVE""12/13"
					647.72	CAD	375.16	CAD							
							249.00	USD							
"PARKS, FORESTRY & RECREATION"	2773-105	2013-11-30	2013-12-02	SOBEYS #7383       QPS	12.73	CAD	12.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR XMAS POT LUCKS
"PARKS, FORESTRY & RECREATION"	2781-74	2013-12-05	2013-12-06	STAPLES #11	28.32	CAD	28.32	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P08495	HORNER SENIORS-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	2014 DATE BOOKS
"PARKS, FORESTRY & RECREATION"	2785-104	2013-12-06	2013-12-09	NO FRILL'S #1306	42.72	CAD	42.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR XMAS LUNCH
"PARKS, FORESTRY & RECREATION"	2791-63	2013-12-11	2013-12-12	NO FRILL'S #1306	21.99	CAD	21.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR XMAS LUNCH
					105.76	CAD	105.76	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2773-106	2013-11-29	2013-12-02	LASER QUEST TORONTO EA	82.50	CAD	82.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	7994	Video Game Arcades/Establishments	CHILDRENS PROGRAM OUTING - NOVEMBER 30/13
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2773-107	2013-11-30	2013-12-02	LASER QUEST TORONTO EA	103.95	CAD	103.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	7994	Video Game Arcades/Establishments	CHILDRENS PROGRAM OUTING - NOVEMBER 30/13
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2773-108	2013-11-30	2013-12-02	LASER QUEST TORONTO EA	8.48	CAD	8.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	7994	Video Game Arcades/Establishments	CHILDRENS PROGRAM OUTING - NOVEMBER 30/13
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2795-124	2013-12-14	2013-12-16	WMT SUPRCTR #1115	283.35	CAD	283.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01450	FAMILY RESIDENCE DONATION	5411	"Grocery Stores, Supermarkets"	PRIZES FOR CLIENT HOLIDAY EVENT
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2798-75	2013-12-17	2013-12-18	LONG   MCQUADE LIMITED	223.45	CAD	223.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01450	FAMILY RESIDENCE DONATION	7399	Business Services - Not Elsewhere Classi	SOUND EQUIPMENT FOR CLIENT HOLIDAY EVENT
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2801-58	2013-12-19	2013-12-20	LONG   MCQUADE LIMITED	-12.95	CAD	-12.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01450	FAMILY RESIDENCE DONATION	7399	Business Services - Not Elsewhere Classi	SOUND EQUIPMENT FOR CLIENT HOLIDAY EVENT - REFUND
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2808-53	2013-12-23	2013-12-27	METRO #808	261.34	CAD	261.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	NP3230	2013 ICE STORM	5411	"Grocery Stores, Supermarkets"	POWER OUTAGE - CLIENT FOOD PURCHASE
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2810-53	2013-12-27	2013-12-30	CASA LOMA CORPORATION-	190.65	CAD	190.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	7991	Tourist Attractions and Exhibits	"CHILDRENS PROGRAM OUTING - DECEMBER 27, 2013"
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2812-39	2013-12-30	2013-12-31	FUTURE SHOP #73	"1,694.83"	CAD	"1,694.83"	CAD	3050	M & E - KITCHEN	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	5732	Electronic Sales	MICROWAVES FOR CLIENT ROOMS
					"2,835.60"	CAD	"2,835.60"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	2801-59	2013-12-18	2013-12-20	BATON ROUGE RESTAURANT	69.81	CAD	69.81	CAD	4823	MEALS-OUTSIDE LOC'S	ED0124	BIO-MEDICAL TECHNOLOGY&RESEARCH SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS
					69.81	CAD	69.81	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2787-48	2013-12-08	2013-12-10	THE HOME DEPOT #7123	77.91	CAD	77.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01123	SEATON HOUSE-PROPERTY SERV	5200	Home Supply Warehouse	HT CT HOOKS
					77.91	CAD	77.91	CAD							
TORONTO WATER	2795-125	2013-12-12	2013-12-16	AMERICAN WATERWORKS	78.39	CAD	72.32	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8699	"Organizations, Membership - Not Elsewher"	AWWA CAUSTIC SODA STANDARD
TORONTO WATER	2801-60	2013-12-19	2013-12-20	STAPLES #70	21.97	CAD	21.97	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5943	"Office, School Supply, and Stationery St"	"DAILY PLANNER, DESKTOP CALENDAR"
					100.36	CAD	21.97	CAD							
							72.32	USD							
CITY CLERK'S OFFICE	2801-61	2013-12-19	2013-12-20	STK*BIGSTOCKPHOTO.COM	639.00	CAD	639.00	CAD	2090	GRAPHIC DESIGN SUPPLIES	GV0028	DESIGN SERVICES	7333	"Commercial Art, Graphics, Photography"	SUBSCRIPTION FOR STOCK IMAGES
					639.00	CAD	639.00	CAD							
TORONTO WATER	2773-109	2013-11-29	2013-12-02	PARLIAMENT BUILDING SU	88.03	CAD	88.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5211	"Building Materials, Lumber Stores"	EXPANSION JOINT
TORONTO WATER	2787-49	2013-12-09	2013-12-10	WESTBURNE RUDDY ELECTR	99.01	CAD	99.01	CAD	2575	ELECTRICAL SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5722	Household Appliance Stores	FLUORESCENT DAYLIGHT
TORONTO WATER	2789-68	2013-12-09	2013-12-11	THE HOME DEPOT #7080	89.44	CAD	89.44	CAD	2535	PLUMBING SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	**MORE**  1-1/2 ABS
TORONTO WATER	2801-62	2013-12-19	2013-12-20	CHAUNCEY BUILDERS SUPP	193.72	CAD	193.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW037-07	NEW GROUNDSKEEPING BUILDING	5211	"Building Materials, Lumber Stores"	BLDG SUPPLIES- SAFETY FENCE POST
TORONTO WATER	2808-54	2013-12-23	2013-12-27	CDN TIRE STORE #00654	17.92	CAD	17.92	CAD	2130	PARTS - MOBILE EQUIPMENT	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	SNOW TRAX
					488.12	CAD	488.12	CAD							
"PARKS, FORESTRY & RECREATION"	2801-63	2013-12-19	2013-12-20	DOLLAR GIANT #40100	30.79	CAD	30.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13124	HOLIDAY CAMPS - DENNIS R TIMBRELL RC	5331	Variety Stores	WINTER BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	2804-76	2013-12-19	2013-12-23	WAL-MART #3159	122.46	CAD	122.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13124	HOLIDAY CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	WINTER BREAK SUPPLIES
"PARKS, FORESTRY & RECREATION"	2808-55	2013-12-26	2013-12-27	SUNNY FOODMART	37.92	CAD	37.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	NP3230	2013 ICE STORM	5411	"Grocery Stores, Supermarkets"	WARMING CENTRE SUPPLIES
					191.17	CAD	191.17	CAD							
TORONTO WATER	2781-75	2013-12-04	2013-12-06	PUROLATOR 14958185	4.59	CAD	4.59	CAD	4815	COURIER SERVICES	TW6050	OPS SUPPORT: WATER METER SYSTEMS	4215	"Courier Services - Air & Ground, Freight"	COURIER
TORONTO WATER	2808-56	2013-12-23	2013-12-27	TORONTO RSD - PARKING	61.50	CAD	61.50	CAD	4770	PARKING EXPENSES (INTOWN)	TW6050	OPS SUPPORT: WATER METER SYSTEMS	9399	Government Services - Not Elsewhere Clas	PARKING FEE
					66.09	CAD	66.09	CAD							
"PARKS, FORESTRY & RECREATION"	2800-53	2013-12-17	2013-12-19	WALMART #1150	40.58	CAD	40.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10446	MASARYK COWAN-PRGM SUPPORT	5310	Discount Stores	TABLE TENNIS BALLS
					40.58	CAD	40.58	CAD							
LONG TERM CARE HOMES	2774-43	2013-12-02	2013-12-03	STAPLES #86	15.09	CAD	15.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	D3B011	CASTLEVIEW WYCHWOOD-PA-OA	5943	"Office, School Supply, and Stationery St"	POSTCARDS
LONG TERM CARE HOMES	2776-70	2013-12-02	2013-12-04	CDN TIRE STORE #00182	912.99	CAD	912.99	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B011	CASTLEVIEW WYCHWOOD-PA-OA	5200	Home Supply Warehouse	CHRISTMAS TREES
LONG TERM CARE HOMES	2776-71	2013-12-02	2013-12-04	PHOTO FRAMING STYLE	144.19	CAD	144.19	CAD	4995	OTHER EXPENSES	D3B011	CASTLEVIEW WYCHWOOD-PA-OA	5965	Direct Marketing - Combination Catalog a	PICTURE FRAMING
LONG TERM CARE HOMES	2795-126	2013-12-13	2013-12-16	ACCU-STAR ENVIRONMENTA	"2,489.67"	CAD	"2,489.67"	CAD	2570	JANITORIAL SUPPLIES	D3B041	CASTLEVIEW WYCHWOOD-HK-OA	7399	Business Services - Not Elsewhere Classi	"SANITARY WIPES,PPE,HEPA,WIPES,CONTAMINATION BAGS"
LONG TERM CARE HOMES	2796-45	2013-12-16	2013-12-17	PRO TOUCH FLOORING	"2,938.00"	CAD	"2,938.00"	CAD	4444	CONTRACTED SERVICES - RENOVATIONS	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	FLOORING IN ADMINISTRATOR'S OFFICE
LONG TERM CARE HOMES	2801-64	2013-12-19	2013-12-20	CULLIGAN WATER	347.23	CAD	347.23	CAD	2823	MEDICAL SUPPLIES	D3B061	CASTLEVIEW WYCHWOOD-MT-OA	5999	Miscellaneous and Specialty Retail Store	EPSOM SALT
					"6,847.17"	CAD	"6,847.17"	CAD							
"PARKS, FORESTRY & RECREATION"	2780-64	2013-12-03	2013-12-05	CDN TIRE STORE #00182	10.14	CAD	10.14	CAD	2730	LOCKS	P00673	W-SOUTH2-PRGM SUPPORT	5200	Home Supply Warehouse	AXXESS KEYS
"PARKS, FORESTRY & RECREATION"	2800-54	2013-12-17	2013-12-19	ABLE LOCK SERVICE LTD	135.60	CAD	135.60	CAD	2730	LOCKS	P00673	W-SOUTH2-PRGM SUPPORT	7393	"Detective Agencies, Protective Agencies,"	KEYS CUT
					145.74	CAD	145.74	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2804-77	2013-12-23	2013-12-23	SWISS CHALET #1224E	322.86	CAD	322.86	CAD	4116	CATERING SERVICES	DB3000	OFFICE OF EMERGENCY MANAGEMENT	5812	"Eating Places, Restaurants"	"EMERGENCY - EOC ACTIVATION ""ICE STORM"""
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2808-57	2013-12-26	2013-12-27	PIZZA PIDE FOODS	64.35	CAD	64.35	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5812	"Eating Places, Restaurants"	"EMERGENCY - EOC ACTIVATION ""ICE STORM"""
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	2808-58	2013-12-27	2013-12-27	SWISS CHALET #1208E	90.00	CAD	90.00	CAD	4116	CATERING SERVICES	NP3230	2013 ICE STORM	5812	"Eating Places, Restaurants"	"EMERGENCY - EOC ACTIVATION RE: ICE STORM"""
					477.21	CAD	477.21	CAD							
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2774-44	2013-11-29	2013-12-03	CDN TIRE STORE #00030	456.45	CAD	456.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01323	ROBERTSON HOUSE-PROPERTY SERV	5200	Home Supply Warehouse	VARIOUS TOOLS FOR BUILDING MAINTENANCE
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	2793-66	2013-12-11	2013-12-13	THE HOME DEPOT #7080	365.08	CAD	365.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01323	ROBERTSON HOUSE-PROPERTY SERV	5200	Home Supply Warehouse	**MORE**  BASNWRENCH
					821.53	CAD	821.53	CAD							
"PARKS, FORESTRY & RECREATION"	2773-110	2013-11-30	2013-12-02	WAL-MART # 3106	283.27	CAD	283.27	CAD	*****	M & E - KITCHEN	P13200	SKATE SUPPORT - CHRISTIE PITS	5411	"Grocery Stores, Supermarkets"	"**MORE**  HELMETS, WIPES"
"PARKS, FORESTRY & RECREATION"	2773-111	2013-11-30	2013-12-02	WAL-MART # 3106	17.88	CAD	17.88	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P09913	BOB ABATE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	PHOTOS - HOUSE LEAGUE
"PARKS, FORESTRY & RECREATION"	2776-72	2013-11-30	2013-12-04	METRO #442	97.53	CAD	97.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09913	BOB ABATE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	"MILK, CHEESE, TEA, JUICE"
