Division,Batch-Transaction ID,Transaction Date,Card Posting Dt,Merchant Name,Transaction Amt.,Trx.Currency,Original Amount,Original Currency,G/L Account,Exp Type Desc,Cost Center / WBS Element / Order,Cost Center / WBS Element / Order Description,Merchant Type,Merchant Type Description,Purpose
"PARKS, FORESTRY & RECREATION",5759-96,2021-03-20,2021-03-22,BALL SUPERIOR,"1,324.50",CAD,"1,324.50",CAD,2560,AGRICULTURE & BOTANICAL SUPPLIES,P00117,HIGH PARK-PLANT PRODUCTION,5193,"Florists Supplies, Nursery Stock, and Fl",SEEDS N/A UNDER EXISTING CONTRACT WITH DEVROOMEN
"PARKS, FORESTRY & RECREATION",5761-55,2021-03-23,2021-03-24,BALL SUPERIOR,637.75,CAD,637.75,CAD,2560,AGRICULTURE & BOTANICAL SUPPLIES,P00117,HIGH PARK-PLANT PRODUCTION,5193,"Florists Supplies, Nursery Stock, and Fl",SEEDS N/A UNDER EXISTING CONTRACT WITH DEVROOMEN
,,,,,"2,790.94",CAD,"2,790.94",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5766-55,2021-03-31,2021-03-31,ULINE,"1,529.57",CAD,"1,529.57",CAD,3099,GENERAL EQUIPMENT,P00267,E-NORTH1-TURF&HORT,5964,Direct Marketing - Catalog Merchants,45GAL YLW STANDARD SELF CLOSE
,,,,,"1,529.57",CAD,"1,529.57",CAD,,,,,,,
PUBLIC HEALTH,5749-83,2021-03-04,2021-03-08,MECP-HWIN WEB,50.00,CAD,50.00,CAD,4860,HAZARDOUS WASTE REMOVAL,PH4128,MASS IMMUNIZATION CLINICS,9399,Government Services - Not Elsewhere Clas,HAZARDOUS WASTE REMOVAL
,,,,,50.00,CAD,50.00,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5757-70,2021-03-18,2021-03-18,AMZN MKTP CA 9N78T8VK3,215.90,CAD,215.90,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P06641,SMITHFIELD CS-SPORTS,4816,Computer Network/Information Services,WHISTLES FOR SPORT PROGRAMS
,,,,,215.90,CAD,215.90,CAD,,,,,,,
CITY CLERKS OFFICE,5749-84,2021-03-04,2021-03-08,NOTARIUS WEB,337.87,CAD,337.87,CAD,3420,COMPUTERS - SOFTWARE,GV0001,SECRETARIAT,8999,Professional Services - Not Elsewhere Cl,NOTARIOUS SOFTWARE PURCHASE
CITY CLERKS OFFICE,5760-51,2021-03-23,2021-03-23,AMZN MKTP CA UR5T05443,44.99,CAD,44.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,GV0001,SECRETARIAT,4816,Computer Network/Information Services,PURCHASE OF WEBCAM
CITY CLERKS OFFICE,5760-52,2021-03-23,2021-03-23,AMZN MKTP CA Y86XE8B73,44.99,CAD,44.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,GV0001,SECRETARIAT,4816,Computer Network/Information Services,PURCHASE OF WEBCAM
CITY CLERKS OFFICE,5760-53,2021-03-23,2021-03-23,AMZN MKTP CA MX2MM94L3,44.99,CAD,44.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,GV0001,SECRETARIAT,4816,Computer Network/Information Services,PURCHASE OF WEBCAM
,,,,,472.84,CAD,472.84,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5753-54,2021-03-11,2021-03-12,KOOY BROS LAWN,998.62,CAD,998.62,CAD,3015,M & E - GROUNDS,P00554,S-WEST 1-TURF&HORT,5261,Lawn and Garden Supply Stores,2 STIHL BLOWER
"PARKS, FORESTRY & RECREATION",5759-97,2021-03-18,2021-03-22,CDN TIRE STORE #00030,989.59,CAD,989.59,CAD,2710,GENERAL HARDWARE,P00554,S-WEST 1-TURF&HORT,5200,Home Supply Warehouse,FENCING MUSIC GARDEN
"PARKS, FORESTRY & RECREATION",5763-39,2021-03-25,2021-03-26,LOCK-UP SERVICES,125.20,CAD,125.20,CAD,2730,LOCKS,P00554,S-WEST 1-TURF&HORT,7299,Other Services (Not Elsewhere Classified,CUT KEYS
"PARKS, FORESTRY & RECREATION",5764-96,2021-03-27,2021-03-29,THE XTERMINATOR,939.04,CAD,939.04,CAD,4417,PEST CONTROL,P00554,S-WEST 1-TURF&HORT,7342,Exterminating and Disinfecting Services,CONTROL IN BUTTERFLY GARDEN
"PARKS, FORESTRY & RECREATION",5764-97,2021-03-25,2021-03-29,CDN TIRE STORE #00654,932.19,CAD,932.19,CAD,3050,M & E - KITCHEN,P00554,S-WEST 1-TURF&HORT,5200,Home Supply Warehouse,FRIDGE AND MICROWAVE FOR DISTRIT LOCATIONS
,,,,,"3,984.64",CAD,"3,984.64",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5761-56,2021-03-23,2021-03-24,KOOY BROS LAWN,200.86,CAD,200.86,CAD,2710,GENERAL HARDWARE,P00415,N-WEST3-TURF&HORT,5261,Lawn and Garden Supply Stores,BLUE LITTER BAGS
"PARKS, FORESTRY & RECREATION",5764-98,2021-03-26,2021-03-29,KOOY BROS LAWN,266.36,CAD,266.36,CAD,2710,GENERAL HARDWARE,P00404,N-CENTRAL-TURF&HORT,5261,Lawn and Garden Supply Stores,"HAND PRUNERS, LARGE LOPPERS"
"PARKS, FORESTRY & RECREATION",5764-99,2021-03-26,2021-03-29,LOWES #02640,29.36,CAD,29.36,CAD,2710,GENERAL HARDWARE,P00415,N-WEST3-TURF&HORT,5200,Home Supply Warehouse,**MORE**  15-OZ PRO MARKING  BLUE R-O
,,,,,496.58,CAD,496.58,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5743-81,2021-02-23,2021-03-01,PACIFIC FASTENERS (198,135.72,CAD,135.72,CAD,2710,GENERAL HARDWARE,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5251,Hardware Stores,"STAINLESS BOLTS, NUTS, WASHERS"
"PARKS, FORESTRY & RECREATION",5745-67,2021-03-02,2021-03-03,JJ DOWNS INDUSTRIAL,569.38,CAD,569.38,CAD,2535,PLUMBING SUPPLIES,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5085,Industrial Supplies Not Elsewhere Classi,"FITTINGS, PIPE"
"PARKS, FORESTRY & RECREATION",5749-85,2021-03-02,2021-03-08,PACIFIC FASTENERS (198,24.86,CAD,24.86,CAD,2710,GENERAL HARDWARE,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5251,Hardware Stores,STAINLESS STEEL BOLTS AND WASHERS
"PARKS, FORESTRY & RECREATION",5760-54,2021-03-22,2021-03-23,JJ DOWNS INDUSTRIAL,117.75,CAD,117.75,CAD,2535,PLUMBING SUPPLIES,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5085,Industrial Supplies Not Elsewhere Classi,FITTINGS AND PIPE
"PARKS, FORESTRY & RECREATION",5762-54,2021-03-22,2021-03-25,PACIFIC FASTENERS (198,55.96,CAD,55.96,CAD,2710,GENERAL HARDWARE,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5251,Hardware Stores,BOLTS AND WASHERS
"PARKS, FORESTRY & RECREATION",5764-100,2021-03-25,2021-03-29,THE HOME DEPOT #7080,416.97,CAD,416.97,CAD,3080,M & E - HAND TOOLS,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5200,Home Supply Warehouse,M18 F BS TO
,,,,,"1,320.64",CAD,"1,320.64",CAD,,,,,,,
EMPLOYMENT & SOCIAL SERVICES,5761-57,2021-03-23,2021-03-24,PAYPAL  LIFESAVER10,115.00,CAD,115.00,CAD,4310,TRAINING & DEVELOPMENT - EXTERNAL,C01211,QUEENSWAY ADMIN,8299,Educational Services,LIFESAVER 101 FIRST AID & CPR TRAINING
EMPLOYMENT & SOCIAL SERVICES,5761-58,2021-03-23,2021-03-24,PAYPAL  LIFESAVER10,115.00,CAD,115.00,CAD,4310,TRAINING & DEVELOPMENT - EXTERNAL,C01211,QUEENSWAY ADMIN,8299,Educational Services,LIFESAVER 101 FIRST AID & CPR TRAINING
,,,,,230.00,CAD,230.00,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5749-86,2021-03-05,2021-03-08,MILLCREEK SERVICE BRAN,177.41,CAD,177.41,CAD,3080,M & E - HAND TOOLS,P13539,FOREST HEALTH CARE,5251,Hardware Stores,"20V VACUUM FOR EMR, REPLACEMENT"
"PARKS, FORESTRY & RECREATION",5752-67,2021-03-11,2021-03-11,ULINE,222.75,CAD,222.75,CAD,2510,SURVEY SUPPLIES,P13539,FOREST HEALTH CARE,5964,Direct Marketing - Catalog Merchants,12X10X9 INSULATED SHPG KT 2/CT
"PARKS, FORESTRY & RECREATION",5760-55,2021-03-22,2021-03-23,PUROLATOR INC 65201,111.32,CAD,111.32,CAD,4815,COURIER SERVICES,P13539,FOREST HEALTH CARE,4215,"Courier Services - Air & Ground, Freight",COURIER COSTS FOR SHIPPING TRAPS TO SAULT STE. MARIE FOR DNA
,,,,,511.48,CAD,511.48,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5758-52,2021-03-17,2021-03-19,CTF SUPPLY (11),169.27,CAD,169.27,CAD,2710,GENERAL HARDWARE,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5085,Industrial Supplies Not Elsewhere Classi,NUTS AND WASHERS
"PARKS, FORESTRY & RECREATION",5759-98,2021-03-20,2021-03-22,STEPHENSON'S RENTAL SE,86.95,CAD,86.95,CAD,2535,PLUMBING SUPPLIES,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,7394,"Equipment Rental and Leasing Services, F","SPADE, CLAY"
"PARKS, FORESTRY & RECREATION",5766-56,2021-03-29,2021-03-31,CTF SUPPLY (11),276.11,CAD,276.11,CAD,2535,PLUMBING SUPPLIES,P12081,SOUTH-GENERAL-SPECIALIZED MAINT,5085,Industrial Supplies Not Elsewhere Classi,"LUBRICANT, BRUSH, TAPE"
,,,,,532.33,CAD,532.33,CAD,,,,,,,
PUBLIC HEALTH,5753-55,2021-03-10,2021-03-12,PETROCAN,62.15,CAD,62.15,CAD,4437,WASHES-LICENSED MOBILE EQUIP.,PH1064,OFFICE SERVICES-WEST,5541,Service Stations (with or without Ancill,PARKING
,,,,,62.15,CAD,62.15,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5749-87,2021-03-04,2021-03-08,CDN TIRE STORE #00653,110.60,CAD,110.60,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5200,Home Supply Warehouse,"GAS CAN SPOUTS, SANDING DISC"
"PARKS, FORESTRY & RECREATION",5751-64,2021-03-09,2021-03-10,BEST BUY #57,33.89,CAD,33.89,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5732,Electronic Sales,COMPUTER SPEAKERS
"PARKS, FORESTRY & RECREATION",5756-66,2021-03-16,2021-03-17,DOLLARAMA # 319,6.78,CAD,6.78,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5310,Discount Stores,KEY FOBS
"PARKS, FORESTRY & RECREATION",5758-53,2021-03-17,2021-03-19,CDN TIRE STORE #00294,20.32,CAD,20.32,CAD,2570,JANITORIAL SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5200,Home Supply Warehouse,CLR CHEMICAL
"PARKS, FORESTRY & RECREATION",5759-99,2021-03-19,2021-03-22,THE HOME DEPOT #7114,44.69,CAD,44.69,CAD,2710,GENERAL HARDWARE,P12754,W-NORTH-N-PRGM SUPPORT,5200,Home Supply Warehouse,**MORE**  ORANGE STAKE
"PARKS, FORESTRY & RECREATION",5763-40,2021-03-24,2021-03-26,CDN TIRE STORE #00294,90.35,CAD,90.35,CAD,2710,GENERAL HARDWARE,P12754,W-NORTH-N-PRGM SUPPORT,5200,Home Supply Warehouse,NOZZLES
"PARKS, FORESTRY & RECREATION",5764-101,2021-03-26,2021-03-29,BEST BUY #57,73.43,CAD,73.43,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5732,Electronic Sales,"COMPUTER SPEAKERS, CAR PHONE HOLDER"
"PARKS, FORESTRY & RECREATION",5765-40,2021-03-29,2021-03-30,MARCHANT'S SCHOOL SPOR,706.19,CAD,706.19,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12754,W-NORTH-N-PRGM SUPPORT,5941,Sporting Goods Stores,"3 TENNIS NETS, TWINE"
,,,,,"1,086.25",CAD,"1,086.25",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5748-50,2021-03-04,2021-03-05,CANADA COMPUTERS #4,33.89,CAD,33.89,CAD,3410,COMPUTERS - HARDWARE,P08174,LAWRENCE HGTS-SOCIAL PRGM,5734,Computer Software Stores,SD CARD READER
"PARKS, FORESTRY & RECREATION",5763-41,2021-03-24,2021-03-26,THE HOME DEPOT #7129,16.93,CAD,16.93,CAD,2710,GENERAL HARDWARE,P06688,LAWRENCE HGTS CC-OPERATIONS,5200,Home Supply Warehouse,"7/16"" X 6"""
,,,,,50.82,CAD,50.82,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5759-100,2021-03-19,2021-03-22,DOUBLE 05 ELECTRIC,"1,695.00",CAD,"1,695.00",CAD,4424,CONTRACTED SERVICES - GENERAL,P00898,KIPLING YD-PARKS CONSTR,1799,"Contractors, Special Trade - Not Elsewhe",LIGHT POLE DELIVERY
,,,,,"1,695.00",CAD,"1,695.00",CAD,,,,,,,
PUBLIC HEALTH,5762-55,2021-03-24,2021-03-25,LINKEDIN,"7,746.29",CAD,"6,000.00",USD,2020,BOOK & MAGAZINE SUBSCRIPTIONS,PH1051,INFORMATION TECHNOLOGY,5968,Direct Marketing - Continuity/Subscripti,LICENSE SUBSCRIPTIONS
,,,,,"7,746.29",CAD,"6,000.00",USD,,,,,,,
"PARKS, FORESTRY & RECREATION",5743-82,2021-02-26,2021-03-01,THE HOME DEPOT #7136,94.08,CAD,94.08,CAD,2710,GENERAL HARDWARE,P00833,TECH SERV. 3-PARKS CONSTRUCTION,5200,Home Supply Warehouse,**MORE**  1/4X1 3/4PHI
"PARKS, FORESTRY & RECREATION",5743-83,2021-02-26,2021-03-01,SDI SUPPLIES LTD SCARB,103.32,CAD,103.32,CAD,2710,GENERAL HARDWARE,P00833,TECH SERV. 3-PARKS CONSTRUCTION,5085,Industrial Supplies Not Elsewhere Classi,TORPEDO BOLTS
"PARKS, FORESTRY & RECREATION",5749-88,2021-03-04,2021-03-08,BRAFASCO / SCARBOROUGH,295.77,CAD,295.77,CAD,2710,GENERAL HARDWARE,P00833,TECH SERV. 3-PARKS CONSTRUCTION,5085,Industrial Supplies Not Elsewhere Classi,GENERAL HARDWARE
"PARKS, FORESTRY & RECREATION",5749-89,2021-03-04,2021-03-08,WAL-MART #1080,32.75,CAD,32.75,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P00833,TECH SERV. 3-PARKS CONSTRUCTION,5411,"Grocery Stores, Supermarkets",YARD SUPPLIES
"PARKS, FORESTRY & RECREATION",5760-56,2021-03-19,2021-03-23,INTERLINE WHOLESALE HA,42.09,CAD,42.09,CAD,2710,GENERAL HARDWARE,P00833,TECH SERV. 3-PARKS CONSTRUCTION,5072,Hardware Equipment and Supplies,GENERAL HARDWARE
,,,,,568.01,CAD,568.01,CAD,,,,,,,
EMPLOYMENT & SOCIAL SERVICES,5765-41,2021-03-29,2021-03-30,TORONTO POLICE SERVICE,20.00,CAD,20.00,CAD,4995,OTHER EXPENSES,C01208,BEACHES  ADMIN,9399,Government Services - Not Elsewhere Clas,POLICE BACKGROUND CHECK
,,,,,20.00,CAD,20.00,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5745-68,2021-03-03,2021-03-03,AMAZON.CA C24669HR3,42.02,CAD,42.02,CAD,2730,LOCKS,P08474,CANOE LANDING FACILITY SUPPORT,4816,Computer Network/Information Services,LOCK BOX
"PARKS, FORESTRY & RECREATION",5751-65,2021-03-09,2021-03-10,GOPHER SPORT,"4,267.73",CAD,"4,267.73",CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P03614,CANOE LANDING GENERAL INTEREST,5941,Sporting Goods Stores,"OBJECT RETRIEVAL TEAM BLDG SYSTEM, TEAM SPORTS GAME, SPIDER'S WEB"
"PARKS, FORESTRY & RECREATION",5752-68,2021-03-11,2021-03-11,AMZN MKTP CA MV36B9SU3,180.74,CAD,180.74,CAD,3032,M & E - PHOTOGRAPHIC,P08474,CANOE LANDING FACILITY SUPPORT,4816,Computer Network/Information Services,OUTPUT LIGHTING KIT
"PARKS, FORESTRY & RECREATION",5752-69,2021-03-11,2021-03-11,ULINE,"2,331.26",CAD,"2,331.26",CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P12029,PKS-COVID RELATED,5964,Direct Marketing - Catalog Merchants,"40X75"" SAFETY PARTITION SILVER"
"PARKS, FORESTRY & RECREATION",5759-101,2021-03-19,2021-03-22,BELL CANADA (CR),24.59,CAD,24.59,CAD,4441,CONTRACTED SERVICES - CABLE TV,P08474,CANOE LANDING FACILITY SUPPORT,4812,Telecommunication Equipment Including Te,MONTHLY BILL
"PARKS, FORESTRY & RECREATION",5761-59,2021-03-23,2021-03-24,AMZN MKTP CA T91DU9U53,225.94,CAD,225.94,CAD,3032,M & E - PHOTOGRAPHIC,P08474,CANOE LANDING FACILITY SUPPORT,4816,Computer Network/Information Services,OUTPUT LIGHTING KIT
"PARKS, FORESTRY & RECREATION",5761-60,2021-03-23,2021-03-24,AMZN MKTP CA ZJ60K1ZC3,225.94,CAD,225.94,CAD,3032,M & E - PHOTOGRAPHIC,P08474,CANOE LANDING FACILITY SUPPORT,4816,Computer Network/Information Services,OUTPUT LIGHTING KIT
,,,,,"7,298.22",CAD,"7,298.22",CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5743-84,2021-02-27,2021-03-01,ROGERS  CBL33730053008,22.59,CAD,22.59,CAD,4441,CONTRACTED SERVICES - CABLE TV,P08499,THISTLETOWN SC-PRGM SUPPORT,4899,Cable and Other Pay Television Services,MONTHLY BILL CABLE
"PARKS, FORESTRY & RECREATION",5744-52,2021-03-02,2021-03-02,ROGERS,89.26,CAD,89.26,CAD,4813,INTERNET,P07746,THISTLETOWN-PRGM SUPPORT,4812,Telecommunication Equipment Including Te,MONTHLY BILL INTERNET
"PARKS, FORESTRY & RECREATION",5750-50,2021-03-09,2021-03-09,AMZN MKTP CA YB16G3A43,40.59,CAD,40.59,CAD,2010,STATIONERY AND OFFICE SUPPLIES,P07746,THISTLETOWN-PRGM SUPPORT,4816,Computer Network/Information Services,MONITOR RISER
"PARKS, FORESTRY & RECREATION",5750-51,2021-03-09,2021-03-09,AMZN MKTP CA D96UL9543,49.99,CAD,49.99,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,P07746,THISTLETOWN-PRGM SUPPORT,4816,Computer Network/Information Services,WEBCAM WITH MICROPHONE
"PARKS, FORESTRY & RECREATION",5764-102,2021-03-27,2021-03-29,ROGERS  CBL33730053008,22.59,CAD,22.59,CAD,4441,CONTRACTED SERVICES - CABLE TV,P08499,THISTLETOWN SC-PRGM SUPPORT,4899,Cable and Other Pay Television Services,MONTHLY BILL
,,,,,225.02,CAD,225.02,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5766-57,2021-03-26,2021-03-31,EAGLE BEAVER SPORTS LT,"2,277.94",CAD,"2,277.94",CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,P13473,TEY-SPORTS-FIELD-IPHC,5941,Sporting Goods Stores,"TENNIS NETS, BASEBALL HOME PLATES"
,,,,,"2,277.94",CAD,"2,277.94",CAD,,,,,,,
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5750-52,2021-03-08,2021-03-09,SELECT HOSPITALITY SYS,150.46,CAD,150.46,CAD,4463,CONTRACTED SERVICES - LOCKING SYSTEMS,HS100X,SSHA EMERGENCY EVENT RESPONSE,5734,Computer Software Stores,PURCHASED 200 KEYCARDS RFID 1K TO BE USED-CLIENT DOORS AT TRAVELLERS HOSTEL
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5751-66,2021-03-09,2021-03-10,HYTERA COMMUNICATIONS,745.09,CAD,745.09,CAD,4555,PAGER/RADIO RENTALS,HS100X,SSHA EMERGENCY EVENT RESPONSE,5072,Hardware Equipment and Supplies,PURCHASED 10 1500MAH LI-LON BATTERIES (ROHS) FOR THE RADIO'S AT TRAVELLER'S HOSTEL
,,,,,895.55,CAD,895.55,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5748-51,2021-03-04,2021-03-05,CUSTOM DOOR AND LOCK S,"1,813.65",CAD,"1,813.65",CAD,4443,CONTRACTED SERVICE - DOORS &DOOR CLOSURE,P00155,TORONTO ISLANDS-TURF&HORT,7399,Business Services - Not Elsewhere Classi,INSTALL DOOR AND LOCK
"PARKS, FORESTRY & RECREATION",5764-103,2021-03-25,2021-03-29,THE HOME DEPOT #7011,64.58,CAD,64.58,CAD,2710,GENERAL HARDWARE,P00155,TORONTO ISLANDS-TURF&HORT,5200,Home Supply Warehouse,PORTABLE SAW BLADES
"PARKS, FORESTRY & RECREATION",5766-58,2021-03-29,2021-03-31,THE HOME DEPOT #7011,306.28,CAD,306.28,CAD,2780,CONCRETE,P00155,TORONTO ISLANDS-TURF&HORT,5200,Home Supply Warehouse,MORTAR MIX
,,,,,"2,184.51",CAD,"2,184.51",CAD,,,,,,,
TORONTO PARAMEDIC SERVICES,5750-53,2021-03-08,2021-03-09,PROFESSIONAL ENGINEERS,367.25,CAD,367.25,CAD,4760,MEMBERSHIP FEES,B31100,COMMUNICATIONS SYSTEMS SUPPORT,8641,"Associations - Civic, Social, and Frater",MEMBERSHIP
,,,,,367.25,CAD,367.25,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5757-71,2021-03-17,2021-03-18,LOWES #03096,441.82,CAD,441.82,CAD,3080,M & E - HAND TOOLS,P00656,CENTENNIAL PARK-PRGM SUPPORT,5200,Home Supply Warehouse,**MORE**  COMBO BLM KEY + DB  SAT NICK
"PARKS, FORESTRY & RECREATION",5758-54,2021-03-17,2021-03-19,CDN TIRE STORE #00070,13.54,CAD,13.54,CAD,2570,JANITORIAL SUPPLIES,P00656,CENTENNIAL PARK-PRGM SUPPORT,5200,Home Supply Warehouse,MOTH BALLS
,,,,,455.36,CAD,455.36,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5751-67,2021-03-09,2021-03-10,ROGERS  CBL33708673805,66.02,CAD,66.02,CAD,4441,CONTRACTED SERVICES - CABLE TV,P08500,WEST ACRES SC-PRGM SUPPORT,4899,Cable and Other Pay Television Services,MONTHLY BILL
,,,,,66.02,CAD,66.02,CAD,,,,,,,
EMPLOYMENT & SOCIAL SERVICES,5762-56,2021-03-25,2021-03-25,ULINE,29.66,CAD,29.66,CAD,2999,MISCELLANEOUS MATERIALS & SUPPLIES,C01204,SCARBOROUGH VILLAGE ADMIN,5964,Direct Marketing - Catalog Merchants,**MORE**  FREIGHT
,,,,,29.66,CAD,29.66,CAD,,,,,,,
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5743-85,2021-02-25,2021-03-01,THE HOME DEPOT CANADA,69.47,CAD,69.47,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,F01530,BIRKDALE RESIDENCE-CLIENT PROGRAMMING,5200,Home Supply Warehouse,DOUBLE SIDED CARPET TAPE
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5746-65,2021-03-04,2021-03-04,AMZN MKTP CA 6Q5AL5V73,66.61,CAD,66.61,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,F01530,BIRKDALE RESIDENCE-CLIENT PROGRAMMING,4816,Computer Network/Information Services,FULL MOTION V WALL MOUNT W/HEIGHT SETTING TV BRACKET
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5748-52,2021-03-04,2021-03-05,DOLLAR TREE #40209,216.68,CAD,216.68,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,F01530,BIRKDALE RESIDENCE-CLIENT PROGRAMMING,5331,Variety Stores,SUPPLIES FOR SA & MA ROOM DELIVERY DURING C-19
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5762-57,2021-03-24,2021-03-25,DOLLARAMA #0986,48.03,CAD,48.03,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,F01530,BIRKDALE RESIDENCE-CLIENT PROGRAMMING,5310,Discount Stores,SUPPLIES FOR SA & MA ROOM DELIVERY DURING C-19
"SHELTER, SUPPORT & HOUSING ADMINSTRATION",5764-104,2021-03-25,2021-03-29,J  J CRAFTS,590.50,CAD,590.50,CAD,2600,RECREATIONAL & EDUCATIONAL SUPPLIES,F01530,BIRKDALE RESIDENCE-CLIENT PROGRAMMING,5970,"Artist Supply Stores, Craft Shops",SUPPLIES FOR SA & MA ROOM DELIVERY & DD ART EXPRESSION
,,,,,991.29,CAD,991.29,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5743-86,2021-02-27,2021-03-01,ROGERS  230289117305,751.38,CAD,751.38,CAD,4441,CONTRACTED SERVICES - CABLE TV,P13049,FITNESS SUPPORT - DENNIS R TIMBRELL RC,4899,Cable and Other Pay Television Services,MONTHLY BILLS DUE TO BUILDING BEEN CLOSED
,,,,,751.38,CAD,751.38,CAD,,,,,,,
"PARKS, FORESTRY & RECREATION",5744-53,2021-03-01,2021-03-02,CITY ELECTRIC SUPPLY,170.19,CAD,170.19,CAD,2575,ELECTRICAL SUPPLIES,P06876,N-CENTRAL-OPERATIONS,7629,"Appliance Repair Shops, Electrical and S",HEATING SUPPLIES
"PARKS, FORESTRY & RECREATION",5751-68,2021-03-09,2021-03-10,NEDCO CTRL DIV. WESTBU,328.14,CAD,328.14,CAD,3080,M & E - HAND TOOLS,P00853,ALNESS YD-TRADES,5065,Electrical Parts and Equipment,HAND TOOLS
"PARKS, FORESTRY & RECREATION",5752-71,2021-03-10,2021-03-11,CITY ELECTRIC SUPPLY,982.46,CAD,982.46,CAD,2575,ELECTRICAL SUPPLIES,P07697,CUMMER COMPLEX-OPERATIONS,7629,"Appliance Repair Shops, Electrical and S",EMERGENCY BATTERY UNITS
"PARKS, FORESTRY & RECREATION",5755-40,2021-03-15,2021-03-16,CITY ELECTRIC SUPPLY,472.35,CAD,472.35,CAD,2575,ELECTRICAL SUPPLIES,P07697,CUMMER COMPLEX-OPERATIONS,5065,Electrical Parts and Equipment,EMERGENCY LIGHTING SUPPLIES
"PARKS, FORESTRY & RECREATION",5762-58,2021-03-24,2021-03-25,CITY ELECTRIC SUPPLY,44.97,CAD,44.97,CAD,2575,ELECTRICAL SUPPLIES,P07697,CUMMER COMPLEX-OPERATIONS,7629,"Appliance Repair Shops, Electrical and S",FUSES
,,,,,"1,998.11",CAD,"1,998.11",CAD,,,,,,,
REAL ESTATE SERVICES,5743-87,2021-02-28,2021-03-01,FACEBK DHERJYNKA2,401.80,CAD,401.80,CAD,4414,ADVERTISING & PROMOTION,FA2133,ADMIN-ST.LAWRENCE MARKET-LEASING & SITE,7311,Advertising Services,FACEBOOK ADS
REAL ESTATE SERVICES,5764-105,2021-03-28,2021-03-29,FACEBK TXNR2ZWJA2,500.00,CAD,500.00,CAD,4414,ADVERTISING & PROMOTION,FA2133,ADMIN-ST.LAWRENCE MARKET-LEASING & SITE,7311,Advertising Services,FACEBOOK ADS
,,,,,901.80,CAD,901.80,CAD,,,,,,,
