Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3265-135	2014-11-26	2014-11-27	ONTARIO ACOUSTIC SUPPL	455.75	CAD	455.75	CAD	3320	FIXTURES	P06877	N-EAST-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	"CEILING TILES, LIGHT LENS"	
					"4,657.23"	CAD	"4,657.23"	CAD								
"PARKS, FORESTRY & RECREATION"	3256-112	2014-11-18	2014-11-20	THE HOME DEPOT #7129	758.05	CAD	758.05	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  DRIVERDRILL	
"PARKS, FORESTRY & RECREATION"	3256-113	2014-11-18	2014-11-20	SETON	162.89	CAD	162.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5099	Durable Goods Not Elsewhere Classified	CONVEX MIRROR	
"PARKS, FORESTRY & RECREATION"	3260-184	2014-11-20	2014-11-24	METRO #401	204.94	CAD	204.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3260-185	2014-11-23	2014-11-24	NOFRILLS DURANTE'S #34	33.60	CAD	33.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3262-65	2014-11-23	2014-11-25	PARTY CITY #2801	25.94	CAD	25.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03035	HC CARNEGIE-CENTENNIAL - OPERATIONS	5999	Miscellaneous and Specialty Retail Store	FOOD SUPPLIES	
					"1,185.42"	CAD	"1,185.42"	CAD								
"PARKS, FORESTRY & RECREATION"	3228-168	2014-10-30	2014-11-03	THE HOME DEPOT #7129	360.81	CAD	360.81	CAD	2710	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MINI ROLLLRS	
"PARKS, FORESTRY & RECREATION"	3228-169	2014-10-31	2014-11-03	MILLWICK PAINT   PAPER	472.07	CAD	472.07	CAD	2715	PAINT SUPPLIES	P00404	N-CENTRAL-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	3236-104	2014-11-03	2014-11-05	THE HOME DEPOT #7129	58.99	CAD	58.99	CAD	*****	GENERAL HARDWARE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
"PARKS, FORESTRY & RECREATION"	3237-109	2014-11-04	2014-11-06	THE HOME DEPOT #7129	210.55	CAD	210.55	CAD	3080	M & E - HAND TOOLS	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	**MORE**  SAKRETE CONC	
"PARKS, FORESTRY & RECREATION"	3242-130	2014-11-06	2014-11-10	THE HOME DEPOT #7129	26.08	CAD	26.08	CAD	2780	CONCRETE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	PARGING MIX	
"PARKS, FORESTRY & RECREATION"	3253-136	2014-11-17	2014-11-19	THE HOME DEPOT #7078	70.51	CAD	70.51	CAD	2780	CONCRETE	P00404	N-CENTRAL-TURF&HORT	5200	Home Supply Warehouse	2X4X8 PROGRD	
					"1,199.01"	CAD	"1,199.01"	CAD								
"PARKS, FORESTRY & RECREATION"	3228-170	2014-10-31	2014-11-03	COSTCO WHOLESALE #535	22.59	CAD	22.59	CAD	2575	ELECTRICAL SUPPLIES	P10315	GRANDRAVINE-PRGM SUPPORT	5300	Wholesale Clubs	POWER CORD	
"PARKS, FORESTRY & RECREATION"	3242-131	2014-11-07	2014-11-10	WAL-MART #1139	11.30	CAD	11.30	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10315	GRANDRAVINE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	STORAGE TOTES	
"PARKS, FORESTRY & RECREATION"	3243-98	2014-11-10	2014-11-12	NOFRILLS VITO'S #3936	65.24	CAD	65.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10532	FAIRBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"SLSA, TORTILLA, TOFU"	
"PARKS, FORESTRY & RECREATION"	3252-86	2014-11-17	2014-11-18	NOFRILLS VITO'S #3936	45.93	CAD	45.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10532	FAIRBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"KIDNEY BEANS, OLIVES, SOUR CREAM"	
"PARKS, FORESTRY & RECREATION"	3262-66	2014-11-24	2014-11-25	NOFRILLS VITO'S #3936	36.34	CAD	36.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10532	FAIRBANK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BLCK PEPPER, MSHRMS, CARROTS,GRN PEAS"	
					181.40	CAD	181.40	CAD								
"PARKS, FORESTRY & RECREATION"	3228-171	2014-10-30	2014-11-03	THE HOME DEPOT #7073	39.37	CAD	39.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12147	JENNER J-COMM CENTRES-OPS	5200	Home Supply Warehouse	**MORE**  BRASS 4PK	
"PARKS, FORESTRY & RECREATION"	3228-172	2014-10-31	2014-11-03	FOOD BASICS #672	31.25	CAD	31.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08935	JENNER J MARIE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	COOKING PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3236-105	2014-11-04	2014-11-05	DOLLAR TREE CANADA STO	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5331	Variety Stores	ARTS & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3237-110	2014-11-04	2014-11-06	CDN TIRE STORE #00119	54.68	CAD	54.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12147	JENNER J-COMM CENTRES-OPS	5200	Home Supply Warehouse	BOLTS	
"PARKS, FORESTRY & RECREATION"	3237-111	2014-11-04	2014-11-06	FOOD BASICS #672	43.39	CAD	43.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3240-127	2014-11-05	2014-11-07	FOOD BASICS #672	5.65	CAD	5.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	MENTOS AND COLA FOR SCIENCE PRGM	
"PARKS, FORESTRY & RECREATION"	3248-119	2014-11-12	2014-11-14	CDN TIRE STORE #00459	5.64	CAD	5.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5200	Home Supply Warehouse	PLASTER OF PARIS FOR SCIENCE PRGM	
"PARKS, FORESTRY & RECREATION"	3250-189	2014-11-12	2014-11-17	JACK WATSON SPORTS INC	"1,064.03"	CAD	"1,064.03"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5941	Sporting Goods Stores	SPORT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3250-190	2014-11-14	2014-11-17	FOOD BASICS #672	22.37	CAD	22.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3260-186	2014-11-21	2014-11-24	NOFRILLS DICKIES 752	31.88	CAD	31.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3260-187	2014-11-21	2014-11-24	MONDELEZ - EAST YORK	68.75	CAD	68.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5462	Bakeries	FOOD FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3260-188	2014-11-21	2014-11-24	WAL-MART #3159	115.88	CAD	115.88	CAD	3032	M & E - PHOTOGRAPHIC	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CAMERA, SIM CARD"	
"PARKS, FORESTRY & RECREATION"	3260-189	2014-11-21	2014-11-24	WAL-MART #3159	67.66	CAD	67.66	CAD	3050	M & E - KITCHEN	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	POPCORN MACHINE	
"PARKS, FORESTRY & RECREATION"	3260-190	2014-11-21	2014-11-24	WAL-MART #3159	38.24	CAD	38.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3260-191	2014-11-21	2014-11-24	YOUR DOLLAR STORE WITH	66.67	CAD	66.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	DECORATIONS FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3260-192	2014-11-22	2014-11-24	TARGET CANADA T3742	113.84	CAD	113.84	CAD	3032	M & E - PHOTOGRAPHIC	P12148	JENNER J MARIE CC-PRGM SUPPORT	5310	Discount Stores	CAMERA	
"PARKS, FORESTRY & RECREATION"	3260-193	2014-11-22	2014-11-24	FOOD BASICS #672	8.97	CAD	8.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	POPCORN	
					"1,812.17"	CAD	"1,812.17"	CAD								
"PARKS, FORESTRY & RECREATION"	3237-112	2014-11-05	2014-11-06	FORTINO'S	159.23	CAD	159.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3243-99	2014-11-10	2014-11-12	FORTINO'S	34.26	CAD	34.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3243-100	2014-11-10	2014-11-12	COSTCO WHOLESALE #535	189.21	CAD	189.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5300	Wholesale Clubs	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3256-114	2014-11-19	2014-11-20	FORTINO'S	20.52	CAD	20.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3257-112	2014-11-20	2014-11-21	FORTINO'S	60.40	CAD	60.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3260-194	2014-11-21	2014-11-24	NOFRILLS VITO'S #3936	124.02	CAD	124.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3262-67	2014-11-24	2014-11-25	NOFRILLS VITO'S #3936	55.49	CAD	55.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3269-106	2014-11-27	2014-11-28	FORTINO'S	21.45	CAD	21.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3269-107	2014-11-27	2014-11-28	NOFRILLS VITO'S #3936	28.68	CAD	28.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06258	LAWRENCE HGTS-SPORTS	5411	"Grocery Stores, Supermarkets"	FOOD FOR YOUTH PROGRAM	
"PARKS, FORESTRY & RECREATION"	3269-108	2014-11-27	2014-11-28	MICHAELS #3983	71.11	CAD	71.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06258	LAWRENCE HGTS-SPORTS	5945	"Game, Toy, and Hobby Shops"	ART SUPPLIES	
					764.37	CAD	764.37	CAD								
"PARKS, FORESTRY & RECREATION"	3236-106	2014-11-04	2014-11-05	STAPLES #287	42.71	CAD	42.71	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5943	"Office, School Supply, and Stationery St"	PRINTER INK	
					42.71	CAD	42.71	CAD								
"PARKS, FORESTRY & RECREATION"	3237-113	2014-11-04	2014-11-06	THE HOME DEPOT #7129	102.93	CAD	102.93	CAD	2531	LUMBER	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  2X4X8 PROGRD	
"PARKS, FORESTRY & RECREATION"	3242-132	2014-11-07	2014-11-10	RAYETTE FOREST PRODUCT	35.05	CAD	35.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07696	ANTIBES CC-OPERATIONS	5211	"Building Materials, Lumber Stores"	GREY LPL	
"PARKS, FORESTRY & RECREATION"	3243-101	2014-11-10	2014-11-12	DAYVAN	138.94	CAD	138.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07696	ANTIBES CC-OPERATIONS	5251	Hardware Stores	ALUMIN	
"PARKS, FORESTRY & RECREATION"	3248-120	2014-11-12	2014-11-14	THE HOME DEPOT #7078	10.35	CAD	10.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07696	ANTIBES CC-OPERATIONS	5200	Home Supply Warehouse	ANGLE 10FT	
"PARKS, FORESTRY & RECREATION"	3250-191	2014-11-14	2014-11-17	CANADA GLASS   MIRROR	250.01	CAD	250.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5039	Construction Materials Not Elsewhere Cla	THERMO	
"PARKS, FORESTRY & RECREATION"	3253-137	2014-11-17	2014-11-19	THE HOME DEPOT #7078	103.38	CAD	103.38	CAD	2531	LUMBER	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  4X4X10 PT TI	
"PARKS, FORESTRY & RECREATION"	3257-113	2014-11-20	2014-11-21	CANADA GLASS   MIRROR	355.95	CAD	355.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07726	NORTH TORONTO-OPERATIONS	5039	Construction Materials Not Elsewhere Cla	LAM GLASS	
					996.61	CAD	996.61	CAD								
"PARKS, FORESTRY & RECREATION"	3256-115	2014-11-18	2014-11-20	YANQUI AUTO REPAIR	192.10	CAD	192.10	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P03028	BAYVIEW-OPERATIONS	7538	Automotive Service Shops	STARTER REPAIRS	
"PARKS, FORESTRY & RECREATION"	3256-116	2014-11-18	2014-11-20	NAPA WOODBRIDGE #759	6.95	CAD	6.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	FILTERS	
"PARKS, FORESTRY & RECREATION"	3260-195	2014-11-18	2014-11-24	CARDANIC DRIVELINE  MA	249.47	CAD	249.47	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P13472	NY - SPORTS FIELD MAINTENANCE	7531	Automotive Body and Repair Shops	PTO SHAFT REPAIRS	
					448.52	CAD	448.52	CAD								
"PARKS, FORESTRY & RECREATION"	3236-107	2014-11-04	2014-11-05	PARMACK ELECTRIC SUPPL	38.42	CAD	38.42	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3237-114	2014-11-05	2014-11-06	PARMACK ELECTRIC SUPPL	123.68	CAD	123.68	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3250-192	2014-11-14	2014-11-17	TRIMATE ELECTRIC SUPPL	410.07	CAD	410.07	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES	
					572.17	CAD	572.17	CAD								
"PARKS, FORESTRY & RECREATION"	3236-108	2014-11-03	2014-11-05	CDN TIRE STORE #00127	4.51	CAD	4.51	CAD	2570	JANITORIAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	MOUSE TRAP	
"PARKS, FORESTRY & RECREATION"	3242-133	2014-11-07	2014-11-10	OAKRIDGES HM HWRE 1554	32.79	CAD	32.79	CAD	2715	PAINT SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3242-134	2014-11-07	2014-11-10	STAPLES STORE #1	700.54	CAD	700.54	CAD	3030	M & E - OFFICE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5943	"Office, School Supply, and Stationery St"	"PROJECTOR, SPEAKERS"	
"PARKS, FORESTRY & RECREATION"	3242-135	2014-11-07	2014-11-10	MR JANITORIAL SUPPLIES	281.52	CAD	281.52	CAD	2570	JANITORIAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	2842	"Specialty Cleaning, Polishing, and Sanit"	"GUM REMOVER, AIR CELLS"	
"PARKS, FORESTRY & RECREATION"	3243-102	2014-11-10	2014-11-12	ZEHRS #52	12.78	CAD	12.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5411	"Grocery Stores, Supermarkets"	FOOD FOR STAFF TRAINING	
"PARKS, FORESTRY & RECREATION"	3248-121	2014-11-13	2014-11-14	OAKRIDGES HM HWRE 1554	92.64	CAD	92.64	CAD	2715	PAINT SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3250-193	2014-11-14	2014-11-17	SCHOOL HOUSE PRODUCTS	989.88	CAD	989.88	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5021	Office and Commercial Furniture	FOLDING TABLES	
"PARKS, FORESTRY & RECREATION"	3250-194	2014-11-14	2014-11-17	SETON	50.53	CAD	50.53	CAD	2570	JANITORIAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5099	Durable Goods Not Elsewhere Classified	"CAUTION TAPE, WET FLOOR SIGNS"	
"PARKS, FORESTRY & RECREATION"	3250-195	2014-11-16	2014-11-17	ZEHRS #52	24.42	CAD	24.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5411	"Grocery Stores, Supermarkets"	FRUIT PLATTER	
"PARKS, FORESTRY & RECREATION"	3252-87	2014-11-17	2014-11-18	STAPLES STORE #1	161.60	CAD	161.60	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3256-117	2014-11-18	2014-11-20	SETON	526.27	CAD	526.27	CAD	2792	"BANNERS, FLAGS & SIGNS"	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5099	Durable Goods Not Elsewhere Classified	FLOOR SIGNS	
"PARKS, FORESTRY & RECREATION"	3260-196	2014-11-21	2014-11-24	THE HOME DEPOT #7135	98.45	CAD	98.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  2X10X8 SPF.	
"PARKS, FORESTRY & RECREATION"	3260-197	2014-11-21	2014-11-24	THE HOME DEPOT #7135	-31.62	CAD	-31.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	6X6X8 PT	
"PARKS, FORESTRY & RECREATION"	3264-118	2014-11-25	2014-11-26	JEFF'S MOBILE WELDING	282.50	CAD	282.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	7692	Welding Repair	WELD INDOOR THROWING CAGE	
"PARKS, FORESTRY & RECREATION"	3265-136	2014-11-25	2014-11-27	THE HOME DEPOT #7078	118.55	CAD	118.55	CAD	2715	PAINT SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  6X6X8 PT	
"PARKS, FORESTRY & RECREATION"	3269-109	2014-11-27	2014-11-28	OAKRIDGES HM HWRE 1554	15.22	CAD	15.22	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	FELT PADS	
					"3,360.58"	CAD	"3,360.58"	CAD								
TRANSPORTATION SERVICES 	3264-119	2014-11-24	2014-11-26	THE HOME DEPOT #7134	11.24	CAD	11.24	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5200	Home Supply Warehouse	**MORE**  1/2COUPLING	
TRANSPORTATION SERVICES 	3264-120	2014-11-25	2014-11-26	LOWES #02640*	12.93	CAD	12.93	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5200	Home Supply Warehouse	**MORE**  VP-BRASS CUP HOOKS 7/8IN	
TRANSPORTATION SERVICES 	3269-110	2014-11-27	2014-11-28	LOWES #02640*	29.91	CAD	29.91	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	5200	Home Supply Warehouse	**MORE**  24 PK-RED/SILVER/MULTI COLOR MINI	
					54.08	CAD	54.08	CAD								
"PARKS, FORESTRY & RECREATION"	3242-136	2014-11-07	2014-11-10	SPORTING LIFE	33.83	CAD	33.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTRCT SPORTS - ETOBICOKE OLYMPIUM	5941	Sporting Goods Stores	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	3242-137	2014-11-07	2014-11-10	WAL-MART # 3031	154.49	CAD	154.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTRCT SPORTS - ETOBICOKE OLYMPIUM	5310	Discount Stores	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	3243-103	2014-11-10	2014-11-12	SPORTING LIFE	27.05	CAD	27.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTRCT SPORTS - ETOBICOKE OLYMPIUM	5941	Sporting Goods Stores	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	3250-196	2014-11-13	2014-11-17	CDN TIRE STORE #00070	142.14	CAD	142.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTRCT SPORTS - ETOBICOKE OLYMPIUM	5200	Home Supply Warehouse	TENNIS BALLS	
"PARKS, FORESTRY & RECREATION"	3253-138	2014-11-18	2014-11-19	SPORTING LIFE	72.14	CAD	72.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13161	INSTRCT SPORTS - ETOBICOKE OLYMPIUM	5941	Sporting Goods Stores	TENNIS BALLS	
					429.65	CAD	429.65	CAD								
"PARKS, FORESTRY & RECREATION"	3228-173	2014-10-31	2014-11-03	LOBLAWS #1021	123.83	CAD	123.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12198	HORTICULTURE - CITYWIDE	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR MUM EXHIBITION	
"PARKS, FORESTRY & RECREATION"	3228-174	2014-10-31	2014-11-03	TARGET CANADA T3729	91.46	CAD	91.46	CAD	2695	LINENS	P12198	HORTICULTURE - CITYWIDE	5311	Department Stores	TABLECLOTHS	
"PARKS, FORESTRY & RECREATION"	3237-115	2014-11-05	2014-11-06	VALLEYVIEW GARDENS HK	436.77	CAD	436.77	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12198	HORTICULTURE - CITYWIDE	5261	Lawn and Garden Supply Stores	PLANT MATERIAL FOR GM RETIREMENT PARTY	
"PARKS, FORESTRY & RECREATION"	3248-122	2014-11-13	2014-11-14	TIGERDIRECT.CA	238.41	CAD	238.41	CAD	3410	COMPUTERS - HARDWARE	P12198	HORTICULTURE - CITYWIDE	5734	Computer Software Stores	PRINTER FOR AG OFFICE	
"PARKS, FORESTRY & RECREATION"	3250-197	2014-11-13	2014-11-17	CDN TIRE STORE #00654	36.15	CAD	36.15	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12198	HORTICULTURE - CITYWIDE	5200	Home Supply Warehouse	SPACE HEATER FOR OFFICE	
					926.62	CAD	926.62	CAD								
"PARKS, FORESTRY & RECREATION"	3236-109	2014-11-03	2014-11-05	RONA # 55140	67.78	CAD	67.78	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5251	Hardware Stores	GROWING MEDIUM	
"PARKS, FORESTRY & RECREATION"	3242-138	2014-11-09	2014-11-10	LOWES #02633*	27.63	CAD	27.63	CAD	2730	LOCKS	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  NEON KEY ID BAND-LARGE	
"PARKS, FORESTRY & RECREATION"	3243-104	2014-11-09	2014-11-12	RONA # 55140	72.30	CAD	72.30	CAD	3080	M & E - HAND TOOLS	P00542	EXHIBITION PLACE-OPERATIONS	5251	Hardware Stores	SNOW SHOVELS	
					167.71	CAD	167.71	CAD								
