Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
LONG TERM CARE HOMES	2917-89	2014-03-14	2014-03-14	WWW ALYPSIS COM	230.36	CAD	230.36	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACRES-PS-PS	5499	Miscellaneous Food Stores - Convenience	COMPLEMENTARY CARE SUPPLIES	
LONG TERM CARE HOMES	2920-39	2014-03-17	2014-03-18	SHOPPERS HOME HEALTH C	60.00	CAD	60.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3D180	KIPLING ACRES-CONVALESCENT CARE	5047	Laboratory/Medical/Dental/Ophthalmic Hos	CCU RESIDENT WHEELCHAIR RENTAL	
LONG TERM CARE HOMES	2925-95	2014-03-19	2014-03-21	SHOPPERS HOME HEALTH C	60.00	CAD	60.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3D180	KIPLING ACRES-CONVALESCENT CARE	5047	Laboratory/Medical/Dental/Ophthalmic Hos	CCU RESIDENT WHEELCHAIR RENTAL	
LONG TERM CARE HOMES	2931-70	2014-03-25	2014-03-26	SPECTRUM EDUCATIONAL S	320.69	CAD	320.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACRES-PS-PS	5943	"Office, School Supply, and Stationery St"	TWO WAISTBAND AMPLIFIERS FOR RESIDENTS PROGRAM	
LONG TERM CARE HOMES	2932-82	2014-03-26	2014-03-27	MR PRINTER	53.56	CAD	53.56	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3D083	KIPLING ACRES-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT HOME AREA CALENDARS	
LONG TERM CARE HOMES	2933-84	2014-03-27	2014-03-28	SHOPPERS HOME HEALTH C	60.00	CAD	60.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3D180	KIPLING ACRES-CONVALESCENT CARE	5047	Laboratory/Medical/Dental/Ophthalmic Hos	CCU RESIDENT WHEELCHAIR RENTAL	
LONG TERM CARE HOMES	2936-125	2014-03-28	2014-03-31	MICHAELS OF CANADA #34	136.65	CAD	136.65	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3D083	KIPLING ACRES-PS-PS	5945	"Game, Toy, and Hobby Shops"	RESIDENT SPA PROGRAM SUPPLY CARRIERS	
LONG TERM CARE HOMES	2936-126	2014-03-28	2014-03-31	WAL-MART #1061	47.37	CAD	47.37	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3D083	KIPLING ACRES-PS-PS	5411	"Grocery Stores, Supermarkets"	MAGAZINES & SUPPLIES FOR RESIDENTS LIBRARY	
					"2,103.66"	CAD	"2,103.66"	CAD								
TRANSPORTATION SERVICES 	2916-112	2014-03-12	2014-03-13	LOCKSMITH    SAFEMAN	80.68	CAD	80.68	CAD	2552	BRIDGE MATERIALS	TP0124	"ROADWAY BRIDGE MAINTENANCE-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	OFFICE KEYS	
TRANSPORTATION SERVICES 	2918-129	2014-03-14	2014-03-17	LOCKSMITH    SAFEMAN	11.30	CAD	11.30	CAD	2552	BRIDGE MATERIALS	TP0124	"ROADWAY BRIDGE MAINTENANCE-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	OFFICE KEYS	
TRANSPORTATION SERVICES 	2920-40	2014-03-17	2014-03-18	LOCKSMITH    SAFEMAN	16.95	CAD	16.95	CAD	2552	BRIDGE MATERIALS	TP0124	"ROADWAY BRIDGE MAINTENANCE-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	OFFICE KEYS	
					108.93	CAD	108.93	CAD								
"PARKS, FORESTRY & RECREATION"	2918-130	2014-03-13	2014-03-17	JJ DOWNS INDUSTRIAL	282.50	CAD	282.50	CAD	4424	CONTRACTED SERVICES - GENERAL	P07701	GOULDING CC-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	ZAMBONI TANK REPAIR	
"PARKS, FORESTRY & RECREATION"	2936-127	2014-03-27	2014-03-31	NAPA WOODBRIDGE #759	31.65	CAD	31.65	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	"FUSE BUS, BRAKE FLUIED"	
					314.15	CAD	314.15	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2920-41	2014-03-17	2014-03-18	MOODY'S ANALYTICS INC	"2,084.13"	CAD	"1,838.51"	USD	2510	SURVEY SUPPLIES	ED0161	ECONOMIC & CULTURAL RESEARCH	7375	Information Retrieval Services	**MORE**  TORONTO CMA ECO FORECAST SERVICE	
					"2,084.13"	CAD	"1,838.51"	USD								
"PARKS, FORESTRY & RECREATION"	2908-78	2014-03-06	2014-03-07	VALLEYVIEW GARDENS HK	33.90	CAD	33.90	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	2910-182	2014-03-07	2014-03-10	VALLEYVIEW GARDENS HK	176.28	CAD	176.28	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00409	N-EAST1-TURF&HORT	5261	Lawn and Garden Supply Stores	PLANT MATERIAL	
"PARKS, FORESTRY & RECREATION"	2922-70	2014-03-17	2014-03-19	THE HOME DEPOT #7073	33.34	CAD	33.34	CAD	2531	LUMBER	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse	2X4X8 SPF	
					243.52	CAD	243.52	CAD								
"PARKS, FORESTRY & RECREATION"	2918-131	2014-03-14	2014-03-17	MILLWICK PAINT   PAPER	123.67	CAD	123.67	CAD	2715	PAINT SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5231	"Glass, Paint, Wallpaper Stores"	"PAINT, PRIMER"	
"PARKS, FORESTRY & RECREATION"	2922-71	2014-03-14	2014-03-19	BERCO AUTOMOTIVE SUPPL	27.87	CAD	27.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5533	"Automotive Parts, Accessories Stores"	"BULBS, GREASE FITTING"	
"PARKS, FORESTRY & RECREATION"	2927-127	2014-03-20	2014-03-24	ANGELO'S ELECTRIC LTD	40.51	CAD	40.51	CAD	2710	GENERAL HARDWARE	P00364	N-EAST-PARKS MAINT/RPRS	7629	"Appliance Repair Shops, Electrical and S"	DRILL BITS	
"PARKS, FORESTRY & RECREATION"	2936-128	2014-03-27	2014-03-31	INVESTMENTS HARDWARE L	350.75	CAD	350.75	CAD	3015	M & E - GROUNDS	P00364	N-EAST-PARKS MAINT/RPRS	5046	Commercial Equipment Not Elsewhere Class	TEE POSTS	
					542.80	CAD	542.80	CAD								
"PARKS, FORESTRY & RECREATION"	2912-77	2014-03-07	2014-03-11	METRO #808	53.46	CAD	53.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2918-132	2014-03-13	2014-03-17	WAL-MART # 3111	31.18	CAD	31.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROG SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2922-72	2014-03-18	2014-03-19	BEST BUY CANADA #943	223.67	CAD	223.67	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5732	Electronic Sales	SUPPLIES FOR YOUTH COMPUTER LOUNGE	
"PARKS, FORESTRY & RECREATION"	2932-83	2014-03-24	2014-03-27	METRO #808	30.16	CAD	30.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07899	SCAR VILLAGE RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR YOUTH COUNCIL MEETING	
					338.47	CAD	338.47	CAD								
LONG TERM CARE HOMES	2907-98	2014-03-04	2014-03-06	METRO #702	25.74	CAD	25.74	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
LONG TERM CARE HOMES	2912-78	2014-03-10	2014-03-11	LOBLAWS #1066	78.99	CAD	78.99	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
LONG TERM CARE HOMES	2917-90	2014-03-12	2014-03-14	FOOD BASICS #908	25.53	CAD	25.53	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
LONG TERM CARE HOMES	2918-133	2014-03-16	2014-03-17	FRESHCO #9844	27.92	CAD	27.92	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
LONG TERM CARE HOMES	2924-71	2014-03-18	2014-03-20	FOOD BASICS #680	17.34	CAD	17.34	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
LONG TERM CARE HOMES	2936-129	2014-03-28	2014-03-31	LOBLAWS #1066	166.74	CAD	166.74	CAD	2741	FOOD COSTS	D3L032	WESBURN FOOD & NUTRITION	5411	"Grocery Stores, Supermarkets"	FOOD FOR RESIDENTS	
					342.26	CAD	342.26	CAD								
"PARKS, FORESTRY & RECREATION"	2901-56	2014-02-28	2014-03-04	CDN TIRE STORE #00192	199.99	CAD	199.99	CAD	2401	LUBRICANTS	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	"CASTROL, METHYL HYDRATE,DIESEL SUPP"	
"PARKS, FORESTRY & RECREATION"	2907-99	2014-03-05	2014-03-06	ACKLANDS-GRAINGER INC	419.44	CAD	419.44	CAD	2665	PROTECTIVE CLOTHING	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PROTECTIVE GEAR	
"PARKS, FORESTRY & RECREATION"	2917-91	2014-03-12	2014-03-14	THE HOME DEPOT #7129	103.86	CAD	103.86	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  FLAT SOC UNC	
"PARKS, FORESTRY & RECREATION"	2922-73	2014-03-17	2014-03-19	THE HOME DEPOT #7129	303.37	CAD	303.37	CAD	2715	PAINT SUPPLIES	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  ROLLR CAGE	
"PARKS, FORESTRY & RECREATION"	2924-72	2014-03-19	2014-03-20	ALBION GOLF CARS	27.21	CAD	27.21	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	4789	Transportation Services-Not Elsewhere Cl	CART PARTS	
"PARKS, FORESTRY & RECREATION"	2925-97	2014-03-20	2014-03-21	KOOY BROS LAWN	194.20	CAD	194.20	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5261	Lawn and Garden Supply Stores	KUBOTA PARTS	
"PARKS, FORESTRY & RECREATION"	2931-72	2014-03-24	2014-03-26	THE HOME DEPOT #7129	133.32	CAD	133.32	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  7KG COMPND	
"PARKS, FORESTRY & RECREATION"	2932-84	2014-03-25	2014-03-27	CDN TIRE STORE #00192	194.24	CAD	194.24	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	CART SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2936-130	2014-03-27	2014-03-31	THE HOME DEPOT #7129	117.46	CAD	117.46	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	PPUI SEMI	
"PARKS, FORESTRY & RECREATION"	2936-131	2014-03-28	2014-03-31	THE HOME DEPOT #7129	72.23	CAD	72.23	CAD	2710	GENERAL HARDWARE	P07646	DON VALLEY-OPERATIONS	5200	Home Supply Warehouse	**MORE**  GREEN TAPE	
					"1,765.32"	CAD	"1,765.32"	CAD								
"PARKS, FORESTRY & RECREATION"	2907-100	2014-03-05	2014-03-06	CUSTOM DOOR   LOCK SER	24.86	CAD	24.86	CAD	2730	LOCKS	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
"PARKS, FORESTRY & RECREATION"	2924-73	2014-03-18	2014-03-20	CDN TIRE STORE #00273	28.23	CAD	28.23	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5200	Home Supply Warehouse	"TOOL HOLDER, PUSH & PICK"	
					53.09	CAD	53.09	CAD								
FIRE SERVICES	2913-114	2014-03-10	2014-03-12	SHELL	54.59	CAD	54.59	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL	
FIRE SERVICES	2918-134	2014-03-14	2014-03-17	PETROCAN	72.53	CAD	72.53	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR VEHICLE 223326	
					127.12	CAD	127.12	CAD								
TORONTO WATER	2912-79	2014-03-07	2014-03-11	RONA # 55140	25.98	CAD	25.98	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	LIGH BULBS	
TORONTO WATER	2917-92	2014-03-12	2014-03-14	ONTARIO PLASTIC FABRIC	18.20	CAD	18.20	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5074	Plumbing and Heating Equipment	"PVC, COUPLING, ELBOW"	
TORONTO WATER	2920-42	2014-03-14	2014-03-18	RONA # 55140	13.20	CAD	13.20	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5251	Hardware Stores	HOOK CEILING SWIVEL	
TORONTO WATER	2922-74	2014-03-17	2014-03-19	SAYAL ELECTRONICS (TOR	17.97	CAD	17.97	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5732	Electronic Sales	DUCT SLOTTED - MOUNTING HOOKS	
TORONTO WATER	2927-128	2014-03-21	2014-03-24	O'NEIL ELECTRIC SUPPLY	38.42	CAD	38.42	CAD	2575	ELECTRICAL SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	7629	"Appliance Repair Shops, Electrical and S"	PVC TERMINAL ADAPT	
					113.77	CAD	113.77	CAD								
"PARKS, FORESTRY & RECREATION"	2900-119	2014-02-27	2014-03-03	THE HOME DEPOT #7078	78.80	CAD	78.80	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5200	Home Supply Warehouse	"**MORE**  B/OX 7/32"""	
"PARKS, FORESTRY & RECREATION"	2908-79	2014-03-06	2014-03-07	FAUCHER INDUSTRIES MIS	157.52	CAD	157.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5072	Hardware Equipment and Supplies	GAS SHOCK ABSORBERS	
"PARKS, FORESTRY & RECREATION"	2908-80	2014-03-06	2014-03-07	FAUCHER INDUSTRIES MIS	32.67	CAD	32.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00404	N-CENTRAL-TURF&HORT	5072	Hardware Equipment and Supplies	ADJUSTABLE DRAW LATCH	
"PARKS, FORESTRY & RECREATION"	2918-135	2014-03-14	2014-03-17	BOLTS PLUS INC	13.56	CAD	13.56	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	NUTS & BOLTS	
"PARKS, FORESTRY & RECREATION"	2931-73	2014-03-25	2014-03-26	CONCORD HARDWARE LIMIT	24.41	CAD	24.41	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5251	Hardware Stores	HOLE SAW	
"PARKS, FORESTRY & RECREATION"	2936-132	2014-03-28	2014-03-31	THE HOME DEPOT #7078	27.11	CAD	27.11	CAD	2710	GENERAL HARDWARE	P00859	ALNESS YD-YARD OPERNS	5200	Home Supply Warehouse	"HS 3"""	
					334.07	CAD	334.07	CAD								
"PARKS, FORESTRY & RECREATION"	2913-115	2014-03-09	2014-03-12	FOOD BASICS #867	119.69	CAD	119.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10310	FALSTAFF-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD AND SNACKS FOR MARCH BREAK CAMPS	
"PARKS, FORESTRY & RECREATION"	2913-116	2014-03-09	2014-03-12	METRO #52	146.46	CAD	146.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10310	FALSTAFF-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD AND SNACKS FOR MARCH BREAK CAMPS	
"PARKS, FORESTRY & RECREATION"	2916-113	2014-03-12	2014-03-13	AI4-REDLINE PROMOTIONS	404.44	CAD	404.44	CAD	4590	RENTAL - OTHER	P10310	FALSTAFF-PRGM SUPPORT	7993	Video Amusement Game Supplies	RENTAL-MARCH BREAK CAMPS	
"PARKS, FORESTRY & RECREATION"	2918-136	2014-03-13	2014-03-17	PARTY CITY #2008	47.90	CAD	47.90	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10310	FALSTAFF-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	PARTY SUPPLIES FOR MARCH BREAK CAMPS	
"PARKS, FORESTRY & RECREATION"	2918-137	2014-03-13	2014-03-17	WAL-MART # 1151	55.72	CAD	55.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10310	FALSTAFF-PRGM SUPPORT	5310	Discount Stores	SNACKS FOR MARCH BREAK CAMPS	
"PARKS, FORESTRY & RECREATION"	2918-138	2014-03-14	2014-03-17	WAL-MART # 1151	50.74	CAD	50.74	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P10310	FALSTAFF-PRGM SUPPORT	5310	Discount Stores	"CD-R FOR YOUTH /MEDIA ARTS, SNACKS"	
"PARKS, FORESTRY & RECREATION"	2927-129	2014-03-22	2014-03-24	STAPLES STORE #12	115.86	CAD	115.86	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10310	FALSTAFF-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	"DATER, COVERS, SEALS, ORNAMENTS"	
"PARKS, FORESTRY & RECREATION"	2936-133	2014-03-28	2014-03-31	FITNESS DEPOT RICHMOND	62.69	CAD	62.69	CAD	2601	DUR REC & EDUC SUPP	P10310	FALSTAFF-PRGM SUPPORT	5941	Sporting Goods Stores	FITNESS EQUIP FOR BOOT CAMP/WEIGHT ROOM	
					"1,003.50"	CAD	"1,003.50"	CAD								
TORONTO WATER	2913-117	2014-03-11	2014-03-12	SCHWING BIOSET	"2,496.60"	CAD	"2,190.00"	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5046	Commercial Equipment Not Elsewhere Class	TRAINING 	
TORONTO WATER	2916-114	2014-03-12	2014-03-13	SCHWING BIOSET	"2,483.02"	CAD	"2,190.00"	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5046	Commercial Equipment Not Elsewhere Class	TRAINING	
TORONTO WATER	2917-93	2014-03-13	2014-03-14	SCHWING BIOSET	"1,243.59"	CAD	"1,095.00"	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	5046	Commercial Equipment Not Elsewhere Class	TRAINING 	
					"6,223.21"	CAD	"5,475.00"	USD								
LEGAL SERVICES	2900-120	2014-02-28	2014-03-03	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	*****	UNASSIGNED	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2900-121	2014-02-28	2014-03-03	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	*****	UNASSIGNED	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2901-57	2014-03-03	2014-03-04	TERANET EXPRESS	34.00	CAD	34.00	CAD	4827	ONLINE SERVICES FEES	*****	UNASSIGNED	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2901-58	2014-03-03	2014-03-04	TERANET EXPRESS	35.00	CAD	35.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2901-59	2014-03-03	2014-03-04	TERANET EXPRESS	45.00	CAD	45.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2901-60	2014-03-03	2014-03-04	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-43	2014-03-17	2014-03-18	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5201	CHILDRENS SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-44	2014-03-17	2014-03-18	TERANET EXPRESS	27.00	CAD	27.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-45	2014-03-17	2014-03-18	TERANET EXPRESS	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-46	2014-03-17	2014-03-18	TERANET EXPRESS	45.00	CAD	45.00	CAD	4827	ONLINE SERVICES FEES	LL5801	LIBRARY	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-47	2014-03-17	2014-03-18	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2920-48	2014-03-17	2014-03-18	TERANET EXPRESS	22.00	CAD	22.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2922-75	2014-03-18	2014-03-19	TERANET EXPRESS	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2922-76	2014-03-18	2014-03-19	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5506	TRANSPORTATION SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2925-98	2014-03-20	2014-03-21	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2925-99	2014-03-20	2014-03-21	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FACILITIES AND REAL ESTATE	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2925-100	2014-03-20	2014-03-21	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2925-101	2014-03-20	2014-03-21	TERANET EXPRESS	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2925-102	2014-03-20	2014-03-21	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2927-130	2014-03-21	2014-03-24	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5503	SOLID WASTE MGMT SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2927-131	2014-03-21	2014-03-24	TERANET EXPRESS	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2927-132	2014-03-21	2014-03-24	TERANET EXPRESS	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLANNING&DEVELOPMENT-METRO HALL	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2927-133	2014-03-21	2014-03-24	TERANET EXPRESS	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2928-49	2014-03-24	2014-03-25	TERANET EXPRESS	30.50	CAD	30.50	CAD	4827	ONLINE SERVICES FEES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2928-50	2014-03-24	2014-03-25	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2928-51	2014-03-24	2014-03-25	TERANET EXPRESS	22.00	CAD	22.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-85	2014-03-26	2014-03-27	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-86	2014-03-26	2014-03-27	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-87	2014-03-26	2014-03-27	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-88	2014-03-26	2014-03-27	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-89	2014-03-26	2014-03-27	TERANET EXPRESS	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING & STANDARD	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-90	2014-03-26	2014-03-27	TERANET EXPRESS	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
LEGAL SERVICES	2932-91	2014-03-26	2014-03-27	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5705	REVENUE SERVICES	9222	Fines	TITLE SEARCHES	
