Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Work Order Number	Cost Centre/WBS Element/Work Order Number Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2896-52	2014-02-25	2014-02-27	THE HOME DEPOT #7011	35.53	CAD	35.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09932	TRINITY-INSTRL	5200	Home Supply Warehouse	**MORE**  PLAY SAND 20	
					79.58	CAD	79.58	CAD								
"PARKS, FORESTRY & RECREATION"	2869-43	2014-02-05	2014-02-07	NO FRILLS FRANCOIS #31	44.02	CAD	44.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2880-60	2014-02-13	2014-02-14	NOFRILLS DICKIES 752	38.33	CAD	38.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2881-103	2014-02-13	2014-02-17	YOUR DOLLAR STORE WITH	27.97	CAD	27.97	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01356	MALVERN RC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	SUPPLIES - YOUNG MEN IN ACTION PROG	
"PARKS, FORESTRY & RECREATION"	2881-104	2014-02-14	2014-02-17	WAL-MART # 3111	217.57	CAD	217.57	CAD	3050	M & E - KITCHEN	P07691	MALVERN-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	KETTLE	
"PARKS, FORESTRY & RECREATION"	2886-62	2014-02-19	2014-02-20	NOFRILLS DAVE'S #3924	49.04	CAD	49.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2896-53	2014-02-26	2014-02-27	NO FRILLS FRANCOIS #31	58.81	CAD	58.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01356	MALVERN RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM FOOD SUPPLIES	
					435.74	CAD	435.74	CAD								
EMERGENCY MEDICAL SERVICES	2881-105	2014-02-14	2014-02-17	ITM INSTRUMENTS INC.	830.55	CAD	830.55	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B43300	EQUIPMENT RETRIEVAL	5085	Industrial Supplies Not Elsewhere Classi	O2 EQUIPMENT CALIBRATION	
					830.55	CAD	830.55	CAD								
TORONTO WATER	2860-32	2014-01-31	2014-02-04	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	TW4015	WW TREATMT: ASHBRIDGES BAY TP - ADMINIST	9399	Government Services - Not Elsewhere Clas	WASTEWATER CERTIFICATION	
					75.00	CAD	75.00	CAD								
FIRE SERVICES	2859-78	2014-01-29	2014-02-03	INLAND LIFERAFTS  MARI	"1,270.59"	CAD	"1,270.59"	CAD	3045	M & E - PROTECTIVE	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	LIFE JACKETS	
FIRE SERVICES	2865-69	2014-02-04	2014-02-05	BREWERS MARINE SUPPLY	356.85	CAD	356.85	CAD	2150	PARTS - MARINE	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	LIFE RINGS FOR WM LYON MACKENZIE	
FIRE SERVICES	2866-53	2014-02-04	2014-02-06	BUNNING SPLICING   RIG	48.30	CAD	48.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5085	Industrial Supplies Not Elsewhere Classi	REPLACEMENT SAFETY HOOKS	
FIRE SERVICES	2869-44	2014-02-06	2014-02-07	BERNARDI BUILDING SUPP	336.11	CAD	336.11	CAD	2410	DE - ICERS	FR0038	MECH MAINTENANCE - MARINE SECTION	5211	"Building Materials, Lumber Stores"	DE ICING CALCIUM CHLORIDE	
FIRE SERVICES	2872-41	2014-02-10	2014-02-11	TRY HARD INDUSTRIAL SU	142.22	CAD	142.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	PIPE DIE FOR REPAIR	
FIRE SERVICES	2890-83	2014-02-20	2014-02-24	CORDAGES BARRY LTEE	"2,066.28"	CAD	"2,066.28"	CAD	3989	OTH MARINE EQUIP	FR0038	MECH MAINTENANCE - MARINE SECTION	5085	Industrial Supplies Not Elsewhere Classi	SAFETY MOORING ROPES	
					"4,220.35"	CAD	"4,220.35"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2896-54	2014-02-27	2014-02-27	AKCO LOUNGE   HO SHIM	45.57	CAD	45.57	CAD	4823	MEALS-OUTSIDE LOC'S	ED0168	FINANCIAL & INVESTMENT SERVICES	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					45.57	CAD	45.57	CAD								
"PARKS, FORESTRY & RECREATION"	2871-110	2014-02-07	2014-02-10	ROGERS MUSIC CENTRE	94.82	CAD	94.82	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P06466	MT DENNIS CC-ARTS-VISL/PERF	8299	Educational Services	PIANO BOOKS	
"PARKS, FORESTRY & RECREATION"	2877-63	2014-02-11	2014-02-13	THE HOME DEPOT #7013	116.35	CAD	116.35	CAD	2710	GENERAL HARDWARE	P06784	MT DENNIS-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	2887-70	2014-02-20	2014-02-21	RCSS WESTON 2800	125.56	CAD	125.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11870	MT DENNIS CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CEREALS, PIZZA, TOTE"	
					336.73	CAD	336.73	CAD								
"PARKS, FORESTRY & RECREATION"	2890-84	2014-02-20	2014-02-24	THE HOME DEPOT #7027	22.59	CAD	22.59	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5200	Home Supply Warehouse	2-PLY TIRE	
"PARKS, FORESTRY & RECREATION"	2896-55	2014-02-25	2014-02-27	THE HOME DEPOT #7107	24.95	CAD	24.95	CAD	2110	PARTS - FURNITURE & FIXTURES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  LEV WEATHERP	
					47.54	CAD	47.54	CAD								
TORONTO WATER	2869-45	2014-02-05	2014-02-07	CDN TIRE STORE #00182	39.54	CAD	39.54	CAD	2710	GENERAL HARDWARE	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	HAND PUMP CASE	
TORONTO WATER	2897-53	2014-02-26	2014-02-28	THE HOME DEPOT #7114	6.61	CAD	6.61	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	POLY TUBING	
					46.15	CAD	46.15	CAD								
MUNICIPAL LICENSING & STANDARDS 	2875-71	2014-02-10	2014-02-12	MOE - HWIN WEB	55.87	CAD	55.87	CAD	4025	PROFESSIONAL SERVICES MEDICAL AND DENTAL	PH5032	TAS EAST REGION	9399	Government Services - Not Elsewhere Clas	MOE RENEWAL	
MUNICIPAL LICENSING & STANDARDS 	2893-56	2014-02-24	2014-02-25	PAYPAL *PRIDE TO	925.93	CAD	925.93	CAD	4830	PERMIT & LICENSE FEES	PH5030	TAS HEAD OFFICE	8398	"Organizations, Charitable and Social Ser"	PARADE PERMIT	
					981.80	CAD	981.80	CAD								
TRANSPORTATION SERVICES 	2871-111	2014-02-07	2014-02-10	INFRASTRUCTURE H S ASS	729.75	CAD	729.75	CAD	2082	HEALTH & SAFETY SUPPLIES	TP0108	"ROADWAY WINTER MAINTENANCE-D1,A1"	5942	Book Stores	HEALTH & SAFETY MATERIALS	
TRANSPORTATION SERVICES 	2875-72	2014-02-08	2014-02-12	THE SOURCE #51030	966.04	CAD	966.04	CAD	3020	M & E - COMMUNICATIONS	TP0108	"ROADWAY WINTER MAINTENANCE-D1,A1"	5732	Electronic Sales	TRAFFIC CONTROL RADIOS	
TRANSPORTATION SERVICES 	2881-106	2014-02-14	2014-02-17	LIGHTDEPOT CANADA	994.31	CAD	994.31	CAD	2575	ELECTRICAL SUPPLIES	TP0108	"ROADWAY WINTER MAINTENANCE-D1,A1"	5251	Hardware Stores	SAFETY MATERIALS	
TRANSPORTATION SERVICES 	2885-35	2014-02-18	2014-02-19	ACKLANDS-GRAINGER INC	213.20	CAD	213.20	CAD	2575	ELECTRICAL SUPPLIES	TP0108	"ROADWAY WINTER MAINTENANCE-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	SAFETY MATERIALS	
TRANSPORTATION SERVICES 	2887-71	2014-02-19	2014-02-21	LIGHTDEPOT CANADA	54.24	CAD	54.24	CAD	2575	ELECTRICAL SUPPLIES	TP0108	"ROADWAY WINTER MAINTENANCE-D1,A1"	5251	Hardware Stores	ELECTRICAL MATERIALS	
					"2,957.54"	CAD	"2,957.54"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2875-73	2014-02-10	2014-02-12	DESERRES.CA	57.52	CAD	57.52	CAD	2010	STATIONERY AND OFFICE SUPPLIES	ED0133	BUSINESS IMPROVEMENT AREA ADMIN & SUPP.	5970	"Artist Supply Stores, Craft Shops"	WHITE FOAMBOARD	
					57.52	CAD	57.52	CAD								
MUNICIPAL LICENSING & STANDARDS 	2880-61	2014-02-12	2014-02-14	RENS PETS DEPOT-DIST C	"1,372.97"	CAD	"1,372.97"	CAD	2620	ANIMAL CARE SUPPLIES	*****	MULTIPLE COST CENTRES OR WBS ELEMENTS	5995	Pet Shops - Pet Food and Supplies	DOG TRAINING COLLARS	
					"1,372.97"	CAD	"1,372.97"	CAD								
LONG TERM CARE HOMES	2866-54	2014-02-04	2014-02-06	THE HOME DEPOT #7027	197.71	CAD	197.71	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	5200	Home Supply Warehouse	**MORE**  1-1/4X12SJ E	
LONG TERM CARE HOMES	2871-112	2014-02-07	2014-02-10	BRODI SPECIALTY PRODUC	473.40	CAD	473.40	CAD	2499	OTHER CHEMICALS	D3F061	SEVEN OAKS-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	CHEMICAL SUPPLIES/BRO FLOAT	
LONG TERM CARE HOMES	2871-113	2014-02-07	2014-02-10	HOME THEATRE EXCELLENC	"2,599.00"	CAD	"2,599.00"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	PROJECT INSTALL/CALIBRATE/ REPLACEMENT;JKL	
LONG TERM CARE HOMES	2875-74	2014-02-10	2014-02-12	BRODI SPECIALTY PRODUC	298.18	CAD	298.18	CAD	2499	OTHER CHEMICALS	D3F061	SEVEN OAKS-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	BED BUG KILLER	
LONG TERM CARE HOMES	2881-107	2014-02-14	2014-02-17	LOWES #03201*	95.70	CAD	95.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	5200	Home Supply Warehouse	**MORE**  KERACOLOR S #49 LIGHT ALMOND 10LB	
LONG TERM CARE HOMES	2881-108	2014-02-14	2014-02-17	THE HOME DEPOT #7027	181.83	CAD	181.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	5200	Home Supply Warehouse	**MORE**  BUNGEECORD	
					"3,845.82"	CAD	"3,845.82"	CAD								
FIRE SERVICES	2859-80	2014-01-31	2014-02-03	BUSINESS DEPOT DIRECT	0.85	CAD	0.85	CAD	3410	COMPUTERS - HARDWARE	FR0013	EMERGENCY COMMUNICATIONS	5943	"Office, School Supply, and Stationery St"	COMPUTER SPEAKERS	
FIRE SERVICES	2869-46	2014-02-05	2014-02-07	BUSINESS DEPOT DIRECT	124.29	CAD	124.29	CAD	2650	COMPUTER AND PRINTER SUPPLIES	FR0013	EMERGENCY COMMUNICATIONS	5943	"Office, School Supply, and Stationery St"	BOSE COMPANION 2 SERIES SPEAKERS	
					125.14	CAD	125.14	CAD								
"PARKS, FORESTRY & RECREATION"	2860-33	2014-02-03	2014-02-04	STAPLES #256	39.64	CAD	39.64	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5943	"Office, School Supply, and Stationery St"	"CRAYONS, POCKETS, BINDERS"	
"PARKS, FORESTRY & RECREATION"	2860-34	2014-02-03	2014-02-04	FRESHCO #9834	25.27	CAD	25.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CAKE MIX, CELERY, ONIONS, GRAPES, CARROTS"	
"PARKS, FORESTRY & RECREATION"	2865-70	2014-02-01	2014-02-05	FOOD BASICS #606	36.40	CAD	36.40	CAD	2610	KITCHEN SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"ALUM FOIL, DISH DETERGENT, CLING WRAP, ICING"	
"PARKS, FORESTRY & RECREATION"	2881-109	2014-02-13	2014-02-17	PARTY CITY #2007	207.40	CAD	207.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5947	"Card, Gift, Novelty, and Souvenir Shops"	SUPPLIES FOR LOOT BAGS	
"PARKS, FORESTRY & RECREATION"	2881-110	2014-02-14	2014-02-17	AVRON FOODS	415.66	CAD	415.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07688	CENTENNIAL-E-PRGM SUPPORT	5199	Nondurable Goods Not Elsewhere Classifie	ARTS & CRAFTS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2894-77	2014-02-22	2014-02-26	METRO #927	51.64	CAD	51.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"BREAD, CREAM CHEESE, LEMONS, CAULIFLOWER"	
					776.01	CAD	776.01	CAD								
PUBLIC HEALTH	2869-47	2014-02-06	2014-02-07	MISAONTARIO MISAONTARI	111.87	CAD	111.87	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH1083	POLICY AND INFORMATION MANAGEMENT	8398	"Organizations, Charitable and Social Ser"	TRAINING & DEVELOPMENT - EXTERNAL	
					111.87	CAD	111.87	CAD								
LEGAL SERVICES	2859-81	2014-02-01	2014-02-03	SUN MEDIA	6.77	CAD	6.77	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	2741	Miscellaneous Publishing and Printing	1 MONTH SUBSCRIPTION FOR TORONTO SUN	
LEGAL SERVICES	2860-35	2014-02-04	2014-02-04	ONTARIO BAR ASSOCIATIO	419.51	CAD	419.51	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2872-42	2014-02-10	2014-02-11	DIGITAL NEWSPAPER	11.29	CAD	11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	1 MONTH SUBSCRIPTION FOR THE NATIONAL POST	
LEGAL SERVICES	2875-75	2014-02-10	2014-02-12	TORONTO CONSTRUCTION A	169.50	CAD	169.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	2875-76	2014-02-11	2014-02-12	PRESS	1.12	CAD	1.12	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5192	"Books, Periodicals, and Newspapers"	1 MONTH SUBSCRIPTION FOR THE NATIONAL POST	
LEGAL SERVICES	2875-77	2014-02-11	2014-02-12	DIGITAL NEWSPAPER	-11.29	CAD	-11.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	LL0014	ADMINISTRATION-METRO HALL	5968	Direct Marketing - Continuity/Subscripti	CREDIT_1 MONTH SUB FOR THE NATIONAL POST	
LEGAL SERVICES	2881-111	2014-02-14	2014-02-17	LAW SOCIETY OF UPPER C	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2881-112	2014-02-14	2014-02-17	LAW SOCIETY OF UPPER C	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	2881-113	2014-02-15	2014-02-17	THE COMMONS INSTITUTE	395.50	CAD	395.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8299	Educational Services	SEMINAR	
LEGAL SERVICES	2896-56	2014-02-25	2014-02-27	LAW SOCIETY OF UPPER C	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8111	"Attorneys, Legal Services"	SEMINAR	
					"1,400.33"	CAD	"1,400.33"	CAD								
"PARKS, FORESTRY & RECREATION"	2859-82	2014-01-30	2014-02-03	CDN TIRE STORE #00182	20.10	CAD	20.10	CAD	2570	JANITORIAL SUPPLIES	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5200	Home Supply Warehouse	FLOOR BRUSH	
"PARKS, FORESTRY & RECREATION"	2890-86	2014-02-21	2014-02-24	CUSTOM DOOR   LOCK SER	141.25	CAD	141.25	CAD	2730	LOCKS	P12017	SOUTH GENERAL-PKS TECH SERV-TRADES	5533	"Automotive Parts, Accessories Stores"	ELECTRONIC TRUCK KEY	
					161.35	CAD	161.35	CAD								
"PARKS, FORESTRY & RECREATION"	2865-71	2014-02-04	2014-02-05	NOFRILLS STEPHEN'S #34	16.68	CAD	16.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2865-72	2014-02-04	2014-02-05	RCSS SCARBOROUGH #2809	81.97	CAD	81.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2872-43	2014-02-10	2014-02-11	LOWES #02633*	35.71	CAD	35.71	CAD	3080	M & E - HAND TOOLS	P13335	WARDEN CC - PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  CO PVC HV CAUTION	
"PARKS, FORESTRY & RECREATION"	2875-78	2014-02-10	2014-02-12	WAL-MART #3159	79.69	CAD	79.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2875-79	2014-02-10	2014-02-12	WAL-MART #3159	30.47	CAD	30.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2877-65	2014-02-11	2014-02-13	RONA # 55140	16.94	CAD	16.94	CAD	2710	GENERAL HARDWARE	P13335	WARDEN CC - PRGM SUPPORT	5251	Hardware Stores	UTILITY KNIFE	
"PARKS, FORESTRY & RECREATION"	2880-62	2014-02-12	2014-02-14	YOUR DOLLAR STORE WITH	41.90	CAD	41.90	CAD	2610	KITCHEN SUPPLIES	P13335	WARDEN CC - PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	"PAPER PLATES,NAPKINS, PLASTIC KNIVES,FORKS,FOIL"	
"PARKS, FORESTRY & RECREATION"	2886-63	2014-02-18	2014-02-20	WAL-MART #3159	75.52	CAD	75.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"JERK SEASONING,RICE, VEGETABLES"	
"PARKS, FORESTRY & RECREATION"	2886-64	2014-02-18	2014-02-20	WAL-MART #3159	65.79	CAD	65.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"FRENCH BREAD, MUSHROOMS, CHEESE, MILK, ONIONS"	
"PARKS, FORESTRY & RECREATION"	2886-65	2014-02-18	2014-02-20	WAL-MART #3159	30.33	CAD	30.33	CAD	2710	GENERAL HARDWARE	P13348	ARTS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	HOOKS FOR ART STUDIO TO HANG ARTS	
"PARKS, FORESTRY & RECREATION"	2890-87	2014-02-21	2014-02-24	WAL-MART #3159	9.85	CAD	9.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13335	WARDEN CC - PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	WATER FOR BLACK HISTORY MONTH EVENT	
"PARKS, FORESTRY & RECREATION"	2894-78	2014-02-24	2014-02-26	WAL-MART #1080	139.47	CAD	139.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13347	GEN INTRST & CLUBS - WARDEN CC	5411	"Grocery Stores, Supermarkets"	"TURKEY SAUSAGE, PEPPERS, GARLIC,BANANAS, MILK,OIL"	
"PARKS, FORESTRY & RECREATION"	2894-79	2014-02-25	2014-02-26	LONG   MCQUADE LIMITED	415.80	CAD	415.80	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P13348	ARTS - WARDEN CC	7399	Business Services - Not Elsewhere Classi	BOOKS FOR GUITAR CLASSES	
"PARKS, FORESTRY & RECREATION"	2896-57	2014-02-25	2014-02-27	CDN TIRE STORE #00264	14.45	CAD	14.45	CAD	2710	GENERAL HARDWARE	P13335	WARDEN CC - PRGM SUPPORT	5200	Home Supply Warehouse	BATTERIES FOR LABEL MAKER	
					"1,054.57"	CAD	"1,054.57"	CAD								
TORONTO WATER	2859-83	2014-01-31	2014-02-03	AUTOMATIONDIRECT.COM	87.18	CAD	76.00	USD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5065	Electrical Parts and Equipment	SUBSTATION TRANSFORMER	
TORONTO WATER	2859-84	2014-01-31	2014-02-03	AUTOMATIONDIRECT.COM	11.33	CAD	9.88	USD	2120	PARTS - MACHINERY & EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5065	Electrical Parts and Equipment	THERMOMETER DIAL	
TORONTO WATER	2877-66	2014-02-11	2014-02-13	CDN TIRE STORE #00654	79.09	CAD	79.09	CAD	3099	GENERAL EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	MOTOMASTER BOOSTER	
TORONTO WATER	2880-63	2014-02-12	2014-02-14	CDN TIRE STORE #00030	24.84	CAD	24.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	TARPS	
TORONTO WATER	2896-58	2014-02-25	2014-02-27	CDN TIRE STORE #00030	-79.09	CAD	-79.09	CAD	3099	GENERAL EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	MOTOMASTER BOOSTER	
					123.35	CAD	24.84	CAD								
							85.88	USD								
"PARKS, FORESTRY & RECREATION"	2859-85	2014-01-31	2014-02-03	NOFRILLS LUCIANO'S #34	16.78	CAD	16.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR REC PROGRAM	
"PARKS, FORESTRY & RECREATION"	2859-86	2014-02-02	2014-02-03	VALUE VILLAGE #2025	13.53	CAD	13.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01214	ST LAWRENCE-SPORTS	5931	"Second Hand Stores, Used Merchandise Sto"	FAMILY GYM GAMES	
"PARKS, FORESTRY & RECREATION"	2866-55	2014-02-05	2014-02-06	NOFRILLS LUCIANO'S #34	38.27	CAD	38.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2877-67	2014-02-12	2014-02-13	NOFRILLS LUCIANO'S #34	56.38	CAD	56.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2886-66	2014-02-19	2014-02-20	NOFRILLS LUCIANO'S #34	54.42	CAD	54.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2896-59	2014-02-26	2014-02-27	NOFRILLS LUCIANO'S #34	34.05	CAD	34.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
					213.43	CAD	213.43	CAD								
"PARKS, FORESTRY & RECREATION"	2859-87	2014-01-31	2014-02-03	ANGELIQUE FLOWERS	33.90	CAD	33.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5992	Florists	CARNATIONS FOR SCIENCE CLASS	
"PARKS, FORESTRY & RECREATION"	2881-114	2014-02-14	2014-02-17	WAL-MART #1080	14.50	CAD	14.50	CAD	2710	GENERAL HARDWARE	P07690	LAMOREAUX-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	PHONE CORD	
"PARKS, FORESTRY & RECREATION"	2887-73	2014-02-19	2014-02-21	WAL-MART # 3000	16.92	CAD	16.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5310	Discount Stores	SUPPLIES FOR SLEDGE HOCKEY AND SR POOL	
					65.32	CAD	65.32	CAD								
TORONTO WATER	2887-74	2014-02-20	2014-02-21	PRINCESS AUTO #36	79.09	CAD	79.09	CAD	2270	PROPANE GAS	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5085	Industrial Supplies Not Elsewhere Classi	PROPANE TORCH	
