Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element /Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3046-91	2014-06-18	2014-06-19	ABCO GROUP	13.56	CAD	13.56	CAD	2730	LOCKS	P03026	STEPHEN LEACOCK-PRGM SUPPORT	4214	"Motor Freight Carriers, Trucking - Local"	KEYS	
"PARKS, FORESTRY & RECREATION"	3047-99	2014-06-18	2014-06-20	METRO #37	75.45	CAD	75.45	CAD	4590	RENTAL - OTHER	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	STEAM CLENING EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3049-167	2014-06-19	2014-06-23	THE HOME DEPOT #7001	50.83	CAD	50.83	CAD	3080	M & E - HAND TOOLS	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5200	Home Supply Warehouse	BOLT CUTTERS	
"PARKS, FORESTRY & RECREATION"	3053-111	2014-06-23	2014-06-25	YOUR DOLLAR STORE WITH	20.06	CAD	20.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	CRAFT SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	3057-200	2014-06-26	2014-06-30	TARGET CANADA T3729	16.14	CAD	16.14	CAD	2710	GENERAL HARDWARE	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5311	Department Stores	"FLASHLIGHT, WHISTLE"	
"PARKS, FORESTRY & RECREATION"	3057-201	2014-06-27	2014-06-30	GEMINI SPORTSWEAR CANA	101.70	CAD	101.70	CAD	2670	UNIFORMS	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	CANADA DAY T SHIRTS	
"PARKS, FORESTRY & RECREATION"	3057-202	2014-06-27	2014-06-30	TOYS R US #3519	437.43	CAD	437.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5945	"Game, Toy, and Hobby Shops"	TOYS	
					751.91	CAD	751.91	CAD								
TORONTO WATER	3020-60	2014-06-02	2014-06-03	KOTYCK BROS LIMITED	124.44	CAD	124.44	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	**MORE**  COPPER ELBOWS	
TORONTO WATER	3027-81	2014-06-04	2014-06-06	THE HOME DEPOT #7129	60.92	CAD	60.92	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  SCREW	
TORONTO WATER	3043-128	2014-06-16	2014-06-18	CDN TIRE STORE #00070	69.05	CAD	69.05	CAD	*****	LUBRICANTS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  VARIOUS HARDWARE	
TORONTO WATER	3047-100	2014-06-19	2014-06-20	PRINCESS AUTO	99.94	CAD	99.94	CAD	*****	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  VARIOUS PARTS	
TORONTO WATER	3055-103	2014-06-26	2014-06-27	LOWES #03096*	68.87	CAD	68.87	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	"**MORE**  3 X 1/8"" MASONRY BIT"	
					423.22	CAD	423.22	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3018-127	2014-05-29	2014-06-02	PAYPAL *SISTERCITIE	156.13	CAD	156.13	CAD	4760	MEMBERSHIP FEES	ED0155	STRATEGIC ALLIANCES	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP RENEWAL	
					156.13	CAD	156.13	CAD								
"PARKS, FORESTRY & RECREATION"	3018-128	2014-05-30	2014-06-02	THE HOME DEPOT #7080	22.59	CAD	22.59	CAD	2710	GENERAL HARDWARE	P06861	S-FAC SUPER1-OPERATIONS	5200	Home Supply Warehouse	"HY 18"" LARGE"	
"PARKS, FORESTRY & RECREATION"	3021-80	2014-06-03	2014-06-04	HILTI (CANADA) CORP	109.92	CAD	109.92	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5251	Hardware Stores	EXPANSION ANCHORS	
"PARKS, FORESTRY & RECREATION"	3027-82	2014-06-05	2014-06-06	SCARBOROUGH VAN OUTFIT	887.05	CAD	887.05	CAD	3099	GENERAL EQUIPMENT	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	UTILITY SHELVING UNIT WITH 9 DRAWERS	
"PARKS, FORESTRY & RECREATION"	3057-203	2014-06-27	2014-06-30	SPEED FASTENING SYSTEM	5.53	CAD	5.53	CAD	2710	GENERAL HARDWARE	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5712	"Equipment, Furniture, and Home Furnishin"	HINGE	
					"1,025.09"	CAD	"1,025.09"	CAD								
"PARKS, FORESTRY & RECREATION"	3018-129	2014-05-29	2014-06-02	THE HOME DEPOT #7078	222.45	CAD	222.45	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  CABLE STRAPS	
"PARKS, FORESTRY & RECREATION"	3029-141	2014-06-06	2014-06-09	THE HOME DEPOT #7078	97.69	CAD	97.69	CAD	*****	PARTS - MACHINERY & EQUIPMENT	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	**MORE**  SCREWS	
"PARKS, FORESTRY & RECREATION"	3037-72	2014-06-12	2014-06-13	PARMACK ELECTRIC SUPPL	15.26	CAD	15.26	CAD	2575	ELECTRICAL SUPPLIES	P00415	N-WEST3-TURF&HORT	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3055-104	2014-06-26	2014-06-27	PARMACK ELECTRIC SUPPL	150.90	CAD	150.90	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	ELECTRICAL SUPPLIES	
					486.30	CAD	486.30	CAD								
"PARKS, FORESTRY & RECREATION"	3018-130	2014-05-29	2014-06-02	THE HOME DEPOT #7080	132.12	CAD	132.12	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  VELSTRETCH	
"PARKS, FORESTRY & RECREATION"	3020-61	2014-06-01	2014-06-03	THE HOME DEPOT #7080	93.79	CAD	93.79	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  1X1/2 BLK HE	
"PARKS, FORESTRY & RECREATION"	3020-62	2014-06-01	2014-06-03	CDN TIRE STORE #00654	339.93	CAD	339.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	PARTS MACHINERY AND EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3027-83	2014-06-04	2014-06-06	CDN TIRE STORE #00654	77.29	CAD	77.29	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	"GREASE TUBE, GREASE GUN"	
"PARKS, FORESTRY & RECREATION"	3027-84	2014-06-05	2014-06-06	PRIMETIME PAINT   PAPE	144.19	CAD	144.19	CAD	2715	PAINT SUPPLIES	P00548	S-EAST 1-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3029-142	2014-06-06	2014-06-09	ALPINE LAWN   GARDEN E	773.71	CAD	773.71	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	LAWN EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3029-143	2014-06-07	2014-06-09	KOOY BROS LAWN	341.88	CAD	341.88	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	LAWN EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	3029-144	2014-06-07	2014-06-09	HITCH CITY	67.69	CAD	67.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00548	S-EAST 1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	PARTS	
"PARKS, FORESTRY & RECREATION"	3029-145	2014-06-07	2014-06-09	KOOY BROS LAWN	-3.00	CAD	-3.00	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	3049-168	2014-06-21	2014-06-23	THE HOME DEPOT #7012	98.21	CAD	98.21	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  STAPLES	
"PARKS, FORESTRY & RECREATION"	3051-72	2014-06-21	2014-06-24	CDN TIRE STORE #00654	47.66	CAD	47.66	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	3 RING CARABINE	
"PARKS, FORESTRY & RECREATION"	3053-112	2014-06-24	2014-06-25	STAPLES STORE #26	22.54	CAD	22.54	CAD	2650	COMPUTER AND PRINTER SUPPLIES	P00548	S-EAST 1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	USB	
					"2,136.01"	CAD	"2,136.01"	CAD								
PUBLIC HEALTH	3021-81	2014-06-03	2014-06-04	BROOKSTREET HOTEL	197.75	CAD	197.75	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	PH3011	DIRECTOR'S : CDIP	7011	"Lodging - Hotels, Motels, Resorts - Not"	CONFERENCES/SEMINARS - ACCOMMODATION	
PUBLIC HEALTH	3051-73	2014-06-23	2014-06-24	SELECT SANDWICH	105.03	CAD	105.03	CAD	4820	BUSINESS MEETING EXPENSES	PH3011	DIRECTOR'S : CDIP	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING EXPENSES	
PUBLIC HEALTH	3051-74	2014-06-23	2014-06-24	SELECT SANDWICH	466.18	CAD	466.18	CAD	4820	BUSINESS MEETING EXPENSES	PH3011	DIRECTOR'S : CDIP	5814	Quick Payment Service - Fast-Food Restau	BUSINESS MEETING EXPENSES	
					768.96	CAD	768.96	CAD								
FIRE SERVICES	3018-131	2014-06-02	2014-06-02	AMAZON *MARKETPLCE CA	67.79	CAD	67.79	CAD	2650	COMPUTER AND PRINTER SUPPLIES	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	4816	Computer Network/Information Services	VIDEO CABLE	
					67.79	CAD	67.79	CAD								
PUBLIC HEALTH	3049-169	2014-06-19	2014-06-23	MOE - HWIN WEB	31.90	CAD	31.90	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PREVENTABLE DISEASE	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
PUBLIC HEALTH	3049-170	2014-06-19	2014-06-23	MOE - HWIN WEB	42.73	CAD	42.73	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PREVENTABLE DISEASE	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
PUBLIC HEALTH	3049-171	2014-06-19	2014-06-23	MOE - HWIN WEB	21.83	CAD	21.83	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PREVENTABLE DISEASE	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
					96.46	CAD	96.46	CAD								
"PARKS, FORESTRY & RECREATION"	3018-132	2014-05-31	2014-06-02	FRESHCO 9832	59.80	CAD	59.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR KIDS IN KITCHEN PROGRAM	
					59.80	CAD	59.80	CAD								
PUBLIC HEALTH	3027-85	2014-06-05	2014-06-06	ASSOCIATION OF ONTARIO	728.85	CAD	728.85	CAD	4995	OTHER EXPENSES	PH3600	DENTAL SERVICES - DIRECTOR'S OFFICE	8641	"Associations - Civic, Social, and Frater"	MEMBERSHIP CDN ASSOC. OF PUBLIC HEALTH	
PUBLIC HEALTH	3035-96	2014-06-11	2014-06-12	ASSOCIATION OF ONTARIO	-728.85	CAD	-728.85	CAD	4995	OTHER EXPENSES	PH3600	DENTAL SERVICES - DIRECTOR'S OFFICE	8641	"Associations - Civic, Social, and Frater"	MEMBERSHIP CDN ASSOC. OF PUBLIC HEALTH	
PUBLIC HEALTH	3039-124	2014-06-13	2014-06-16	PAYPAL *CAPHD ACSDP	125.00	CAD	125.00	CAD	4760	MEMBERSHIP FEES	PH3600	DENTAL SERVICES - DIRECTOR'S OFFICE	8999	Professional Services - Not Elsewhere Cl	CAPHA MEMBERSHIP	
					125.00	CAD	125.00	CAD								
EMERGENCY MEDICAL SERVICES	3027-86	2014-06-04	2014-06-06	SERVICEONTARIO - 049	69.00	CAD	69.00	CAD	4830	PERMIT & LICENSE FEES	B41100	MAINTENANCE OF FLEET	9399	Government Services - Not Elsewhere Clas	REPLACEMENT LICENSE PLATES	
EMERGENCY MEDICAL SERVICES	3033-75	2014-06-09	2014-06-11	SERVICEONTARIO - 045	"1,235.00"	CAD	"1,235.00"	CAD	4830	PERMIT & LICENSE FEES	B41100	MAINTENANCE OF FLEET	9399	Government Services - Not Elsewhere Clas	NEW VHEICLE LICENSE PLATES	
EMERGENCY MEDICAL SERVICES	3055-105	2014-06-25	2014-06-27	HRAI SKILLTECH	56.50	CAD	56.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	B41000	OPERATION&MAINTENANCE OF GARAGE	8641	"Associations - Civic, Social, and Frater"	ODP CERTIFICAION RENEWAL	
EMERGENCY MEDICAL SERVICES	3057-204	2014-06-24	2014-06-30	SERVICEONTARIO - 049	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	B41100	MAINTENANCE OF FLEET	9399	Government Services - Not Elsewhere Clas	LICENSE STICKER	
					"1,367.50"	CAD	"1,367.50"	CAD								
CITY MANAGER	3042-51	2014-06-09	2014-06-17	IPAC TORONTO	-45.00	CAD	-45.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	CM0003	CORPORATE POLICY	8299	Educational Services	CREDIT-CANCELED EVENT - JUNE 9/14	
CITY MANAGER	3053-113	2014-06-23	2014-06-25	ISO/CS	243.07	CAD	198.00	CHF	2020	BOOK & MAGAZINE SUBSCRIPTIONS	CM0001	EXECUTIVE MANAGEMENT	2741	Miscellaneous Publishing and Printing	PURCHASE OF SUSTAINABLE DEVELOPMENT OF COMMUNITIES	
					198.07	CAD	-45.00	CAD								
							198.00	CHF								
"PARKS, FORESTRY & RECREATION"	3018-133	2014-05-30	2014-06-02	NO FRILL'S #1306	30.57	CAD	30.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR ART SHOW	
"PARKS, FORESTRY & RECREATION"	3027-87	2014-06-05	2014-06-06	NO FRILLS TONY   KATHY	73.72	CAD	73.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"JAM, HOT DOGS, COOKIES"	
"PARKS, FORESTRY & RECREATION"	3027-88	2014-06-05	2014-06-06	NO FRILLS TONY   KATHY	2.79	CAD	2.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ICE	
					107.08	CAD	107.08	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3043-129	2014-06-17	2014-06-18	CANITRA AGENTS LIMITED	"2,989.98"	CAD	"2,989.98"	CAD	2610	KITCHEN SUPPLIES	F01424	SCARBOROUGH FAM RES-DIRECT PROGRAM	5200	Home Supply Warehouse	COOKWARE SETS FOR CLIENT USE	
					"2,989.98"	CAD	"2,989.98"	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3031-68	2014-06-09	2014-06-10	SQ *B.E. GILMORE CONTR	"2,034.00"	CAD	"2,034.00"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	F01123	SEATON HOUSE-PROPERTY SERV	1520	General Contractors - Residential and Co	REPLACE HINGES OUTDOOR GATES-STRAIGHTEN AND WELD	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3057-205	2014-06-27	2014-06-30	THE HOME DEPOT #7080	463.36	CAD	463.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01123	SEATON HOUSE-PROPERTY SERV	5200	Home Supply Warehouse	**MORE**  6-8 SNP BASE	
					"2,497.36"	CAD	"2,497.36"	CAD								
TORONTO WATER	3037-73	2014-06-12	2014-06-13	OWPSACSTATE	281.23	CAD	253.00	USD	4310	TRAINING & DEVELOPMENT - EXTERNAL	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	8398	"Organizations, Charitable and Social Ser"	ADVANCE WASTE TREAT. MANUAL & ENROL	
TORONTO WATER	3043-130	2014-06-16	2014-06-18	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	EXAM REGISTRATION	
TORONTO WATER	3043-131	2014-06-16	2014-06-18	MOE-DRINK WAT WASTE CE	75.00	CAD	75.00	CAD	4830	PERMIT & LICENSE FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	9399	Government Services - Not Elsewhere Clas	EXAM REGISTRATION	
					431.23	CAD	150.00	CAD								
							253.00	USD								
TORONTO WATER	3037-74	2014-06-11	2014-06-13	CSA GROUP	109.61	CAD	109.61	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW7010	WTR TREAT & SUPPLY: FJ HORGAN TP - SUPPO	8398	"Organizations, Charitable and Social Ser"	PLUMBING STANDARDS	
TORONTO WATER	3039-125	2014-06-13	2014-06-16	TECHSTREET	126.87	CAD	114.13	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW7010	WTR TREAT & SUPPLY: FJ HORGAN TP - SUPPO	8299	Educational Services	PLUMBING STANDARDS	
TORONTO WATER	3043-132	2014-06-17	2014-06-18	TECHSTREET	131.96	CAD	118.65	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW7010	WTR TREAT & SUPPLY: FJ HORGAN TP - SUPPO	8299	Educational Services	NSF/ANSI 5-2012 STANDARD	
					368.44	CAD	109.61	CAD								
							232.78	USD								
PUBLIC HEALTH	3047-101	2014-06-18	2014-06-20	NARRATIVE THERAPY CENT	495.00	CAD	495.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH3092	MENTAL HEALTH	8099	"Health Practitioners, Medical Services -"	TRAINING & DEVELOPMENT - EXTERNAL	
					495.00	CAD	495.00	CAD								
"PARKS, FORESTRY & RECREATION"	3018-134	2014-05-30	2014-06-02	GYM-CON LTD	791.00	CAD	791.00	CAD	4444	CONTRACTED SERVICES - RENOVATIONS	P12675	RC-04OW-YOUTH INSTRUCT SKATE SKILLS	5999	Miscellaneous and Specialty Retail Store	"CONTRACTED SERVICE:REMOVE,DISPOSE 2 STEEL SOCKETS"	
"PARKS, FORESTRY & RECREATION"	3043-133	2014-06-17	2014-06-18	MODULOC FENCE RENTALS	708.51	CAD	708.51	CAD	4590	RENTAL - OTHER	P12675	RC-04OW-YOUTH INSTRUCT SKATE SKILLS	7394	"Equipment Rental and Leasing Services, F"	RENTAL OF FENCING - CROMBIE PK COURT RESURFACING	
					"1,499.51"	CAD	"1,499.51"	CAD								
TORONTO WATER	3018-135	2014-05-29	2014-06-02	CSA GROUP	178.54	CAD	178.54	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	8398	"Organizations, Charitable and Social Ser"	C282-09 HARD COPY	
TORONTO WATER	3029-147	2014-06-05	2014-06-09	THE HOME DEPOT #7011	255.64	CAD	255.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	**MORE**  2X6X10 SPF.	
TORONTO WATER	3029-148	2014-06-05	2014-06-09	THE HOME DEPOT #7011	134.47	CAD	134.47	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	STONEEFFECT	
TORONTO WATER	3029-149	2014-06-05	2014-06-09	THE HOME DEPOT #7011	-134.47	CAD	-134.47	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	SINK	
TORONTO WATER	3033-76	2014-06-09	2014-06-11	THE HOME DEPOT #7080	134.47	CAD	134.47	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5200	Home Supply Warehouse	STONEEFFECT	
TORONTO WATER	3039-126	2014-06-11	2014-06-16	JJ DOWNS INDUSTRIAL	47.10	CAD	47.10	CAD	2535	PLUMBING SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5085	Industrial Supplies Not Elsewhere Classi	PVC BALL VALVE	
TORONTO WATER	3039-127	2014-06-11	2014-06-16	PACIFIC FASTENERS (198	51.52	CAD	51.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5251	Hardware Stores	VARIOUS BLDG SUPPLIES	
TORONTO WATER	3047-102	2014-06-18	2014-06-20	PRO GLO PAINTS-TORONTO	68.53	CAD	68.53	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5198	"Paints, Varnishes, and Supplies"	PAINT	
TORONTO WATER	3047-103	2014-06-18	2014-06-20	PRO GLO PAINTS-TORONTO	108.21	CAD	108.21	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5198	"Paints, Varnishes, and Supplies"	PAINT	
TORONTO WATER	3047-104	2014-06-20	2014-06-20	PLANT WORLD LIMITED	381.42	CAD	381.42	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	CWW466-03-27	EROSION PROTECTION CITYWIDE	5261	Lawn and Garden Supply Stores	BLUEGRASS	
TORONTO WATER	3049-172	2014-06-20	2014-06-23	G COOPER EQUIPMENT REN	334.33	CAD	334.33	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5046	Commercial Equipment Not Elsewhere Class	BLOWER LEAF BACKPACK-RENTAL	
TORONTO WATER	3054-125	2014-06-25	2014-06-26	LOWES #03096*	694.02	CAD	694.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	**MORE**  5/4X6X10 CEDAR DECKING	
TORONTO WATER	3055-106	2014-06-25	2014-06-27	THE HOME DEPOT #7011	204.49	CAD	204.49	CAD	2710	GENERAL HARDWARE	TW6015	OPS SUPPORT: DIVISONAL OPERATIONAL SERV	5200	Home Supply Warehouse	**MORE**  SCREWS	
TORONTO WATER	3057-206	2014-06-26	2014-06-30	PRO GLO PAINTS-TORONTO	64.21	CAD	64.21	CAD	2715	PAINT SUPPLIES	TW7072	WTR TREAT & SUPPLY: TRANSMISSION - EAST	5198	"Paints, Varnishes, and Supplies"	PAINT	
					"2,522.48"	CAD	"2,522.48"	CAD								
TORONTO WATER	3025-105	2014-06-04	2014-06-05	PRINCESS AUTO #36	29.36	CAD	29.36	CAD	2130	PARTS - MOBILE EQUIPMENT	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5085	Industrial Supplies Not Elsewhere Classi	SOCKETS FOR WORK TRUCK	
TORONTO WATER	3027-89	2014-06-05	2014-06-06	PRINCESS AUTO #36	153.59	CAD	153.59	CAD	3080	M & E - HAND TOOLS	TW2025	DIST OPS: OPERATION & MTCE - NORTH YORK	5085	Industrial Supplies Not Elsewhere Classi	RATCHET & WRENCH	
					182.95	CAD	182.95	CAD								
"PARKS, FORESTRY & RECREATION"	3018-136	2014-05-31	2014-06-02	SKYZONE-TORONTO (CA100	236.17	CAD	236.17	CAD	4118	TICKETS AND ADMISSION FEES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	7999	Recreation Services (Not Elsewhere Class	ADMISSION	
"PARKS, FORESTRY & RECREATION"	3018-137	2014-05-31	2014-06-02	SKYZONE-TORONTO (CA100	12.43	CAD	12.43	CAD	4118	TICKETS AND ADMISSION FEES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	7999	Recreation Services (Not Elsewhere Class	ADMISSION	
"PARKS, FORESTRY & RECREATION"	3021-82	2014-06-03	2014-06-04	RCSS 1077	20.97	CAD	20.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SNACKS & REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	3051-75	2014-06-23	2014-06-24	RCSS 1077	61.85	CAD	61.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11414	DENNIS R TIMBRELL RC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PROGRAM SNACKS & REFRESHMENTS	
"PARKS, FORESTRY & RECREATION"	3055-107	2014-06-26	2014-06-27	TDSB-PURCHASING	15.60	CAD	15.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3055-108	2014-06-26	2014-06-27	TDSB-PURCHASING	481.93	CAD	481.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	ARTS AND CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3057-207	2014-06-27	2014-06-30	MARCHANT'S SCHOOL SPOR	350.13	CAD	350.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12866	SUMMER CAMPS - VICTORIA VILLAGE	5941	Sporting Goods Stores	"TETHERBALLS, FOAM BALLS"	
					"1,179.08"	CAD	"1,179.08"	CAD								
"PARKS, FORESTRY & RECREATION"	3057-208	2014-06-26	2014-06-30	THE HOME DEPOT #7080	278.95	CAD	278.95	CAD	*****	M & E - HAND TOOLS	P00155	TORONTO ISLANDS-TURF&HORT	5200	Home Supply Warehouse	**MORE**  84ML SILICNE	
"PARKS, FORESTRY & RECREATION"	3057-209	2014-06-26	2014-06-30	CDN TIRE STORE #00654	188.24	CAD	188.24	CAD	3080	M & E - HAND TOOLS	P00155	TORONTO ISLANDS-TURF&HORT	5200	Home Supply Warehouse	"DRIVER SET, TOOL SET"	
					467.19	CAD	467.19	CAD								
