Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
SOLID WASTE MANAGEMENT	1948-52	04-13-2012	04-16-2012	STAPLES STORE #86	40.63	CAD	40.63	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	SW0612	HOUSEHOLD HAZ WASTE	5943	"Office, School Supply, and Stationery St"	REPLACEMENT PRINTER CARTRIDGE IN THE HHW DEPOT(ID)	
SOLID WASTE MANAGEMENT	1956-74	04-19-2012	04-23-2012	CDN TIRE STORE #00321	365.62	CAD	365.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0612	HOUSEHOLD HAZ WASTE	5200	Home Supply Warehouse	BUILDING SUPPLIES FOR DUFFERIN TS ADMIN. BLDG	
SOLID WASTE MANAGEMENT	1957-63	04-19-2012	04-24-2012	NATURE'S CALL	146.90	CAD	146.90	CAD	3099	GENERAL EQUIPMENT	SW0000	BACKYD COMPOST/ENVI	4900	"Utilities - Electric, Gas, Sanitary, Wat"	PORTABLE WASHROOM 1 DAY RENTAL FOR E DAY	
SOLID WASTE MANAGEMENT	1962-69	04-26-2012	04-27-2012	ACKLANDS-GRAINGER INC	329.66	CAD	329.66	CAD	2665	PROTECTIVE CLOTHING	SW0612	HOUSEHOLD HAZ WASTE	5085	Industrial Supplies Not Elsewhere Classi	DUST/FUME MASKS FOR WORKER PROTECTION AT HHW DEPOT	
					"1,327.13"	CAD	"1,327.13"	CAD								
"PARKS, FORESTRY & RECREATION"	1936-67	03-29-2012	04-05-2012	JACK WATSON SPORTS INC	362.00	CAD	362.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11551	ANTIBES CC-SPORTS	5941	Sporting Goods Stores	BASKET BALLS & NETS	
"PARKS, FORESTRY & RECREATION"	1949-48	04-12-2012	04-17-2012	CDN TIRE STORE #00126	18.49	CAD	18.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11551	ANTIBES CC-SPORTS	5200	Home Supply Warehouse	SPORTS LACES TO ATTACH BASKETBALL NETS	
"PARKS, FORESTRY & RECREATION"	1949-49	04-16-2012	04-17-2012	PRICE CHOPPER #9610	21.92	CAD	21.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10285	ANTIBES CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR MULTICULTURAL MTG	
					402.41	CAD	402.41	CAD								
EMERGENCY MEDICAL SERVICES	1938-82	04-04-2012	04-09-2012	CDN TIRE STORE #00175	37.21	CAD	37.21	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46750	OPS - DISTRICT 2	5200	Home Supply Warehouse	"SHR TUBE, CBLE, ALM SLEEVES"	
EMERGENCY MEDICAL SERVICES	1954-82	04-18-2012	04-20-2012	THE HOME DEPOT #7107	67.79	CAD	67.79	CAD	2575	ELECTRICAL SUPPLIES	B46750	OPS - DISTRICT 2	5200	Home Supply Warehouse	CORD	
EMERGENCY MEDICAL SERVICES	1954-83	04-18-2012	04-20-2012	CDN TIRE STORE #00209	2.81	CAD	2.81	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46750	OPS - DISTRICT 2	5200	Home Supply Warehouse	DISH SOAP	
EMERGENCY MEDICAL SERVICES	1961-64	04-23-2012	04-26-2012	CDN TIRE STORE #00209	21.46	CAD	21.46	CAD	2710	GENERAL HARDWARE	B46750	OPS - DISTRICT 2	5200	Home Supply Warehouse	WRENCH SET	
					129.27	CAD	129.27	CAD								
"PARKS, FORESTRY & RECREATION"	1948-53	04-13-2012	04-16-2012	KOTYCK BROS LIMITED	36.95	CAD	36.95	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00890	KIPLING YD-FLEET EQU	1520	General Contractors - Residential and Co	5/8 HOSE BARB SPLICER	
"PARKS, FORESTRY & RECREATION"	1954-84	04-19-2012	04-20-2012	ADVANTAGE SPECIALTIES	944.45	CAD	944.45	CAD	2715	PAINT SUPPLIES	P00906	KIPLING YD-TRADES	7538	Automotive Service Shops	HIGH GLOSS PAINT	
"PARKS, FORESTRY & RECREATION"	1962-70	04-26-2012	04-27-2012	OMNIFLEX HOSE   EQUIPM	235.32	CAD	235.32	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00906	KIPLING YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	HYDRAULIC LINES & FITTINGS	
					"1,216.72"	CAD	"1,216.72"	CAD								
"PARKS, FORESTRY & RECREATION"	1934-43	04-02-2012	04-04-2012	WAL-MART #3159	146.16	CAD	146.16	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04539	EDITHVALE CC-SPCLTY	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES FOR PROGRAM	
					146.16	CAD	146.16	CAD								
PUBLIC HEALTH	1944-65	04-10-2012	04-12-2012	DOTCOM YOUR EVENT	113.00	CAD	113.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3510	PHYSICAL ACTIVITY PR	4816	Computer Network/Information Services	PARC SYMPOSIUM	
PUBLIC HEALTH	1944-66	04-10-2012	04-12-2012	DOTCOM YOUR EVENT	339.00	CAD	339.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3510	PHYSICAL ACTIVITY PR	4816	Computer Network/Information Services	PARC SYMPOSIUM	
PUBLIC HEALTH	1961-65	04-24-2012	04-26-2012	DOTCOM YOUR EVENT	339.00	CAD	339.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3510	PHYSICAL ACTIVITY PR	4816	Computer Network/Information Services	PARC SYMPOSIUM	
					791.00	CAD	791.00	CAD								
TORONTO WATER	1944-67	04-10-2012	04-12-2012	CDN TIRE STORE #00150	18.06	CAD	18.06	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	RECIRCULATING FAN	
TORONTO WATER	1950-60	04-17-2012	04-18-2012	PAUL WOLF ELECTRIC   L	598.05	CAD	598.05	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	LAMPS	
TORONTO WATER	1953-67	04-18-2012	04-19-2012	PAUL WOLF ELECTRIC   L	980.61	CAD	980.61	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	LAMPS	
TORONTO WATER	1962-71	04-26-2012	04-27-2012	PAUL WOLF ELECTRIC   L	96.33	CAD	96.33	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5065	Electrical Parts and Equipment	BATTERY	
					"1,693.05"	CAD	"1,693.05"	CAD								
"PARKS, FORESTRY & RECREATION"	1944-68	04-11-2012	04-12-2012	FOOD BASICS #863	27.38	CAD	27.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR KIDS IN THE KITCHEN PROGRAM	
"PARKS, FORESTRY & RECREATION"	1957-64	04-23-2012	04-24-2012	FOOD BASICS #863	16.87	CAD	16.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ENTERPRISING ADULTS	
					44.25	CAD	44.25	CAD								
FIRE SERVICES	1934-44	04-03-2012	04-04-2012	SPECIAL ELECTRONICS	21.47	CAD	21.47	CAD	2575	ELECTRICAL SUPPLIES	FR0024	MECH MAINT-EQUIPMENT	5046	Commercial Equipment Not Elsewhere Class	THROAT MIC STRAP	
FIRE SERVICES	1936-68	04-03-2012	04-05-2012	THE HOME DEPOT #7002	64.73	CAD	64.73	CAD	2715	PAINT SUPPLIES	FR0025	MECH MAINT-VEH MAINT	5200	Home Supply Warehouse	*****	
FIRE SERVICES	1938-83	04-05-2012	04-09-2012	TCU CERT RENEWALS	60.00	CAD	60.00	CAD	4830	PERMIT & LICENSE FEES	FR0024	MECH MAINT-EQUIPMENT	9399	Government Services - Not Elsewhere Clas	CERTIFICATE RENEWAL (DOUG K)	
FIRE SERVICES	1948-54	04-13-2012	04-16-2012	FLOTEC	245.62	CAD	240.00	USD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5999	Miscellaneous and Specialty Retail Store	REGULATOR REPAIRS (OUT OF TOWN)	
FIRE SERVICES	1954-85	04-18-2012	04-20-2012	FLOTEC INC	101.84	CAD	100.00	USD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5047	Laboratory/Medical/Dental/Ophthalmic Hos	REGULATOR REPAIRS (OUT OF TOWN)	
FIRE SERVICES	1956-75	04-17-2012	04-23-2012	TREVOR OWEN LIMITED	"1,943.04"	CAD	"1,943.04"	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5999	Miscellaneous and Specialty Retail Store	VARIOUS MEDICAL BAG REPAIRS	
FIRE SERVICES	1956-76	04-19-2012	04-23-2012	INTERNATIONAL SAFETY S	762.75	CAD	762.75	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0024	MECH MAINT-EQUIPMENT	5712	"Equipment, Furniture, and Home Furnishin"	POSI CHECK CALIBRATION	
FIRE SERVICES	1956-77	04-19-2012	04-23-2012	INDUSTRIAL SCIENTIFIC	152.55	CAD	152.55	CAD	2590	EMERGENCY SERVICES SUPPLIES	FR0024	MECH MAINT-EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	MX6 GAS DETECTOR	
					"3,352.00"	CAD	"3,004.54"	CAD								
							340.00	USD								
"PARKS, FORESTRY & RECREATION"	1929-44	03-30-2012	04-03-2012	ZELLERS #468	119.57	CAD	119.57	CAD	*****	BOOK & MAGAZINE SUBSCRIPTIONS	P12148	JENNER J MARIE CC-PG	5310	Discount Stores	SUPPLIES FOR COOKING PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1938-84	04-05-2012	04-09-2012	IQBAL FOODS CORPORATIO	17.58	CAD	17.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	1948-55	04-13-2012	04-16-2012	SUNNY FOODMART	13.11	CAD	13.11	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD	
"PARKS, FORESTRY & RECREATION"	1956-78	04-20-2012	04-23-2012	LONGO'S YORK MILLS	28.88	CAD	28.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5451	Dairy Product Stores	FOOD FOR JEAN MARIE- CRC COOKING & PRESCHOOL	
"PARKS, FORESTRY & RECREATION"	1965-73	04-27-2012	04-30-2012	IQBAL FOODS CORPORATIO	5.57	CAD	5.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1965-74	04-27-2012	04-30-2012	NOFRILLS VITO'S #3936	19.40	CAD	19.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	FOOD FOR JEAN MARIE- CRC COOKING	
"PARKS, FORESTRY & RECREATION"	1965-75	04-28-2012	04-30-2012	WAL-MART # 3740	112.63	CAD	112.63	CAD	2610	KITCHEN SUPPLIES	P12148	JENNER J MARIE CC-PG	5411	"Grocery Stores, Supermarkets"	JEAN MARIE CRC GIRLS COOKING: COOKWARE	
					316.74	CAD	316.74	CAD								
EMERGENCY MEDICAL SERVICES	1928-89	03-29-2012	04-02-2012	ANGELO'S ELECTRIC LTD	198.03	CAD	198.03	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B55100	CARETAKING	7629	"Appliance Repair Shops, Electrical and S"	TOOL REPAIRS	
EMERGENCY MEDICAL SERVICES	1929-45	04-02-2012	04-03-2012	BERNARDI BUILDING SUPP	99.84	CAD	99.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5211	"Building Materials, Lumber Stores"	CEMENT	
EMERGENCY MEDICAL SERVICES	1938-85	04-04-2012	04-09-2012	THE HOME DEPOT #7001	63.99	CAD	63.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56024	STATION 24	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1944-69	04-11-2012	04-12-2012	LOWES #02633*	25.56	CAD	25.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55051	DISTRICT 4 HUB	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1948-56	04-12-2012	04-16-2012	THE HOME DEPOT #7078	29.27	CAD	29.27	CAD	2710	GENERAL HARDWARE	B55050	DISTRICT 2 HUB	5200	Home Supply Warehouse	STH REINF.HW	
EMERGENCY MEDICAL SERVICES	1948-57	04-13-2012	04-16-2012	THE HOME DEPOT #7114	317.35	CAD	317.35	CAD	2710	GENERAL HARDWARE	B56010	STATION 10	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1950-61	04-16-2012	04-18-2012	YORK SHEET METAL LIMIT	392.68	CAD	392.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B56010	STATION 10	1761	"Roofing and Siding, Sheet Metal Work Con"	METAL PANELS	
EMERGENCY MEDICAL SERVICES	1950-62	04-16-2012	04-18-2012	YORK SHEET METAL LIMIT	474.60	CAD	474.60	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B56010	STATION 10	1761	"Roofing and Siding, Sheet Metal Work Con"	METAL PANELS	
EMERGENCY MEDICAL SERVICES	1953-68	04-17-2012	04-19-2012	BRAFASCO / REXDALE	71.38	CAD	71.38	CAD	2710	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5085	Industrial Supplies Not Elsewhere Classi	"DRILL BIT, SCREWS, DRIVER"	
EMERGENCY MEDICAL SERVICES	1953-69	04-18-2012	04-19-2012	EAST WEST PLASTIC   EL	161.00	CAD	161.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B55100	CARETAKING	7399	Business Services - Not Elsewhere Classi	PANEL (COPPER)	
EMERGENCY MEDICAL SERVICES	1956-79	04-19-2012	04-23-2012	THE HOME DEPOT #7129	144.51	CAD	144.51	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1956-80	04-20-2012	04-23-2012	THE HOME DEPOT #7129	76.13	CAD	76.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1957-65	04-23-2012	04-24-2012	DUROX FLOOR ACCESSORIE	35.31	CAD	35.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B55100	CARETAKING	5713	Floor Covering Stores	CARPET TAPE	
EMERGENCY MEDICAL SERVICES	1962-72	04-25-2012	04-27-2012	THE HOME DEPOT #7129	139.22	CAD	139.22	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	B55100	CARETAKING	5200	Home Supply Warehouse	ASPH. REPAIR	
EMERGENCY MEDICAL SERVICES	1962-73	04-25-2012	04-27-2012	CDN TIRE STORE #00237	51.97	CAD	51.97	CAD	2710	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	SCREWDRIVER	
EMERGENCY MEDICAL SERVICES	1962-74	04-26-2012	04-27-2012	M.L. LUMBER   BUILDING	95.36	CAD	95.36	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	B56034	STATION 34	5211	"Building Materials, Lumber Stores"	LUMBER	
EMERGENCY MEDICAL SERVICES	1965-76	04-27-2012	04-30-2012	THE HOME DEPOT #7129	286.09	CAD	286.09	CAD	*****	GENERAL HARDWARE	B55300	FACILITY MAINT-STNS	5200	Home Supply Warehouse	*****	
					"2,662.29"	CAD	"2,662.29"	CAD								
"PARKS, FORESTRY & RECREATION"	1953-70	04-17-2012	04-19-2012	WAL-MART # 3111	16.78	CAD	16.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	PLAYDOH FOR SCIENCE CLASSES	
"PARKS, FORESTRY & RECREATION"	1961-66	04-24-2012	04-26-2012	WAL-MART # 3111	9.50	CAD	9.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12298	RE-MU-PRM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	MATERIALS FOR CHILDREN PRGRM-STRUCTURES CLASS	
					26.28	CAD	26.28	CAD								
"PARKS, FORESTRY & RECREATION"	1942-44	04-10-2012	04-11-2012	BOWLERAMA WEST	114.00	CAD	114.00	CAD	4118	TICKETS AND ADMISSION FEES	P04934	ISLINGTON CS-H CAMP	7933	Bowling Alleys	ADMISSION FEES - BOWLING (MARCH BREAK)	
"PARKS, FORESTRY & RECREATION"	1944-70	04-11-2012	04-12-2012	NOFRILLS JIM'S 753	39.19	CAD	39.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06544	ISLINGTON CS-SOC PGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1944-71	04-11-2012	04-12-2012	BIG WISH MARKETING GRO	658.23	CAD	658.23	CAD	2670	UNIFORMS	P05102	ISLINGTON CS-SUMR CA	7392	"Consulting, Management, and Public Relat"	CAMPER T-SHIRTS	
"PARKS, FORESTRY & RECREATION"	1953-71	04-18-2012	04-19-2012	NOFRILLS JIM'S 753	52.57	CAD	52.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06544	ISLINGTON CS-SOC PGM	5411	"Grocery Stores, Supermarkets"	COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1953-72	04-18-2012	04-19-2012	ACKLANDS-GRAINGER INC	87.22	CAD	87.22	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12045	ISLINGTON-COMM CTR-P	5085	Industrial Supplies Not Elsewhere Classi	PORTABLE EYE WASH STATION	
"PARKS, FORESTRY & RECREATION"	1954-86	04-18-2012	04-20-2012	CDN TIRE STORE #00070	53.47	CAD	53.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12045	ISLINGTON-COMM CTR-P	5200	Home Supply Warehouse	TOTES FOR STORAGE OF GYM MATS	
"PARKS, FORESTRY & RECREATION"	1954-87	04-18-2012	04-20-2012	WAL-MART # 3031	16.90	CAD	16.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VI	5310	Discount Stores	DANCE RECITAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1956-81	04-18-2012	04-23-2012	WHAT A COMBINATION DAN	24.41	CAD	24.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VI	5651	Family Clothing Stores	DANCE RECITAL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1957-66	04-23-2012	04-24-2012	STAPLES STORE #11	26.93	CAD	26.93	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06460	ISLINGTON CS-ARTS-VI	5943	"Office, School Supply, and Stationery St"	CERTIFICATES FOR DANCE/GYM CLUB	
"PARKS, FORESTRY & RECREATION"	1965-77	04-26-2012	04-30-2012	WHAT A COMBINATION DAN	67.80	CAD	67.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06460	ISLINGTON CS-ARTS-VI	5651	Family Clothing Stores	DANCE RECITAL SUPPLIES	
					"1,140.72"	CAD	"1,140.72"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1960-69	04-24-2012	04-25-2012	TRATTORIA MERCATTO	95.81	CAD	95.81	CAD	4823	MEALS-OUTSIDE LOC'S	ED0155	IM-INV-ATTR-CENTRAL	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					95.81	CAD	95.81	CAD								
SOLID WASTE MANAGEMENT	1936-69	04-04-2012	04-05-2012	SWANA	-27.66	CAD	-27.00	USD	4760	MEMBERSHIP FEES	SW0901	GREEN LANE LANDFILL	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP FEE	
					-27.66	CAD	-27.00	USD								
EMERGENCY MEDICAL SERVICES	1962-75	04-25-2012	04-27-2012	CDN TIRE STORE #00209	18.61	CAD	18.61	CAD	2715	PAINT SUPPLIES	B46751	OPS - DISTRICT 4	5200	Home Supply Warehouse	FLUORESCENT PAINT	
EMERGENCY MEDICAL SERVICES	1962-76	04-26-2012	04-27-2012	STAPLES STORE #159	9.97	CAD	9.97	CAD	2720	WASTE BASKETS - INDUSTRIAL AND RECYCLING	B46751	OPS - DISTRICT 4	5943	"Office, School Supply, and Stationery St"	WASTE BASKET	
EMERGENCY MEDICAL SERVICES	1965-78	04-26-2012	04-30-2012	THE HOME DEPOT #7012	15.79	CAD	15.79	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B46751	OPS - DISTRICT 4	5200	Home Supply Warehouse	*****	
EMERGENCY MEDICAL SERVICES	1965-79	04-26-2012	04-30-2012	RONA # 55140	24.83	CAD	24.83	CAD	2710	GENERAL HARDWARE	B46751	OPS - DISTRICT 4	5251	Hardware Stores	"SCREWS, WASHERS"	
EMERGENCY MEDICAL SERVICES	1965-80	04-26-2012	04-30-2012	RONA # 55140	42.50	CAD	42.50	CAD	*****	GENERAL HARDWARE	B46751	OPS - DISTRICT 4	5251	Hardware Stores	*****	
					111.70	CAD	111.70	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1934-45	04-03-2012	04-04-2012	LAKESHORE ARTS COMMITT	"1,000.00"	CAD	"1,000.00"	CAD	5499	TRANSFERS-OTHERS	ED0145	IM-FIL-SUPP-CENTRAL	8398	"Organizations, Charitable and Social Ser"	SPONSORSHIP	
ECONOMIC DEVELOPMENT & CULTURE	1948-58	04-13-2012	04-16-2012	RYERSON U CASHIER OFFI	750.00	CAD	750.00	CAD	5499	TRANSFERS-OTHERS	ED0145	IM-FIL-SUPP-CENTRAL	8220	"Colleges, Universities, Professional Sch"	SPONSORSHIP	
					"1,750.00"	CAD	"1,750.00"	CAD								
"PARKS, FORESTRY & RECREATION"	1944-72	04-11-2012	04-12-2012	PAUL WOLF ELECTRIC   L	994.40	CAD	994.40	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	HATCH BALLAST	
					994.40	CAD	994.40	CAD								
TORONTO WATER	1936-70	04-03-2012	04-05-2012	THE HOME DEPOT #7012	138.93	CAD	138.93	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW3012	O&M EAST SRV MTC&RPR	5200	Home Supply Warehouse	*****	
					138.93	CAD	138.93	CAD								
"PARKS, FORESTRY & RECREATION"	1949-50	04-16-2012	04-17-2012	GEORGIAN COLLEGE	755.00	CAD	755.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	8220	"Colleges, Universities, Professional Sch"		
					755.00	CAD	755.00	CAD								
"PARKS, FORESTRY & RECREATION"	1928-90	03-30-2012	04-02-2012	FRESHCO #9751      QPS	25.73	CAD	25.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR KITK PROGRAM	
"PARKS, FORESTRY & RECREATION"	1938-86	04-05-2012	04-09-2012	NOFRILLS DAVE'S #3924	18.57	CAD	18.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR KITK	
"PARKS, FORESTRY & RECREATION"	1965-81	04-26-2012	04-30-2012	THE HOME DEPOT #7001	58.35	CAD	58.35	CAD	2575	ELECTRICAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5200	Home Supply Warehouse	*****	
"PARKS, FORESTRY & RECREATION"	1965-82	04-27-2012	04-30-2012	FRESHCO #9751      QPS	15.98	CAD	15.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR KITK	
					118.63	CAD	118.63	CAD								
TORONTO WATER	1936-71	04-04-2012	04-05-2012	CTC*CONSTANTCONTACT.CO	15.37	CAD	15.00	USD	4414	ADVERTISING & PROMOTION	PW2502	DIST OPS COORD	5968	Direct Marketing - Continuity/Subscripti	*****	
					15.37	CAD	15.00	USD								
"PARKS, FORESTRY & RECREATION"	1928-91	03-30-2012	04-02-2012	NOFRILLS LUCIANO'S #34	37.27	CAD	37.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN'S COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1942-45	04-10-2012	04-11-2012	NOFRILLS LUCIANO'S #34	28.39	CAD	28.39	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	ACTIVE 8 COOKING CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1942-46	04-10-2012	04-11-2012	STOCKADE CRAFT SUPPLIE	283.63	CAD	283.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10154	JOHN INNES-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	WOODSHOP SUPPLIES FOR PROGRAMS	
"PARKS, FORESTRY & RECREATION"	1948-59	04-13-2012	04-16-2012	NOFRILLS LUCIANO'S #34	38.40	CAD	38.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	CHILDRENS COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1949-51	04-16-2012	04-17-2012	NOFRILLS LUCIANO'S #34	43.85	CAD	43.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	ACTIVE 8 COOKING CLASS SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1956-82	04-20-2012	04-23-2012	NOFRILLS LUCIANO'S #34	46.76	CAD	46.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01207	JOHN INNES-SOCIAL PG	5411	"Grocery Stores, Supermarkets"	CHILDRENS COOKING CLASS	
"PARKS, FORESTRY & RECREATION"	1960-70	04-24-2012	04-25-2012	NOFRILLS LUCIANO'S #34	34.84	CAD	34.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	ACTIVE 8 COOKING CLASS SUPPLIES	
