Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order #	Cost Center / WBS Element / Order # Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4976-339	2018-05-01	2018-05-01	CHAIN SAW CLINIC	167.13	CAD	167.13	CAD	3080	M & E - HAND TOOLS	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	LOPPERS STIHL	
"PARKS, FORESTRY & RECREATION"	4976-342	2018-05-01	2018-05-01	LEE VALLEY - VAUGHAN	146.17	CAD	146.17	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P12754	W-NORTH-N-PRGM SUPPORT	5072	Hardware Equipment and Supplies	WEED KNIVES/SHARPENERS	
"PARKS, FORESTRY & RECREATION"	4978-379	2018-05-04	2018-05-04	BOLTS PLUS	488.16	CAD	488.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	RATCHET STRAPS	
"PARKS, FORESTRY & RECREATION"	4978-380	2018-05-02	2018-05-03	CDN TIRE STORE #00294	11.96	CAD	11.96	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	GAS CAP STOPPERS	
"PARKS, FORESTRY & RECREATION"	4978-381	2018-05-03	2018-05-03	KOOY BROS LAWN	11.30	CAD	11.30	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	GAS TAGS	
"PARKS, FORESTRY & RECREATION"	4982-170	2018-05-07	2018-05-08	CDN TIRE STORE #00294	57.56	CAD	57.56	CAD	2715	PAINT SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	PAINT SPRAY	
"PARKS, FORESTRY & RECREATION"	4984-364	2018-05-10	2018-05-10	CDN TIRE STORE #00294	42.89	CAD	42.89	CAD	3080	M & E - HAND TOOLS	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	AIR GUN EXTENSION	
"PARKS, FORESTRY & RECREATION"	4984-365	2018-05-10	2018-05-10	BOLTS PLUS	112.99	CAD	112.99	CAD	3080	M & E - HAND TOOLS	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	AIR HOSE	
"PARKS, FORESTRY & RECREATION"	4987-179	2018-05-14	2018-05-15	CDN TIRE STORE #00070	225.98	CAD	225.98	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	"LAWN ROLLER, SEED SPREADER"	
"PARKS, FORESTRY & RECREATION"	4988-165	2018-05-15	2018-05-16	CDN TIRE STORE #00294	26.40	CAD	26.40	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	STORAGE TOTES	
"PARKS, FORESTRY & RECREATION"	4988-166	2018-05-15	2018-05-16	CDN TIRE STORE #00294	4.50	CAD	4.50	CAD	2710	GENERAL HARDWARE	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	HITCH RINGS	
"PARKS, FORESTRY & RECREATION"	4989-367	2018-05-17	2018-05-17	LOWES #03096*	30.48	CAD	30.48	CAD	2110	PARTS - FURNITURE & FIXTURES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	N-  V238 KICKDWN DR STP SN  (-111	
"PARKS, FORESTRY & RECREATION"	4989-368	2018-05-16	2018-05-17	CDN TIRE STORE #00119	18.07	CAD	18.07	CAD	3099	GENERAL EQUIPMENT	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	WATER TANK - 5 GAL	
"PARKS, FORESTRY & RECREATION"	4993-347	2018-05-25	2018-05-25	BOLTS PLUS	59.33	CAD	59.33	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	REFLECTIVE STIPS	
"PARKS, FORESTRY & RECREATION"	4995-111	2018-05-28	2018-05-28	BOLTS PLUS	474.84	CAD	474.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	"3"" RATCHET STRAPS"	
"PARKS, FORESTRY & RECREATION"	4996-208	2018-05-28	2018-05-29	HUMBER NURSERIES LTD.	338.98	CAD	338.98	CAD	2470	FERTILIZERS	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	FERTILIZERS	
"PARKS, FORESTRY & RECREATION"	4996-209	2018-05-29	2018-05-29	WILSON AVENUE HOME	44.04	CAD	44.04	CAD	2470	FERTILIZERS	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	FERTILIZER	
"PARKS, FORESTRY & RECREATION"	4996-210	2018-05-29	2018-05-29	BOLTS PLUS	-474.84	CAD	-474.84	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5251	Hardware Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	4997-192	2018-05-29	2018-05-30	HUMBER NURSERIES LTD.	-338.98	CAD	-338.98	CAD	2470	FERTILIZERS	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	REFUND	
"PARKS, FORESTRY & RECREATION"	4997-193	2018-05-28	2018-05-30	JJ DOWNS INDUSTRIAL	124.80	CAD	124.80	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12754	W-NORTH-N-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	PUMP PARTS	
"PARKS, FORESTRY & RECREATION"	4997-194	2018-05-29	2018-05-30	CDN TIRE STORE #00119	40.66	CAD	40.66	CAD	2470	FERTILIZERS	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	"WATER WAND, FERTILIZER"	
"PARKS, FORESTRY & RECREATION"	4997-195	2018-05-29	2018-05-30	CDN TIRE STORE #00294	63.20	CAD	63.20	CAD	3080	M & E - HAND TOOLS	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	TROWELS	
"PARKS, FORESTRY & RECREATION"	4998-370	2018-05-31	2018-05-31	CDN TIRE STORE #00294	23.72	CAD	23.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	RATCHET STRAPS	
"PARKS, FORESTRY & RECREATION"	4998-371	2018-05-30	2018-05-31	CDN TIRE STORE #00294	11.96	CAD	11.96	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	GAS CAPS	
"PARKS, FORESTRY & RECREATION"	4998-372	2018-05-31	2018-05-31	SPEELMAN S GARDEN CENT	203.40	CAD	203.40	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12754	W-NORTH-N-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	ANNUAL PLANTS	
					"1,914.70"	CAD	"1,914.70"	CAD								
"PARKS, FORESTRY & RECREATION"	4978-382	2018-05-02	2018-05-03	PAYPAL *A1SCREENPRI	168.14	CAD	168.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06922	ST LAWRENCE-PRGM SUPPORT	5971	Art Dealers and Galleries	STOMP - UNIFORMS	
"PARKS, FORESTRY & RECREATION"	4978-383	2018-05-03	2018-05-03	STAPLES STORE #26	40.88	CAD	40.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06922	ST LAWRENCE-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	ASST. CHILDEN'S PAINT BRUSHES	
"PARKS, FORESTRY & RECREATION"	4981-117	2018-05-07	2018-05-07	NOFRILLS LUCIANO S #34	94.19	CAD	94.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	COOKING PRGM SUPPLIES - STIR FRY INGREDIENTS	
"PARKS, FORESTRY & RECREATION"	4986-119	2018-05-14	2018-05-14	NOFRILLS LUCIANO S #34	97.90	CAD	97.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CKNG PRGM - NACHOS, BROWNIES"	
"PARKS, FORESTRY & RECREATION"	4992-194	2018-05-23	2018-05-23	LOBLAWS #1079	64.08	CAD	64.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"BEEF LETTUCE WRAPS, POTATO SALAD"	
"PARKS, FORESTRY & RECREATION"	4995-112	2018-05-28	2018-05-28	NOFRILLS LUCIANO S #34	8.93	CAD	8.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FUN FRIDAY CKNG - RICE KRISPIES	
"PARKS, FORESTRY & RECREATION"	4995-113	2018-05-28	2018-05-28	NOFRILLS LUCIANO S #34	94.91	CAD	94.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06922	ST LAWRENCE-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"CHICKEN TORTILLA WRAPS, MACARONI"	
					569.03	CAD	569.03	CAD								
LONG TERM CARE HOMES & SERVICES	4976-347	2018-05-01	2018-05-01	PARTY CITY #2008	548.08	CAD	548.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RECREATION SUPPLIES- DECORATIONS	
LONG TERM CARE HOMES & SERVICES	4976-348	2018-05-01	2018-05-01	DOLLARAMA # 420	77.43	CAD	77.43	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5310	Discount Stores	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4976-349	2018-05-01	2018-05-01	REPRODUX	75.26	CAD	75.26	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	7338	"Quick Copy, Reproduction, and Blueprinti"	RESIDENT CALENDARS	
LONG TERM CARE HOMES & SERVICES	4977-170	2018-05-02	2018-05-02	LOBLAWS #029	71.68	CAD	71.68	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5411	"Grocery Stores, Supermarkets"	RESIDENTS SPECIAL DINING IN PROGRAM	
LONG TERM CARE HOMES & SERVICES	4977-171	2018-05-02	2018-05-02	DOLLARAMA # 719	131.14	CAD	131.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5310	Discount Stores	RECREATION SUPPLIES- DECORATIONS	
LONG TERM CARE HOMES & SERVICES	4978-384	2018-05-04	2018-05-04	HUNTS HEALTHCARE INC	255.00	CAD	255.00	CAD	2860	ASSISTED DEVICES & OTHER AIDS	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5712	"Equipment, Furniture, and Home Furnishin"	REHAB PARTS FOR REPAIRS	
LONG TERM CARE HOMES & SERVICES	4980-119	2018-05-05	2018-05-05	T BY DANIEL	22.00	CAD	22.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5999	Miscellaneous and Specialty Retail Store	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4981-118	2018-05-07	2018-05-07	DOLLARAMA # 521	31.13	CAD	31.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5310	Discount Stores	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4982-171	2018-05-08	2018-05-08	DOLLARAMA # 420	105.49	CAD	105.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5310	Discount Stores	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4982-172	2018-05-08	2018-05-08	PARTY CITY #2008	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4984-366	2018-05-10	2018-05-10	PARTY CITY #2008	113.75	CAD	113.75	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5947	"Card, Gift, Novelty, and Souvenir Shops"	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4984-367	2018-05-10	2018-05-10	LOBLAWS #029	119.44	CAD	119.44	CAD	2741	FOOD COSTS	D3B032	CASTLEVIEW WYCHWOOD-FN-RF	5411	"Grocery Stores, Supermarkets"	F&N SUPPLIES-VOLUNTEER APPRECIATION DINNER	
LONG TERM CARE HOMES & SERVICES	4984-368	2018-05-10	2018-05-10	DOLLARAMA # 420	25.48	CAD	25.48	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3B083	CASTLEVIEW WYCHWOOD-PS-PS	5310	Discount Stores	RECREATION SUPPLIES	
LONG TERM CARE HOMES & SERVICES	4998-375	2018-05-30	2018-05-31	MAMMAS PIZZA-EGLINTON	80.85	CAD	80.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SERVICES-PROGRAM ADMIN	5814	Quick Payment Service - Fast-Food Restau	RESIDENTS' SPECIAL DINING	
					"1,679.32"	CAD	"1,679.32"	CAD								
"PARKS, FORESTRY & RECREATION"	4977-172	2018-05-02	2018-05-02	DOLLARAMA # 351	22.37	CAD	22.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5310	Discount Stores	"SUNGLASSES, PLASTIC BRUSH"	
"PARKS, FORESTRY & RECREATION"	4977-173	2018-05-02	2018-05-02	CANADIAN DOLLAR	23.15	CAD	23.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5310	Discount Stores	BALLOONS	
"PARKS, FORESTRY & RECREATION"	4978-385	2018-05-04	2018-05-04	METRO #704	27.52	CAD	27.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"	"HUMMUS, AVOCADOS, FETA"	
"PARKS, FORESTRY & RECREATION"	4978-386	2018-05-02	2018-05-03	WOW WHAT A DEAL	123.25	CAD	123.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5310	Discount Stores	CRAFTS	
"PARKS, FORESTRY & RECREATION"	4978-387	2018-05-02	2018-05-03	WMT SUPRCTR #1126	117.66	CAD	117.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11794	ST MARCELLUS CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	COSTUMES	
"PARKS, FORESTRY & RECREATION"	4981-119	2018-05-07	2018-05-07	COSTCO WHOLESALE W1169	384.62	CAD	384.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5300	Wholesale Clubs		
"PARKS, FORESTRY & RECREATION"	4981-120	2018-05-07	2018-05-07	NOFRILLS CHRIS 273	49.37	CAD	49.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	4982-173	2018-05-08	2018-05-08	AMAZON *MARKETPLCE CA	69.13	CAD	69.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	4816	Computer Network/Information Services		
"PARKS, FORESTRY & RECREATION"	4983-168	2018-05-08	2018-05-09	H&M ONLINE	-10.10	CAD	-10.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5691	Men's and Women's Clothing Stores		
"PARKS, FORESTRY & RECREATION"	4983-169	2018-05-09	2018-05-09	AMAZON *MARKETPLCE CA	25.99	CAD	25.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	4816	Computer Network/Information Services		
"PARKS, FORESTRY & RECREATION"	4983-170	2018-05-10	2018-05-10	AMAZON *MARKETPLCE CA	14.99	CAD	14.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	4816	Computer Network/Information Services		
"PARKS, FORESTRY & RECREATION"	4984-369	2018-05-11	2018-05-11	COSTCO WHOLESALE W1169	391.91	CAD	391.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5300	Wholesale Clubs		
"PARKS, FORESTRY & RECREATION"	4984-370	2018-05-10	2018-05-10	AMAZON.COM	-8.19	CAD	-6.53	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5942	Book Stores	AMAZON.COM	
"PARKS, FORESTRY & RECREATION"	4984-371	2018-05-10	2018-05-10	AMAZON MKTPLACE PMTS	-26.64	CAD	-21.25	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5942	Book Stores	AMAZON MKTPLACE PMTS	
"PARKS, FORESTRY & RECREATION"	4984-372	2018-05-09	2018-05-10	H&M ONLINE	30.43	CAD	30.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5691	Men's and Women's Clothing Stores		
"PARKS, FORESTRY & RECREATION"	4984-373	2018-05-11	2018-05-11	URBAN KIDS 1518	15.75	CAD	15.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5691	Men's and Women's Clothing Stores		
"PARKS, FORESTRY & RECREATION"	4984-374	2018-05-11	2018-05-11	SIRENS 1586	169.25	CAD	169.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5691	Men's and Women's Clothing Stores		
"PARKS, FORESTRY & RECREATION"	4984-375	2018-05-11	2018-05-11	AMAZON MKTPLACE PMTS	-16.43	CAD	-13.11	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5942	Book Stores	AMAZON MKTPLACE PMTS	
"PARKS, FORESTRY & RECREATION"	4984-376	2018-05-10	2018-05-10	THE EZONE	400.00	CAD	400.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7929	"Bands, Orchestras, and Miscellaneous Ent"		
"PARKS, FORESTRY & RECREATION"	4985-100	2018-05-12	2018-05-12	CANADIAN DOLLAR	101.38	CAD	101.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	4986-120	2018-05-14	2018-05-14	METRO #704	101.13	CAD	101.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	4988-167	2018-05-16	2018-05-16	HAMILTON REG CONSERV A	200.00	CAD	200.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7033	Campgrounds and Trailer Parks		
"PARKS, FORESTRY & RECREATION"	4989-369	2018-05-18	2018-05-18	KIDS FUN CITY	100.00	CAD	100.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5912	"Drug Stores, Pharmacies"		
"PARKS, FORESTRY & RECREATION"	4989-370	2018-05-18	2018-05-18	NORTH BEACH VOLLEYBALL	473.19	CAD	473.19	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7997	"Clubs - Country Clubs, Membership (Athle"		
"PARKS, FORESTRY & RECREATION"	4989-371	2018-05-17	2018-05-17	MYSTERY ROOM LTD	60.00	CAD	60.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7991	Tourist Attractions and Exhibits		
"PARKS, FORESTRY & RECREATION"	4989-372	2018-05-17	2018-05-17	METRO #704	56.29	CAD	56.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	4990-97	2018-05-19	2018-05-21	AMAZON INDOOR PLAYGROU	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7996	"Amusement Parks, Carnivals, Circuses, Fo"		
"PARKS, FORESTRY & RECREATION"	4991-114	2018-05-23	2018-05-23	AMAZON *MARKETPLCE CA	20.98	CAD	20.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	4816	Computer Network/Information Services		
"PARKS, FORESTRY & RECREATION"	4991-115	2018-05-23	2018-05-23	AMAZON *MARKETPLCE CA	36.99	CAD	36.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	4816	Computer Network/Information Services		
"PARKS, FORESTRY & RECREATION"	4991-116	2018-05-22	2018-05-22	CANADATICKETPRINTING.C	46.74	CAD	46.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7372	"Computer Programming, Integrated Systems"		
"PARKS, FORESTRY & RECREATION"	4991-117	2018-05-22	2018-05-22	CANADATICKETPRINTING.C	113.14	CAD	113.14	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7372	"Computer Programming, Integrated Systems"		
"PARKS, FORESTRY & RECREATION"	4993-348	2018-05-25	2018-05-25	MESS FOR FUN	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7032	Recreational and Sporting Camps		
"PARKS, FORESTRY & RECREATION"	4993-349	2018-05-24	2018-05-24	KIDS PLAYTOWN	100.00	CAD	100.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7929	"Bands, Orchestras, and Miscellaneous Ent"		
"PARKS, FORESTRY & RECREATION"	4993-350	2018-05-24	2018-05-24	GLOWZONE 360	50.00	CAD	50.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7994	Video Game Arcades/Establishments		
"PARKS, FORESTRY & RECREATION"	4995-114	2018-05-23	2018-05-28	JUNGLE LAND CORP.	113.00	CAD	113.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	7996	"Amusement Parks, Carnivals, Circuses, Fo"		
"PARKS, FORESTRY & RECREATION"	4998-376	2018-05-31	2018-05-31	THE CHILDRENS PLACE	120.58	CAD	120.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5641	Children's and Infants' Wear Stores		
"PARKS, FORESTRY & RECREATION"	4998-377	2018-05-31	2018-05-31	WAL-MART ONLINE PHOTO	3.62	CAD	3.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	4998-378	2018-05-25	2018-05-31	BENZA SPORTS INC	157.42	CAD	157.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13071	GEN INTRST & CLUBS - ST MARCELLUS CS	5655	"Sports Apparel, Riding Apparel Stores"		
					"3,758.49"	CAD	"3,809.75"	CAD								
							-40.89	USD								
"PARKS, FORESTRY & RECREATION"	4993-351	2018-05-25	2018-05-25	LOWES #02494*	27.11	CAD	27.11	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5200	Home Supply Warehouse	CO 26 /8M FAT MAX TAPE	
					27.11	CAD	27.11	CAD								
"PARKS, FORESTRY & RECREATION"	4977-174	2018-05-02	2018-05-02	PARTY CITY #2008	119.58	CAD	119.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5947	"Card, Gift, Novelty, and Souvenir Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4977-175	2018-05-02	2018-05-02	ARDENE #400	2.71	CAD	2.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5631	Women's Accessory and Specialty Stores	STOMP COSTUME	
"PARKS, FORESTRY & RECREATION"	4977-176	2018-05-02	2018-05-02	INSTYLE BEAUTY SUPPLIE	5.06	CAD	5.06	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5977	Cosmetic Stores	STOMP COSTUME	
"PARKS, FORESTRY & RECREATION"	4977-177	2018-05-02	2018-05-02	STITCHES #1177	22.60	CAD	22.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	STOMP COSTUME	
"PARKS, FORESTRY & RECREATION"	4977-178	2018-05-02	2018-05-02	BLUENOTES #9177	13.55	CAD	13.55	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	STOMP COSTUME	
"PARKS, FORESTRY & RECREATION"	4977-179	2018-05-02	2018-05-02	BLUENOTES 9082	96.05	CAD	96.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06006	LAWRENCE HGTS-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	STOMP COSTUME	
