Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Center / WBS Element / Order	Cost Center / WBLS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
TORONTO WATER	4915-73	2018-02-13	2018-02-13	BDI CANADA	"1,916.57"	CAD	"1,916.57"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW2060	D&C: WASTEWATER & STORMWATER PUMPING	5085	Industrial Supplies Not Elsewhere Classi	SEAL REBUILD KIT
					"2,271.19"	CAD	"2,271.19"	CAD							
FIRE SERVICES	4911-214	2018-02-07	2018-02-08	CDN TIRE STORE #00294	85.85	CAD	85.85	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5200	Home Supply Warehouse	ENGRAVER TOOL AND SUPPLIES
FIRE SERVICES	4921-93	2018-02-21	2018-02-21	CANADIAN SAFETY EQUIPM	433.92	CAD	433.92	CAD	2120	PARTS - MACHINERY & EQUIPMENT	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5047	Laboratory/Medical/Dental/Ophthalmic Hos	HIGH PRESSURE CHECK VALVE
					519.77	CAD	519.77	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4910-77	2018-02-07	2018-02-07	BEST BUY #977	58.71	CAD	58.71	CAD	2650	COMPUTER AND PRINTER SUPPLIES	ED0142	TFTDMO MKT & TRADE	5732	Electronic Sales	EMERGENCY PURCHASE FOR USB KEYS-FIFA
ECONOMIC DEVELOPMENT & CULTURE	4925-79	2018-02-27	2018-02-27	DIRECTORS GUILD OF CAN	187.50	CAD	187.50	CAD	4760	MEMBERSHIP FEES	ED0162	DIRECTOR'S OFFICE	8398	"Organizations, Charitable and Social Ser"	MEMBERSHIP FEES.
					246.21	CAD	246.21	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4924-34	2018-02-26	2018-02-26	VOLUNTEER CENTRE OF TO	65.00	CAD	65.00	CAD	4118	TICKETS AND ADMISSION FEES	SE0010	CENTRAL-PROGRAM SUP-GENERAL ADMIN	8398	"Organizations, Charitable and Social Ser"	BOOT CAMP WORKSHOP FEE
					65.00	CAD	65.00	CAD							
LEGAL SERVICES	4904-171	2018-02-03	2018-02-03	ONTARIO BAR ASSOCIATIO	381.38	CAD	381.38	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR_HOW TO NAVIGATE HUMAN RIGHTS ISSUES RELEVANT IN TODAY'S WORKPLACE
LEGAL SERVICES	4904-172	2018-02-03	2018-02-03	ONTARIO BAR ASSOCIATIO	381.38	CAD	381.38	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR:REVIEW OF RECENT KEY DECISIONS AND WHAT DECONSTRUCTING THE CURRENT COLONIAL LEGAL STRUCTURE COULD MEAN
LEGAL SERVICES	4904-173	2018-02-03	2018-02-03	ONTARIO BAR ASSOCIATIO	381.38	CAD	381.38	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR:REVIEW OF RECENT KEY DECISIONS AND WHAT DECONSTRUCTING THE CURRENT COLONIAL LEGAL STRUCTURE COULD MEAN
LEGAL SERVICES	4908-40	2018-02-06	2018-02-06	ONTARIO BAR ASSOCIATIO	271.20	CAD	271.20	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR_NAVIGATING THE CHANGING WORLD OF REAL ESTATE LAW
LEGAL SERVICES	4908-41	2018-02-06	2018-02-06	ONTARIO BAR ASSOCIATIO	381.38	CAD	381.38	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8398	"Organizations, Charitable and Social Ser"	SEMINAR_ADVANCING RECONCILIATION:REVIEW OF RECENT KEY DECISIONS AND WHAT DECONSTRUCTING THE CURRENT COLONIAL
LEGAL SERVICES	4909-78	2018-02-06	2018-02-06	LANCASTER HOUSE	576.30	CAD	576.30	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	2741	Miscellaneous Publishing and Printing	SEMINAR_FROM HIRING TO FIRING: RECENT WRONGFUL DISMISSAL CASES YOU NEED TO KNOW ABOUT AND BILL 148
LEGAL SERVICES	4911-215	2018-02-08	2018-02-08	LSUC STORE	339.00	CAD	339.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR_HARASSMENT IN THE WORKPLACE:UNDERSTANDING THE NEW OBLIGATIONS AND PRACTICE GEMS:CONST LIEN ESSENTIALS
LEGAL SERVICES	4915-74	2018-02-13	2018-02-13	YORK U-OSGOODE PROF DE	"2,521.30"	CAD	"2,521.30"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	8220	"Colleges, Universities, Professional Sch"	**MORE**  SEMINAR_ADVANCED CONSTRUCTION ISSUES: CONSTRUCTION PROJECT DELAY & IMPACT CLAIMS
LEGAL SERVICES	4916-100	2018-02-13	2018-02-14	LSUC STORE	189.84	CAD	189.84	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR_THE SIX-MINUTE MUNICIPAL LAWYER 2018-LIVE WEBCAST
LEGAL SERVICES	4916-101	2018-02-13	2018-02-14	LSUC STORE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_15TH ANNUAL REAL ESTATE LAW SUMMIT
LEGAL SERVICES	4916-102	2018-02-13	2018-02-14	LSUC STORE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_15TH ANNUAL REAL ESTATE LAW SUMMIT
LEGAL SERVICES	4916-103	2018-02-13	2018-02-14	LSUC STORE	135.60	CAD	135.60	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	SEMINAR_REAL ESTATE ALERT: WHAT YOU NEED TO KNOW IN 2018-LIVE WEBCAST
LEGAL SERVICES	4917-225	2018-02-14	2018-02-15	LSUC STORE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_15TH ANNUAL REAL ESTATE LAW SUMMIT
LEGAL SERVICES	4917-226	2018-02-14	2018-02-15	LSUC STORE	135.60	CAD	135.60	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_REAL ESTATE ALERT: WHAT YOU NEED TO KNOW IN 2018-LIVE WEBCAST
LEGAL SERVICES	4917-227	2018-02-14	2018-02-15	LSUC STORE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_12TH FAMILY LAW SUMMIT
LEGAL SERVICES	4918-49	2018-02-16	2018-02-16	LSUC STORE	-542.40	CAD	-542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	CREDIT SEMINAR_12TH FAMILY LAW SUMMIT
LEGAL SERVICES	4918-50	2018-02-16	2018-02-16	LSUC STORE	542.40	CAD	542.40	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL1901	TRANSIT CITY PROJECT	7399	Business Services - Not Elsewhere Classi	SEMINAR_15TH ANNUAL REAL ESTATE LAW SUMMIT
LEGAL SERVICES	4922-174	2018-02-22	2018-02-22	LSUC STORE	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	"SEMINAR_THINK LIKE AN EDITOR: ENLIVEN YOUR WRITING STYLE, PART 2: GRAMMAR BOOSTER FOR STYLE-LIVE WEBCAST"
LEGAL SERVICES	4922-175	2018-02-22	2018-02-22	LSUC STORE	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	"SEMINAR_THINK LIKE AN EDITOR: ENLIVEN YOUR WRITING STYLE, PART 1: EFFECTIVE WRITING FOR STYLE-LIVE WEBCAST"
LEGAL SERVICES	4923-61	2018-02-23	2018-02-23	LSUC STORE	56.50	CAD	56.50	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	"SEMINAR_THINK LIKE AN EDITOR: ENLIVEN YOUR WRITING STYLE, PART 1 AND PART 2"
LEGAL SERVICES	4926-108	2018-02-27	2018-02-28	LSUC STORE	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	"SEMINAR_THINK LIKE AN EDITOR:ENLIVEN YOUR WRITING STYLE, PART 1:EFFECTIVE WRITING FOR STYLE-LIVE WEBCAST"
LEGAL SERVICES	4926-109	2018-02-27	2018-02-28	LSUC STORE	28.25	CAD	28.25	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATION-METRO HALL	7399	Business Services - Not Elsewhere Classi	"SEMINAR_THINK LIKE AN EDITOR: ENLIVEN YOUR WRITING STYLE, PART 2: GRAMMAR BOOSTER FOR STYLE-LIVE WEBCAST"
					"8,033.46"	CAD	"8,033.46"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4911-216	2018-02-08	2018-02-08	IMPARK00090076A	12.00	CAD	12.00	CAD	4770	PARKING EXPENSES (INTOWN)	SE0003	DOORS OPEN	7523	Automobile Parking Lots and Garages	PARKING-M.H. FOR MEETING
					12.00	CAD	12.00	CAD							
SOLID WASTE MANAGEMENT	4913-46	2018-02-09	2018-02-09	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	SW0005	POLICY & PLANNING OPERATIONAL PLANNING	7299	Other Services (Not Elsewhere Classified	2018 PEO DUE 
					248.60	CAD	248.60	CAD							
CITY CLERK'S OFFICE	4915-75	2018-02-12	2018-02-13	MUNICIPAL WORLD	"2,831.12"	CAD	"2,831.12"	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	GV0016	ELECTION OPERATIONS	7392	"Consulting, Management, and Public Relat"	MUNICIPAL ELECTION LAW 2018 BOOKLETS
					"2,831.12"	CAD	"2,831.12"	CAD							
FACILITIES MANAGEMENT DIVISON	4926-111	2018-02-27	2018-02-28	THE HOME DEPOT #7080	28.61	CAD	28.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61418710	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  8 TIE BLK100
					28.61	CAD	28.61	CAD							
TORONTO WATER	4918-51	2018-02-15	2018-02-16	INTERSTATE BATTERY SYS	745.69	CAD	745.69	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW4075	WW TREATMNT:  HUMBER TP - WORK AREA 2  L	5533	"Automotive Parts, Accessories Stores"	BATTERIES & FLOOR CHARGER
					745.69	CAD	745.69	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4904-174	2018-02-01	2018-02-01	NEXT WAVE EVENTS INC	926.60	CAD	926.60	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0133	BUSINESS IMPROVEMENT AREA ADMIN & SUPP.	7399	Business Services - Not Elsewhere Classi	REGISTRATION - EDCO CONFERENCE
ECONOMIC DEVELOPMENT & CULTURE	4904-175	2018-02-01	2018-02-01	NEXT WAVE EVENTS INC	926.60	CAD	926.60	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0133	BUSINESS IMPROVEMENT AREA ADMIN & SUPP.	7399	Business Services - Not Elsewhere Classi	REGISTRATION - EDCO CONFERENCE
					"1,853.20"	CAD	"1,853.20"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4904-176	2018-02-01	2018-02-01	NOFRILLS CARLO S #3925	158.02	CAD	158.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"SUGAR, FLOUR, EGGS, BUTTER, WHIPPING CREAM"
ECONOMIC DEVELOPMENT & CULTURE	4907-48	2018-02-01	2018-02-02	HISTORICAL FOLK TOYS L	222.27	CAD	175.75	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5947	"Card, Gift, Novelty, and Souvenir Shops"	REPRODUCTION HISTORICAL TOYS
ECONOMIC DEVELOPMENT & CULTURE	4908-42	2018-02-05	2018-02-05	LAVISHY	314.14	CAD	314.14	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5631	Women's Accessory and Specialty Stores	"REPRO VINTAGE EARRINGS, NECKLACE FOR RE-SALE"
ECONOMIC DEVELOPMENT & CULTURE	4910-78	2018-02-06	2018-02-07	THE PRINTING HOUSE #99	123.96	CAD	123.96	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0086	HS-MH-PROGRAM SUPPORT-ZION SCHOO	5999	Miscellaneous and Specialty Retail Store	DOUBLE SIDED COLOUR PRINT BOOKMARKS
ECONOMIC DEVELOPMENT & CULTURE	4910-79	2018-02-06	2018-02-07	THE PRINTING HOUSE #99	333.72	CAD	333.72	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	"TWO LARGE SIZE PHOTO ENLARGEMENTS, COLOUR PRINTS OF FOAM BOARD"
ECONOMIC DEVELOPMENT & CULTURE	4911-217	2018-02-08	2018-02-08	NOFRILLS CARLO S #3925	75.16	CAD	75.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"BUTTER, EGGS, JAM, MILK, ONIONS, MAYONNAISE"
ECONOMIC DEVELOPMENT & CULTURE	4911-218	2018-02-09	2018-02-09	RCSS #1030	55.85	CAD	55.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"HAM, CHOCOLATE, BREAD FOR SWEETHEART TEA"
ECONOMIC DEVELOPMENT & CULTURE	4911-219	2018-02-08	2018-02-08	BULK BARN # 690 AURORA	4.14	CAD	4.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5499	Miscellaneous Food Stores - Convenience	VALENTINE DECORATIONS FOR SWEETHEART TEA
ECONOMIC DEVELOPMENT & CULTURE	4914-68	2018-02-12	2018-02-12	CLS SALES INC	113.14	CAD	113.14	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5947	"Card, Gift, Novelty, and Souvenir Shops"	WOODEN PUZZLES AND GAMES FOR GIFT SHOP
ECONOMIC DEVELOPMENT & CULTURE	4915-76	2018-02-13	2018-02-13	NOFRILLS CARLO S #3925	74.32	CAD	74.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"CREAM, POTATOES, APPLES, BACON, CHICKEN"
ECONOMIC DEVELOPMENT & CULTURE	4918-52	2018-02-16	2018-02-16	THE PRINTING HOUSE #99	43.96	CAD	43.96	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5999	Miscellaneous and Specialty Retail Store	COLUR PRINTS ONTO FOAM BOARD
ECONOMIC DEVELOPMENT & CULTURE	4920-48	2018-02-20	2018-02-20	FUTA	61.59	CAD	61.59	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5947	"Card, Gift, Novelty, and Souvenir Shops"	JEWELLERY FOR RE-SALE IN GIFT SHOP
ECONOMIC DEVELOPMENT & CULTURE	4922-176	2018-02-23	2018-02-23	LOBLAWS #1010	31.64	CAD	31.64	CAD	4822	RECEPTIONS & PUBLIC RELATIONS	AH0087	HS-MH-PROGRAM SUPPORT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	FLOWERS FOR EVENT
ECONOMIC DEVELOPMENT & CULTURE	4922-177	2018-02-21	2018-02-22	BULK BARN # 690 AURORA	11.52	CAD	11.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5499	Miscellaneous Food Stores - Convenience	"SEMOLINA, COARSE SUGAR, ALLSPICE, LEMON EXTRACT"
ECONOMIC DEVELOPMENT & CULTURE	4922-178	2018-02-22	2018-02-22	NOFRILLS CARLO S #3925	72.10	CAD	72.10	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"FLOUR, EGGS, BUTTER, LEMONS, CELERY, LEEKS"
ECONOMIC DEVELOPMENT & CULTURE	4922-179	2018-02-22	2018-02-22	LOBLAW #1028	42.87	CAD	42.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"BREAD. SERVIETTES, CHUTNEY"
ECONOMIC DEVELOPMENT & CULTURE	4924-35	2018-02-26	2018-02-26	AMBROSIA NATURAL FOODS	71.95	CAD	71.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	AH0054	HS-MH-COLLECTION MGMT-GIBSON HOU	5411	"Grocery Stores, Supermarkets"	"WHITE FLOUR, WHOLE WHEAT FLOUR, SUGAR"
ECONOMIC DEVELOPMENT & CULTURE	4925-80	2018-02-26	2018-02-27	HAMPSTEAD HOUSE BOOKS	55.60	CAD	55.60	CAD	2990	GIFT SHOP ITEMS FOR RESALE	AH0113	HS-MH-RETAIL-GIBSON HOU	5942	Book Stores	BOOKS FOR RE-SALE IN THE GIFT SHOP
					"1,865.95"	CAD	"1,643.68"	CAD							
							175.75	USD							
TORONTO WATER	4918-53	2018-02-16	2018-02-16	THE HOME DEPOT #7107	83.11	CAD	83.11	CAD	2710	GENERAL HARDWARE	TW2050	DIST OPS WATER LOSS GROUP	5200	Home Supply Warehouse	**MORE**  1/4X1 1/4HEX
					83.11	CAD	83.11	CAD							
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4904-177	2018-02-01	2018-02-01	THE GLADSTONE HOUSE LT	463.92	CAD	463.92	CAD	4820	BUSINESS MEETING EXPENSES	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	7011	"Lodging - Hotels, Motels, Resorts - Not"	PUBLIC MEETING REFRESHMENT
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4904-178	2018-02-01	2018-02-01	GODADDY.COM CANADA	28.23	CAD	28.23	CAD	4813	INTERNET	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	7372	"Computer Programming, Integrated Systems"	WEBSITE HOSTING
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4904-179	2018-01-31	2018-02-01	TDSB PERMIT UNIT	27.08	CAD	27.08	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	8211	"Schools, Elementary and Secondary"	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4916-104	2018-02-14	2018-02-14	TDSB PERMIT UNIT	90.39	CAD	90.39	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	8211	"Schools, Elementary and Secondary"	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4917-228	2018-02-16	2018-02-16	SIR WILLIAM CAMPBELL F	400.00	CAD	400.00	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	5969	Direct Marketing - Other Direct Marketer	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4921-94	2018-02-20	2018-02-21	BAR LOKYS	"1,160.50"	CAD	"1,160.50"	CAD	4590	RENTAL - OTHER	WE0007	PUBLIC CONSULATION	5813	"Bars, Cocktail Lounges, Discotheques, Ni"	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4922-180	2018-02-23	2018-02-23	DNH*MEDIA TEMPLE INC	26.05	CAD	20.00	USD	4813	INTERNET	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	5968	Direct Marketing - Continuity/Subscripti	WEBSITE HOSTING
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4922-181	2018-02-21	2018-02-22	BOND PLACE HOTEL	"2,000.00"	CAD	"2,000.00"	CAD	4590	RENTAL - OTHER	CTP716-30	TRAFFIC CONGESTION MANAGEMENT	7011	"Lodging - Hotels, Motels, Resorts - Not"	public meeting venue - Deposit
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4924-36	2018-02-26	2018-02-26	TDSB PERMIT UNIT	22.60	CAD	22.60	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	8211	"Schools, Elementary and Secondary"	PUBLIC MEETING VENUE
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4925-81	2018-02-26	2018-02-27	HUDSON S BAY #1512	180.78	CAD	180.78	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	WE0007	PUBLIC CONSULATION	5311	Department Stores	TRAVEL SUITCASES FOR EASELS
"POLICY, PLANNING, FINANCE & ADMINISTRATION"	4925-82	2018-02-26	2018-02-27	THE GLADSTONE HOUSE LT	"1,288.99"	CAD	"1,288.99"	CAD	4590	RENTAL - OTHER	UR0006	HEAD OFFICE-TRANSPORTATION-CITY PLNG	7011	"Lodging - Hotels, Motels, Resorts - Not"	PUBLIC MEETING VENUE
					"5,688.54"	CAD	"5,662.49"	CAD							
							20.00	USD							
TORONTO WATER	4911-220	2018-02-07	2018-02-08	STAPLES.CA	356.49	CAD	356.49	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5943	"Office, School Supply, and Stationery St"	ENGINEERING COMPUTATION PAD
TORONTO WATER	4915-77	2018-02-13	2018-02-13	DOLLARAMA #0931	25.14	CAD	25.14	CAD	2610	KITCHEN SUPPLIES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5310	Discount Stores	PAPER/PLASTIS CUPS FOR KITCHEN
TORONTO WATER	4924-37	2018-02-26	2018-02-26	TIM HORTONS 1621 QTH	63.03	CAD	63.03	CAD	4820	BUSINESS MEETING EXPENSES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5814	Quick Payment Service - Fast-Food Restau	"COFFEE, DONUTS FOR MEETING"
TORONTO WATER	4924-38	2018-02-27	2018-02-27	SUBWAY CATERING	118.65	CAD	118.65	CAD	4820	BUSINESS MEETING EXPENSES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5814	Quick Payment Service - Fast-Food Restau	SANDWICHES FOR MEETING
TORONTO WATER	4925-83	2018-02-27	2018-02-27	NOFRILLS JOSEPH S 3919	31.68	CAD	31.68	CAD	4820	BUSINESS MEETING EXPENSES	TW4090	WW TREATMNT:  HIGHLAND CREEK TP - ADMINI	5411	"Grocery Stores, Supermarkets"	POP & JUICES FOR MEETING
					594.99	CAD	594.99	CAD							
SOLID WASTE MANAGEMENT	4921-95	2018-02-21	2018-02-21	CROSSROADS C&I DISTRIB	30.26	CAD	30.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-16-34	CM HHW DEPOT SAFETY SHOWER	5211	"Building Materials, Lumber Stores"	ALUMINUM ELBOW FITTING COVER
					30.26	CAD	30.26	CAD							
CITY CLERK'S OFFICE	4917-230	2018-02-15	2018-02-15	IMPERIAL ENGRAVERS	44.30	CAD	44.30	CAD	4424	CONTRACTED SERVICES - GENERAL	GV0019	PROTOCOL	5999	Miscellaneous and Specialty Retail Store	ENGRAVING OF KEY TO THE CITY PLAQUE
CITY CLERK'S OFFICE	4917-231	2018-02-16	2018-02-16	PAYPAL *CALLIGRAPHY	"1,403.40"	CAD	"1,403.40"	CAD	4424	CONTRACTED SERVICES - GENERAL	GV0019	PROTOCOL	5970	"Artist Supply Stores, Craft Shops"	CALLIGRAPHY FOR THE VISIT OF THE GOVERNOR GENERAL
					"1,447.70"	CAD	"1,447.70"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4911-221	2018-02-08	2018-02-08	TPA/GREEN  P       QPL	23.00	CAD	23.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0125	ICT &  NEW MEDIA SERVICES	7523	Automobile Parking Lots and Garages	PARKING MEETING HUMBER COLLEGE
					23.00	CAD	23.00	CAD							
SOLID WASTE MANAGEMENT	4926-113	2018-02-27	2018-02-28	CDN TIRE STORE #00264	124.27	CAD	124.27	CAD	2575	ELECTRICAL SUPPLIES	SW0830	SCARBOROUGH TS OPERATIONS	5200	Home Supply Warehouse	TO REPLACE EXISTING ELECTRICAL APPLIANCES THAT WERE NO LONGER WORKING
					124.27	CAD	124.27	CAD							
TRANSPORTATION SERVICES 	4911-222	2018-02-07	2018-02-08	THE HOME DEPOT #7027	194.18	CAD	194.18	CAD	2730	LOCKS	TP0212	ROADWAY SURFACE REPAIR-D4	5200	Home Supply Warehouse	BRASS 4PK
					194.18	CAD	194.18	CAD							
ECONOMIC DEVELOPMENT & CULTURE	4909-79	2018-02-06	2018-02-06	15 GERVAIS	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING-MEETING WITH EXTERNAL CLIENT.
ECONOMIC DEVELOPMENT & CULTURE	4910-80	2018-02-06	2018-02-07	TORONTO DON VALLEY HOT	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0167	ER-INF-INFO PUBLICATION-CENTRAL	7523	Automobile Parking Lots and Garages	PARKING- MEETING WITH G.M.
					6.00	CAD	6.00	CAD							
FACILITIES MANAGEMENT DIVISON	4925-84	2018-02-27	2018-02-27	JJ DOWNS INDUSTRIAL	"1,898.99"	CAD	"1,898.99"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61429074	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PARTS
