Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Center / WBS Element / Order	Cost Center / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	4748-200	2017-09-22	2017-09-25	THE HOME DEPOT #7080	38.32	CAD	38.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61403979	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SEAMBINDER	
FACILITIES MANAGEMENT DIVISON	4752-130	2017-09-26	2017-09-27	CUSTOM DOOR   LOCK SER	16.95	CAD	16.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61404358	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	KEYS	
					197.43	CAD	197.43	CAD								
FACILITIES MANAGEMENT DIVISON	4715-94	2017-08-31	2017-09-01	ABC FIRE DOOR	244.08	CAD	244.08	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399816	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	SLIDE BOLTS	
FACILITIES MANAGEMENT DIVISON	4721-54	2017-09-05	2017-09-06	RONA # 55130	608.83	CAD	608.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393439	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4723-104	2017-09-06	2017-09-07	NEW CANADIAN LUMBER	485.52	CAD	485.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393439	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LUMBER	
FACILITIES MANAGEMENT DIVISON	4724-110	2017-09-07	2017-09-08	NEW CANADIAN LUMBER	64.61	CAD	64.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61393439	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WOOD	
FACILITIES MANAGEMENT DIVISON	4738-168	2017-09-14	2017-09-18	THE HOME DEPOT #7080	259.93	CAD	259.93	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382971	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  3/4 PINE PLY	
FACILITIES MANAGEMENT DIVISON	4740-71	2017-09-18	2017-09-19	NEW CANADIAN LUMBER	16.27	CAD	16.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382971	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WOOD	
FACILITIES MANAGEMENT DIVISON	4742-120	2017-09-19	2017-09-20	DOWNTOWN LUMBER   BUIL	10.83	CAD	10.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402921	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	CAULKING	
FACILITIES MANAGEMENT DIVISON	4742-121	2017-09-19	2017-09-20	NEW CANADIAN LUMBER	91.68	CAD	91.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402921	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	WOOD	
FACILITIES MANAGEMENT DIVISON	4742-122	2017-09-19	2017-09-20	PHARMA PLUS DRUGMARTS	18.11	CAD	18.11	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61402921	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5912	"Drug Stores, Pharmacies"	WASP KILLER	
FACILITIES MANAGEMENT DIVISON	4744-134	2017-09-18	2017-09-21	CTF SUPPLY (11)	38.13	CAD	38.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382971	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	FASTENERS	
FACILITIES MANAGEMENT DIVISON	4744-135	2017-09-20	2017-09-21	ONTARIO ACOUSTIC SUPPL	309.17	CAD	309.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399457	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CIELING TILES	
FACILITIES MANAGEMENT DIVISON	4744-136	2017-09-20	2017-09-21	RICHELIEU MISSISSAUGA	226.72	CAD	226.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE	
FACILITIES MANAGEMENT DIVISON	4745-132	2017-09-21	2017-09-22	RONA # 55130	53.09	CAD	53.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61399457	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	POLY AND GARBAGE BAG S	
FACILITIES MANAGEMENT DIVISON	4745-133	2017-09-21	2017-09-22	RONA # 55130	444.09	CAD	444.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61382971	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PLASTIC WINDOW	
FACILITIES MANAGEMENT DIVISON	4752-131	2017-09-25	2017-09-27	THE HOME DEPOT #7012	146.04	CAD	146.04	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61394542	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WASHER	
					"3,017.10"	CAD	"3,017.10"	CAD								
FACILITIES MANAGEMENT DIVISON	4715-95	2017-08-31	2017-09-01	CANADA AUTO PARKS	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	61400134	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	4715-96	2017-08-31	2017-09-01	CANADA WIDE PARKING	22.00	CAD	22.00	CAD	4770	PARKING EXPENSES (INTOWN)	61400134	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					37.00	CAD	37.00	CAD								
"PARKS, FORESTRY & RECREATION"	4715-97	2017-08-30	2017-09-01	CDN TIRE STORE #00214	8.80	CAD	8.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04885	JJ PICCININNI-SUMMER CAMPS	5200	Home Supply Warehouse	JARS FOR COOKING CAMP PRGM	
"PARKS, FORESTRY & RECREATION"	4724-111	2017-09-07	2017-09-08	ETSY.COM - MULTIPLE SH	278.07	CAD	278.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06362	JJ PICCININNI-SOCIAL PRGM	5699	Accessory  and Apparel Stores - Miscella	DECORATIONS FOR NURSERY-FALL PROGRAM	
"PARKS, FORESTRY & RECREATION"	4727-196	2017-09-07	2017-09-11	SP * THE CURIOUS PANDA	30.51	CAD	30.51	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06362	JJ PICCININNI-SOCIAL PRGM	5399	Miscellaneous General Merchandise	DECORATIONS FOR NURSERY-FALL PROGRAM	
"PARKS, FORESTRY & RECREATION"	4727-197	2017-09-07	2017-09-11	DHPAY*HAPPYDECAL.CA	177.50	CAD	177.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06362	JJ PICCININNI-SOCIAL PRGM	5719	Miscellaneous House Furnishing Specialty	DECORATIONS FOR NURSERY-FALL PROGRAM	
					494.88	CAD	494.88	CAD								
"PARKS, FORESTRY & RECREATION"	4738-169	2017-09-14	2017-09-18	FITNESS DEPOT TORONTO	84.61	CAD	84.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07524	NORTH KIPLING CC-FITNESS	5941	Sporting Goods Stores	YOGA BLOCK	
"PARKS, FORESTRY & RECREATION"	4738-170	2017-09-14	2017-09-18	CDN TIRE STORE #00294	76.06	CAD	76.06	CAD	2570	JANITORIAL SUPPLIES	P06785	NORTH KIPLING-PRGM SUPPORT	5200	Home Supply Warehouse	"BROOM AND DUST PAN, PLANT SAUCERS"	
"PARKS, FORESTRY & RECREATION"	4740-72	2017-09-18	2017-09-19	FORTINOS HWY 7   ANSLE	48.66	CAD	48.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	NORTH KIPLING-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"FRUITS, DRINKS, MILK"	
"PARKS, FORESTRY & RECREATION"	4752-132	2017-09-26	2017-09-27	DOLLARAMA # 520	51.66	CAD	51.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08595	NORTH KIPLING CC-SPEC EVNTS	5310	Discount Stores	HALLOWEEN PARTY CRAFT SUPPLIES	
					260.99	CAD	260.99	CAD								
"PARKS, FORESTRY & RECREATION"	4719-164	2017-08-31	2017-09-05	FITNESS DEPOT TORONTO	265.10	CAD	265.10	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12634	ETOBICOKE CIVIC CTR-SKATING-PRGM SUPP	5941	Sporting Goods Stores	KETTLE BELLS	
"PARKS, FORESTRY & RECREATION"	4727-198	2017-09-10	2017-09-11	INDIGO #965	25.93	CAD	25.93	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07744	GUS RYDER POOL&HLTH CLUB-PRGM SUPP	5942	Book Stores	WORK AGENDA	
"PARKS, FORESTRY & RECREATION"	4745-134	2017-09-21	2017-09-22	LOWES #03096*	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07511	GUS RYDER HLTH CLUB-FITNESS	5200	Home Supply Warehouse	I/O 32 GAL MOLDED TRASHCAN BLK	
"PARKS, FORESTRY & RECREATION"	4745-135	2017-09-21	2017-09-22	LOWES #03096*	(15.82)	CAD	(15.82)	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07511	GUS RYDER HLTH CLUB-FITNESS	5200	Home Supply Warehouse	REFUND	
"PARKS, FORESTRY & RECREATION"	4748-201	2017-09-21	2017-09-25	CDN TIRE STORE #00070	28.24	CAD	28.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07511	GUS RYDER HLTH CLUB-FITNESS	5200	Home Supply Warehouse	BIN FOR STORAGE	
					319.27	CAD	319.27	CAD								
"PARKS, FORESTRY & RECREATION"	4736-136	2017-09-14	2017-09-15	METRO #780	10.49	CAD	10.49	CAD	2823	MEDICAL SUPPLIES	P13496	YORK CC - PRGM SUPPORT AQ	5411	"Grocery Stores, Supermarkets"	FIRST AID SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4744-137	2017-09-19	2017-09-21	SPLASHABLES	606.41	CAD	606.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13496	YORK CC - PRGM SUPPORT AQ	5996	Swimming Pools - Sales and Supplies	AQUATIC TRAINING EQUIPMENT	
					616.90	CAD	616.90	CAD								
"PARKS, FORESTRY & RECREATION"	4724-112	2017-09-06	2017-09-08	THE HOME DEPOT #7134	67.80	CAD	67.80	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00673	W-SOUTH2-PRGM SUPPORT	5200	Home Supply Warehouse	PW BLK ELDER	
"PARKS, FORESTRY & RECREATION"	4729-92	2017-09-11	2017-09-12	GGS STRUCTURES INC	145.77	CAD	145.77	CAD	2710	GENERAL HARDWARE	P00676	W-YORK1-PRGM SUPPORT	5211	"Building Materials, Lumber Stores"	DUCT VENT TUBING	
"PARKS, FORESTRY & RECREATION"	4736-137	2017-09-14	2017-09-15	COSTCO WHOLESALE W524	353.09	CAD	353.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00492	HIGH PARK-PARKS MAINT/RPRS	5300	Wholesale Clubs	TPS EVENT	
					566.66	CAD	566.66	CAD								
"PARKS, FORESTRY & RECREATION"	4727-199	2017-09-08	2017-09-11	COSTCO WHOLESALE W524	70.49	CAD	70.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMMER CAMPS	5300	Wholesale Clubs	FOOD ITEMS	
					70.49	CAD	70.49	CAD								
"PARKS, FORESTRY & RECREATION"	4715-98	2017-08-31	2017-09-01	WEST END MEAT PACKERS	175.00	CAD	175.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5422	"Freezer, Locker Meat Provisioners"	MEAT FOR CAMP BBQ	
"PARKS, FORESTRY & RECREATION"	4736-138	2017-09-14	2017-09-15	COSTCO WHOLESALE W524	82.18	CAD	82.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06778	FAIRFIELD SENIORS-PRGM SUPPORT	5300	Wholesale Clubs	TPS LUNCHEON	
					257.18	CAD	257.18	CAD								
"PARKS, FORESTRY & RECREATION"	4735-143	2017-09-12	2017-09-14	A.B.C. RECREATION LTD	"1,066.95"	CAD	"1,066.95"	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	7399	Business Services - Not Elsewhere Classi	REPLACEMENT PUSH BUTTON	
"PARKS, FORESTRY & RECREATION"	4736-139	2017-09-14	2017-09-15	ACTION CAR   TRUCK  #1	382.37	CAD	382.37	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	4738-171	2017-09-15	2017-09-18	TURF CARE	"1,540.19"	CAD	"1,540.19"	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5261	Lawn and Garden Supply Stores	IRRIGATION PARTS	
"PARKS, FORESTRY & RECREATION"	4738-172	2017-09-15	2017-09-18	TURF CARE	355.72	CAD	355.72	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5261	Lawn and Garden Supply Stores	IRRIGATION PARTS FOR SOUTH KEELSDALE	
					"3,345.23"	CAD	"3,345.23"	CAD								
SOLID WASTE MANAGEMENT	4719-165	2017-08-31	2017-09-05	THE HOME DEPOT #7129	239.93	CAD	239.93	CAD	2715	PAINT SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	**MORE**  EXP ROLLER	
SOLID WASTE MANAGEMENT	4724-113	2017-09-06	2017-09-08	BRAFASCO	172.80	CAD	172.80	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	CHAPIN BRIGADE CONCRETE SPRAYER 3.5GA - ING TS	
SOLID WASTE MANAGEMENT	4724-114	2017-09-06	2017-09-08	THE HOME DEPOT #7078	67.66	CAD	67.66	CAD	2175	PARTS - PURGE WELLS	CSW312-16-20	BROCK WEST LF	5200	Home Supply Warehouse	"EVERBILT - 3"" STAINLESS DOOR HINGE"	
SOLID WASTE MANAGEMENT	4727-200	2017-09-08	2017-09-11	SPEED FASTENING SYSTEM	30.39	CAD	30.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	7538	Automotive Service Shops	"17L DRYWALL COMPOUND, TRUCK POINT TROWEL"	
SOLID WASTE MANAGEMENT	4727-201	2017-09-08	2017-09-11	BRAFASCO	90.26	CAD	90.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0810	INGRAM TS OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	J10W WHITE RESIN CONCRETE CURE	
SOLID WASTE MANAGEMENT	4735-144	2017-09-12	2017-09-14	THE HOME DEPOT #7129	59.82	CAD	59.82	CAD	2710	GENERAL HARDWARE	SW0825	DUFFERIN TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  SKRT 6' PAVER FRAME	
SOLID WASTE MANAGEMENT	4735-145	2017-09-12	2017-09-14	THE HOME DEPOT #7129	32.96	CAD	32.96	CAD	4443	CONTRACTED SERVICE - DOORS &DOOR CLOSURE	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	"8"" X 8"" METAL ACCESS DOOR"	
SOLID WASTE MANAGEMENT	4738-173	2017-09-14	2017-09-18	THE HOME DEPOT #7129	271.56	CAD	271.56	CAD	2715	PAINT SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	**MORE**  DRYWALL SAND	
SOLID WASTE MANAGEMENT	4740-73	2017-09-18	2017-09-19	CENTRAL FAIRBANK LUMBE	154.14	CAD	154.14	CAD	2531	LUMBER	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5211	"Building Materials, Lumber Stores"	1 X 12 POPLAR D4S LUMBER	
SOLID WASTE MANAGEMENT	4742-123	2017-09-18	2017-09-20	THE HOME DEPOT #7078	203.06	CAD	203.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	"A100AT 3/8"" X 8' 2½"" METAL TILE EDGING TRIM"	
SOLID WASTE MANAGEMENT	4755-154	2017-09-27	2017-09-29	THE HOME DEPOT #7129	73.03	CAD	73.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-16-37	CM OLD SCALE HOUSE REMEDIATION (RENOVATI	5200	Home Supply Warehouse	**MORE**  ALEX PLUS	
					"1,395.61"	CAD	"1,395.61"	CAD								
"PARKS, FORESTRY & RECREATION"	4715-99	2017-08-31	2017-09-01	LOWES #02951*	398.98	CAD	398.98	CAD	3025	M & E - JANITORIAL	P13494	YORK CC - FACILITY OPERATIONS	5200	Home Supply Warehouse	BALL MULTI FLOOR 2 UPRIGHT VACUUM	
"PARKS, FORESTRY & RECREATION"	4719-166	2017-09-01	2017-09-05	THE HOME DEPOT #7114	101.43	CAD	101.43	CAD	2570	JANITORIAL SUPPLIES	P07663	ALDERWOOD POOL-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CLR GREASE	
"PARKS, FORESTRY & RECREATION"	4723-105	2017-09-06	2017-09-07	LOWES #02951*	151.68	CAD	151.68	CAD	2570	JANITORIAL SUPPLIES	P07739	GUS RYDER POOL&HLTH CLUB-OPERATIONS	5200	Home Supply Warehouse	"CLAMP, FLEX"	
"PARKS, FORESTRY & RECREATION"	4724-115	2017-09-06	2017-09-08	ACAPULCO POOLS	"1,011.27"	CAD	"1,011.27"	CAD	3025	M & E - JANITORIAL	P13494	YORK CC - FACILITY OPERATIONS	5996	Swimming Pools - Sales and Supplies	"FRAME,GRATE, INSTALLATION"	
"PARKS, FORESTRY & RECREATION"	4727-202	2017-09-07	2017-09-11	THE HOME DEPOT #7114	99.39	CAD	99.39	CAD	2570	JANITORIAL SUPPLIES	P06683	CHALKFARM CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  HKY 20PC DST	
"PARKS, FORESTRY & RECREATION"	4727-203	2017-09-08	2017-09-11	BOLTS PLUS	119.64	CAD	119.64	CAD	2570	JANITORIAL SUPPLIES	P07739	GUS RYDER POOL&HLTH CLUB-OPERATIONS	5251	Hardware Stores	"MASK, EPOXY, HOSE CLAMP"	
"PARKS, FORESTRY & RECREATION"	4727-204	2017-09-08	2017-09-11	SHERWINWILLIAMS 768906	141.08	CAD	141.08	CAD	2715	PAINT SUPPLIES	P07739	GUS RYDER POOL&HLTH CLUB-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	4727-205	2017-09-08	2017-09-11	THE HOME DEPOT #7011	11.91	CAD	11.91	CAD	2715	PAINT SUPPLIES	P07739	GUS RYDER POOL&HLTH CLUB-OPERATIONS	5200	Home Supply Warehouse	**MORE**  GGWIPES	
"PARKS, FORESTRY & RECREATION"	4729-93	2017-08-29	2017-09-12	THE HOME DEPOT #7114	90.73	CAD	90.73	CAD	2499	OTHER CHEMICALS	P06683	CHALKFARM CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  WASP B GON	
"PARKS, FORESTRY & RECREATION"	4733-138	2017-09-12	2017-09-13	LOWES #02951*	133.86	CAD	133.86	CAD	3080	M & E - HAND TOOLS	P07663	ALDERWOOD POOL-OPERATIONS	5200	Home Supply Warehouse	**MORE**  CLOSE FIT CLEAR SAFETY GLASSES	
"PARKS, FORESTRY & RECREATION"	4738-174	2017-09-12	2017-09-18	JJ DOWNS INDUSTRIAL	93.15	CAD	93.15	CAD	3025	M & E - JANITORIAL	P07665	HUMBER POOL-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	PVC PIPE	
					"2,353.12"	CAD	"2,353.12"	CAD								
FIRE SERVICES	4744-138	2017-09-20	2017-09-21	PAYPAL *NENA ON	250.00	CAD	250.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	FR0011	RADIO	8641	"Associations - Civic, Social, and Frater"	NENA CONFERENCE REGISTRATION	
					250.00	CAD	250.00	CAD								
"PARKS, FORESTRY & RECREATION"	4723-106	2017-09-06	2017-09-07	ACME DOORWAY	311.88	CAD	311.88	CAD	2730	LOCKS	P00263	E-CENTRAL1-TURF&HORT	1799	"Contractors, Special Trade - Not Elsewhe"	LOCKS	
"PARKS, FORESTRY & RECREATION"	4735-146	2017-09-12	2017-09-14	THE HOME DEPOT #7107	136.59	CAD	136.59	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  NUTS	
"PARKS, FORESTRY & RECREATION"	4735-147	2017-09-12	2017-09-14	CDN TIRE STORE #00175	44.00	CAD	44.00	CAD	2130	PARTS - MOBILE EQUIPMENT	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	ANTIFREEZE	
"PARKS, FORESTRY & RECREATION"	4748-202	2017-09-21	2017-09-25	THE HOME DEPOT #7107	172.79	CAD	172.79	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	EXTERIOR	
					665.26	CAD	665.26	CAD								
"PARKS, FORESTRY & RECREATION"	4742-124	2017-09-19	2017-09-20	ALPINE LAWN   GARDEN E	727.09	CAD	727.09	CAD	3015	M & E - GROUNDS	P00263	E-CENTRAL1-TURF&HORT	5261	Lawn and Garden Supply Stores	"TRIMMER LINE, CHAIN SAW SUPPLIES"	
"PARKS, FORESTRY & RECREATION"	4742-125	2017-09-19	2017-09-20	BRETT YOUNG	42.38	CAD	42.38	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	0763	Agricultural Cooperatives	FIELD PAINT	
					769.47	CAD	769.47	CAD								
"PARKS, FORESTRY & RECREATION"	4738-175	2017-09-14	2017-09-18	THE HOME DEPOT #7001	134.04	CAD	134.04	CAD	3015	M & E - GROUNDS	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	ASPH. REPAIR	
"PARKS, FORESTRY & RECREATION"	4744-139	2017-09-19	2017-09-21	CDN TIRE STORE #00175	47.96	CAD	47.96	CAD	2715	PAINT SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	"PAINT FOR GRAFFITTI, TAPE"	
"PARKS, FORESTRY & RECREATION"	4748-203	2017-09-22	2017-09-25	G.K. CHEMICAL	218.54	CAD	218.54	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	7349	"Cleaning and Maintenance, Janitorial Ser"	SOAP DISPENSERS	
					400.54	CAD	400.54	CAD								
"PARKS, FORESTRY & RECREATION"	4715-100	2017-08-30	2017-09-01	#187 MARK'S	112.98	CAD	112.98	CAD	2665	PROTECTIVE CLOTHING	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5651	Family Clothing Stores	DAKOTA CARGO PANTS	
"PARKS, FORESTRY & RECREATION"	4736-140	2017-09-14	2017-09-15	COSTCO WHOLESALE W537	262.98	CAD	262.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P00170	PARKS SUPP - SC	5300	Wholesale Clubs	SODA POP FOR TPS WEEK	
"PARKS, FORESTRY & RECREATION"	4748-204	2017-09-22	2017-09-25	LOWES #02494*	33.53	CAD	33.53	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	3M 14/3 OFFICE EQUIPMENT	
"PARKS, FORESTRY & RECREATION"	4752-133	2017-09-25	2017-09-27	THE HOME DEPOT #7107	87.56	CAD	87.56	CAD	2710	GENERAL HARDWARE	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5200	Home Supply Warehouse	**MORE**  TSA PDLK	
					497.05	CAD	497.05	CAD								
"PARKS, FORESTRY & RECREATION"	4719-167	2017-09-01	2017-09-05	CTF SUPPLY (08)	94.21	CAD	94.21	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	PYRAMEX GOLIATH EYEWEAR	
"PARKS, FORESTRY & RECREATION"	4742-126	2017-09-19	2017-09-20	THE TOOL DOCTOR	16.95	CAD	16.95	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5251	Hardware Stores	BLADE PULLEY TIRE	
"PARKS, FORESTRY & RECREATION"	4748-205	2017-09-22	2017-09-25	PRINCESS AUTO #36	22.58	CAD	22.58	CAD	3080	M & E - HAND TOOLS	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	SET ADAPTER DRIVER SOCKETS	
"PARKS, FORESTRY & RECREATION"	4750-77	2017-09-25	2017-09-26	METAL SUPERMARKETS (SC	37.31	CAD	37.31	CAD	2532	STEEL	P00267	E-NORTH1-TURF&HORT	5051	Metal Service Centers and Offices	SQUARE STEEL TUBE	
"PARKS, FORESTRY & RECREATION"	4754-133	2017-09-26	2017-09-28	INTERLINE WHOLESALE HA	123.93	CAD	123.93	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5072	Hardware Equipment and Supplies	"BRUSH, WHEEL"	
					294.98	CAD	294.98	CAD								
"PARKS, FORESTRY & RECREATION"	4724-116	2017-09-07	2017-09-08	PRINCESS AUTO	79.09	CAD	79.09	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	INSPECTION CAMARA	
"PARKS, FORESTRY & RECREATION"	4724-117	2017-09-07	2017-09-08	NCH-PARTSMASTER	122.66	CAD	122.66	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5085	Industrial Supplies Not Elsewhere Classi	ALL PURPOSE CUTTER	
"PARKS, FORESTRY & RECREATION"	4735-148	2017-09-12	2017-09-14	CSL TOOLS	381.92	CAD	381.92	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5072	Hardware Equipment and Supplies	"HAMMERS, TIRE INFLATOR"	
"PARKS, FORESTRY & RECREATION"	4735-149	2017-09-13	2017-09-14	"""77"" AUTO PARTS"	"1,463.35"	CAD	"1,463.35"	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5533	"Automotive Parts, Accessories Stores"	20 TON PRESS	
