Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Decription	Cost Centre /WBS Element	Cost Centre /WBS Element Description	Merchant Type	Merchant type description	Purpose
TECHNICAL SERVICES 	1334-86	02-18-2011	02-21-2011	TERANET TORONTO ROSCO	22.00	CAD	22.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1334-87	02-18-2011	02-21-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1334-88	02-18-2011	02-21-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1334-89	02-18-2011	02-21-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1339-37	02-22-2011	02-23-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1339-38	02-22-2011	02-23-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1341-64	02-23-2011	02-24-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1341-65	02-23-2011	02-24-2011	TERANET TORONTO ROSCO	16.00	CAD	16.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1341-66	02-23-2011	02-24-2011	TERANET TORONTO ROSCO	5.00	CAD	5.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
TECHNICAL SERVICES 	1343-66	02-24-2011	02-25-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	WT0015	LAND&PROP SURVEYS	7375	Information Retrieval Services	
					370.50	CAD	370.50	CAD							
TORONTO WATER	1314-67	01-31-2011	02-07-2011	BUNNING SPLICING RIGGI	211.31	CAD	211.31	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	4457	Boat Leases and Boat Rentals	One ton trolley
TORONTO WATER	1316-46	02-07-2011	02-08-2011	NATIONAL FIRE EQUIPMEN	633.48	CAD	633.48	CAD	2590	EMERGENCY SERVICES SUPPLIES	WW1177	HTP SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	Fire hose and reel
TORONTO WATER	1329-48	02-15-2011	02-16-2011	ALL CUSTOM GASKET   MA	248.60	CAD	248.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5211	"Building Materials, Lumber Stores"	Neoprene Gaskets
TORONTO WATER	1343-47	02-24-2011	02-25-2011	KOTYCK BROS LIMITED	51.37	CAD	51.37	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1179	HTP LIQUIDS SECONDRY	1520	General Contractors - Residential and Co	3x3 Nipple/split ring hanger
					"1,144.76"	CAD	"1,144.76"	CAD							
"PARKS, FORESTRY & RECREATION"	1306-134	02-01-2011	02-02-2011	WESTBURNE RUDDY ELECTR	306.21	CAD	306.21	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1310-99	02-03-2011	02-04-2011	WESTBURNE RUDDY ELECTR	205.29	CAD	205.29	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1314-220	02-04-2011	02-07-2011	WESTBURNE RUDDY ELECTR	440.60	CAD	440.60	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	
"PARKS, FORESTRY & RECREATION"	1314-221	02-04-2011	02-07-2011	LINEMAN'S TESTING LAB	63.28	CAD	63.28	CAD	4995	ALNESS YD-TRADES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors	
"PARKS, FORESTRY & RECREATION"	1320-145	02-08-2011	02-10-2011	THE HOME DEPOT #7129	74.63	CAD	74.63	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	60ACL6M 4PK
"PARKS, FORESTRY & RECREATION"	1325-204	02-10-2011	02-14-2011	POWERTRADE ELECTRIC LT	775.52	CAD	775.52	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors	
"PARKS, FORESTRY & RECREATION"	1333-158	02-16-2011	02-18-2011	THE HOME DEPOT #7134	20.24	CAD	20.24	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	20A REC IV
"PARKS, FORESTRY & RECREATION"	1334-214	02-17-2011	02-21-2011	CDN TIRE STORE #00264	9.03	CAD	9.03	CAD	2710	GENERAL HARDWARE	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1341-156	02-23-2011	02-24-2011	LINEMAN'S TESTING LAB	106.11	CAD	106.11	CAD	2082	HEALTH & SAFETY SUPPLIES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors	
					"2,000.91"	CAD	"2,000.91"	CAD							
LEGAL SERVICES	1304-111	01-31-2011	02-01-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1304-112	01-31-2011	02-01-2011	TERANET TORONTO ROSCO	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1314-159	02-04-2011	02-07-2011	TERANET TORONTO ROSCO	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1314-160	02-04-2011	02-07-2011	TERANET TORONTO ROSCO	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1314-161	02-04-2011	02-07-2011	TERANET TORONTO ROSCO	20.00	CAD	20.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1314-162	02-04-2011	02-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1314-163	02-04-2011	02-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1316-102	02-07-2011	02-08-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1316-103	02-07-2011	02-08-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1320-106	02-09-2011	02-10-2011	TERANET TORONTO ROSCO	19.00	CAD	19.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1320-107	02-09-2011	02-10-2011	TERANET TORONTO ROSCO	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1325-149	02-11-2011	02-14-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1325-150	02-11-2011	02-14-2011	TERANET TORONTO ROSCO	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1325-151	02-11-2011	02-14-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1325-152	02-11-2011	02-14-2011	TERANET TORONTO ROSCO	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1329-113	02-15-2011	02-16-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1329-114	02-15-2011	02-16-2011	TERANET TORONTO ROSCO	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1329-115	02-15-2011	02-16-2011	TERANET TORONTO ROSCO	88.00	CAD	88.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1333-108	02-17-2011	02-18-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1333-109	02-17-2011	02-18-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1341-107	02-23-2011	02-24-2011	TERANET TORONTO ROSCO	14.00	CAD	14.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
LEGAL SERVICES	1341-108	02-23-2011	02-24-2011	TERANET TORONTO ROSCO	2.50	CAD	2.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services	
					261.00	CAD	261.00	CAD							
"PARKS, FORESTRY & RECREATION"	1306-39	02-01-2011	02-02-2011	ABC FIRE DOOR	709.64	CAD	709.64	CAD	2730	LOCKS	P01198	WEST-SOUTH AIRS-OPS	5211	"Building Materials, Lumber Stores"	
"PARKS, FORESTRY & RECREATION"	1325-70	02-10-2011	02-14-2011	BRAFASCO / ETOBICOKE	201.95	CAD	201.95	CAD	3045	M & E - PROTECTIVE	P01198	WEST-SOUTH AIRS-OPS	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1333-47	02-17-2011	02-18-2011	FLINTSTONE GLASS AND M	32.77	CAD	32.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5950	Crystal and Glassware Stores	
"PARKS, FORESTRY & RECREATION"	1341-45	02-22-2011	02-24-2011	THE HOME DEPOT #7011	77.01	CAD	77.01	CAD	2715	PAINT SUPPLIES	P01198	WEST-SOUTH AIRS-OPS	5200	Home Supply Warehouse	GREEN TAPE
"PARKS, FORESTRY & RECREATION"	1344-60	02-24-2011	02-28-2011	BUNNING SPLICING RIGGI	90.76	CAD	90.76	CAD	2552	BRIDGE MATERIALS	P01198	WEST-SOUTH AIRS-OPS	4457	Boat Leases and Boat Rentals	
					"1,112.13"	CAD	"1,112.13"	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1327-18	02-14-2011	02-15-2011	ROGERS PLUS  5435	16.94	CAD	16.94	CAD	4820	BUSINESS MEETING EXPENSES	AH0036	CD-RP-RES-METRO HALL	7841	Video Tape Rental Stores	Blackberry skin for executive director
					16.94	CAD	16.94	CAD							
LONG TERM CARE HOMES	1334-132	02-17-2011	02-21-2011	PAYPAL *ROADRACERES	55.00	CAD	55.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3Z011	REGIONAL SVC-PGM ADM	8999	Professional Services - Not Elsewhere Cl	
					55.00	CAD	55.00	CAD							
CITY CLERK'S OFFICE	1306-19	02-01-2011	02-02-2011	ISTOCK *INTERNATIONAL	51.42	CAD	51.42	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_164-c27 Campaign-out of province
CITY CLERK'S OFFICE	1329-17	02-15-2011	02-16-2011	ISTOCK *INTERNATIONAL	97.46	CAD	97.46	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_165
CITY CLERK'S OFFICE	1329-18	02-15-2011	02-16-2011	ISTOCK *INTERNATIONAL	51.42	CAD	51.42	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_164
CITY CLERK'S OFFICE	1334-28	02-18-2011	02-21-2011	ISTOCK *INTERNATIONAL	24.01	CAD	24.01	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	GV0028	DPM - GRAPHIC DESIGN	5971	Art Dealers and Galleries	1_182
					224.31	CAD	224.31	CAD							
"PARKS, FORESTRY & RECREATION"	1304-17	01-30-2011	02-01-2011	CDN TIRE STORE #00485	20.87	CAD	20.87	CAD	2401	LUBRICANTS	P10908	NY SKI CTR-OPS	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1316-16	01-31-2011	02-08-2011	ROY TURK INDUSTRIAL SA	513.25	CAD	513.25	CAD	2570	JANITORIAL SUPPLIES	P10908	NY SKI CTR-OPS	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1318-17	02-07-2011	02-09-2011	ONTARIO BELTING   POWE	112.41	CAD	112.41	CAD	2199	MISCELLANEOUS PARTS	P10908	NY SKI CTR-OPS	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1318-18	02-08-2011	02-09-2011	EDGE PERFORMANCE	595.41	CAD	595.41	CAD	2199	MISCELLANEOUS PARTS	P10908	NY SKI CTR-OPS	5571	Motorcycle Shops and Dealers	
"PARKS, FORESTRY & RECREATION"	1325-33	02-10-2011	02-14-2011	VAUGHAN GARDEN CENTRE	937.88	CAD	937.88	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10908	NY SKI CTR-OPS	5261	Lawn and Garden Supply Stores	
					"2,179.82"	CAD	"2,179.82"	CAD							
"PARKS, FORESTRY & RECREATION"	1304-52	01-31-2011	02-01-2011	AMPOT PORTABLE TOILETS	207.92	CAD	207.92	CAD	4590	RENTAL - OTHER	P00070	S-WEST-PRUNING/REMOV	7394	"Equipment Rental and Leasing Services, F"	
					207.92	CAD	207.92	CAD							
FIRE SERVICES	1306-146	02-01-2011	02-02-2011	CANADA COMPUTERS #9	56.94	CAD	56.94	CAD	3410	COMPUTERS - HARDWARE	FR0011	RADIO	5734	Computer Software Stores	EMERGENCY PURCHASE - DICTAPHONE RECORDER HARDWARE
FIRE SERVICES	1331-158	02-16-2011	02-17-2011	PAYPAL *EBAYINTERNA	6.42	CAD	6.42	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FR0011	RADIO	8999	Professional Services - Not Elsewhere Cl	BILLING ERROR WHICH WILL BE CREDITED
					63.36	CAD	63.36	CAD							
"PARKS, FORESTRY & RECREATION"	1304-48	01-31-2011	02-01-2011	HEAD CANADA INC.	298.55	CAD	298.55	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10541	S-REC SUPER3-PGM SUP	5941	Sporting Goods Stores	
"PARKS, FORESTRY & RECREATION"	1310-29	02-02-2011	02-04-2011	THE HOME DEPOT #7142	224.87	CAD	224.87	CAD	3080	M & E - HAND TOOLS	P10911	CENTENNIAL SKI CTR-P	5200	Home Supply Warehouse	18V DRILL
"PARKS, FORESTRY & RECREATION"	1314-66	02-03-2011	02-07-2011	THE HOME DEPOT #7142	131.66	CAD	131.66	CAD	2710	GENERAL HARDWARE	P10911	CENTENNIAL SKI CTR-P	5200	Home Supply Warehouse	TWIST POLYPR
"PARKS, FORESTRY & RECREATION"	1316-45	02-07-2011	02-08-2011	STAPLES STORE #81	89.04	CAD	89.04	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P10541	S-REC SUPER3-PGM SUP	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1323-42	02-09-2011	02-11-2011	CDN TIRE STORE #00119	33.89	CAD	33.89	CAD	2730	LOCKS	P10911	CENTENNIAL SKI CTR-P	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1329-47	02-12-2011	02-16-2011	ZELLERS #100	71.73	CAD	71.73	CAD	2570	S-REC SUPER3-PGM SUP	P10541	S-REC SUPER3-PGM SUP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1331-39	02-15-2011	02-17-2011	THE HOME DEPOT #7142	115.16	CAD	115.16	CAD	2710	GENERAL HARDWARE	P10911	CENTENNIAL SKI CTR-P	5200	Home Supply Warehouse	DH 42X48 WHT
					964.90	CAD	964.90	CAD							
"PARKS, FORESTRY & RECREATION"	1310-28	02-03-2011	02-04-2011	SOBEYS #938        QPS	94.20	CAD	94.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01959	BOB ABATE CC-SOCIAL	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1323-38	02-10-2011	02-11-2011	"INDIGO BOOKS   MUSIC,"	25.60	CAD	25.60	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01959	BOB ABATE CC-SOCIAL	5399	Miscellaneous General Merchandise	
"PARKS, FORESTRY & RECREATION"	1323-39	02-10-2011	02-11-2011	"INDIGO BOOKS   MUSIC,"	12.73	CAD	12.73	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01959	BOB ABATE CC-SOCIAL	5399	Miscellaneous General Merchandise	
"PARKS, FORESTRY & RECREATION"	1323-40	02-10-2011	02-11-2011	"INDIGO BOOKS   MUSIC,"	102.31	CAD	102.31	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01959	BOB ABATE CC-SOCIAL	5399	Miscellaneous General Merchandise	
"PARKS, FORESTRY & RECREATION"	1325-67	02-11-2011	02-14-2011	"INDIGO BOOKS   MUSIC,"	12.73	CAD	12.73	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01959	BOB ABATE CC-SOCIAL	5399	Miscellaneous General Merchandise	
"PARKS, FORESTRY & RECREATION"	1325-68	02-12-2011	02-14-2011	"INDIGO BOOKS   MUSIC,"	11.96	CAD	11.96	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P01959	BOB ABATE CC-SOCIAL	5399	Miscellaneous General Merchandise	
					259.53	CAD	259.53	CAD							
"PARKS, FORESTRY & RECREATION"	1331-107	02-15-2011	02-17-2011	CDN TIRE STORE #00273	30.46	CAD	30.46	CAD	2710	GENERAL HARDWARE	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1334-149	02-17-2011	02-21-2011	NOBLE TRADE 52170	272.80	CAD	272.80	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1334-150	02-17-2011	02-21-2011	NOBLE TRADE 52170	249.41	CAD	249.41	CAD	2535	PLUMBING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1339-62	02-16-2011	02-23-2011	WOLSELEY CDA INC-HUDSO	105.98	CAD	105.98	CAD	3080	M & E - HAND TOOLS	P12081	S-GEN-SPECIALIZED MA	1711	"Air Conditioning, Heating, and Plumbing"	
					658.65	CAD	658.65	CAD							
"PARKS, FORESTRY & RECREATION"	1306-94	01-31-2011	02-02-2011	CDN TIRE STORE #00654	144.62	CAD	144.62	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5200	Home Supply Warehouse	
"PARKS, FORESTRY & RECREATION"	1318-85	02-08-2011	02-09-2011	CARSON ELECTRIC LTD	53.11	CAD	53.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P12081	S-GEN-SPECIALIZED MA	7399	Business Services - Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1341-109	02-22-2011	02-24-2011	PAUL WOLF ELECTRIC   L	135.60	CAD	135.60	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	
					333.33	CAD	333.33	CAD							
TORONTO WATER	1323-31	02-09-2011	02-11-2011	AMERICAN WATERWORKS	177.03	CAD	173.00	USD	4760	MEMBERSHIP FEES	WW4000	LAB ADMIN SUPPORT	8699	"Organizations, Membership - Not Elsewher"	AWWA MEMBERSHIP FEES
TORONTO WATER	1323-32	02-09-2011	02-11-2011	AMERICAN WATERWORKS	177.03	CAD	173.00	USD	4760	MEMBERSHIP FEES	WW4000	LAB ADMIN SUPPORT	8699	"Organizations, Membership - Not Elsewher"	AWWA MEMBERSHIP FEES
					354.06	CAD	346.00	USD							
ECONOMIC DEVELOPMENT & CULTURE	1325-15	02-10-2011	02-14-2011	CDN TIRE STORE #00192	74.56	CAD	74.56	CAD	3099	GENERAL EQUIPMENT	AH0087	HS-MH-PRS-GIBSON HOU	5200	Home Supply Warehouse	Kitchen Equipment and Locks
ECONOMIC DEVELOPMENT & CULTURE	1331-9	02-15-2011	02-17-2011	PARKERS CLEANERS   QPS	45.19	CAD	45.19	CAD	2670	UNIFORMS	AH0070	HS-MH-EDU-GIBSON HOU	7216	Dry Cleaners	Drycleaning Costumes - affidavit attached
ECONOMIC DEVELOPMENT & CULTURE	1341-16	02-22-2011	02-24-2011	PARKERS CLEANERS   QPS	47.46	CAD	47.46	CAD	2670	UNIFORMS	AH0071	HS-MH-EDU-ZION SCHOO	7216	Dry Cleaners	Drycleaning Costumes - affidavit attached
					167.21	CAD	167.21	CAD							
EMERGENCY MEDICAL SERVICES	1304-13	01-31-2011	02-01-2011	BRADFORD RENTAL SALES	169.44	CAD	169.44	CAD	3080	M & E - HAND TOOLS	B31100	COMM SYSTEMS SUPPORT	7394	"Equipment Rental and Leasing Services, F"	DRILL REPLACEMENT
EMERGENCY MEDICAL SERVICES	1310-7	02-03-2011	02-04-2011	PREMIER FARNEL00000018	55.26	CAD	55.26	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DIODES
EMERGENCY MEDICAL SERVICES	1320-11	02-09-2011	02-10-2011	LESLIE EMERGENCY VEHIC	"1,089.55"	CAD	"1,089.55"	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7538	Automotive Service Shops	"SIREN AMPLIFIER, SPITFIRE LED"
EMERGENCY MEDICAL SERVICES	1320-12	02-09-2011	02-10-2011	LESLIE EMERGENCY VEHIC	53.11	CAD	53.11	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	7538	Automotive Service Shops	MOUNTING BRACKETS
EMERGENCY MEDICAL SERVICES	1343-10	02-24-2011	02-25-2011	PREMIER FARNEL00000018	82.49	CAD	82.49	CAD	2199	MISCELLANEOUS PARTS	B31100	COMM SYSTEMS SUPPORT	5065	Electrical Parts and Equipment	DIODES
					"1,449.85"	CAD	"1,449.85"	CAD							
"PARKS, FORESTRY & RECREATION"	1304-54	01-31-2011	02-01-2011	PRICE CHOPPER #7964QPS	37.05	CAD	37.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-72	02-04-2011	02-07-2011	BEAVER SIGN   SILK SCR	33.90	CAD	33.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10325	OAKDALE CC-PGM SUPP	2741	Miscellaneous Publishing and Printing	
"PARKS, FORESTRY & RECREATION"	1314-73	02-05-2011	02-07-2011	RCSS WESTON 2800	72.13	CAD	72.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1314-74	02-05-2011	02-07-2011	PRICE CHOPPER #7964QPS	4.99	CAD	4.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1316-49	02-07-2011	02-08-2011	PRICE CHOPPER #7964QPS	244.94	CAD	244.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1325-74	02-12-2011	02-14-2011	NOFRILLS VINCE'S #3930	22.07	CAD	22.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1325-75	02-12-2011	02-14-2011	PRICE CHOPPER #7964QPS	11.07	CAD	11.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1327-51	02-14-2011	02-15-2011	ASIAN FOOD CENTER  QPS	50.00	CAD	50.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1327-52	02-14-2011	02-15-2011	PRICE CHOPPER #7964QPS	105.98	CAD	105.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1329-56	02-15-2011	02-16-2011	NOFRILLS VINCE'S #3930	71.86	CAD	71.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1334-64	02-18-2011	02-21-2011	NOFRILLS CARLO'S 705	11.56	CAD	11.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1334-65	02-18-2011	02-21-2011	NOFRILLS VINCE'S #3930	24.70	CAD	24.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06075	OAKDALE CC-SOC PGM	5411	"Grocery Stores, Supermarkets"	
