Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1536-132	07-07-2011	07-08-2011	NOFRILLS LISTROS 788	23.82	CAD	23.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Apples for summer camps
"PARKS, FORESTRY & RECREATION"	1536-133	07-07-2011	07-08-2011	MARCHANT'S SCHOOL SPOR	453.64	CAD	453.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5941	Sporting Goods Stores	rec. supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1541-177	07-07-2011	07-11-2011	WAL-MART #1080	206.11	CAD	206.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1541-178	07-08-2011	07-11-2011	LOWES #02494*	15.68	CAD	15.68	CAD	2715	PAINT SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5200	Home Supply Warehouse	VALSPAR EFFECTS BRILLIANT GOLD
"PARKS, FORESTRY & RECREATION"	1541-179	07-08-2011	07-11-2011	RCSS SCARBOROUGH #2809	46.01	CAD	46.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	"cookies, snacks-summer camp prizes"
"PARKS, FORESTRY & RECREATION"	1544-108	07-11-2011	07-13-2011	WOODIE WOOD CHUCKS INC	20.00	CAD	20.00	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	game tokens - summer camp trip
"PARKS, FORESTRY & RECREATION"	1544-109	07-11-2011	07-13-2011	WAL-MART #3635	64.70	CAD	64.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5310	Discount Stores	rec. supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1547-158	07-12-2011	07-14-2011	WAL-MART #1080	123.75	CAD	123.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1549-131	07-13-2011	07-15-2011	WOODIE WOOD CHUCKS INC	965.86	CAD	965.86	CAD	4118	TICKETS AND ADMISSION FEES	P03995	AGINCOURT RC-SUMR CA	5812	"Eating Places, Restaurants"	Admission fees - Camp trip
"PARKS, FORESTRY & RECREATION"	1549-132	07-14-2011	07-15-2011	IKEA NORTH YORK	184.39	CAD	184.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5712	"Equipment, Furniture, and Home Furnishin"	picture frames for craft projects
"PARKS, FORESTRY & RECREATION"	1549-133	07-14-2011	07-15-2011	THE CRAFT   HOBBY EMPO	160.05	CAD	160.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1549-134	07-14-2011	07-15-2011	J   J CRAFTS	85.92	CAD	85.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5970	"Artist Supply Stores, Craft Shops"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1551-161	07-14-2011	07-18-2011	WOODIE WOOD CHUCKS INC	"1,185.41"	CAD	"1,185.41"	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	game tokens - summer camp trip
"PARKS, FORESTRY & RECREATION"	1551-162	07-15-2011	07-18-2011	WAL-MART #1080	220.71	CAD	220.71	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1551-163	07-15-2011	07-18-2011	WAL-MART #1080	201.94	CAD	201.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	food/refreshments - summer camps
"PARKS, FORESTRY & RECREATION"	1565-98	07-26-2011	07-27-2011	FABRICLAND DISTRIBUTOR	135.60	CAD	135.60	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5949	"Fabric, Needlework, Piece Goods, and Sew"	Craft supplies - summer camps
"PARKS, FORESTRY & RECREATION"	1567-120	07-27-2011	07-28-2011	ONTARIO SCIENCE CENTRE	52.00	CAD	52.00	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	7991	Tourist Attractions and Exhibits	Admission fees - Camp trip
"PARKS, FORESTRY & RECREATION"	1568-109	07-28-2011	07-29-2011	G   G ELECTRONICS	308.20	CAD	308.20	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12298	RE-MU-PRM-MILLIKEN C	7629	"Appliance Repair Shops, Electrical and S"	portable stereo - fitness/dance class
					"5,405.53"	CAD	"5,405.53"	CAD							
"PARKS, FORESTRY & RECREATION"	1555-102	07-18-2011	07-20-2011	CDN TIRE STORE #00654	76.79	CAD	76.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06916	ST LAWRENCE-FIT	5200	Home Supply Warehouse	stop watches for fitness program
"PARKS, FORESTRY & RECREATION"	1555-103	07-19-2011	07-20-2011	#401 SPORT CHEK COMBO	167.81	CAD	167.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06916	ST LAWRENCE-FIT	5941	Sporting Goods Stores	skipping ropes for fitness program
					244.60	CAD	244.60	CAD							
TORONTO WATER	1529-151	06-30-2011	07-04-2011	THE HOME DEPOT #7012	24.05	CAD	24.05	CAD	2710	GENERAL HARDWARE	PW2008	O&M S2 SRVS MTC&REPR	5200	Home Supply Warehouse	"13""HD CK GUN"
TORONTO WATER	1544-110	07-07-2011	07-13-2011	WOLSELEY CDA INC-HUDSO	134.04	CAD	134.04	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW2008	O&M S2 SRVS MTC&REPR	1711	"Air Conditioning, Heating, and Plumbing"	"2"" Brass T"
TORONTO WATER	1551-164	07-15-2011	07-18-2011	THE HOME DEPOT #7012	315.85	CAD	315.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW2006	SANI O&M S2 SRVS MTC	5200	Home Supply Warehouse	2X4X16 SPF
TORONTO WATER	1558-98	07-20-2011	07-22-2011	THE HOME DEPOT #7012	117.99	CAD	117.99	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW2006	SANI O&M S2 SRVS MTC	5200	Home Supply Warehouse	SCREWDRIVER
					591.93	CAD	591.93	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1568-110	07-28-2011	07-29-2011	HONG KONG CDA BUSINESS	395.50	CAD	395.50	CAD	4760	MEMBERSHIP FEES	ED0158	IM-INV-SUPP-CENTRAL	8699	"Organizations, Membership - Not Elsewher"	Membership Renewal
					395.50	CAD	395.50	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1529-152	06-30-2011	07-04-2011	STAPLES STORE #26	11.13	CAD	11.13	CAD	4435	C. SERV - SECUR SYS	F01123	SEATON HSE-PROPRTY S	5943	"Office, School Supply, and Stationery St"	DVD's for the security camera feed
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1535-122	07-06-2011	07-07-2011	MBC/STAR COACH SERVICE	355.95	CAD	355.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	F01132	SEATON HSE-HOSTEL	4131	Bus Lines	Client Bus trip to Ashbridge's Bay Park- BR and LT
					367.08	CAD	367.08	CAD							
SOLID WASTE MANAGEMENT	1549-135	07-14-2011	07-15-2011	KATHYS CATERING	348.89	CAD	348.89	CAD	4116	CATERING SERVICES	SW0901	GREEN LANE LANDFILL	5811	Caterers	
SOLID WASTE MANAGEMENT	1549-136	07-14-2011	07-15-2011	KATHYS CATERING	101.14	CAD	101.14	CAD	4116	CATERING SERVICES	SW0901	GREEN LANE LANDFILL	5811	Caterers	
SOLID WASTE MANAGEMENT	1551-165	07-15-2011	07-18-2011	ST THOMAS FORD LINCON	241.72	CAD	241.72	CAD	4077	REPAIR SERVICES-VEHICLES	SW0901	GREEN LANE LANDFILL	5511	"Automobile and Truck Dealers - Sales, Se"	
SOLID WASTE MANAGEMENT	1568-111	07-28-2011	07-29-2011	KATHYS CATERING	137.07	CAD	137.07	CAD	4116	CATERING SERVICES	SW0901	GREEN LANE LANDFILL	5811	Caterers	
					828.82	CAD	828.82	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1547-159	07-12-2011	07-14-2011	UNIT PARK MANAGEMENT I	4.00	CAD	4.00	CAD	4770	PARKING EXPENSES (INTOWN)	ED0127	BD-SEC-FOOD-CENTRAL	7523	Automobile Parking Lots and Garages	Parking
ECONOMIC DEVELOPMENT & CULTURE	1557-128	07-20-2011	07-21-2011	ICHIBAN SUSHI HOUSE	25.48	CAD	25.48	CAD	4820	BUSINESS MEETING EXPENSES	ED0127	BD-SEC-FOOD-CENTRAL	5812	"Eating Places, Restaurants"	Business meeting w/ external clients
					29.48	CAD	29.48	CAD							
TORONTO WATER	1529-153	06-29-2011	07-04-2011	BRAFASCO / SCARBOROUGH	37.36	CAD	37.36	CAD	2710	GENERAL HARDWARE	WW3010	SANI O&M EAST SRVS M	5085	Industrial Supplies Not Elsewhere Classi	Hex lag bolts and shields
					37.36	CAD	37.36	CAD							
"PARKS, FORESTRY & RECREATION"	1529-154	07-02-2011	07-04-2011	FOOD BASICS #629	2.57	CAD	2.57	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12801	RS-HUMEWOOD-CHILD-SP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1529-155	07-02-2011	07-04-2011	FOOD BASICS #629	4.94	CAD	4.94	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12801	RS-HUMEWOOD-CHILD-SP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1529-156	07-02-2011	07-04-2011	CHAPTERS 929       QPS	20.95	CAD	20.95	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12801	RS-HUMEWOOD-CHILD-SP	5942	Book Stores	
"PARKS, FORESTRY & RECREATION"	1529-157	07-02-2011	07-04-2011	SHOPPERS DRUG MART #08	6.77	CAD	6.77	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12801	RS-HUMEWOOD-CHILD-SP	5912	"Drug Stores, Pharmacies"	
"PARKS, FORESTRY & RECREATION"	1531-79	07-04-2011	07-05-2011	REMENYI MUSIC   BOOKS	59.93	CAD	59.93	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P06360	HILLCREST-SOC PGM	5733	"Music Stores - Musical Instruments, Pian"	music books
"PARKS, FORESTRY & RECREATION"	1533-86	07-05-2011	07-06-2011	NOFRILLS FREDDIE 1354	71.68	CAD	71.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1533-87	07-05-2011	07-06-2011	FOOD BASICS #629	10.55	CAD	10.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12801	RS-HUMEWOOD-CHILD-SP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1536-134	07-06-2011	07-08-2011	WAL-MART #3159	83.36	CAD	83.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	craft supplies for camp
"PARKS, FORESTRY & RECREATION"	1536-135	07-06-2011	07-08-2011	WAL-MART #3159	14.40	CAD	14.40	CAD	2570	JANITORIAL SUPPLIES	P12803	RS-MARKDALE-PRESC-PL	5411	"Grocery Stores, Supermarkets"	cleaning supplies for camp
"PARKS, FORESTRY & RECREATION"	1536-136	07-07-2011	07-08-2011	LOBLAWS #1212	11.28	CAD	11.28	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1536-137	07-07-2011	07-08-2011	LOBLAWS #1212	99.19	CAD	99.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12803	RS-MARKDALE-PRESC-PL	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1541-180	07-08-2011	07-11-2011	FAMOUS PLAYER #7406QPS	134.75	CAD	134.75	CAD	4118	TICKETS AND ADMISSION FEES	P12801	RS-HUMEWOOD-CHILD-SP	7832	Motion Picture Theaters	Admission fees - Summer Camp trip
"PARKS, FORESTRY & RECREATION"	1541-181	07-08-2011	07-11-2011	TM- BLUE JAYS BASEBALL	433.00	CAD	433.00	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMR CAMP	7922	Theatrical Producers (except Motion Pict	Admission fees - Summer Camp trip
"PARKS, FORESTRY & RECREATION"	1541-182	07-08-2011	07-11-2011	FAMOUS PLAYER #7406QPS	-8.75	CAD	-8.75	CAD	4118	TICKETS AND ADMISSION FEES	P12801	RS-HUMEWOOD-CHILD-SP	7832	Motion Picture Theaters	Admission fees - Summer Camp trip (refund)
"PARKS, FORESTRY & RECREATION"	1543-106	07-11-2011	07-12-2011	LOBLAWS #1212	9.97	CAD	9.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1543-107	07-11-2011	07-12-2011	LOBLAWS #1212	2.25	CAD	2.25	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	craft supplies for camp
"PARKS, FORESTRY & RECREATION"	1543-108	07-11-2011	07-12-2011	ONTARIO SCIENCE CENTRE	263.20	CAD	263.20	CAD	4118	TICKETS AND ADMISSION FEES	P12801	RS-HUMEWOOD-CHILD-SP	7991	Tourist Attractions and Exhibits	Admission fees - Summer Camp trip
"PARKS, FORESTRY & RECREATION"	1544-111	07-12-2011	07-13-2011	LOBLAWS #1212	38.60	CAD	38.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1544-112	07-12-2011	07-13-2011	LOBLAWS #1212	100.63	CAD	100.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1547-160	07-13-2011	07-14-2011	ONTARIO SCIENCE CENTRE	-10.40	CAD	-10.40	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMR CAMP	7991	Tourist Attractions and Exhibits	Admission fees - Summer Camp trip (refund)
"PARKS, FORESTRY & RECREATION"	1549-137	07-14-2011	07-15-2011	LOBLAWS #029	3.99	CAD	3.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1549-138	07-14-2011	07-15-2011	TOYS R US #3560	101.15	CAD	101.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12803	RS-MARKDALE-PRESC-PL	5945	"Game, Toy, and Hobby Shops"	games for camp
"PARKS, FORESTRY & RECREATION"	1551-166	07-14-2011	07-18-2011	WAL-MART # 3106	33.74	CAD	33.74	CAD	2575	ELECTRICAL SUPPLIES	P10441	HILLCREST-PGM SUPP	5411	"Grocery Stores, Supermarkets"	electrical power bar
"PARKS, FORESTRY & RECREATION"	1551-167	07-14-2011	07-18-2011	WAL-MART # 3106	4.52	CAD	4.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	craft supplies for camp
"PARKS, FORESTRY & RECREATION"	1555-104	07-19-2011	07-20-2011	ONTARIO SCIENCE CENTRE	782.70	CAD	782.70	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMR CAMP	7991	Tourist Attractions and Exhibits	Admission fees - Summer Camp trip
"PARKS, FORESTRY & RECREATION"	1557-129	07-20-2011	07-21-2011	FOOD BASICS #629	31.09	CAD	31.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1558-99	07-21-2011	07-22-2011	LOBLAWS #1212	3.99	CAD	3.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1558-100	07-21-2011	07-22-2011	ONTARIO SCIENCE CENTRE	-59.40	CAD	-59.40	CAD	4118	TICKETS AND ADMISSION FEES	P04884	HILLCREST-SUMR CAMP	7991	Tourist Attractions and Exhibits	Admission fees - Summer Camp trip (refund)
"PARKS, FORESTRY & RECREATION"	1567-121	07-27-2011	07-28-2011	LOBLAWS #1212	71.73	CAD	71.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1567-122	07-27-2011	07-28-2011	THE ROYAL ONTARIO MUSE	160.00	CAD	160.00	CAD	4118	TICKETS AND ADMISSION FEES	P12801	RS-HUMEWOOD-CHILD-SP	7991	Tourist Attractions and Exhibits	Admission fees - Summer Camp trip
"PARKS, FORESTRY & RECREATION"	1567-123	07-27-2011	07-28-2011	STAPLES STORE #266	73.44	CAD	73.44	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P10441	HILLCREST-PGM SUPP	5943	"Office, School Supply, and Stationery St"	printer ink
"PARKS, FORESTRY & RECREATION"	1567-124	07-27-2011	07-28-2011	BOUNCE 123	197.75	CAD	197.75	CAD	4590	RENTAL - OTHER	P12803	RS-MARKDALE-PRESC-PL	7394	"Equipment Rental and Leasing Services, F"	rental of jungle bouncer
"PARKS, FORESTRY & RECREATION"	1568-112	07-28-2011	07-29-2011	LOBLAWS #1212	79.60	CAD	79.60	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	groceries for camp
"PARKS, FORESTRY & RECREATION"	1568-113	07-28-2011	07-29-2011	LOBLAWS #1212	12.17	CAD	12.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04884	HILLCREST-SUMR CAMP	5411	"Grocery Stores, Supermarkets"	rec supplies
"PARKS, FORESTRY & RECREATION"	1568-114	07-28-2011	07-29-2011	INDIGO 286         QPS	233.91	CAD	233.91	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12803	RS-MARKDALE-PRESC-PL	5942	Book Stores	books for summer camp
"PARKS, FORESTRY & RECREATION"	1568-115	07-28-2011	07-29-2011	INDIGO 286         QPS	20.98	CAD	20.98	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12803	RS-MARKDALE-PRESC-PL	5942	Book Stores	books for summer camp
					"3,100.23"	CAD	"3,100.23"	CAD							
"PARKS, FORESTRY & RECREATION"	1529-158	06-29-2011	07-04-2011	THE HOME DEPOT #7001	13.75	CAD	13.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5200	Home Supply Warehouse	PLAY SAND 20
"PARKS, FORESTRY & RECREATION"	1529-159	06-30-2011	07-04-2011	STAPLES STORE #263	14.67	CAD	14.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1529-160	06-30-2011	07-04-2011	DOLLY'S CRAFTS   GIFTS	174.59	CAD	174.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5949	"Fabric, Needlework, Piece Goods, and Sew"	
"PARKS, FORESTRY & RECREATION"	1549-139	07-14-2011	07-15-2011	FRESHCO #9751      QPS	60.03	CAD	60.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08860	BIRKDALE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	"chips, wieners, buns,"
"PARKS, FORESTRY & RECREATION"	1557-130	07-19-2011	07-21-2011	WAL-MART #3635	87.87	CAD	87.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5310	Discount Stores	"giantfreeze, scnted makrs, masking tape"
"PARKS, FORESTRY & RECREATION"	1557-131	07-20-2011	07-21-2011	FRESHCO #9751      QPS	6.76	CAD	6.76	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	pop
"PARKS, FORESTRY & RECREATION"	1558-101	07-21-2011	07-22-2011	FRESHCO #9751      QPS	57.61	CAD	57.61	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06663	BIRKDALE-PGM SUPP	5411	"Grocery Stores, Supermarkets"	popping corn soft drinks
"PARKS, FORESTRY & RECREATION"	1561-136	07-21-2011	07-25-2011	AL GERVAIS CHAIR TABLE	104.81	CAD	104.81	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P06663	BIRKDALE-PGM SUPP	7394	"Equipment Rental and Leasing Services, F"	rental popcorn machine
"PARKS, FORESTRY & RECREATION"	1561-137	07-21-2011	07-25-2011	WAL-MART #3635	53.62	CAD	53.62	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06663	BIRKDALE-PGM SUPP	5310	Discount Stores	home dvds
"PARKS, FORESTRY & RECREATION"	1561-138	07-22-2011	07-25-2011	FRESHCO #9751      QPS	34.14	CAD	34.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	pizza
"PARKS, FORESTRY & RECREATION"	1568-116	07-28-2011	07-29-2011	HIGHLAND FARMS SCARBOR	20.73	CAD	20.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08860	BIRKDALE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	potato chips
					628.58	CAD	628.58	CAD							
TORONTO WATER	1547-161	07-13-2011	07-14-2011	SETON	262.22	CAD	262.22	CAD	2590	EMERGENCY SERVICES SUPPLIES	PW1020	WS SYSTEM CONTROL WO	5965	Direct Marketing - Combination Catalog a	SPILL KITS (3)
					262.22	CAD	262.22	CAD							
TORONTO WATER	1531-80	07-04-2011	07-05-2011	CTC*CONSTANTCONTACT.CO	14.82	CAD	15.00	USD	4414	ADVERTISING & PROMOTION	PW2502	DIST OPS COORD	5968	Direct Marketing - Continuity/Subscripti	Newsletter support
					14.82	CAD	15.00	USD							
"PARKS, FORESTRY & RECREATION"	1535-123	07-06-2011	07-07-2011	NOFRILLS LUCIANO'S #34	50.53	CAD	50.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	Sr. Daycamp: cooking supplies
"PARKS, FORESTRY & RECREATION"	1536-138	07-06-2011	07-08-2011	ABSOLUTE DOLLAR	52.94	CAD	52.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5310	Discount Stores	craft supplies for day camps
"PARKS, FORESTRY & RECREATION"	1536-139	07-07-2011	07-08-2011	NOFRILLS LUCIANO'S #34	20.91	CAD	20.91	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	Jr. Daycamp: cooking supplies
"PARKS, FORESTRY & RECREATION"	1547-162	07-12-2011	07-14-2011	ABSOLUTE DOLLAR	19.27	CAD	19.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5310	Discount Stores	special event supplies
"PARKS, FORESTRY & RECREATION"	1547-163	07-12-2011	07-14-2011	ZELLERS #210	33.81	CAD	33.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12435	RC-CA-SUM-JOHN INNES	5310	Discount Stores	hool hoops for special event
"PARKS, FORESTRY & RECREATION"	1547-164	07-13-2011	07-14-2011	GREAT TEESHIRTS (1989)	476.86	CAD	476.86	CAD	2670	UNIFORMS	P08633	JOHN INNES-INSTRL	5137	"Mens, Womens, and Childrens Uniforms and"	soccer uniforms for children's houseleague
"PARKS, FORESTRY & RECREATION"	1557-132	07-19-2011	07-21-2011	WAL-MART #3195	39.81	CAD	39.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10154	JOHN INNES-PGM SUPP	5411	"Grocery Stores, Supermarkets"	supplies for overnight leadership camp:glow sticks
"PARKS, FORESTRY & RECREATION"	1557-133	07-20-2011	07-21-2011	SCHOOL HOUSE PRODUCTS	788.74	CAD	788.74	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P10154	JOHN INNES-PGM SUPP	5021	Office and Commercial Furniture	multi purpose room tables
"PARKS, FORESTRY & RECREATION"	1558-102	07-21-2011	07-22-2011	NOFRILLS LUCIANO'S #34	102.27	CAD	102.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	supplies for overnight leadership camp:food
"PARKS, FORESTRY & RECREATION"	1567-125	07-27-2011	07-28-2011	TORONTO ZOO-ADMISSIONS	506.25	CAD	506.25	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7996	"Amusement Parks, Carnivals, Circuses, Fo"	Jr. & Sr. daycamps
					"2,091.39"	CAD	"2,091.39"	CAD							
"PARKS, FORESTRY & RECREATION"	1533-88	07-05-2011	07-06-2011	STAPLES STORE #263	56.45	CAD	56.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07688	CENTENNIAL-E-PGM SUP	5943	"Office, School Supply, and Stationery St"	Receipt rolls for POS machine
"PARKS, FORESTRY & RECREATION"	1561-139	07-22-2011	07-25-2011	D'ORNELLAS BIKE SHOP L	22.37	CAD	22.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07688	CENTENNIAL-E-PGM SUP	5940	Bicycle Shops - Sales and Service	Bike inner tubes
