Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Description	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1400-67	04-04-2011	04-06-2011	TM -MAPLE LEAF SPORTS	250.00	CAD	250.00	CAD	4118	TICKETS AND ADMISSION FEES	P06715	CARM STFNO-PGM SUPP	7922	Theatrical Producers (except Motion Pict	admission to ACC Raptor game
"PARKS, FORESTRY & RECREATION"	1400-68	04-05-2011	04-06-2011	A BUCK OR TWO #201	44.07	CAD	44.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1404-86	04-06-2011	04-07-2011	NOFRILLS CARLO'S 705	151.25	CAD	151.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	baking supplies for youth program
"PARKS, FORESTRY & RECREATION"	1408-101	04-08-2011	04-11-2011	DOLLAR GIANT #47	26.89	CAD	26.89	CAD	2610	KITCHEN SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	"pizza cutter, jug etc for cooking programs"
"PARKS, FORESTRY & RECREATION"	1410-43	04-08-2011	04-12-2011	CDN TIRE STORE #00119	215.17	CAD	215.17	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5200	Home Supply Warehouse	"tennis net,spatula set,billiard ball"
"PARKS, FORESTRY & RECREATION"	1410-44	04-11-2011	04-12-2011	A BUCK OR TWO #201	31.64	CAD	31.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1412-72	04-11-2011	04-13-2011	WAL-MART SUPERCENTE	85.77	CAD	85.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	cookin program supplies
"PARKS, FORESTRY & RECREATION"	1412-73	04-11-2011	04-13-2011	WAL-MART SUPERCENTE	95.73	CAD	95.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	after school party supplies
"PARKS, FORESTRY & RECREATION"	1412-74	04-12-2011	04-13-2011	NOFRILLS CARLO'S 705	126.53	CAD	126.53	CAD	2750	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	breakfast supplies
"PARKS, FORESTRY & RECREATION"	1435-75	04-27-2011	04-29-2011	D   G VACUUM REPAIR SE	129.95	CAD	129.95	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P06715	CARM STFNO-PGM SUPP	7699	Miscellaneous Repair Shops and Related S	unauthorized transaction - on dispute with vendor
					"1,626.16"	CAD	"1,626.16"	CAD							
TRANPORTATION 	1404-87	04-06-2011	04-07-2011	ELECTRO SONIC INC.	246.72	CAD	246.72	CAD	2575	ELECTRICAL SUPPLIES	TP0333	"RW EXPRESSWAY-D1,A1"	5732	Electronic Sales	electrical supplies
TRANPORTATION 	1424-60	04-20-2011	04-21-2011	PRINCESS AUTO	22.58	CAD	22.58	CAD	3080	M & E - HAND TOOLS	TP0333	"RW EXPRESSWAY-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	universal joint
TRANPORTATION 	1424-61	04-20-2011	04-21-2011	ACKLANDS-GRAINGER INC	38.77	CAD	38.77	CAD	2710	GENERAL HARDWARE	TP0333	"RW EXPRESSWAY-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	general hardware
TRANPORTATION 	1425-86	04-21-2011	04-25-2011	MCBURNEY SALES AND SER	357.08	CAD	357.08	CAD	3080	M & E - HAND TOOLS	TP0333	"RW EXPRESSWAY-D1,A1"	5967	Direct Marketing - Inbound Telemarketing	tools and oil to operate the tools
					665.15	CAD	665.15	CAD							
"PARKS, FORESTRY & RECREATION"	1406-87	04-05-2011	04-08-2011	D/M PRINTING	19.78	CAD	19.78	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	P00427	PRN-PKS CONSTRUCTN	7338	"Quick Copy, Reproduction, and Blueprinti"	photo copies
					19.78	CAD	19.78	CAD							
"PARKS, FORESTRY & RECREATION"	1393-81	03-31-2011	04-01-2011	FOOD BASICS #689   QPS	22.97	CAD	22.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	preschool supplies
"PARKS, FORESTRY & RECREATION"	1393-82	03-31-2011	04-01-2011	FOOD BASICS #689   QPS	26.18	CAD	26.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	dinner & show supplies
"PARKS, FORESTRY & RECREATION"	1398-44	04-04-2011	04-05-2011	FOOD BASICS #689	68.56	CAD	68.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Food for Kids cooking prog
"PARKS, FORESTRY & RECREATION"	1398-45	04-04-2011	04-05-2011	ALL MASTER EQUIPMENT	9.66	CAD	9.66	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10037	ELMS CS-INSTRL	5699	Accessory  and Apparel Stores - Miscella	Tae kwon do belts
"PARKS, FORESTRY & RECREATION"	1404-88	04-06-2011	04-07-2011	DOLLAR GIANT #47	36.70	CAD	36.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5310	Discount Stores	Pancake breakfast supplies
"PARKS, FORESTRY & RECREATION"	1404-89	04-06-2011	04-07-2011	FOOD BASICS #689   QPS	34.42	CAD	34.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Dinner & show cooking supplies
"PARKS, FORESTRY & RECREATION"	1408-102	04-10-2011	04-11-2011	RCSS WESTON 2800   QPS	18.74	CAD	18.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Cooking supplies for program
"PARKS, FORESTRY & RECREATION"	1410-45	04-11-2011	04-12-2011	FOOD BASICS #689	73.90	CAD	73.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Food for Kids cooking prog
"PARKS, FORESTRY & RECREATION"	1413-62	04-13-2011	04-14-2011	FOOD BASICS #689	59.56	CAD	59.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Dinner & show cooking supplies
"PARKS, FORESTRY & RECREATION"	1413-63	04-13-2011	04-14-2011	ALL MASTER EQUIPMENT	12.43	CAD	12.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10037	ELMS CS-INSTRL	5699	Accessory  and Apparel Stores - Miscella	Tae kwon do belts
"PARKS, FORESTRY & RECREATION"	1419-75	04-14-2011	04-18-2011	WAL-MART SUPERCENTE	105.70	CAD	105.70	CAD	2570	JANITORIAL SUPPLIES	P11828	ELMS CS-PGM SUPP	5310	Discount Stores	cleaning supplies for kitchen
"PARKS, FORESTRY & RECREATION"	1420-64	04-18-2011	04-19-2011	FOOD BASICS #689	58.20	CAD	58.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Food for Kids cooking prog
"PARKS, FORESTRY & RECREATION"	1423-65	04-19-2011	04-20-2011	METRO #493	57.88	CAD	57.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Dinner & show cooking supplies
"PARKS, FORESTRY & RECREATION"	1432-69	04-27-2011	04-28-2011	NOFRILLS FRANCOIS'S 39	51.77	CAD	51.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	Youth in kitchen prog.
					636.67	CAD	636.67	CAD							
EMERGENCY MEDICAL SERVICES	1408-103	04-08-2011	04-11-2011	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	B24100	QUALITY REVIEW  SVCS	7523	Automobile Parking Lots and Garages	PARKING - NORTH YORK CIVIC CENTRE
EMERGENCY MEDICAL SERVICES	1423-66	04-19-2011	04-20-2011	AMEMSO	146.90	CAD	146.90	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	B24100	QUALITY REVIEW  SVCS	8641	"Associations - Civic, Social, and Frater"	"AMEMSO 2011 EDUCATIONAL CONFERENCE MAY 10-11, 2011"
EMERGENCY MEDICAL SERVICES	1431-46	04-25-2011	04-27-2011	SOFTCHOICE CORPORATION	310.05	CAD	310.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	B24100	QUALITY REVIEW  SVCS	5111	"Stationery, Office Supplies, Printing an"	FREIGHT
					464.45	CAD	464.45	CAD							
"PARKS, FORESTRY & RECREATION"	1406-88	04-07-2011	04-08-2011	MARCHANT'S SCHOOL SPOR	189.84	CAD	189.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12082	S-GEN-YD OPERN/STORE	5941	Sporting Goods Stores	stop watches for swim meet box
"PARKS, FORESTRY & RECREATION"	1410-46	04-11-2011	04-12-2011	LONG   MCQUADE LIMITED	139.42	CAD	139.42	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P12082	S-GEN-YD OPERN/STORE	7399	Business Services - Not Elsewhere Classi	PA system patch cables
"PARKS, FORESTRY & RECREATION"	1413-64	04-12-2011	04-14-2011	CDN TIRE STORE #00654	38.37	CAD	38.37	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	"bungee kit, pickup tool, hex t-handle"
"PARKS, FORESTRY & RECREATION"	1417-64	04-13-2011	04-15-2011	AGO INDUSTRIES INC.	350.10	CAD	350.10	CAD	2665	PROTECTIVE CLOTHING	P12017	SOUTH GENERAL-PKS TE	5137	"Mens, Womens, and Childrens Uniforms and"	ultra soft bib overall
"PARKS, FORESTRY & RECREATION"	1423-67	04-18-2011	04-20-2011	AGO INDUSTRIES INC.	116.13	CAD	116.13	CAD	2665	PROTECTIVE CLOTHING	P12017	SOUTH GENERAL-PKS TE	5137	"Mens, Womens, and Childrens Uniforms and"	ultra soft bib overall
"PARKS, FORESTRY & RECREATION"	1425-87	04-21-2011	04-25-2011	NO.1 (FOR) SAFETY SUPL	449.74	CAD	449.74	CAD	2665	PROTECTIVE CLOTHING	P12082	S-GEN-YD OPERN/STORE	5085	Industrial Supplies Not Elsewhere Classi	"kiddie gloves, protective"
"PARKS, FORESTRY & RECREATION"	1429-32	04-25-2011	04-26-2011	WATER AND ICE NORTH AM	244.08	CAD	244.08	CAD	3080	M & E - HAND TOOLS	P12082	S-GEN-YD OPERN/STORE	5996	Swimming Pools - Sales and Supplies	telescopic pole for pool
"PARKS, FORESTRY & RECREATION"	1432-70	04-26-2011	04-28-2011	CDN TIRE STORE #00654	15.21	CAD	15.21	CAD	2710	GENERAL HARDWARE	P12082	S-GEN-YD OPERN/STORE	5200	Home Supply Warehouse	"brush hooks, broom clip"
"PARKS, FORESTRY & RECREATION"	1432-71	04-27-2011	04-28-2011	SCHOOL HOUSE PRODUCTS	932.25	CAD	932.25	CAD	3310	FURNISHINGS	P12082	S-GEN-YD OPERN/STORE	5021	Office and Commercial Furniture	boardroom chairs
					"2,475.14"	CAD	"2,475.14"	CAD							
"PARKS, FORESTRY & RECREATION"	1398-46	04-01-2011	04-05-2011	SP S COMM SWIMMING POO	503.05	CAD	503.05	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	REPAIR
"PARKS, FORESTRY & RECREATION"	1413-65	04-13-2011	04-14-2011	WATER AND ICE NORTH AM	581.39	CAD	581.39	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	FLUSH KIT
"PARKS, FORESTRY & RECREATION"	1419-76	04-14-2011	04-18-2011	THE HOME DEPOT #7013	20.26	CAD	20.26	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5200	Home Supply Warehouse	GREEN TAPE
					"1,104.70"	CAD	"1,104.70"	CAD							
INFORMATION & TECHNOLOGY 	1429-33	04-25-2011	04-26-2011	HOOTSUITE MEDIA INC.	73.15	CAD	74.57	USD	4995	OTHER EXPENSES	IT2010	WEB COMPETENCY CTR	5968	Direct Marketing - Continuity/Subscripti	Hootsuite Pro Package a/c#4213512
					73.15	CAD	74.57	USD							
"PARKS, FORESTRY & RECREATION"	1417-65	04-13-2011	04-15-2011	CDN TIRE STORE #00654	189.17	CAD	189.17	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P09932	TRINITY-INSTRL	5200	Home Supply Warehouse	mini basketball nets preschool prgm
					189.17	CAD	189.17	CAD							
"PARKS, FORESTRY & RECREATION"	1423-68	04-19-2011	04-20-2011	VALLEYVIEW GARDENS HK	66.45	CAD	66.45	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00267	E-NORTH1-TURF&HORT	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1432-72	04-26-2011	04-28-2011	PIONEER REVERE 8008771	856.83	CAD	872.09	USD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00267	E-NORTH1-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	
					923.28	CAD	66.45	CAD							
							872.09	USD							
"PARKS, FORESTRY & RECREATION"	1406-89	03-18-2011	04-08-2011	TRIMATE ELECTRIC SUPPL	135.60	CAD	135.60	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	electrical tote bag
"PARKS, FORESTRY & RECREATION"	1410-47	04-11-2011	04-12-2011	NEDCO CTRL DIV. WESTBU	-287.02	CAD	-287.02	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	returned electrical starter&enclosure
"PARKS, FORESTRY & RECREATION"	1423-69	04-19-2011	04-20-2011	NEDCO CTRL DIV. WESTBU	79.09	CAD	79.09	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	"electrical:bushings,plier,connectors"
"PARKS, FORESTRY & RECREATION"	1425-88	04-20-2011	04-25-2011	BRAFASCO / ETOBICOKE	23.08	CAD	23.08	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	"electrical tape,nuflex 302 gen"
"PARKS, FORESTRY & RECREATION"	1435-76	04-28-2011	04-29-2011	NEDCO CTRL DIV. WESTBU	113.61	CAD	113.61	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	electrical supplies
"PARKS, FORESTRY & RECREATION"	1435-77	04-28-2011	04-29-2011	NEDCO CTRL DIV. WESTBU	142.52	CAD	142.52	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	electrical supplies
					206.88	CAD	206.88	CAD							
"PARKS, FORESTRY & RECREATION"	1417-66	04-14-2011	04-15-2011	PRICE CHOPPER #7984QPS	100.30	CAD	100.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NWDS-INSTRL	5411	"Grocery Stores, Supermarkets"	food for program
"PARKS, FORESTRY & RECREATION"	1424-62	04-20-2011	04-21-2011	STOCK TRANSPORTATION L	221.25	CAD	221.25	CAD	4580	RENTAL OF BUSES	P04335	NWOODS-H CAMP	4131	Bus Lines	bus rental for program
"PARKS, FORESTRY & RECREATION"	1435-78	04-28-2011	04-29-2011	PRICE CHOPPER #7984QPS	139.87	CAD	139.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09716	NWDS-INSTRL	5411	"Grocery Stores, Supermarkets"	food for program
					461.42	CAD	461.42	CAD							
"PARKS, FORESTRY & RECREATION"	1425-89	04-20-2011	04-25-2011	THE HOME DEPOT #7027	59.95	CAD	59.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P03651	TECH SERV. 2-FACILIT	5200	Home Supply Warehouse	JR HACKSAW
					59.95	CAD	59.95	CAD							
"PARKS, FORESTRY & RECREATION"	1396-67	04-01-2011	04-04-2011	TORONTO BOARD--BUS DEV	423.75	CAD	423.75	CAD	4414	ADVERTISING & PROMOTION	P10443	JJ PIEININNI-PGM SUP	8299	Educational Services	poster distribution
"PARKS, FORESTRY & RECREATION"	1400-69	04-05-2011	04-06-2011	STAPLES STORE #86	30.91	CAD	30.91	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10443	JJ PIEININNI-PGM SUP	5943	"Office, School Supply, and Stationery St"	cardstock
"PARKS, FORESTRY & RECREATION"	1400-70	04-05-2011	04-06-2011	STAPLES STORE #86	17.45	CAD	17.45	CAD	4815	COURIER SERVICES	P10443	JJ PIEININNI-PGM SUP	5943	"Office, School Supply, and Stationery St"	registered letter
"PARKS, FORESTRY & RECREATION"	1412-75	04-12-2011	04-13-2011	STAPLES STORE #86	17.45	CAD	17.45	CAD	4815	COURIER SERVICES	P10443	JJ PIEININNI-PGM SUP	5943	"Office, School Supply, and Stationery St"	registered letter
"PARKS, FORESTRY & RECREATION"	1419-77	04-17-2011	04-18-2011	STAPLES STORE #11	20.47	CAD	20.47	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10443	JJ PIEININNI-PGM SUP	5943	"Office, School Supply, and Stationery St"	filing boxes
					510.03	CAD	510.03	CAD							
TORONTO WATER	1420-65	04-18-2011	04-19-2011	LAWSON PRODUCTS INC	"1,918.21"	CAD	"1,918.21"	CAD	2710	GENERAL HARDWARE	WW1075	HCTP LIQUIDS TRT WA2	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
TORONTO WATER	1424-63	04-18-2011	04-21-2011	WURTH CANADA LIMITED/L	293.79	CAD	293.79	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1075	HCTP LIQUIDS TRT WA2	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES
TORONTO WATER	1424-64	04-19-2011	04-21-2011	THE HOME DEPOT #7107	97.85	CAD	97.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1075	HCTP LIQUIDS TRT WA2	5200	Home Supply Warehouse	SCREW
TORONTO WATER	1424-65	04-20-2011	04-21-2011	LAWSON PRODUCTS INC	600.71	CAD	600.71	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1075	HCTP LIQUIDS TRT WA2	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
					"2,910.56"	CAD	"2,910.56"	CAD							
TORONTO WATER	1413-66	04-13-2011	04-14-2011	CANADIAN BEARINGS #12#	5.11	CAD	5.11	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1062	HCTP PLANT SRVCS WA3	5533	"Automotive Parts, Accessories Stores"	0-RING
					5.11	CAD	5.11	CAD							
"PARKS, FORESTRY & RECREATION"	1398-47	04-01-2011	04-05-2011	NAPA SCARBOROUGH #136	64.34	CAD	64.34	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	oil filters
"PARKS, FORESTRY & RECREATION"	1406-90	04-06-2011	04-08-2011	NAPA SCARBOROUGH #136	52.22	CAD	52.22	CAD	2401	LUBRICANTS	P00272	E-SOUTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1410-48	04-08-2011	04-12-2011	NAPA SCARBOROUGH #136	81.56	CAD	81.56	CAD	2401	LUBRICANTS	P00272	E-SOUTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1424-66	04-19-2011	04-21-2011	NAPA SCARBOROUGH #136	68.78	CAD	68.78	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00272	E-SOUTH2-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	filters
"PARKS, FORESTRY & RECREATION"	1429-34	04-21-2011	04-26-2011	SAM TRUCK AND AUTO ELE	197.75	CAD	197.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00830	TECH SERV. 1-FLEET E	7531	Automotive Body and Repair Shops	alternator 12v. 70a
"PARKS, FORESTRY & RECREATION"	1435-79	04-27-2011	04-29-2011	NAPA SCARBOROUGH #136	79.53	CAD	79.53	CAD	2401	LUBRICANTS	P00267	E-NORTH1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	oil
					544.18	CAD	544.18	CAD							
"PARKS, FORESTRY & RECREATION"	1417-67	04-13-2011	04-15-2011	THE HOME DEPOT #7073	81.73	CAD	81.73	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P12148	JENNER J MARIE CC-PG	5200	Home Supply Warehouse	PHONE ACCESS
					81.73	CAD	81.73	CAD							
"PARKS, FORESTRY & RECREATION"	1393-83	03-30-2011	04-01-2011	PET VALU #98	71.12	CAD	71.12	CAD	2620	ANIMAL CARE SUPPLIES	P00114	CENTENNIAL-PLANT PRO	5995	Pet Shops - Pet Food and Supplies	pet food
"PARKS, FORESTRY & RECREATION"	1396-68	04-01-2011	04-04-2011	NATURAL INSECT CONTROL	227.70	CAD	227.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1404-90	04-04-2011	04-07-2011	PLANT WORLD LIMITED	123.00	CAD	123.00	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5261	Lawn and Garden Supply Stores	plants
"PARKS, FORESTRY & RECREATION"	1406-91	04-07-2011	04-08-2011	NATURAL INSECT CONTROL	257.36	CAD	257.36	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00114	CENTENNIAL-PLANT PRO	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1412-76	04-11-2011	04-13-2011	MOCON GREENHOUSES	800.89	CAD	800.89	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5193	"Florists Supplies, Nursery Stock, and Fl"	plants
"PARKS, FORESTRY & RECREATION"	1412-77	04-11-2011	04-13-2011	BALL SUPERIOR LTD	271.69	CAD	271.69	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5261	Lawn and Garden Supply Stores	plants
"PARKS, FORESTRY & RECREATION"	1417-68	04-14-2011	04-15-2011	NATURAL INSECT CONTROL	249.72	CAD	249.72	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00114	CENTENNIAL-PLANT PRO	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1419-78	04-15-2011	04-18-2011	NATURAL INSECT CONTROL	424.03	CAD	424.03	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1419-79	04-15-2011	04-18-2011	NATURAL INSECT CONTROL	356.52	CAD	356.52	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00113	ALLAN GDNS CONS-PLAN	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1419-80	04-14-2011	04-18-2011	VESEY'S	-31.53	CAD	-31.53	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5261	Lawn and Garden Supply Stores	Seed credit. P.E.I.
"PARKS, FORESTRY & RECREATION"	1425-90	04-20-2011	04-25-2011	BALL SUPERIOR LTD	763.43	CAD	763.43	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5261	Lawn and Garden Supply Stores	plants
"PARKS, FORESTRY & RECREATION"	1425-91	04-22-2011	04-25-2011	NATURAL INSECT CONTROL	205.93	CAD	205.93	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00114	CENTENNIAL-PLANT PRO	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1431-47	04-25-2011	04-27-2011	VESEY'S	79.04	CAD	79.04	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00117	HIGH PK-PLANT PROD	5261	Lawn and Garden Supply Stores	plants P.E.I.
					"3,798.90"	CAD	"3,798.90"	CAD							
"PARKS, FORESTRY & RECREATION"	1413-67	04-13-2011	04-14-2011	HARBOUR FRONT COMMUNIT	62.50	CAD	62.50	CAD	4590	RENTAL - OTHER	P12082	S-GEN-YD OPERN/STORE	8641	"Associations - Civic, Social, and Frater"	rental of dance studio
					62.50	CAD	62.50	CAD							
"PARKS, FORESTRY & RECREATION"	1400-71	04-04-2011	04-06-2011	THE HOME DEPOT #7001	200.35	CAD	200.35	CAD	2710	GENERAL HARDWARE	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	"1/4 GRAD, 90ft of chain"
"PARKS, FORESTRY & RECREATION"	1424-67	04-19-2011	04-21-2011	CDN TIRE STORE #00175	135.57	CAD	135.57	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00263	E-CENTRAL1-TURF&HORT	5200	Home Supply Warehouse	3 gardena watering wands
"PARKS, FORESTRY & RECREATION"	1425-92	04-21-2011	04-25-2011	ALPINE LAWN   GARDEN E	557.61	CAD	557.61	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00263	E-CENTRAL1-TURF&HORT	5261	Lawn and Garden Supply Stores	"parts, trim line, oil for line trimmers"
					893.53	CAD	893.53	CAD							
"PARKS, FORESTRY & RECREATION"	1408-104	04-06-2011	04-11-2011	BRODI SPECIALTY PRODUC	287.75	CAD	287.75	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES
"PARKS, FORESTRY & RECREATION"	1408-105	04-08-2011	04-11-2011	LAWSON PRODUCTS INC	154.87	CAD	154.87	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7399	Business Services - Not Elsewhere Classi	"DUST CAPS, SHOP SUPPLIES"
"PARKS, FORESTRY & RECREATION"	1412-78	04-12-2011	04-13-2011	ALPINE LAWN   GARDEN E	182.79	CAD	182.79	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00430	N-EAST-WINTER MAINT	5261	Lawn and Garden Supply Stores	BLADE
"PARKS, FORESTRY & RECREATION"	1423-70	04-19-2011	04-20-2011	LAWSON PRODUCTS INC	424.44	CAD	424.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00408	N-EAST-TURF&HORT	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
