Division 	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	Cost Centre / WBS Element 	Cost Centre/WBS Element Description 	G/L Account	G/L Account Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	1524-79	2011-06-26	2011-06-29	ZELLERS #437	158.87	CAD	158.87	CAD	P10443	JJ PIEININNI-PGM SUP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	supplies for an Area Summer Leader trng workshop
					158.87	CAD	158.87	CAD							
TORONTO WATER	1485-71	2011-06-01	2011-06-03	CDN TIRE STORE #00175	80.21	CAD	80.21	CAD	WW1075	HCTP LIQUIDS TRT WA2	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	"brush, scraper"
TORONTO WATER	1485-72	2011-06-02	2011-06-03	LAWSON PRODUCTS INC	132.66	CAD	132.66	CAD	WW1075	HCTP LIQUIDS TRT WA2	2710	GENERAL HARDWARE	7399	Business Services - Not Elsewhere Classi	"bolts, plugs"
TORONTO WATER	1494-69	2011-06-01	2011-06-08	WOLSELEY CDA INC-HUDSO	261.96	CAD	261.96	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	1711	"Air Conditioning, Heating, and Plumbing"	SHOP SUPPLIES
TORONTO WATER	1499-82	2011-06-09	2011-06-10	CANADIAN BEARINGS #12#	71.09	CAD	71.09	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5533	"Automotive Parts, Accessories Stores"	SHOP SUPPLIES
TORONTO WATER	1501-130	2011-06-09	2011-06-13	THE HOME DEPOT #7027	49.70	CAD	49.70	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	BLUE TANK-SHOP SUPPLIES
TORONTO WATER	1501-131	2011-06-09	2011-06-13	CDN TIRE STORE #00264	66.30	CAD	66.30	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	SHOP SUPPLIES
TORONTO WATER	1506-77	2011-06-14	2011-06-16	THE HOME DEPOT #7238	75.28	CAD	75.28	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5200	Home Supply Warehouse	SHIMS     -     SHOP SUPPLIES
TORONTO WATER	1506-78	2011-06-14	2011-06-16	BRAFASCO	151.73	CAD	151.73	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	SHOP SUPPLIES
TORONTO WATER	1506-79	2011-06-14	2011-06-16	"655 FINLEY AVENUE, UNI"	307.97	CAD	307.97	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	5074	Plumbing and Heating Equipment	SHOP SUPPLIES
TORONTO WATER	1515-61	2011-06-21	2011-06-22	LAWSON PRODUCTS INC	"1,005.10"	CAD	"1,005.10"	CAD	WW1075	HCTP LIQUIDS TRT WA2	2120	PARTS - MACHINERY & EQUIPMENT	7399	Business Services - Not Elsewhere Classi	SHOP SUPPLIES
					"2,202.00"	CAD	"2,202.00"	CAD							
TORONTO WATER	1485-73	2011-06-02	2011-06-03	ALPINE LAWN   GARDEN E	142.36	CAD	142.36	CAD	WW1062	HCTP PLANT SRVCS WA3	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	
TORONTO WATER	1523-79	2011-06-24	2011-06-28	ACKLANDS-GRAINGER INC	85.02	CAD	85.02	CAD	WW1062	HCTP PLANT SRVCS WA3	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	HST
TORONTO WATER	1523-80	2011-06-24	2011-06-28	CDN TIRE STORE #00427	157.54	CAD	157.54	CAD	WW1062	HCTP PLANT SRVCS WA3	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	BATTERIES
					384.92	CAD	384.92	CAD							
"PARKS, FORESTRY & RECREATION"	1482-71	2011-05-30	2011-06-01	C   S AUTO PARTS	195.21	CAD	195.21	CAD	P00830	TECH SERV. 1-FLEET E	3080	M & E - HAND TOOLS	5511	"Automobile and Truck Dealers - Sales, Se"	spotgun
"PARKS, FORESTRY & RECREATION"	1482-72	2011-05-31	2011-06-01	DTC INDUSTRIAL SALES L	135.55	CAD	135.55	CAD	P00214	E-CENTRAL-PKS MAINT/	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	hose
"PARKS, FORESTRY & RECREATION"	1494-70	2011-06-07	2011-06-08	DTC INDUSTRIAL SALES L	260.90	CAD	260.90	CAD	P00214	E-CENTRAL-PKS MAINT/	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	hoses
"PARKS, FORESTRY & RECREATION"	1497-69	2011-06-07	2011-06-09	NAPA SCARBOROUGH #136	90.15	CAD	90.15	CAD	P00272	E-SOUTH2-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-80	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	109.77	CAD	109.77	CAD	P00263	E-CENTRAL1-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-81	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	109.77	CAD	109.77	CAD	P00267	E-NORTH1-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-82	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	190.61	CAD	190.61	CAD	P00267	E-NORTH1-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-83	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	190.61	CAD	190.61	CAD	P00272	E-SOUTH2-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-84	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	190.61	CAD	190.61	CAD	P00263	E-CENTRAL1-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-85	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	307.81	CAD	307.81	CAD	P00268	E-NORTH2-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1509-86	2011-06-16	2011-06-17	SPAENAUR COUNTER SALES	313.47	CAD	313.47	CAD	P00214	E-CENTRAL-PKS MAINT/	2120	PARTS - MACHINERY & EQUIPMENT	5967	Direct Marketing - Inbound Telemarketing	Hardware
"PARKS, FORESTRY & RECREATION"	1509-87	2011-06-15	2011-06-17	NAPA SCARBOROUGH #136	-307.81	CAD	-307.81	CAD	P00268	E-NORTH2-TURF&HORT	2401	LUBRICANTS	5533	"Automotive Parts, Accessories Stores"	oil
"PARKS, FORESTRY & RECREATION"	1519-91	2011-06-23	2011-06-24	DRIVE PRODUCTS	20.96	CAD	20.96	CAD	P00267	E-NORTH1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5046	Commercial Equipment Not Elsewhere Class	gaskets
"PARKS, FORESTRY & RECREATION"	1521-96	2011-06-24	2011-06-27	WYLLIE WEBB CO. LIMITE	540.14	CAD	540.14	CAD	P00214	E-CENTRAL-PKS MAINT/	2120	PARTS - MACHINERY & EQUIPMENT	5941	Sporting Goods Stores	Tires
"PARKS, FORESTRY & RECREATION"	1527-98	2011-06-28	2011-06-30	NAPA SCARBOROUGH #136	10.16	CAD	10.16	CAD	P00214	E-CENTRAL-PKS MAINT/	2120	PARTS - MACHINERY & EQUIPMENT	5533	"Automotive Parts, Accessories Stores"	Weldbond
					"2,357.91"	CAD	"2,357.91"	CAD							
"PARKS, FORESTRY & RECREATION"	1488-106	2011-06-02	2011-06-06	CDN TIRE STORE #00459	22.55	CAD	22.55	CAD	P12148	JENNER J MARIE CC-PG	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5200	Home Supply Warehouse	ping pong balls
"PARKS, FORESTRY & RECREATION"	1488-107	2011-06-03	2011-06-06	WAL-MART #3159	132.02	CAD	132.02	CAD	P12147	JENNER J-COMM CTRS-O	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	camp training supplies
"PARKS, FORESTRY & RECREATION"	1501-132	2011-06-10	2011-06-13	WAL-MART #3159	168.88	CAD	168.88	CAD	P12147	JENNER J-COMM CTRS-O	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	camp training supplies
"PARKS, FORESTRY & RECREATION"	1505-65	2011-06-13	2011-06-15	WAL-MART #3159	58.51	CAD	58.51	CAD	P12147	JENNER J-COMM CTRS-O	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5411	"Grocery Stores, Supermarkets"	camp training supplies & materials
"PARKS, FORESTRY & RECREATION"	1505-66	2011-06-14	2011-06-15	JUST HOCKEY INC	28.24	CAD	28.24	CAD	P12148	JENNER J MARIE CC-PG	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5941	Sporting Goods Stores	hockey supplies
					410.20	CAD	410.20	CAD							
"PARKS, FORESTRY & RECREATION"	1494-71	2011-06-07	2011-06-08	NATURAL INSECT CONTROL	249.15	CAD	249.15	CAD	P00114	CENTENNIAL-PLANT PRO	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1499-83	2011-06-09	2011-06-10	NATURAL INSECT CONTROL	159.90	CAD	159.90	CAD	P00117	HIGH PK-PLANT PROD	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1509-88	2011-06-16	2011-06-17	NATURAL INSECT CONTROL	337.31	CAD	337.31	CAD	P00117	HIGH PK-PLANT PROD	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1509-89	2011-06-16	2011-06-17	NATURAL INSECT CONTROL	205.93	CAD	205.93	CAD	P00117	HIGH PK-PLANT PROD	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1513-69	2011-06-20	2011-06-21	NATURAL INSECT CONTROL	169.50	CAD	169.50	CAD	P00114	CENTENNIAL-PLANT PRO	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1515-62	2011-06-21	2011-06-22	NATURAL INSECT CONTROL	54.24	CAD	54.24	CAD	P00117	HIGH PK-PLANT PROD	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1519-92	2011-06-23	2011-06-24	NATURAL INSECT CONTROL	218.09	CAD	218.09	CAD	P00117	HIGH PK-PLANT PROD	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
"PARKS, FORESTRY & RECREATION"	1523-81	2011-06-27	2011-06-28	NATURAL INSECT CONTROL	243.52	CAD	243.52	CAD	P00113	ALLAN GDNS CONS-PLAN	2560	AGRICULTURE & BOTANICAL SUPPLIES	7342	Exterminating and Disinfecting Services	insects
					"1,637.64"	CAD	"1,637.64"	CAD							
"PARKS, FORESTRY & RECREATION"	1503-71	2011-06-10	2011-06-14	ABLE LOCK SERVICE LTD	122.04	CAD	122.04	CAD	P12082	S-GEN-YD OPERN/STORE	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	7393	"Detective Agencies, Protective Agencies,"	"removal of broken key from lock,cut keys"
					122.04	CAD	122.04	CAD							
"PARKS, FORESTRY & RECREATION"	1509-91	2011-06-15	2011-06-17	BRAFASCO / SCARBOROUGH	59.71	CAD	59.71	CAD	P00263	E-CENTRAL1-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	"hitch pins, washers"
"PARKS, FORESTRY & RECREATION"	1519-93	2011-06-22	2011-06-24	CDN TIRE STORE #00264	23.70	CAD	23.70	CAD	P00263	E-CENTRAL1-TURF&HORT	2715	PAINT SUPPLIES	5200	Home Supply Warehouse	spray paint for graffiti cover
					83.41	CAD	83.41	CAD							
"PARKS, FORESTRY & RECREATION"	1494-72	2011-06-06	2011-06-08	JWR ENT.	209.05	CAD	209.05	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5714	"Drapery, Upholstery, and Window Covering"	tie down straps
"PARKS, FORESTRY & RECREATION"	1505-67	2011-06-14	2011-06-15	STEELCASE TIRES N MAGS	634.22	CAD	634.22	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5532	Automotive Tire Stores	turf tires
"PARKS, FORESTRY & RECREATION"	1516-80	2011-06-21	2011-06-23	JWR ENT.	111.14	CAD	111.14	CAD	P00430	N-EAST-WINTER MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5714	"Drapery, Upholstery, and Window Covering"	shop tools
"PARKS, FORESTRY & RECREATION"	1523-82	2011-06-27	2011-06-28	STEELCASE TIRES N MAGS	830.01	CAD	830.01	CAD	P00430	N-EAST-WINTER MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5532	Automotive Tire Stores	turf tires
"PARKS, FORESTRY & RECREATION"	1524-80	2011-06-28	2011-06-29	HUTCHINSON FARM SUPPLY	293.02	CAD	293.02	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5599	"Miscellaneous Automotive, Aircraft, and"	parts
					"2,077.44"	CAD	"2,077.44"	CAD							
"PARKS, FORESTRY & RECREATION"	1515-63	2011-06-21	2011-06-22	THE CRAFT   HOBBY EMPO	198.94	CAD	198.94	CAD	P07325	EDITHVALE CC-PGM SUP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5970	"Artist Supply Stores, Craft Shops"	craft supplies
"PARKS, FORESTRY & RECREATION"	1515-64	2011-06-21	2011-06-22	THE CRAFT   HOBBY EMPO	167.82	CAD	167.82	CAD	P07325	EDITHVALE CC-PGM SUP	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5970	"Artist Supply Stores, Craft Shops"	craft supplies
					366.76	CAD	366.76	CAD							
SOLID WASTE MANAGEMENT	1485-74	2011-06-02	2011-06-03	CANTOL	961.01	CAD	961.01	CAD	SW0820	VICTORIA PARK TS OPE	2570	JANITORIAL SUPPLIES	2842	"Specialty Cleaning, Polishing, and Sanit"	
SOLID WASTE MANAGEMENT	1488-108	2011-06-03	2011-06-06	WAL-MART # 3000	19.18	CAD	19.18	CAD	SW0820	VICTORIA PARK TS OPE	2570	JANITORIAL SUPPLIES	5310	Discount Stores	
SOLID WASTE MANAGEMENT	1494-73	2011-06-06	2011-06-08	CDN TIRE STORE #00192	35.90	CAD	35.90	CAD	SW0820	VICTORIA PARK TS OPE	2590	EMERGENCY SERVICES SUPPLIES	5200	Home Supply Warehouse	
					"1,016.09"	CAD	"1,016.09"	CAD							
"PARKS, FORESTRY & RECREATION"	1492-58	2011-06-06	2011-06-07	ALPINE LAWN   GARDEN E	267.52	CAD	267.52	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	carb kits
"PARKS, FORESTRY & RECREATION"	1503-72	2011-06-13	2011-06-14	B E LARKIN EQUIPMENT L	605.47	CAD	605.47	CAD	P00430	N-EAST-WINTER MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	spin kits
"PARKS, FORESTRY & RECREATION"	1503-73	2011-06-13	2011-06-14	B E LARKIN EQUIPMENT L	490.21	CAD	490.21	CAD	P00415	N-WEST3-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	"pins,roller assm,gauges,shafts"
"PARKS, FORESTRY & RECREATION"	1503-74	2011-06-13	2011-06-14	HUTCHINSON FARM SUPPLY	99.39	CAD	99.39	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5599	"Miscellaneous Automotive, Aircraft, and"	links
"PARKS, FORESTRY & RECREATION"	1509-92	2011-06-16	2011-06-17	B E LARKIN EQUIPMENT L	981.73	CAD	981.73	CAD	P00408	N-EAST-TURF&HORT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	"pulleys,blades,keys"
"PARKS, FORESTRY & RECREATION"	1524-81	2011-06-28	2011-06-29	CHAMBERS   COOKE (1968	202.38	CAD	202.38	CAD	P00430	N-EAST-WINTER MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5085	Industrial Supplies Not Elsewhere Classi	hoses & fittings
"PARKS, FORESTRY & RECREATION"	1524-82	2011-06-28	2011-06-29	ALPINE LAWN   GARDEN E	76.18	CAD	76.18	CAD	P00430	N-EAST-WINTER MAINT	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	throttle cable
"PARKS, FORESTRY & RECREATION"	1527-99	2011-06-28	2011-06-30	CDN TIRE STORE #00192	56.49	CAD	56.49	CAD	P00430	N-EAST-WINTER MAINT	2665	PROTECTIVE CLOTHING	5200	Home Supply Warehouse	welding hat
					"2,779.37"	CAD	"2,779.37"	CAD							
"PARKS, FORESTRY & RECREATION"	1509-93	2011-06-16	2011-06-17	COUNTRY DEPOT #2066	17.88	CAD	17.88	CAD	P00021	C-FORESTRY GEN-PGM S	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	12lbs buckheat seed-High Park BMX restoration site
					17.88	CAD	17.88	CAD							
"PARKS, FORESTRY & RECREATION"	1484-84	2011-05-31	2011-06-02	CHAIN SAW CLINIC LTD	203.04	CAD	203.04	CAD	P07647	HUMBER VALLEY-OPERAT	2130	PARTS - MOBILE EQUIPMENT	5722	Household Appliance Stores	VARIOUS PARTS
"PARKS, FORESTRY & RECREATION"	1497-70	2011-06-07	2011-06-09	ALLTURF LTD.	168.65	CAD	168.65	CAD	P07647	HUMBER VALLEY-OPERAT	2120	PARTS - MACHINERY & EQUIPMENT	0780	Horticultural and Landscaping Services	"tine rhino 5"" mount dia. 1/2"", tine pre.solid deep"
"PARKS, FORESTRY & RECREATION"	1506-80	2011-06-14	2011-06-16	CDN TIRE STORE #00119	110.15	CAD	110.15	CAD	P07647	HUMBER VALLEY-OPERAT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	"stnly fmx, knife, tripod, meter, etc"
"PARKS, FORESTRY & RECREATION"	1509-94	2011-06-15	2011-06-17	ALLTURF LTD.	858.80	CAD	858.80	CAD	P07647	HUMBER VALLEY-OPERAT	3010	M & E - AGRICULTURAL & BOTANICAL	0780	Horticultural and Landscaping Services	"flexstake, hole cutter"
"PARKS, FORESTRY & RECREATION"	1511-102	2011-06-17	2011-06-20	PRECISION TURF TECHNOL	525.02	CAD	525.02	CAD	P07647	HUMBER VALLEY-OPERAT	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	"calibration container, gauge kit, cal. stopwatch,"
"PARKS, FORESTRY & RECREATION"	1515-65	2011-06-20	2011-06-22	CDN TIRE STORE #00119	127.53	CAD	127.53	CAD	P07647	HUMBER VALLEY-OPERAT	2535	PLUMBING SUPPLIES	5200	Home Supply Warehouse	"draino, plunge it, rubberhos"
"PARKS, FORESTRY & RECREATION"	1521-97	2011-06-24	2011-06-27	TURF CARE	288.74	CAD	288.74	CAD	P07647	HUMBER VALLEY-OPERAT	2120	PARTS - MACHINERY & EQUIPMENT	5261	Lawn and Garden Supply Stores	"exhaust, element filter"
"PARKS, FORESTRY & RECREATION"	1523-83	2011-06-23	2011-06-28	RONA # 55130	381.94	CAD	381.94	CAD	P07647	HUMBER VALLEY-OPERAT	2710	GENERAL HARDWARE	5251	Hardware Stores	standard hose- vacuum
"PARKS, FORESTRY & RECREATION"	1523-84	2011-06-27	2011-06-28	PRECISION TURF TECHNOL	374.05	CAD	374.05	CAD	P07647	HUMBER VALLEY-OPERAT	3010	M & E - AGRICULTURAL & BOTANICAL	5261	Lawn and Garden Supply Stores	"backpack sprayer, ball valve, adapter"
"PARKS, FORESTRY & RECREATION"	1523-85	2011-06-27	2011-06-28	PRECISION TURF TECHNOL	186.45	CAD	186.45	CAD	P07647	HUMBER VALLEY-OPERAT	3040	M & E - RECREATIONAL & EDUCATIONAL	5261	Lawn and Garden Supply Stores	instal & test new radar gun
"PARKS, FORESTRY & RECREATION"	1527-100	2011-06-28	2011-06-30	THE HOME DEPOT #7002	236.17	CAD	236.17	CAD	P07647	HUMBER VALLEY-OPERAT	2710	GENERAL HARDWARE	5200	Home Supply Warehouse	HOSE
"PARKS, FORESTRY & RECREATION"	1527-101	2011-06-28	2011-06-30	RONA # 55130	-157.07	CAD	-157.07	CAD	P07647	HUMBER VALLEY-OPERAT	2710	GENERAL HARDWARE	5251	Hardware Stores	standard hose- vacuum
					"3,303.47"	CAD	"3,303.47"	CAD							
"PARKS, FORESTRY & RECREATION"	1499-84	2011-06-08	2011-06-10	CURRY'S MISSISSAUGA	31.31	CAD	31.31	CAD	P05109	NORSEMAN CS-SUMR CAM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5970	"Artist Supply Stores, Craft Shops"	gel pens
"PARKS, FORESTRY & RECREATION"	1509-95	2011-06-15	2011-06-17	WAL-MART # 3031	371.89	CAD	371.89	CAD	P05109	NORSEMAN CS-SUMR CAM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	5310	Discount Stores	Camp supplies
"PARKS, FORESTRY & RECREATION"	1511-103	2011-06-17	2011-06-20	TDSB-PURCHASING	136.33	CAD	136.33	CAD	P05109	NORSEMAN CS-SUMR CAM	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	8299	Educational Services	Camp supplies
					539.53	CAD	539.53	CAD							
"PARKS, FORESTRY & RECREATION"	1482-73	2011-05-31	2011-06-01	SHERIDAN NURSERIES MIS	117.43	CAD	117.43	CAD	P00516	HIGH PK-PGM SUPP	2560	AGRICULTURE & BOTANICAL SUPPLIES	5261	Lawn and Garden Supply Stores	PLANTS
"PARKS, FORESTRY & RECREATION"	1485-75	2011-06-01	2011-06-03	THE HOME DEPOT #7013	87.94	CAD	87.94	CAD	P00516	HIGH PK-PGM SUPP	2775	ASPHALT	5200	Home Supply Warehouse	ASPH. REPAIR
"PARKS, FORESTRY & RECREATION"	1492-59	2011-06-02	2011-06-07	LOCK-UP SERVICES INC.	226.45	CAD	226.45	CAD	P00516	HIGH PK-PGM SUPP	4463	CONTRACTED SERVICES - LOCKING SYSTEMS	7393	"Detective Agencies, Protective Agencies,"	emergency lock repair
"PARKS, FORESTRY & RECREATION"	1499-85	2011-06-09	2011-06-10	LEE VALLEY TOOLS 800-2	216.50	CAD	216.50	CAD	P00516	HIGH PK-PGM SUPP	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	various gardening items
"PARKS, FORESTRY & RECREATION"	1499-86	2011-06-09	2011-06-10	JAY'S GROCERY AND GARD	355.71	CAD	355.71	CAD	P12547	PS-OPER-MAIN-WATER	2999	MISCELLANEOUS MATERIALS & SUPPLIES	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1501-133	2011-06-09	2011-06-13	ALPACA XPRESSIOINS	165.55	CAD	165.55	CAD	P00516	HIGH PK-PGM SUPP	2620	ANIMAL CARE SUPPLIES	5691	Men's and Women's Clothing Stores	harness
"PARKS, FORESTRY & RECREATION"	1513-70	2011-06-20	2011-06-21	LEE VALLEY TOOLS 800-2	264.99	CAD	264.99	CAD	P00516	HIGH PK-PGM SUPP	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	various gardening items
"PARKS, FORESTRY & RECREATION"	1513-71	2011-06-20	2011-06-21	ROTBLOTT'S DISCOUNT WH	132.56	CAD	132.56	CAD	P00516	HIGH PK-PGM SUPP	2710	GENERAL HARDWARE	5251	Hardware Stores	"batteries,bungle cord"
"PARKS, FORESTRY & RECREATION"	1519-94	2011-06-21	2011-06-24	LOCK-UP SERVICES INC.	5.42	CAD	5.42	CAD	P00516	HIGH PK-PGM SUPP	2730	LOCKS	7393	"Detective Agencies, Protective Agencies,"	keys
"PARKS, FORESTRY & RECREATION"	1523-86	2011-06-27	2011-06-28	VALLEYVIEW GARDENS HK	90.31	CAD	90.31	CAD	P00516	HIGH PK-PGM SUPP	2560	AGRICULTURE & BOTANICAL SUPPLIES	5261	Lawn and Garden Supply Stores	plant materials
					"1,662.86"	CAD	"1,662.86"	CAD							
"PARKS, FORESTRY & RECREATION"	1482-74	2011-05-30	2011-06-01	CDN TIRE STORE #00182	45.19	CAD	45.19	CAD	P00898	KIPLING YD-PKS CONST	3080	M & E - HAND TOOLS	5200	Home Supply Warehouse	battery charger
"PARKS, FORESTRY & RECREATION"	1513-72	2011-06-20	2011-06-21	WWW SAFETY SUPPLIES CA	385.91	CAD	385.91	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5039	Construction Materials Not Elsewhere Cla	
"PARKS, FORESTRY & RECREATION"	1519-95	2011-06-23	2011-06-24	STAPLES STORE #86	45.16	CAD	45.16	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5943	"Office, School Supply, and Stationery St"	
"PARKS, FORESTRY & RECREATION"	1521-98	2011-06-24	2011-06-27	LAKESHORE LUMBER	859.16	CAD	859.16	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1521-99	2011-06-24	2011-06-27	KOOY BROS LAWN	225.90	CAD	225.90	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5261	Lawn and Garden Supply Stores	
"PARKS, FORESTRY & RECREATION"	1523-87	2011-06-27	2011-06-28	LAKESHORE LUMBER	952.19	CAD	952.19	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5251	Hardware Stores	
"PARKS, FORESTRY & RECREATION"	1527-102	2011-06-28	2011-06-30	BRAFASCO / VAUGHAN	180.06	CAD	180.06	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5085	Industrial Supplies Not Elsewhere Classi	
"PARKS, FORESTRY & RECREATION"	1527-103	2011-06-28	2011-06-30	ANGELO'S ELECTRIC LTD	118.42	CAD	118.42	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	7629	"Appliance Repair Shops, Electrical and S"	
"PARKS, FORESTRY & RECREATION"	1527-104	2011-06-29	2011-06-30	AUTOMOTIVE TOOLS	563.87	CAD	563.87	CAD	P00898	KIPLING YD-PKS CONST	2560	AGRICULTURE & BOTANICAL SUPPLIES	5533	"Automotive Parts, Accessories Stores"	
					"3,375.86"	CAD	"3,375.86"	CAD							
