Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre/WBS Element	Cost Centre/WBS Element Discriprion	Merchant Type	Merchant type description	Purpose
"PARKS, FORESTRY & RECREATION"	1386-73	03-24-2011	03-28-2011	RONA # 55140	483.64	CAD	483.64	CAD	2110	PARTS - FURNITURE & FIXTURES	P07645	DENTONIA-OPERATIONS	5251	Hardware Stores	
					797.50	CAD	797.50	CAD							
EMERGENCY MEDICAL SERVICES	1354-94	03-04-2011	03-07-2011	EMS CHIEFS OF CANADA.	131.25	CAD	131.25	CAD	4760	MEMBERSHIP FEES	B15020	DIVISIONAL CHARGES	8699	"Organizations, Membership - Not Elsewher"	ANNUAL MEMBERSHIP
EMERGENCY MEDICAL SERVICES	1381-58	03-19-2011	03-23-2011	CARRIAGE TRADE CLEANIN	46.75	CAD	46.75	CAD	4419	LAUNDRY SERVICES	B15020	DIVISIONAL CHARGES	7216	Dry Cleaners	UNIFORM CLEANING
EMERGENCY MEDICAL SERVICES	1390-57	03-29-2011	03-30-2011	IMPARK LOT 00090075QPS	10.50	CAD	10.50	CAD	4770	PARKING EXPENSES (INTOWN)	B15020	DIVISIONAL CHARGES	7523	Automobile Parking Lots and Garages	PARKING - MOH MEETING
					188.50	CAD	188.50	CAD							
"PARKS, FORESTRY & RECREATION"	1348-67	02-28-2011	03-02-2011	THE HOME DEPOT #7106	62.73	CAD	62.73	CAD	2110	PARTS - FURNITURE & FIXTURES	P00155	TOR ISLANDS-TURF&HOR	5200	Home Supply Warehouse	NUTS
"PARKS, FORESTRY & RECREATION"	1383-43	03-23-2011	03-24-2011	WILCOX SIGN COMPANY	124.30	CAD	124.30	CAD	2792	"BANNERS, FLAGS & SIGNS"	P00155	TOR ISLANDS-TURF&HOR	2741	Miscellaneous Publishing and Printing	plaque
					187.03	CAD	187.03	CAD							
"PARKS, FORESTRY & RECREATION"	1348-68	03-01-2011	03-02-2011	LOBLAW SUPERMARKET #10	20.48	CAD	20.48	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12024	METRO TRACK/FIELD-SP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1356-71	03-04-2011	03-08-2011	FAST SIGNS	679.70	CAD	679.70	CAD	2792	"BANNERS, FLAGS & SIGNS"	P12024	METRO TRACK/FIELD-SP	7311	Advertising Services	portable sign & acrylic sign
"PARKS, FORESTRY & RECREATION"	1377-107	03-18-2011	03-21-2011	ALL COVER PORTABLE SYS	203.40	CAD	203.40	CAD	4590	RENTAL - OTHER	P12024	METRO TRACK/FIELD-SP	7542	Car Washes	portable fencing for indoor throwing area
"PARKS, FORESTRY & RECREATION"	1377-108	03-19-2011	03-21-2011	WINNERS 309	73.39	CAD	73.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12024	METRO TRACK/FIELD-SP	5651	Family Clothing Stores	file folders/stands
"PARKS, FORESTRY & RECREATION"	1379-55	03-18-2011	03-22-2011	C + G GLASS + MIRROR L	723.20	CAD	723.20	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12024	METRO TRACK/FIELD-SP	5231	"Glass, Paint, Wallpaper Stores"	mirror for weight room wall
"PARKS, FORESTRY & RECREATION"	1379-56	03-21-2011	03-22-2011	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	P12024	METRO TRACK/FIELD-SP	7523	Automobile Parking Lots and Garages	
"PARKS, FORESTRY & RECREATION"	1379-57	03-21-2011	03-22-2011	TORONTO PARKING AUTHOR	7.50	CAD	7.50	CAD	4770	PARKING EXPENSES (INTOWN)	P12024	METRO TRACK/FIELD-SP	7523	Automobile Parking Lots and Garages	
"PARKS, FORESTRY & RECREATION"	1381-59	03-22-2011	03-23-2011	STAPLES BUSINESS DEPOT	86.77	CAD	86.77	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12024	METRO TRACK/FIELD-SP	5943	"Office, School Supply, and Stationery St"	"laminate sheets, shredder"
"PARKS, FORESTRY & RECREATION"	1383-44	03-22-2011	03-24-2011	CDN TIRE STORE #00460	59.48	CAD	59.48	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SP	5200	Home Supply Warehouse	"moth balls, leaf bags"
"PARKS, FORESTRY & RECREATION"	1392-86	03-29-2011	03-31-2011	WAL-MART	62.35	CAD	62.35	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P12024	METRO TRACK/FIELD-SP	5310	Discount Stores	"binders, batteries"
					"1,923.77"	CAD	"1,923.77"	CAD							
"PARKS, FORESTRY & RECREATION"	1367-133	03-11-2011	03-14-2011	LONG   MCQUADE LIMITED	166.69	CAD	166.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10310	FALSTAFF-PGM SUPP	7399	Business Services - Not Elsewhere Classi	music instruments
"PARKS, FORESTRY & RECREATION"	1369-65	03-14-2011	03-15-2011	THE CRAFT   HOBBY EMPO	261.12	CAD	261.12	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P10310	FALSTAFF-PGM SUPP	5970	"Artist Supply Stores, Craft Shops"	"paper, chalk, glue, markers, pencils, staples"
"PARKS, FORESTRY & RECREATION"	1371-67	03-14-2011	03-16-2011	WAL-MART SUPERCENTE	215.26	CAD	215.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10310	FALSTAFF-PGM SUPP	5310	Discount Stores	
"PARKS, FORESTRY & RECREATION"	1384-42	03-24-2011	03-25-2011	KEYSTONE SPORTS	158.20	CAD	158.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10310	FALSTAFF-PGM SUPP	7997	"Clubs - Country Clubs, Membership (Athle"	york kettle bells
					801.27	CAD	801.27	CAD							
"PARKS, FORESTRY & RECREATION"	1354-95	03-03-2011	03-07-2011	SAYAL ELECTRONICS (TOR	41.64	CAD	41.64	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P10301	DON MILLS ARENA-PGM	5732	Electronic Sales	
"PARKS, FORESTRY & RECREATION"	1373-92	03-16-2011	03-17-2011	RCSS 1077	139.40	CAD	139.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10301	DON MILLS ARENA-PGM	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1373-93	03-16-2011	03-17-2011	BIZ DEPOT PLUS	169.50	CAD	169.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13123	HOLIDYCAMP-DMILLSCIV	7299	Other Services (Not Elsewhere Classified	
"PARKS, FORESTRY & RECREATION"	1373-94	03-16-2011	03-17-2011	O'CONNOR BOWL	432.50	CAD	432.50	CAD	4118	TICKETS AND ADMISSION FEES	P10301	DON MILLS ARENA-PGM	7933	Bowling Alleys	
					783.04	CAD	783.04	CAD							
SOLID WASTE MANAGEMENT	1349-58	03-01-2011	03-03-2011	CDN TIRE STORE #00653	84.89	CAD	84.89	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW308-10-05	KEELE VALLEY	5200	Home Supply Warehouse	"Vicegrips, screwdriver, soap, gas cans"
SOLID WASTE MANAGEMENT	1361-65	03-08-2011	03-09-2011	LOWES #02632*	39.47	CAD	39.47	CAD	2520	GROUND WATER MONITORING - SUPPLIES	CSW309-11-05	KEELE VALLEY	5200	Home Supply Warehouse	"24"" WRECKING BAR"
SOLID WASTE MANAGEMENT	1365-67	03-09-2011	03-11-2011	CDN TIRE STORE #00653	37.10	CAD	37.10	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW309-11-05	KEELE VALLEY	5200	Home Supply Warehouse	"V-belts, cleaner"
SOLID WASTE MANAGEMENT	1388-67	03-25-2011	03-29-2011	BRAFASCO/CONCORD	72.01	CAD	72.01	CAD	2485	SUPPLIES - GAS/ODOUR CONTROL	CSW309-11-05	KEELE VALLEY	5085	Industrial Supplies Not Elsewhere Classi	
					233.47	CAD	233.47	CAD							
"PARKS, FORESTRY & RECREATION"	1348-69	03-01-2011	03-02-2011	LOCK-UP SERVICES INC.	13.56	CAD	13.56	CAD	2730	LOCKS	P12786	KIPLING YD-S-FAC&MEC	7393	"Detective Agencies, Protective Agencies,"	
"PARKS, FORESTRY & RECREATION"	1383-45	03-23-2011	03-24-2011	NEDCO CTRL DIV. WESTBU	30.41	CAD	30.41	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-lock for breakers
"PARKS, FORESTRY & RECREATION"	1383-46	03-23-2011	03-24-2011	NEDCO CTRL DIV. WESTBU	3.91	CAD	3.91	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-1lb plug duxseal
"PARKS, FORESTRY & RECREATION"	1384-43	03-24-2011	03-25-2011	PAUL WOLF ELECTRIC   L	102.32	CAD	102.32	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-6V 36W combo heads
"PARKS, FORESTRY & RECREATION"	1386-74	03-25-2011	03-28-2011	PAUL WOLF ELECTRIC   L	79.22	CAD	79.22	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-2x4 louver 1/2 styrene
"PARKS, FORESTRY & RECREATION"	1390-58	03-29-2011	03-30-2011	PAUL WOLF ELECTRIC   L	68.07	CAD	68.07	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-2x4 troffer 4L 120-277v
"PARKS, FORESTRY & RECREATION"	1392-87	03-30-2011	03-31-2011	PAUL WOLF ELECTRIC   L	199.38	CAD	199.38	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	"misc electrical supplies-32W Octron,320Pulse Start"
"PARKS, FORESTRY & RECREATION"	1392-88	03-30-2011	03-31-2011	PAUL WOLF ELECTRIC   L	51.82	CAD	51.82	CAD	2575	ELECTRICAL SUPPLIES	P12786	KIPLING YD-S-FAC&MEC	5065	Electrical Parts and Equipment	misc electrical supplies-2x4 troffer 4L 120-277v
					548.69	CAD	548.69	CAD							
"PARKS, FORESTRY & RECREATION"	1349-59	03-02-2011	03-03-2011	NOFRILLS CARLO'S 705	119.17	CAD	119.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	
"PARKS, FORESTRY & RECREATION"	1354-96	03-05-2011	03-07-2011	FORTINO'S #51      QPS	18.95	CAD	18.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	cooking supplies
"PARKS, FORESTRY & RECREATION"	1354-97	03-05-2011	03-07-2011	RCSS WESTON 2800	117.75	CAD	117.75	CAD	2750	CARM STFNO-PGM SUPP	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	lunch for dance recital participants
"PARKS, FORESTRY & RECREATION"	1367-134	03-11-2011	03-14-2011	RINX	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P06715	CARM STFNO-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	admission deposit
"PARKS, FORESTRY & RECREATION"	1367-135	03-12-2011	03-14-2011	NOFRILLS CARLO'S 705	31.53	CAD	31.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5411	"Grocery Stores, Supermarkets"	cooking supplies
"PARKS, FORESTRY & RECREATION"	1371-68	03-14-2011	03-16-2011	WAL-MART SUPERCENTE	194.08	CAD	194.08	CAD	2600	CARM STFNO-PGM SUPP	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1377-109	03-18-2011	03-21-2011	DOLLAR GIANT #47	29.69	CAD	29.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	march break program supplies
"PARKS, FORESTRY & RECREATION"	1377-110	03-18-2011	03-21-2011	WAL-MART	27.05	CAD	27.05	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	programs/march break pictures
"PARKS, FORESTRY & RECREATION"	1377-111	03-18-2011	03-21-2011	RINX	597.50	CAD	597.50	CAD	4118	TICKETS AND ADMISSION FEES	P06715	CARM STFNO-PGM SUPP	7996	"Amusement Parks, Carnivals, Circuses, Fo"	trip admission fees
"PARKS, FORESTRY & RECREATION"	1381-60	03-22-2011	03-23-2011	LAIDLAW TRANSIT#1035 E	235.27	CAD	235.27	CAD	4580	RENTAL OF BUSES	P06715	CARM STFNO-PGM SUPP	4131	Bus Lines	trip transportation
"PARKS, FORESTRY & RECREATION"	1384-44	03-24-2011	03-25-2011	MICHAELS #3933	68.64	CAD	68.64	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	craft supplies
"PARKS, FORESTRY & RECREATION"	1386-75	03-24-2011	03-28-2011	WAL-MART SUPERCENTE	45.20	CAD	45.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	cooking supplies
"PARKS, FORESTRY & RECREATION"	1392-89	03-29-2011	03-31-2011	WAL-MART SUPERCENTE	11.27	CAD	11.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06715	CARM STFNO-PGM SUPP	5310	Discount Stores	preschool calendar
					"1,596.10"	CAD	"1,596.10"	CAD							
"PARKS, FORESTRY & RECREATION"	1354-98	03-04-2011	03-07-2011	METRO#853	135.60	CAD	135.60	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P03511	STEPHEN LEACOCK CC-P	5411	"Grocery Stores, Supermarkets"	flowers dance rectial
"PARKS, FORESTRY & RECREATION"	1354-99	03-04-2011	03-07-2011	LONG   MCQUADE LIMITED	5.65	CAD	5.65	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P03511	STEPHEN LEACOCK CC-P	7399	Business Services - Not Elsewhere Classi	rental ofspeaker cord
					141.25	CAD	141.25	CAD							
TRANSPORTATION SERVICES 	1348-70	03-01-2011	03-02-2011	BATTLEFIELD EQUIPMENT	574.43	CAD	574.43	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	TP0333	"RW EXPRESSWAY-D1,A1"	5712	"Equipment, Furniture, and Home Furnishin"	rental of vehicle equipment
TRANSPORTATION SERVICES 	1361-66	03-07-2011	03-09-2011	TRADEMARK OIL LIMITED	574.49	CAD	574.49	CAD	4820	BUSINESS MEETING EXPENSES	TP0333	"RW EXPRESSWAY-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	drum of kerosene
TRANSPORTATION SERVICES 	1361-67	03-08-2011	03-09-2011	ELECTRO SONIC INC.	85.44	CAD	85.44	CAD	2575	ELECTRICAL SUPPLIES	TP0333	"RW EXPRESSWAY-D1,A1"	5732	Electronic Sales	eledtrical supplies
TRANSPORTATION SERVICES 	1371-69	03-14-2011	03-16-2011	TRADEMARK OIL LIMITED	-647.94	CAD	-647.94	CAD	2499	OTHER CHEMICALS	TP0333	"RW EXPRESSWAY-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	drum of kerosene - refund
TRANSPORTATION SERVICES 	1375-79	03-11-2011	03-18-2011	STINSON EQUIPMENT LTD	456.45	CAD	456.45	CAD	2575	ELECTRICAL SUPPLIES	TP0333	"RW EXPRESSWAY-D1,A1"	5712	"Equipment, Furniture, and Home Furnishin"	eledtrical supplies
TRANSPORTATION SERVICES 	1381-61	03-21-2011	03-23-2011	ONEIDA EQUIPMENT LTD	"1,779.75"	CAD	"1,779.75"	CAD	3080	M & E - HAND TOOLS	TP0333	"RW EXPRESSWAY-D1,A1"	5712	"Equipment, Furniture, and Home Furnishin"	hand tools
TRANSPORTATION SERVICES 	1383-47	03-21-2011	03-24-2011	C   S AUTO PARTS	664.79	CAD	664.79	CAD	2575	ELECTRICAL SUPPLIES	TP0333	"RW EXPRESSWAY-D1,A1"	5511	"Automobile and Truck Dealers - Sales, Se"	eledtrical supplies
TRANSPORTATION SERVICES 	1383-48	03-23-2011	03-24-2011	PRICE CHOPPER #7869QPS	22.92	CAD	22.92	CAD	2741	KITCHEN SUPPLIES	TP0111	"RW MGMT & OH-D1,A1"	5411	"Grocery Stores, Supermarkets"	water for H&S Recognition Lunch
TRANSPORTATION SERVICES 	1383-49	03-22-2011	03-24-2011	C   S AUTO PARTS	-88.54	CAD	-88.54	CAD	4406	CONTRACTED SERVICES - OFFICE EQUIPMENT	TP0333	"RW EXPRESSWAY-D1,A1"	5511	"Automobile and Truck Dealers - Sales, Se"	system test for equipment
					"3,421.79"	CAD	"3,421.79"	CAD							
"PARKS, FORESTRY & RECREATION"	1351-59	03-03-2011	03-04-2011	LONG   MCQUADE	75.71	CAD	75.71	CAD	4590	RENTAL - OTHER	P06452	ELMS CS-ARTS-VISL/PE	7399	Business Services - Not Elsewhere Classi	rental sound system
"PARKS, FORESTRY & RECREATION"	1354-100	03-03-2011	03-07-2011	PARTY PACKAGERS	84.18	CAD	84.18	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06452	ELMS CS-ARTS-VISL/PE	5999	Miscellaneous and Specialty Retail Store	balloons for special event
"PARKS, FORESTRY & RECREATION"	1354-101	03-04-2011	03-07-2011	STAPLES STORE #1	22.49	CAD	22.49	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06452	ELMS CS-ARTS-VISL/PE	5943	"Office, School Supply, and Stationery St"	special events certificate
"PARKS, FORESTRY & RECREATION"	1354-102	03-04-2011	03-07-2011	WAL-MART SUPERCENTE	163.36	CAD	163.36	CAD	2750	ELMS CS-ARTS-VISL/PE	P06452	ELMS CS-ARTS-VISL/PE	5310	Discount Stores	food supplies special event
"PARKS, FORESTRY & RECREATION"	1354-103	03-04-2011	03-07-2011	WAL-MART SUPERCENTE	28.19	CAD	28.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P11828	ELMS CS-PGM SUPP	5310	Discount Stores	office supplies
"PARKS, FORESTRY & RECREATION"	1356-72	03-04-2011	03-08-2011	PARTY PACKAGERS	15.55	CAD	15.55	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06452	ELMS CS-ARTS-VISL/PE	5999	Miscellaneous and Specialty Retail Store	black & silver napkins for special events
"PARKS, FORESTRY & RECREATION"	1356-73	03-04-2011	03-08-2011	PARTY PACKAGERS	108.23	CAD	108.23	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P06452	ELMS CS-ARTS-VISL/PE	5999	Miscellaneous and Specialty Retail Store	special events decorations
"PARKS, FORESTRY & RECREATION"	1367-136	03-13-2011	03-14-2011	RCSS WESTON 2800	88.57	CAD	88.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04926	ELMS CS-H CAMP	5411	"Grocery Stores, Supermarkets"	march break camp supplies
"PARKS, FORESTRY & RECREATION"	1377-112	03-18-2011	03-21-2011	FITNESS 4 SUCCESS	519.80	CAD	519.80	CAD	4118	TICKETS AND ADMISSION FEES	P04926	ELMS CS-H CAMP	7298	Health and Beauty Spas	march break camp admissions
"PARKS, FORESTRY & RECREATION"	1377-113	03-18-2011	03-21-2011	REXDALE BOWLERAMA	202.50	CAD	202.50	CAD	4118	TICKETS AND ADMISSION FEES	P04926	ELMS CS-H CAMP	7933	Bowling Alleys	march break camp admissions
"PARKS, FORESTRY & RECREATION"	1384-45	03-24-2011	03-25-2011	FOOD BASICS #689	82.69	CAD	82.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11828	ELMS CS-PGM SUPP	5411	"Grocery Stores, Supermarkets"	facility session supplies
"PARKS, FORESTRY & RECREATION"	1384-46	03-24-2011	03-25-2011	ALL MASTER EQUIPMENT	49.83	CAD	49.83	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P10037	ELMS CS-INSTRL	5699	Accessory  and Apparel Stores - Miscella	tae kwan do belts
"PARKS, FORESTRY & RECREATION"	1392-90	03-30-2011	03-31-2011	FOOD BASICS #689   QPS	30.77	CAD	30.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02115	ELMS CS-SOCIAL PGM	5411	"Grocery Stores, Supermarkets"	kitchen supplies
					"1,471.87"	CAD	"1,471.87"	CAD							
EMERGENCY MEDICAL SERVICES	1367-137	03-11-2011	03-14-2011	GTAA T1-POF	56.00	CAD	56.00	CAD	4220	BUSINESS TRAV - GROUND TRANSPORTATION	B24100	QUALITY REVIEW  SVCS	7523	Automobile Parking Lots and Garages	"PARKING AT AIRPORT - THUNDER BAY MARCH 10-11, 2011"
					56.00	CAD	56.00	CAD							
"PARKS, FORESTRY & RECREATION"	1351-60	03-02-2011	03-04-2011	LE PAPILLON	135.60	CAD	135.60	CAD	4995	OTHER EXPENSES	P12082	S-GEN-YD OPERN/STORE	7216	Dry Cleaners	cleaning/repair santa suits
"PARKS, FORESTRY & RECREATION"	1354-104	03-03-2011	03-07-2011	MISTER CHEMICAL LTD	107.12	CAD	107.12	CAD	2570	JANITORIAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5169	Chemicals and Allied Products Not Elsewh	hand cream
"PARKS, FORESTRY & RECREATION"	1363-60	03-07-2011	03-10-2011	BUNNING SPLICING RIGGI	268.94	CAD	268.94	CAD	2710	GENERAL HARDWARE	P12082	S-GEN-YD OPERN/STORE	4457	Boat Leases and Boat Rentals	security chain
"PARKS, FORESTRY & RECREATION"	1373-95	03-16-2011	03-17-2011	CUSTOM DOOR   LOCK SER	991.09	CAD	991.09	CAD	2730	LOCKS	P12082	S-GEN-YD OPERN/STORE	5533	"Automotive Parts, Accessories Stores"	"security keys, keyed alike"
"PARKS, FORESTRY & RECREATION"	1386-76	03-24-2011	03-28-2011	PUROLATOR 17605619	131.01	CAD	131.01	CAD	4815	COURIER SERVICES	P00068	S-CENTRAL-PRUNING/RE	4215	"Courier Services - Air & Ground, Freight"	projector repair
"PARKS, FORESTRY & RECREATION"	1386-77	03-25-2011	03-28-2011	TENAQUIP LIMITED	800.44	CAD	800.44	CAD	3065	M & E - PLANT & GARAGE	P12082	S-GEN-YD OPERN/STORE	5251	Hardware Stores	propane cabinet
"PARKS, FORESTRY & RECREATION"	1392-91	03-30-2011	03-31-2011	DUPLICOM BUSINESS PROD	316.12	CAD	316.12	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00068	S-CENTRAL-PRUNING/RE	5943	"Office, School Supply, and Stationery St"	projector repair
"PARKS, FORESTRY & RECREATION"	1392-92	03-30-2011	03-31-2011	CUSTOM DOOR   LOCK SER	306.46	CAD	306.46	CAD	2730	LOCKS	P12082	S-GEN-YD OPERN/STORE	5533	"Automotive Parts, Accessories Stores"	padlocks for CanBike
					"3,056.78"	CAD	"3,056.78"	CAD							
"PARKS, FORESTRY & RECREATION"	1346-61	02-28-2011	03-01-2011	IKEA NORTH YORK	62.03	CAD	62.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10187	C-REC SUPER3-PGM SUP	5712	"Equipment, Furniture, and Home Furnishin"	
"PARKS, FORESTRY & RECREATION"	1354-105	03-04-2011	03-07-2011	TELUS MOBILITY #8160	67.78	CAD	67.78	CAD	3020	M & E - COMMUNICATIONS	P10187	C-REC SUPER3-PGM SUP	4812	Telecommunication Equipment Including Te	headset bluetooth for blackberries
					129.81	CAD	129.81	CAD							
TORONTO WATER	1384-47	03-24-2011	03-25-2011	IKEA ETOBICOKE	224.87	CAD	224.87	CAD	3310	FURNISHINGS	WW4009	ENV ADMIN SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	desk (140X)
					224.87	CAD	224.87	CAD							
"PARKS, FORESTRY & RECREATION"	1354-106	03-06-2011	03-07-2011	WATER AND ICE NORTH AM	609.52	CAD	609.52	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	tiger shark repair
"PARKS, FORESTRY & RECREATION"	1361-68	03-08-2011	03-09-2011	WATER AND ICE NORTH AM	586.92	CAD	586.92	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	"idler bearing, drive track,drive bearing,adapter"
"PARKS, FORESTRY & RECREATION"	1367-138	03-13-2011	03-14-2011	WATER AND ICE NORTH AM	768.76	CAD	768.76	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	"pump head,connecting nut for use @ Olympium"
"PARKS, FORESTRY & RECREATION"	1377-114	03-18-2011	03-21-2011	J.J. DOWNS INDUSTRIAL	124.30	CAD	124.30	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5085	Industrial Supplies Not Elsewhere Classi	pool valves
"PARKS, FORESTRY & RECREATION"	1377-115	03-20-2011	03-21-2011	WATER AND ICE NORTH AM	384.37	CAD	384.37	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5996	Swimming Pools - Sales and Supplies	"impeller screw,relief valve, test kit"
"PARKS, FORESTRY & RECREATION"	1388-68	03-25-2011	03-29-2011	J.J. DOWNS INDUSTRIAL	181.93	CAD	181.93	CAD	2535	PLUMBING SUPPLIES	P08627	W-Y O/D POOL-OPS	5085	Industrial Supplies Not Elsewhere Classi	pool valve & accessories
					"2,655.80"	CAD	"2,655.80"	CAD							
INFORMATION & TECHNOLOGY 	1377-116	03-20-2011	03-21-2011	YAHOO  *FLICKR PRO US	48.49	CAD	47.99	USD	4813	INTERNET	IT2010	WEB COMPETENCY CTR	7395	"Photo Developing, Photofinishing Laborat"	Renewal of Flickr Pro a/c for 2 yr to 3/17/2013
INFORMATION & TECHNOLOGY 	1381-62	03-22-2011	03-23-2011	THE SOURCE 5180	33.89	CAD	33.89	CAD	4995	OTHER EXPENSES	IT2010	WEB COMPETENCY CTR	5732	Electronic Sales	Blackberry Wall Charger
INFORMATION & TECHNOLOGY 	1386-78	03-25-2011	03-28-2011	HOOTSUITE MEDIA INC.	74.80	CAD	74.57	USD	4995	OTHER EXPENSES	IT2010	WEB COMPETENCY CTR	5968	Direct Marketing - Continuity/Subscripti	Hootsuite Pro Package a/c#4213512
					157.18	CAD	33.89	CAD							
							122.56	USD							
SOLID WASTE MANAGEMENT	1375-80	03-16-2011	03-18-2011	CDN TIRE STORE #00030	214.69	CAD	214.69	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW0800	BERMONDSEY TS OPER	5200	Home Supply Warehouse	microwave for employees lunchroom
					214.69	CAD	214.69	CAD							
"PARKS, FORESTRY & RECREATION"	1346-62	02-25-2011	03-01-2011	SUPREME SPORTS INC	306.68	CAD	306.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09932	TRINITY-INSTRL	5941	Sporting Goods Stores	
					306.68	CAD	306.68	CAD							
PUBLIC HEALTH	1346-63	02-25-2011	03-01-2011	THE BAY #1546	113.00	CAD	113.00	CAD	2825	DENTAL SUPPLIES	PH3601	DENTAL HLTH CITYWIDE	5311	Department Stores	DENTAL SUPPLIES
