Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Transaction Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1285-60	01-14-2011	01-18-2011	NAPA SCARBOROUGH #136	405.17	CAD	405.17	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1286-76	01-17-2011	01-19-2011	CDN TIRE STORE #00459	96.08	CAD	96.08	CAD	2710	GENERAL HARDWARE	P00409	N-EAST1-TURF&HORT	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1296-51	01-24-2011	01-26-2011	NAPA SCARBOROUGH #136	43.48	CAD	43.48	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1296-52	01-25-2011	01-26-2011	STATEINDUSTRIAL  CA	711.90	CAD	711.90	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	FREIGHT	
					"2,315.78"	CAD	"2,315.78"	CAD								
"PARKS, FORESTRY & RECREATION"	1302-123	01-27-2011	01-31-2011	SOBEYS #876        QPS	46.80	CAD	46.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06674	STEPHEN LEACOCK-PGM	5411	"Grocery Stores, Supermarkets"		
					46.80	CAD	46.80	CAD								
TRANPORTATION 	1263-31	12-31-2010	01-04-2011	CDN TIRE STORE #00427	57.58	CAD	57.58	CAD	2710	GENERAL HARDWARE	TP0219	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse		
					57.58	CAD	57.58	CAD								
LEGAL SERVICES	1264-75	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1264-76	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1264-77	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1264-78	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1264-79	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-128	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-129	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-130	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-131	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-132	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-133	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	0.50	CAD	0.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-134	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-135	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-136	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-137	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	5.50	CAD	5.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-138	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-139	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-140	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-141	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	11.00	CAD	11.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-142	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-143	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-144	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1271-145	01-06-2011	01-07-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-102	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-103	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-104	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1281-170	01-13-2011	01-14-2011	TERANET TORONTO ROSCO	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1281-171	01-13-2011	01-14-2011	TERANET TORONTO ROSCO	25.00	CAD	25.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1283-194	01-14-2011	01-17-2011	TERANET TORONTO ROSCO	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1283-195	01-14-2011	01-17-2011	TERANET TORONTO ROSCO	7.00	CAD	7.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1286-147	01-18-2011	01-19-2011	TERANET TORONTO ROSCO	24.00	CAD	24.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1286-148	01-18-2011	01-19-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1286-149	01-18-2011	01-19-2011	TERANET TORONTO ROSCO	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1286-150	01-18-2011	01-19-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1290-128	01-20-2011	01-21-2011	TERANET TORONTO ROSCO	32.00	CAD	32.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1290-129	01-20-2011	01-21-2011	TERANET TORONTO ROSCO	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1290-130	01-20-2011	01-21-2011	TERANET TORONTO ROSCO	50.00	CAD	50.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1290-131	01-20-2011	01-21-2011	TERANET TORONTO ROSCO	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1294-113	01-24-2011	01-25-2011	TERANET TORONTO ROSCO	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1297-139	01-26-2011	01-27-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1297-140	01-26-2011	01-27-2011	TERANET TORONTO ROSCO	28.00	CAD	28.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1297-141	01-26-2011	01-27-2011	TERANET TORONTO ROSCO	3.50	CAD	3.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-177	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-178	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-179	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-180	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-181	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-182	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-183	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-184	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-185	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	49.00	CAD	49.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-186	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	-1.00	CAD	-1.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1302-187	01-28-2011	01-31-2011	TERANET TORONTO ROSCO	-8.00	CAD	-8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
					509.50	CAD	509.50	CAD								
TORONTO WATER	1277-144	01-11-2011	01-12-2011	LOWES #02494*	112.98	CAD	112.98	CAD	2710	GENERAL HARDWARE	WW3010	SANI O&M EAST SRVS M	5200	Home Supply Warehouse	DELUXE EDGEGUARD BROADCAST SPREAD	
TORONTO WATER	1283-138	01-14-2011	01-17-2011	FEDEX TRADE NETWORKS	46.15	CAD	46.15	CAD	2535	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	WW3010	SANI O&M EAST SRVS M	7299	Other Services (Not Elsewhere Classified	Brokerage fees	
TORONTO WATER	1286-113	01-17-2011	01-19-2011	PREMIER A / V SALES LI	141.25	CAD	141.25	CAD	3020	M & E - COMMUNICATIONS	PW3012	O&M EAST SRV MTC&RPR	5732	Electronic Sales		
					300.38	CAD	300.38	CAD								
TORONTO WATER	1290-78	01-20-2011	01-21-2011	TECHSTREET	576.17	CAD	560.48	USD	2120	PARTS - MACHINERY & EQUIPMENT	PW1000	HARRIS PLANT ADM SUP	8299	Educational Services		
TORONTO WATER	1296-70	01-25-2011	01-26-2011	TECHSTREET	39.40	CAD	38.42	USD	2120	PARTS - MACHINERY & EQUIPMENT	PW1000	HARRIS PLANT ADM SUP	8299	Educational Services		
TORONTO WATER	1296-71	01-25-2011	01-26-2011	TECHSTREET	179.60	CAD	175.15	USD	2120	PARTS - MACHINERY & EQUIPMENT	PW1000	HARRIS PLANT ADM SUP	8299	Educational Services		
					795.17	CAD	774.05	USD								
TORONTO WATER	1275-57	01-11-2011	01-11-2011	AVENUE INDUSTRIAL SUPP	614.49	CAD	614.49	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1020	WS SYSTEM CONTROL WO	5969	Direct Marketing - Other Direct Marketer	LKR 12X18X72 GRAY	
TORONTO WATER	1275-58	01-11-2011	01-11-2011	AVENUE INDUSTRIAL SUPP	614.50	CAD	614.50	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1020	WS SYSTEM CONTROL WO	5969	Direct Marketing - Other Direct Marketer	LKR 12X18X72 GRAY	
TORONTO WATER	1275-59	01-11-2011	01-11-2011	AVENUE INDUSTRIAL SUPP	"-1,228.99"	CAD	"-1,228.99"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1020	WS SYSTEM CONTROL WO	5969	Direct Marketing - Other Direct Marketer	LKR 12X18X72 GRAY - REFUND	
					0.00	CAD	0.00	CAD								
"PARKS, FORESTRY & RECREATION"	1264-90	01-04-2011	01-05-2011	LOBLAWS #1066	57.31	CAD	57.31	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1264-91	01-04-2011	01-05-2011	LOBLAWS #1066      QPS	19.46	CAD	19.46	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1273-200	01-07-2011	01-10-2011	LOBLAWS #1066      QPS	47.06	CAD	47.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1279-198	01-12-2011	01-13-2011	OUR KIDS PUBLICATIONS	450.00	CAD	450.00	CAD	4414	ADVERTISING & PROMOTION	P05011	ETOBICOKE CIVIC CTR-	7311	Advertising Services		
"PARKS, FORESTRY & RECREATION"	1279-199	01-12-2011	01-13-2011	OUR KIDS PUBLICATIONS	380.00	CAD	380.00	CAD	4414	ADVERTISING & PROMOTION	P05011	ETOBICOKE CIVIC CTR-	7311	Advertising Services		
"PARKS, FORESTRY & RECREATION"	1279-200	01-12-2011	01-13-2011	OUR KIDS PUBLICATIONS	230.50	CAD	230.50	CAD	4414	ADVERTISING & PROMOTION	P05011	ETOBICOKE CIVIC CTR-	7311	Advertising Services		
"PARKS, FORESTRY & RECREATION"	1283-224	01-15-2011	01-17-2011	FABRICLAND DISTRIBUTOR	152.11	CAD	152.11	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-	5949	"Fabric, Needlework, Piece Goods, and Sew"		
"PARKS, FORESTRY & RECREATION"	1294-124	01-24-2011	01-25-2011	LOBLAWS #1066      QPS	15.83	CAD	15.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1294-125	01-24-2011	01-25-2011	NO FRILLS TONY   KATHY	74.72	CAD	74.72	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1300-157	01-26-2011	01-28-2011	WAL-MART	55.88	CAD	55.88	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-	5310	Discount Stores		
"PARKS, FORESTRY & RECREATION"	1300-158	01-27-2011	01-28-2011	NO FRILL'S #1306   QPS	26.84	CAD	26.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05011	ETOBICOKE CIVIC CTR-	5411	"Grocery Stores, Supermarkets"		
"PARKS, FORESTRY & RECREATION"	1302-221	01-28-2011	01-31-2011	CINEPLEX  7260     QPS	63.75	CAD	63.75	CAD	4118	TICKETS AND ADMISSION FEES	P05011	ETOBICOKE CIVIC CTR-	7832	Motion Picture Theaters		
					"1,573.46"	CAD	"1,573.46"	CAD								
TORONTO WATER	1263-20	12-30-2010	01-04-2011	MISTER SAFETY SHOES IN	121.98	CAD	121.98	CAD	2665	PROTECTIVE CLOTHING	PW1018	WS CENTRAL WORK AREA	5661	Shoe Stores	LINED OVERALL	
TORONTO WATER	1263-21	12-30-2010	01-04-2011	J.J. DOWNS INDUSTRIAL	950.41	CAD	950.41	CAD	2535	PLUMBING SUPPLIES	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	KEELE RESIDENCE ANALYZER	
TORONTO WATER	1273-48	01-06-2011	01-10-2011	J.J. DOWNS INDUSTRIAL	58.94	CAD	58.94	CAD	2535	GST MUSH REBATE RECEIVABLE-AUTOMATIC POS	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	Plumbing supplies	
TORONTO WATER	1283-46	01-13-2011	01-17-2011	J.J. DOWNS INDUSTRIAL	57.52	CAD	57.52	CAD	2575	ELECTRICAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	Adapters and sockets	
TORONTO WATER	1302-53	01-27-2011	01-31-2011	THE HOME DEPOT #7114	26.92	CAD	26.92	CAD	2535	PLUMBING SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	BALL VALVE	
					"1,215.77"	CAD	"1,215.77"	CAD								
"PARKS, FORESTRY & RECREATION"	1288-43	01-19-2011	01-20-2011	CONCORD HARDWARE LIMIT	266.73	CAD	266.73	CAD	2710	GENERAL HARDWARE	P00853	ALNESS YD-TRADES	5251	Hardware Stores		
					266.73	CAD	266.73	CAD								
ECONOMIC DEVELOPMENT & CULTURE	1281-109	01-13-2011	01-14-2011	ECONOMIC DEVELOPERS	180.80	CAD	180.80	CAD	4760	MEMBERSHIP FEES	SE0012	TOURISM TORONTO	8699	"Organizations, Membership - Not Elsewher"	EDCO membership fee	
					180.80	CAD	180.80	CAD								
"PARKS, FORESTRY & RECREATION"	1273-52	01-06-2011	01-10-2011	CDN TIRE STORE #00654	5.64	CAD	5.64	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00497	S-CENTRAL1-PKS MAINT	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1288-42	01-19-2011	01-20-2011	CUSTOM DOOR   LOCK SER	9.04	CAD	9.04	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00497	S-CENTRAL1-PKS MAINT	5533	"Automotive Parts, Accessories Stores"		
"PARKS, FORESTRY & RECREATION"	1300-49	01-26-2011	01-28-2011	NOBLE TRADE 52170	13.63	CAD	13.63	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00497	S-CENTRAL1-PKS MAINT	5251	Hardware Stores		
					28.31	CAD	28.31	CAD								
TORONTO WATER	1263-26	12-29-2010	01-04-2011	ABLE O  RINGS   SEALS	181.01	CAD	181.01	CAD	2535	PLUMBING SUPPLIES	WW1177	HTP SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	Plumbing supplies	
TORONTO WATER	1263-27	12-30-2010	01-04-2011	BRAFASCO / ETOBICOKE	33.90	CAD	33.90	CAD	2535	PLUMBING SUPPLIES	WW1177	HTP SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	Plumbing supplies	
TORONTO WATER	1271-43	01-05-2011	01-07-2011	CBS EQUIPMENT	50.38	CAD	50.38	CAD	2120	PARTS - MACHINERY & EQUIPMENT	WW1177	HTP SOLIDS	5046	Commercial Equipment Not Elsewhere Class	Oil seals	
TORONTO WATER	1288-47	01-18-2011	01-20-2011	BRAFASCO / ETOBICOKE	73.68	CAD	73.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	WW1177	HTP SOLIDS	5085	Industrial Supplies Not Elsewhere Classi	"3/8 x 3"" Wedge Anchors"	
					338.97	CAD	338.97	CAD								
TORONTO WATER	1283-21	01-14-2011	01-17-2011	IMPARKMTROCTR0 0111 11	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW4013	PW FAC TECH TRAINING	7523	Automobile Parking Lots and Garages		
TORONTO WATER	1292-19	01-21-2011	01-24-2011	IMPARKMTROCTR0 0111 11	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW4013	PW FAC TECH TRAINING	7523	Automobile Parking Lots and Garages		
TORONTO WATER	1292-20	01-21-2011	01-24-2011	PRECISE PARKLINK   QPS	16.00	CAD	16.00	CAD	4770	PARKING EXPENSES (INTOWN)	PW4013	PW FAC TECH TRAINING	7523	Automobile Parking Lots and Garages		
					47.00	CAD	47.00	CAD								
"PARKS, FORESTRY & RECREATION"	1283-200	01-13-2011	01-17-2011	CDN TIRE STORE #00192	37.02	CAD	37.02	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1285-118	01-17-2011	01-18-2011	LINEMAN'S TESTING LAB	45.77	CAD	45.77	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors		
"PARKS, FORESTRY & RECREATION"	1285-119	01-17-2011	01-18-2011	POWERTRADE ELECTRIC LT	139.34	CAD	139.34	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors		
"PARKS, FORESTRY & RECREATION"	1294-116	01-21-2011	01-25-2011	CDN TIRE STORE #00126	22.59	CAD	22.59	CAD	2130	PARTS - MOBILE EQUIPMENT	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse		
"PARKS, FORESTRY & RECREATION"	1297-145	01-25-2011	01-27-2011	POWERTRADE ELECTRIC LT	219.57	CAD	219.57	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1731	Electrical Contractors		
"PARKS, FORESTRY & RECREATION"	1302-194	01-27-2011	01-31-2011	THE HOME DEPOT #7078	134.44	CAD	134.44	CAD	2570	JANITORIAL SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	TROLLEY	
					598.73	CAD	598.73	CAD								
LEGAL SERVICES	1264-46	01-04-2011	01-05-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1269-78	01-05-2011	01-06-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1269-79	01-05-2011	01-06-2011	TERANET TORONTO ROSCO	16.00	CAD	16.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-84	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-85	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	17.00	CAD	17.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1275-86	01-10-2011	01-11-2011	TERANET TORONTO ROSCO	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1277-172	01-11-2011	01-12-2011	TERANET TORONTO ROSCO	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1277-173	01-11-2011	01-12-2011	TERANET TORONTO ROSCO	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
LEGAL SERVICES	1279-129	01-12-2011	01-13-2011	TERANET TORONTO ROSCO	19.50	CAD	19.50	CAD	4827	ONLINE SERVICES FEES	LL0005	REAL ESTATE-CITY HAL	7375	Information Retrieval Services		
