Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx. Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose
FACILITIES MANAGEMENT 	1710-83	11-01-2011	11-02-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1710-84	11-01-2011	11-02-2011	TERANET EXPRESS	20.00	CAD	20.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1710-85	11-01-2011	11-02-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1713-94	11-02-2011	11-03-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1713-95	11-02-2011	11-03-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1713-96	11-02-2011	11-03-2011	TERANET EXPRESS	4.50	CAD	4.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1717-134	11-04-2011	11-07-2011	TERANET EXPRESS	17.00	CAD	17.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1717-135	11-04-2011	11-07-2011	TERANET EXPRESS	26.00	CAD	26.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1718-71	11-07-2011	11-08-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1723-85	11-08-2011	11-09-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1727-119	11-10-2011	11-14-2011	TERANET EXPRESS	32.00	CAD	32.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1727-120	11-10-2011	11-14-2011	TERANET EXPRESS	18.50	CAD	18.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1737-132	11-18-2011	11-21-2011	TERANET EXPRESS	16.00	CAD	16.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1737-133	11-18-2011	11-21-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1739-70	11-21-2011	11-22-2011	TERANET EXPRESS	52.50	CAD	52.50	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
FACILITIES MANAGEMENT 	1740-83	11-22-2011	11-23-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4136	REGISTRAR FEES	FA0121	AD-APPRAISAL & CONSU	9222	Fines	TITLE SEARCHES
					252.50	CAD	252.50	CAD							
"PARKS, FORESTRY & RECREATION"	1715-79	11-03-2011	11-04-2011	METRO #493	64.32	CAD	64.32	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11394	ANCASTER-SOC PGM	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM
"PARKS, FORESTRY & RECREATION"	1737-134	11-18-2011	11-21-2011	THE HOME DEPOT #7129	136.37	CAD	136.37	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09732	ANCASTER-PLAY PGMS	5200	Home Supply Warehouse	*****
					200.69	CAD	200.69	CAD							
LEGAL SERVICES	1718-72	11-07-2011	11-08-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL0007	LITIGATN-GEN-CITY HA	9222	Fines	Title Searches
LEGAL SERVICES	1718-73	11-07-2011	11-08-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1718-74	11-07-2011	11-08-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1718-75	11-07-2011	11-08-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1718-76	11-07-2011	11-08-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1718-77	11-07-2011	11-08-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1723-86	11-08-2011	11-09-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL9606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1723-87	11-08-2011	11-09-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1723-88	11-08-2011	11-09-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1723-89	11-08-2011	11-09-2011	TERANET EXPRESS	44.00	CAD	44.00	CAD	4827	ONLINE SERVICES FEES	LL5402	CITY PLANNING	9222	Fines	Title Searches
LEGAL SERVICES	1723-90	11-08-2011	11-09-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5403	MUNICIPAL LICENSING	9222	Fines	Title Searches
LEGAL SERVICES	1723-91	11-08-2011	11-09-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5402	CITY PLANNING	9222	Fines	Title Searches
LEGAL SERVICES	1723-92	11-08-2011	11-09-2011	TERANET EXPRESS	5.00	CAD	5.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1723-93	11-08-2011	11-09-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1727-121	11-10-2011	11-14-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1727-122	11-10-2011	11-14-2011	TERANET EXPRESS	1.00	CAD	1.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1727-123	11-10-2011	11-14-2011	TERANET EXPRESS	10.00	CAD	10.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1727-124	11-10-2011	11-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1727-125	11-10-2011	11-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1727-126	11-10-2011	11-14-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1727-127	11-10-2011	11-14-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1727-128	11-10-2011	11-14-2011	TERANET EXPRESS	4.50	CAD	4.50	CAD	4827	ONLINE SERVICES FEES	LL0004	PLNG&DEV-METRO HALL	9222	Fines	Title Searches
LEGAL SERVICES	1731-69	11-15-2011	11-16-2011	TERANET EXPRESS	18.00	CAD	18.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1731-70	11-15-2011	11-16-2011	TERANET EXPRESS	4.00	CAD	4.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1733-88	11-16-2011	11-17-2011	TERANET EXPRESS	12.00	CAD	12.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVCS & EMP	9222	Fines	Title Searches
LEGAL SERVICES	1733-89	11-16-2011	11-17-2011	TERANET EXPRESS	13.00	CAD	13.00	CAD	4827	ONLINE SERVICES FEES	LL5204	SOCIAL SERVCS & EMP	9222	Fines	Title Searches
LEGAL SERVICES	1734-97	11-17-2011	11-18-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1734-98	11-17-2011	11-18-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1734-99	11-17-2011	11-18-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-100	11-17-2011	11-18-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1734-101	11-17-2011	11-18-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1737-135	11-18-2011	11-21-2011	TERANET EXPRESS	6.50	CAD	6.50	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1740-84	11-22-2011	11-23-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1740-85	11-22-2011	11-23-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1740-86	11-22-2011	11-23-2011	TERANET EXPRESS	9.50	CAD	9.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1740-87	11-22-2011	11-23-2011	TERANET EXPRESS	10.50	CAD	10.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1743-89	11-23-2011	11-24-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1743-90	11-23-2011	11-24-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1743-91	11-23-2011	11-24-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1743-92	11-23-2011	11-24-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1743-93	11-23-2011	11-24-2011	TERANET EXPRESS	33.00	CAD	33.00	CAD	4827	ONLINE SERVICES FEES	LL5606	FAC & REAL ESTATE	9222	Fines	Title Searches
LEGAL SERVICES	1743-94	11-23-2011	11-24-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1743-95	11-23-2011	11-24-2011	TERANET EXPRESS	2.00	CAD	2.00	CAD	4827	ONLINE SERVICES FEES	LL5401	BUILDING	9222	Fines	Title Searches
LEGAL SERVICES	1747-117	11-25-2011	11-28-2011	TERANET EXPRESS	8.00	CAD	8.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1747-118	11-25-2011	11-28-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1747-119	11-25-2011	11-28-2011	TERANET EXPRESS	1.50	CAD	1.50	CAD	4827	ONLINE SERVICES FEES	LL5502	FIRE SERVICES	9222	Fines	Title Searches
LEGAL SERVICES	1747-120	11-25-2011	11-28-2011	TERANET EXPRESS	9.00	CAD	9.00	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	Title Searches
LEGAL SERVICES	1747-121	11-25-2011	11-28-2011	TERANET EXPRESS	3.00	CAD	3.00	CAD	4827	ONLINE SERVICES FEES	LL5708	CLAIMS  MCLARENS  AC	9222	Fines	Title Searches
					428.00	CAD	428.00	CAD							
"PARKS, FORESTRY & RECREATION"	1709-78	10-28-2011	11-01-2011	ABSOLUTE DOLLAR	10.17	CAD	10.17	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5310	Discount Stores	OFFICE SUPPLIES
"PARKS, FORESTRY & RECREATION"	1710-86	10-29-2011	11-02-2011	ABSOLUTE DOLLAR	9.04	CAD	9.04	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02138	THISTLETOWN-SOCIAL P	5310	Discount Stores	HALLOWEEN PARTY SUPPLIES
"PARKS, FORESTRY & RECREATION"	1718-78	11-07-2011	11-08-2011	RCSS MILTON #2810	37.80	CAD	37.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5411	"Grocery Stores, Supermarkets"	PICTURE DEVELOPING/HALLOWEEN COSTUMES
"PARKS, FORESTRY & RECREATION"	1718-79	11-07-2011	11-08-2011	MICHAELS #3952	82.42	CAD	82.42	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02138	THISTLETOWN-SOCIAL P	5945	"Game, Toy, and Hobby Shops"	ACRYLIC PAINTS/WATER COLOUR PAPER
"PARKS, FORESTRY & RECREATION"	1734-102	11-17-2011	11-18-2011	STAPLES STORE #227	50.29	CAD	50.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5943	"Office, School Supply, and Stationery St"	LOG BOOK FOR 2012
"PARKS, FORESTRY & RECREATION"	1737-136	11-17-2011	11-21-2011	WAL-MART #1000	21.43	CAD	21.43	CAD	2570	JANITORIAL SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5411	"Grocery Stores, Supermarkets"	JUICE & PA DAY SUPPLEIS FOR TASC
"PARKS, FORESTRY & RECREATION"	1737-137	11-18-2011	11-21-2011	ORIENTAL TRADING CO	199.20	CAD	186.78	USD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5964	Direct Marketing - Catalog Merchants	*****
"PARKS, FORESTRY & RECREATION"	1737-138	11-19-2011	11-21-2011	SANDYLION WAREHOUSE OU	40.78	CAD	40.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07746	THISTLETOWN-PGM SUPP	5945	"Game, Toy, and Hobby Shops"	STICKERS FOR PROGRAMS
"PARKS, FORESTRY & RECREATION"	1740-88	11-22-2011	11-23-2011	RCSS MILTON #2810	147.23	CAD	147.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07746	THISTLETOWN-PGM SUPP	5411	"Grocery Stores, Supermarkets"	TASC SNACK
"PARKS, FORESTRY & RECREATION"	1751-108	11-29-2011	11-30-2011	UPS*703449170	30.45	CAD	30.45	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07746	THISTLETOWN-PGM SUPP	4214	"Motor Freight Carriers, Trucking - Local"	IMPORT CHARGES FOR ORIENTAL TRADING
					628.81	CAD	429.61	CAD							
							186.78	USD							
"PARKS, FORESTRY & RECREATION"	1723-94	11-07-2011	11-09-2011	SPLASHABLES	163.68	CAD	163.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02926	ELMS POOL-PGM SUPP	5996	Swimming Pools - Sales and Supplies	"VBLOCK BRACKET, FITNESS MAT"
					163.68	CAD	163.68	CAD							
"PARKS, FORESTRY & RECREATION"	1715-80	11-03-2011	11-04-2011	RCSS SCARBOROUGH #2809	27.80	CAD	27.80	CAD	2750	MISCELLANEOUS MATERIALS & SUPPLIES	P10636	SCAR CIVIC CTR-SPEC	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR ADAPTED COOKING CLASS
"PARKS, FORESTRY & RECREATION"	1727-129	11-10-2011	11-14-2011	RCSS SCARBOROUGH #2809	37.62	CAD	37.62	CAD	2750	MISCELLANEOUS MATERIALS & SUPPLIES	P10636	SCAR CIVIC CTR-SPEC	5411	"Grocery Stores, Supermarkets"	*****
"PARKS, FORESTRY & RECREATION"	1734-103	11-17-2011	11-18-2011	RCSS SCARBOROUGH #2809	21.64	CAD	21.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10636	SCAR CIVIC CTR-SPEC	5411	"Grocery Stores, Supermarkets"	FOOD FOR JR CHEFS IN TRAINING PROGRAM
"PARKS, FORESTRY & RECREATION"	1745-95	11-24-2011	11-25-2011	RCSS SCARBOROUGH #2809	23.99	CAD	23.99	CAD	2750	MISCELLANEOUS MATERIALS & SUPPLIES	P10636	SCAR CIVIC CTR-SPEC	5411	"Grocery Stores, Supermarkets"	*****
					111.05	CAD	111.05	CAD							
"PARKS, FORESTRY & RECREATION"	1713-97	11-02-2011	11-03-2011	PDP - HANGAR	60.00	CAD	60.00	CAD	4118	TICKETS AND ADMISSION FEES	P02858	N-C-YOUTH-SP NEEDS	7032	Recreational and Sporting Camps	ADMISSION FEES-LEARNING FOR LIFE PARTICIPANT
"PARKS, FORESTRY & RECREATION"	1715-81	11-02-2011	11-04-2011	WAL-MART # 3145	49.45	CAD	49.45	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11377	OAKDALE CC-PGM SUPP	5411	"Grocery Stores, Supermarkets"	ART SUPPLIES - TAKE KIDS TO WORK DAY
"PARKS, FORESTRY & RECREATION"	1727-130	11-10-2011	11-14-2011	ADI COMPUTERS INC.	22.60	CAD	22.60	CAD	2575	ELECTRICAL SUPPLIES	P10325	OAKDALE CC-PGM SUPP	5734	Computer Software Stores	EXTENSION CORDS
"PARKS, FORESTRY & RECREATION"	1727-131	11-10-2011	11-14-2011	PRICE CHOPPER #7964QPS	35.85	CAD	35.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD - LEARNING FOR LIFE PROGRAM
"PARKS, FORESTRY & RECREATION"	1731-71	11-15-2011	11-16-2011	PRICE CHOPPER #7984QPS	25.38	CAD	25.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD - LEARNING FOR LIFE PROGRAM
"PARKS, FORESTRY & RECREATION"	1737-139	11-18-2011	11-21-2011	WAL-MART # 3145	60.75	CAD	60.75	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	DISPOSABLE CAMERAS - LEARNING FOR LIFE PROGRAM
"PARKS, FORESTRY & RECREATION"	1745-96	11-24-2011	11-25-2011	PRICE CHOPPER #7964QPS	21.70	CAD	21.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P02858	N-C-YOUTH-SP NEEDS	5411	"Grocery Stores, Supermarkets"	FOOD - LEARNING FOR LIFE PROGRAM
					275.73	CAD	275.73	CAD							
"PARKS, FORESTRY & RECREATION"	1715-82	11-02-2011	11-04-2011	CDN TIRE STORE #00654	14.68	CAD	14.68	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECH TRADE SERV - 50	5200	Home Supply Warehouse	PARTS
"PARKS, FORESTRY & RECREATION"	1724-89	11-08-2011	11-10-2011	CDN TIRE STORE #00654	11.29	CAD	11.29	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECH TRADE SERV - 50	5200	Home Supply Warehouse	PARTS
"PARKS, FORESTRY & RECREATION"	1740-89	11-22-2011	11-23-2011	THE MASTER GROUP CRANF	761.85	CAD	761.85	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECH TRADE SERV - 50	5074	Plumbing and Heating Equipment	FREON
"PARKS, FORESTRY & RECREATION"	1747-122	11-24-2011	11-28-2011	THE HOME DEPOT #7080	46.72	CAD	46.72	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P06885	TECH TRADE SERV - 50	5200	Home Supply Warehouse	"3"" C CLAMP"
					834.54	CAD	834.54	CAD							
ECONOMIC DEVELOPMENT & CULTURE	1717-137	11-04-2011	11-07-2011	A TOWING	789.88	CAD	789.88	CAD	4995	OTHER EXPENSES	SE0019	CENTRL-NUIT BLANCHE	7549	Towing Services	TOWING CHARGES FOR NUIT BLANCHE 2011
ECONOMIC DEVELOPMENT & CULTURE	1728-73	11-14-2011	11-15-2011	VISTEK LTD	410.00	CAD	410.00	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	SE0019	CENTRL-NUIT BLANCHE	5044	"Office, Photographic, Photocopy, and Mic"	DEPOSIT-LIGHTING EQUIP - NUIT BL 2011-SEE REFUND
ECONOMIC DEVELOPMENT & CULTURE	1728-74	11-14-2011	11-15-2011	VISTEK LTD	84.72	CAD	84.72	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0019	CENTRL-NUIT BLANCHE	5044	"Office, Photographic, Photocopy, and Mic"	HEAT PACKS FOR FILM EQUIPMENT
ECONOMIC DEVELOPMENT & CULTURE	1748-84	11-28-2011	11-29-2011	TRISON TARPS INC.	"2,260.00"	CAD	"2,260.00"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SE0004	CENTRL-FEST OF LIGHT	5511	"Automobile and Truck Dealers - Sales, Se"	TARPS FOR PROTECTING GREEN ROOF - CAVALCADE 2011
ECONOMIC DEVELOPMENT & CULTURE	1748-85	11-28-2011	11-29-2011	VISTEK LTD	-410.00	CAD	-410.00	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	SE0019	CENTRL-NUIT BLANCHE	5044	"Office, Photographic, Photocopy, and Mic"	DEPOSIT OF LIGHTING - REFUND - NUIT BLANCHE 2011
					"3,134.60"	CAD	"3,134.60"	CAD							
"PARKS, FORESTRY & RECREATION"	1717-138	11-04-2011	11-07-2011	CENTURA TORONTO	172.63	CAD	172.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5713	Floor Covering Stores	TILE
"PARKS, FORESTRY & RECREATION"	1717-139	11-04-2011	11-07-2011	THE HOME DEPOT #7129	173.76	CAD	173.76	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07707	RODING CC-OPERATIONS	5200	Home Supply Warehouse	*****
"PARKS, FORESTRY & RECREATION"	1724-90	11-08-2011	11-10-2011	THE HOME DEPOT #7129	63.70	CAD	63.70	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00853	ALNESS YD-TRADES	5200	Home Supply Warehouse	*****
					410.09	CAD	410.09	CAD							
"PARKS, FORESTRY & RECREATION"	1717-140	11-03-2011	11-07-2011	MOTION IND ON11	27.71	CAD	27.71	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	*****
"PARKS, FORESTRY & RECREATION"	1717-141	11-04-2011	11-07-2011	FIBA CANNING INC	451.44	CAD	451.44	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	7538	Automotive Service Shops	VALVES
"PARKS, FORESTRY & RECREATION"	1727-132	11-10-2011	11-14-2011	CDN TIRE STORE #00654	190.98	CAD	190.98	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5200	Home Supply Warehouse	TOOLS
"PARKS, FORESTRY & RECREATION"	1737-140	11-18-2011	11-21-2011	MOTION IND ON11	49.13	CAD	49.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	*****
"PARKS, FORESTRY & RECREATION"	1743-96	11-22-2011	11-24-2011	MOTION IND ON11	184.54	CAD	184.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00483	S-WEST 2-PKS EQP MNT	5085	Industrial Supplies Not Elsewhere Classi	*****
"PARKS, FORESTRY & RECREATION"	1743-97	11-22-2011	11-24-2011	CDN TIRE STORE #00654	36.15	CAD	36.15	CAD	2710	GENERAL HARDWARE	P00483	S-WEST 2-PKS EQP MNT	5200	Home Supply Warehouse	"CABLES, BOOST"
					939.95	CAD	939.95	CAD							
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1728-75	11-12-2011	11-15-2011	CDN TIRE STORE #00273	730.67	CAD	730.67	CAD	3025	GENERAL HARDWARE	F01323	ROBRTSON HSE-PROPRTY	5200	Home Supply Warehouse	CLEANING SUPPLIES FOR RESINDENTS AT RH
					730.67	CAD	730.67	CAD							
"PARKS, FORESTRY & RECREATION"	1739-71	11-21-2011	11-22-2011	STEPHENSON'S RENT-ALL	116.50	CAD	116.50	CAD	4590	RENTAL - OTHER	P06885	TECH TRADE SERV - 50	7394	"Equipment Rental and Leasing Services, F"	TOT RENTALS
"PARKS, FORESTRY & RECREATION"	1748-86	11-25-2011	11-29-2011	ACKLANDS-GRAINGER INC	34.56	CAD	34.56	CAD	2665	PROTECTIVE CLOTHING	P06885	TECH TRADE SERV - 50	5085	Industrial Supplies Not Elsewhere Classi	N DEX GLOVES
					151.06	CAD	151.06	CAD							
"PARKS, FORESTRY & RECREATION"	1727-133	11-10-2011	11-14-2011	METRO COMPACTOR SERVIC	167.24	CAD	167.24	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	P00539	EASTERN BEACHES-TURF	5085	Industrial Supplies Not Elsewhere Classi	SERVICE TO COMPACTOR
					167.24	CAD	167.24	CAD							
