Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1998-92	05-18-2012	05-22-2012	WINNERS 319	9.03	CAD	9.03	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10202	S-REC SUPER1-PGM SUP	5651	Family Clothing Stores		
"PARKS, FORESTRY & RECREATION"	1998-93	05-18-2012	05-22-2012	THE HOME DEPOT #7013	149.82	CAD	149.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10202	S-REC SUPER1-PGM SUP	5200	Home Supply Warehouse	*****	
					457.36	CAD	457.36	CAD								
LONG TERM CARE HOMES	1984-80	05-08-2012	05-10-2012	BRODI SPECIALTY PRODUC	542.34	CAD	542.34	CAD	2499	OTHER CHEMICALS	D3F061	7 OAKS-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	BROFLOAT 25L	
LONG TERM CARE HOMES	2002-81	05-22-2012	05-24-2012	BRODI SPECIALTY PRODUC	250.67	CAD	250.67	CAD	2499	OTHER CHEMICALS	D3F061	7 OAKS-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	DIGESTO 32OZ	
LONG TERM CARE HOMES	2004-54	05-23-2012	05-25-2012	THE HOME DEPOT #7027	442.54	CAD	442.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	7 OAKS-MT-OA	5200	Home Supply Warehouse	*****	
LONG TERM CARE HOMES	2004-55	05-24-2012	05-25-2012	SEXAUER	605.89	CAD	605.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	7 OAKS-MT-OA	1711	"Air Conditioning, Heating, and Plumbing"	TOILET SEAT - MEDIC-AID	
					"1,841.44"	CAD	"1,841.44"	CAD								
PUBLIC HEALTH	1988-101	05-13-2012	05-14-2012	FLUIDSURVEYS	21.47	CAD	21.47	CAD	4813	INTERNET	PH3728	HF DIRECTORATE SUPP	5734	Computer Software Stores	"ONLINE SURVEY/WEB-SITE,RECPT#120500027205"	
PUBLIC HEALTH	1994-78	05-16-2012	05-17-2012	TERREN *WWTMS HOTELS38	539.49	CAD	539.49	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	PH3728	HF DIRECTORATE SUPP	4722	Travel Agencies and Tour Operators	"CONFERENCE– ACCOMMODATION,#1118-8025,JAN11-14/12"	
PUBLIC HEALTH	1994-79	05-16-2012	05-17-2012	AIR CAN  0142108071456	606.22	CAD	606.22	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3728	HF DIRECTORATE SUPP	3009	Air Canada	"CONFERENCE-AIR/TRAVEL,#MCVAC5,PBCAN3801370894"	
PUBLIC HEALTH	1995-67	05-16-2012	05-18-2012	CANADIAN PUBLIC HEALTH	800.00	CAD	800.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3728	HF DIRECTORATE SUPP	8398	"Organizations, Charitable and Social Ser"	CONFERENCE REGSTRATION#CONF2012-1536-MHP3717618237	
					"1,967.18"	CAD	"1,967.18"	CAD								
"PARKS, FORESTRY & RECREATION"	1998-94	05-18-2012	05-22-2012	AVRON FOODS	127.36	CAD	127.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOC PG	5199	Nondurable Goods Not Elsewhere Classifie	PRESCHOOL PROGRAM CRAFT SUPPLIES	
					127.36	CAD	127.36	CAD								
LEGAL SERVICES	1968-57	05-01-2012	05-02-2012	LANCASTER HOUSE	252.27	CAD	252.27	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	2741	Miscellaneous Publishing and Printing	SEMINAR	
LEGAL SERVICES	1971-86	05-02-2012	05-03-2012	ONTARIO BAR ASSOCIATIO	322.05	CAD	322.05	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	1971-87	05-02-2012	05-03-2012	ONTARIO BAR ASSOCIATIO	322.05	CAD	322.05	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	1979-55	05-07-2012	05-08-2012	ONTARIO BAR ASSOCIATIO	"1,808.00"	CAD	"1,808.00"	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8398	"Organizations, Charitable and Social Ser"	SEMINAR	
LEGAL SERVICES	1988-102	05-10-2012	05-14-2012	LAW SOCIETY OF UPPER	401.15	CAD	401.15	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8111	"Attorneys, Legal Services"	SEMINAR	
LEGAL SERVICES	1992-72	05-14-2012	05-16-2012	THE ADVOCATES SOCIETY	276.85	CAD	276.85	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8641	"Associations - Civic, Social, and Frater"	SEMINAR	
LEGAL SERVICES	1992-73	05-15-2012	05-16-2012	INST. OF MUNICIPAL ASS	457.65	CAD	457.65	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8699	"Organizations, Membership - Not Elsewher"	SEMINAR	
LEGAL SERVICES	1994-80	05-15-2012	05-17-2012	PAYPAL *CIAO	100.00	CAD	100.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL2903	COURT SERVICES	8999	Professional Services - Not Elsewhere Cl	SEMINAR	
LEGAL SERVICES	1994-81	05-15-2012	05-17-2012	MMPI CANADA	536.75	CAD	536.75	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	7399	Business Services - Not Elsewhere Classi	SEMINAR	
LEGAL SERVICES	1994-82	05-15-2012	05-17-2012	CANADIAN BAR ASSOCIATI	113.00	CAD	113.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	7399	Business Services - Not Elsewhere Classi	SEMINAR	
LEGAL SERVICES	2002-82	05-22-2012	05-24-2012	THE ADVOCATES SOCIETY	276.85	CAD	276.85	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	LL0014	ADMINISTRATN-METRO H	8641	"Associations - Civic, Social, and Frater"	SEMINAR	
					"4,866.62"	CAD	"4,866.62"	CAD								
"PARKS, FORESTRY & RECREATION"	1971-88	05-01-2012	05-03-2012	BELL CANADA	137.22	CAD	137.22	CAD	4813	INTERNET	P06672	PORT UNION-PGM SUPP	4812	Telecommunication Equipment Including Te	INTERNET-SENIORS COMPUTER DROP IN	
"PARKS, FORESTRY & RECREATION"	1971-89	05-02-2012	05-03-2012	STAPLES STORE #127	46.64	CAD	46.64	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P05517	PORT UNION CC-SOC PG	5943	"Office, School Supply, and Stationery St"	INVITATION STATIONARY FOR ANNUAL VOLUNTEER APPRECI	
					183.86	CAD	183.86	CAD								
TORONTO WATER	1967-58	04-27-2012	05-01-2012	RONA # 55340	33.96	CAD	33.96	CAD	2535	PLUMBING SUPPLIES	PW1017	WS EAST WORK AREA	5251	Hardware Stores	PIPE	
TORONTO WATER	1988-103	05-10-2012	05-14-2012	THE HOME DEPOT #7027	26.70	CAD	26.70	CAD	2535	PLUMBING SUPPLIES	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	1/2X3/4ADAPT	
TORONTO WATER	2000-52	05-22-2012	05-23-2012	REAPAIR COMPRESSOR SER	899.34	CAD	899.34	CAD	2535	PLUMBING SUPPLIES	PW1017	WS EAST WORK AREA	5712	"Equipment, Furniture, and Home Furnishin"	CHECK VALVE	
TORONTO WATER	2004-56	05-23-2012	05-25-2012	CDN TIRE STORE #00654	67.22	CAD	67.22	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	SILCONE	
TORONTO WATER	2006-120	05-25-2012	05-28-2012	BDI CANADA	478.27	CAD	478.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	GASKET MARTERIAL	
TORONTO WATER	2010-57	05-28-2012	05-30-2012	CDN TIRE STORE #00264	257.02	CAD	257.02	CAD	2401	LUBRICANTS	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	HYDROLIC OIL	
TORONTO WATER	2010-58	05-29-2012	05-30-2012	ACKLANDS-GRAINGER INC	185.59	CAD	185.59	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	NEVER SEIZE	
					"1,948.10"	CAD	"1,948.10"	CAD								
"PARKS, FORESTRY & RECREATION"	1972-67	05-02-2012	05-04-2012	THE HOME DEPOT #7080	11.29	CAD	11.29	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	HOSE REPAIR	
"PARKS, FORESTRY & RECREATION"	1977-98	05-04-2012	05-07-2012	ROMA FENCE LTD	732.60	CAD	732.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	CHAIN LINK GATES	
"PARKS, FORESTRY & RECREATION"	1984-81	05-08-2012	05-10-2012	THE HOME DEPOT #7080	105.23	CAD	105.23	CAD	2780	CONCRETE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	RAPIDPOST	
"PARKS, FORESTRY & RECREATION"	1984-82	05-08-2012	05-10-2012	THE HOME DEPOT #7080	10.16	CAD	10.16	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5200	Home Supply Warehouse	LATCH	
"PARKS, FORESTRY & RECREATION"	1984-83	05-08-2012	05-10-2012	ALEX'S CONSTRUCTION SU	77.91	CAD	77.91	CAD	2401	LUBRICANTS	P12017	SOUTH GENERAL-PKS TE	5039	Construction Materials Not Elsewhere Cla	18.9L DUOGARD MTO FORM OIL	
"PARKS, FORESTRY & RECREATION"	1989-54	05-14-2012	05-15-2012	ROMA FENCE LTD	739.82	CAD	739.82	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	CHAIN LINK GATES	
"PARKS, FORESTRY & RECREATION"	1998-95	05-18-2012	05-22-2012	NCH-PARTSMASTER	492.33	CAD	492.33	CAD	2780	CONCRETE	P12017	SOUTH GENERAL-PKS TE	5085	Industrial Supplies Not Elsewhere Classi	MEGA-CRETE	
"PARKS, FORESTRY & RECREATION"	1998-96	05-18-2012	05-22-2012	STAPLES STORE #26	31.29	CAD	31.29	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12017	SOUTH GENERAL-PKS TE	5943	"Office, School Supply, and Stationery St"	CLIPBOARD	
"PARKS, FORESTRY & RECREATION"	2002-83	05-23-2012	05-24-2012	ROMA FENCE LTD	229.48	CAD	229.48	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	"ALUMINUM TIES, 2 TONNE PULLEY FOR FENCE"	
"PARKS, FORESTRY & RECREATION"	2002-84	05-23-2012	05-24-2012	ROMA FENCE LTD	279.05	CAD	279.05	CAD	2710	GENERAL HARDWARE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	"NUTS & BOLTS 5/16"""	
"PARKS, FORESTRY & RECREATION"	2004-57	05-24-2012	05-25-2012	PARLIAMENT BUILDING SU	197.75	CAD	197.75	CAD	2780	CONCRETE	P12017	SOUTH GENERAL-PKS TE	5211	"Building Materials, Lumber Stores"	RAPID POST MIX	
					"2,906.91"	CAD	"2,906.91"	CAD								
"PARKS, FORESTRY & RECREATION"	1971-90	05-02-2012	05-03-2012	BEST BUY CANADA #943	113.10	CAD	113.10	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P06664	BURROWS HALL-PGM SUP	5732	Electronic Sales	CD PLAYER FOR CHILDREN BALLET PROGRAM	
					113.10	CAD	113.10	CAD								
TORONTO WATER	1967-59	04-27-2012	05-01-2012	CDN TIRE STORE #00030	33.88	CAD	33.88	CAD	2710	GENERAL HARDWARE	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	WRENCH	
TORONTO WATER	1971-91	05-02-2012	05-03-2012	ACKLANDS-GRAINGER INC	19.58	CAD	19.58	CAD	2590	EMERGENCY SERVICES SUPPLIES	PW1017	WS EAST WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	EYEWASH STATION	
TORONTO WATER	1986-83	05-10-2012	05-11-2012	UNITY ELECTRIC MOTOR S	703.99	CAD	703.99	CAD	2575	ELECTRICAL SUPPLIES	PW1017	WS EAST WORK AREA	5065	Electrical Parts and Equipment	FAN	
TORONTO WATER	1988-104	05-11-2012	05-14-2012	THE WIRING MART LTD	133.86	CAD	133.86	CAD	2575	ELECTRICAL SUPPLIES	PW1017	WS EAST WORK AREA	1711	"Air Conditioning, Heating, and Plumbing"	ELECTRIAL SUPPLIES	
TORONTO WATER	2004-58	05-23-2012	05-25-2012	CDN TIRE STORE #00192	124.28	CAD	124.28	CAD	2401	LUBRICANTS	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	HYDROLIC OIL	
TORONTO WATER	2004-59	05-23-2012	05-25-2012	CDN TIRE STORE #00459	124.28	CAD	124.28	CAD	2401	LUBRICANTS	PW1017	WS EAST WORK AREA	5200	Home Supply Warehouse	HYDROLIC OIL	
					"1,139.87"	CAD	"1,139.87"	CAD								
TRANSPORTATION SERVICES 	1992-74	05-14-2012	05-16-2012	CDN TIRE STORE #00070	90.17	CAD	90.17	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	TP0164	RW MGMT & OVERHEAD-D	5200	Home Supply Warehouse	4 STREET GUIDE MAP BOOKS	
TRANSPORTATION SERVICES 	2006-121	05-25-2012	05-28-2012	HENRY'S OUTLET CENTRE	780.01	CAD	780.01	CAD	3032	M & E - PHOTOGRAPHIC	TP0164	RW MGMT & OVERHEAD-D	5946	Camera and Photographic Supply Stores	OPEN BOX CAMERA (QUOTES RECIEVED)	
TRANSPORTATION SERVICES 	2008-74	05-28-2012	05-29-2012	TIGERDIRECT.CA	30.48	CAD	30.48	CAD	3410	COMPUTERS - HARDWARE	TP0164	RW MGMT & OVERHEAD-D	5734	Computer Software Stores	4 GB HDSG MEMORY CARDS FOR CAMERAS	
TRANSPORTATION SERVICES 	2012-68	05-30-2012	05-31-2012	BEST BUY CANADA #938	101.68	CAD	101.68	CAD	3032	M & E - PHOTOGRAPHIC	TP0164	RW MGMT & OVERHEAD-D	5732	Electronic Sales	BATTERY CHARGERS	
					"1,002.34"	CAD	"1,002.34"	CAD								
"PARKS, FORESTRY & RECREATION"	1971-92	05-02-2012	05-03-2012	NOFRILLS LUCIANO'S #34	19.41	CAD	19.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	KIDS COOKING HEALTHY	
"PARKS, FORESTRY & RECREATION"	1972-68	05-03-2012	05-04-2012	NOFRILLS LUCIANO'S #34	29.85	CAD	29.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FOOD FOR AFTER SCHOOL CLUB	
"PARKS, FORESTRY & RECREATION"	1994-83	05-16-2012	05-17-2012	NOFRILLS LUCIANO'S #34	33.09	CAD	33.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR KIDS COOKING HEALTHY PROGRAM	
"PARKS, FORESTRY & RECREATION"	2002-85	05-23-2012	05-24-2012	NOFRILLS LUCIANO'S #34	28.24	CAD	28.24	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR KIDS COOKING HEALTHY PROGRAM	
"PARKS, FORESTRY & RECREATION"	2004-60	05-24-2012	05-25-2012	SOBEYS #876        QPS	25.36	CAD	25.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	FOOD FOR AFTER SCHOOL CLUB	
"PARKS, FORESTRY & RECREATION"	2012-69	05-30-2012	05-31-2012	T   T SUPERMARKET # 16	38.14	CAD	38.14	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR KIDS COOKING HEALTHY PROGRAM	
					174.09	CAD	174.09	CAD								
"PARKS, FORESTRY & RECREATION"	1972-69	05-03-2012	05-04-2012	RCSS SCARBOROUGH #2809	32.82	CAD	32.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1986-84	05-10-2012	05-11-2012	NOFRILLS DICKIES 752	38.93	CAD	38.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2000-53	05-22-2012	05-23-2012	NOFRILLS DICKIES 752	12.17	CAD	12.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	FOOD - KIDS COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2000-54	05-22-2012	05-23-2012	MASTERMIND EDUCATIONAL	33.85	CAD	33.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	7372	"Computer Programming, Integrated Systems"	GREEN ROCKET FOR SCIENCE PROGRAM	
					117.77	CAD	117.77	CAD								
PUBLIC HEALTH	1998-97	05-18-2012	05-22-2012	EB *WHY MENTAL HEALTH	30.00	CAD	30.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	PH3615	WORKPLACE HEALTH	7399	Business Services - Not Elsewhere Classi	ONTARIO HEALTHY WORKPLACE COALITION MEETING	
					30.00	CAD	30.00	CAD								
"PARKS, FORESTRY & RECREATION"	1980-68	05-07-2012	05-09-2012	CDN TIRE STORE #00070	22.36	CAD	22.36	CAD	2710	GENERAL HARDWARE	P07667	NORSEMAN POOL-OPERAT	5200	Home Supply Warehouse	HARDWARE	
					22.36	CAD	22.36	CAD								
"PARKS, FORESTRY & RECREATION"	1968-58	05-01-2012	05-02-2012	RCSS SCARBOROUGH #2809	22.84	CAD	22.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDRENS COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1984-85	05-08-2012	05-10-2012	WAL-MART #3159	27.02	CAD	27.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	PING PONG SUPPLIES FOR YOUTH DROP IN	
"PARKS, FORESTRY & RECREATION"	1988-110	05-11-2012	05-14-2012	FRESHCO #9751      QPS	29.34	CAD	29.34	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1994-87	05-15-2012	05-17-2012	WAL-MART #3159	75.45	CAD	75.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2000-55	05-22-2012	05-23-2012	FRESHCO #9750      QPS	16.96	CAD	16.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	2006-122	05-25-2012	05-28-2012	WAL-MART #3159	34.20	CAD	34.20	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN COOKING PROGRAM	
					205.81	CAD	205.81	CAD								
FIRE SERVICES	1977-99	05-04-2012	05-07-2012	"TPA/GREEN ""P""      QPL"	2.25	CAD	2.25	CAD	4770	PARKING EXPENSES (INTOWN)	FR0025	MECH MAINT-VEH MAINT	7523	Automobile Parking Lots and Garages	CITY HALL PARKING	
FIRE SERVICES	1979-56	05-03-2012	05-08-2012	SHELL	45.00	CAD	45.00	CAD	2260	GASOLINE	FR0025	MECH MAINT-VEH MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY VEHICLE	
FIRE SERVICES	1980-69	05-07-2012	05-09-2012	UNIT PARK SYSTEMS INC	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0025	MECH MAINT-VEH MAINT	7299	Other Services (Not Elsewhere Classified	CITY HALL PARKING	
FIRE SERVICES	1984-86	05-08-2012	05-10-2012	UNIT PARK SYSTEMS INC	14.00	CAD	14.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0025	MECH MAINT-VEH MAINT	7299	Other Services (Not Elsewhere Classified	CITY HALL PARKING	
FIRE SERVICES	1986-86	05-10-2012	05-11-2012	WIRELESS COMMUNICAION	56.44	CAD	56.44	CAD	4811	CELLULAR TELEPHONES	FR0025	MECH MAINT-VEH MAINT	5732	Electronic Sales	BLUETOOTH DEVICE	
FIRE SERVICES	2002-87	05-22-2012	05-24-2012	CDN TIRE STORE #00209	45.19	CAD	45.19	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECH MAINT-VEH MAINT	5200	Home Supply Warehouse	FAN FOR HEADQUARTERS	
					176.88	CAD	176.88	CAD								
TORONTO WATER	1977-100	05-03-2012	05-07-2012	CDN TIRE STORE #00182	13.87	CAD	13.87	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	BLEACH	
TORONTO WATER	1998-98	05-18-2012	05-22-2012	CDN TIRE STORE #00070	13.51	CAD	13.51	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	JANITORIAL SUPPLIES	
					27.38	CAD	27.38	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1971-94	05-01-2012	05-03-2012	INSTORAGE-ARROW	"3,041.52"	CAD	"3,041.52"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EHS SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1972-70	05-03-2012	05-04-2012	ONE STOP SIGNS AND PRI	381.37	CAD	381.37	CAD	2792	"BANNERS, FLAGS & SIGNS"	F80002	EXTREME HEAT	2741	Miscellaneous Publishing and Printing	SIGNS FOR COOLING CENTRES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1992-75	05-15-2012	05-16-2012	ONE STOP SIGNS AND PRI	381.37	CAD	381.37	CAD	2792	"BANNERS, FLAGS & SIGNS"	F80002	EXTREME HEAT	2741	Miscellaneous Publishing and Printing	SIGNS FOR COOLING CENTRES	
					"3,804.26"	CAD	"3,804.26"	CAD								
PURCHASING & MATERIALS MANAGEMENT 	2012-70	05-30-2012	05-31-2012	ACT*NATIONAL EDUCATION	109.61	CAD	109.61	CAD	2010	STATIONERY AND OFFICE SUPPLIES	FS0018	BUSINESS ADMINISTRAT	7399	Business Services - Not Elsewhere Classi		
					109.61	CAD	109.61	CAD								
"PARKS, FORESTRY & RECREATION"	1995-68	05-17-2012	05-18-2012	ACCURATE REPAIRS HOT	171.34	CAD	171.34	CAD	4614	R & M - KITCHENS	P03026	STEPHEN LEACOCK-PGM	7394	"Equipment Rental and Leasing Services, F"	REPAIRS TO BUNN VP-17-1	
"PARKS, FORESTRY & RECREATION"	1995-69	05-17-2012	05-18-2012	ACCURATE REPAIRS HOT	28.02	CAD	28.02	CAD	2610	KITCHEN SUPPLIES	P03026	STEPHEN LEACOCK-PGM	7394	"Equipment Rental and Leasing Services, F"	2 COFFEE POTS & THERMOSTATS FOR FRIDGES	
"PARKS, FORESTRY & RECREATION"	2002-88	05-22-2012	05-24-2012	RONA # 55140	3.22	CAD	3.22	CAD	2710	GENERAL HARDWARE	P03026	STEPHEN LEACOCK-PGM	5251	Hardware Stores	BOLTS &WASHERS FOR BBQ REPAIR:STEPHEN LEACOCK R.C.	
"PARKS, FORESTRY & RECREATION"	2006-123	05-22-2012	05-28-2012	RONA # 55140	3.22	CAD	3.22	CAD	4233	PCARD RECOVERIES	P03026	STEPHEN LEACOCK-PGM	5251	Hardware Stores	DISPUTED	
"PARKS, FORESTRY & RECREATION"	2008-75	05-22-2012	05-29-2012	RONA # 55140	-3.22	CAD	-3.22	CAD	4233	PCARD RECOVERIES	P03026	STEPHEN LEACOCK-PGM	5251	Hardware Stores	DISPUTE RESOLUTION	
"PARKS, FORESTRY & RECREATION"	2012-71	05-29-2012	05-31-2012	RONA # 55140	450.87	CAD	450.87	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P03026	STEPHEN LEACOCK-PGM	5251	Hardware Stores	BBQ FOR STEPHEN LEACOCK C.R.C.	
					653.45	CAD	653.45	CAD								
TORONTO WATER	2006-124	05-25-2012	05-28-2012	THE HOME DEPOT #7129	279.91	CAD	279.91	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****	
TORONTO WATER	2012-72	05-29-2012	05-31-2012	RONA NOBLE TRADE 52030	306.78	CAD	306.78	CAD	2535	PLUMBING SUPPLIES	PW1018	WS CENTRAL WORK AREA	5251	Hardware Stores	PLUMBING PARTS	
					586.69	CAD	586.69	CAD								
"PARKS, FORESTRY & RECREATION"	1979-58	05-07-2012	05-08-2012	INDEPENDENT ELECTRIC S	66.84	CAD	66.84	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	HEAT SHRINK & FUSES	
"PARKS, FORESTRY & RECREATION"	1979-59	05-07-2012	05-08-2012	NEDCO	47.05	CAD	47.05	CAD	*****	PCARD RECOVERIES	P00853	ALNESS YD-TRADES	5065	Electrical Parts and Equipment	*****	
"PARKS, FORESTRY & RECREATION"	1979-60	05-07-2012	05-08-2012	RUDDY ELECTRIC	67.25	CAD	67.25	CAD	3080	M & E - HAND TOOLS	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	BANDING TOOL	
"PARKS, FORESTRY & RECREATION"	1979-61	05-07-2012	05-08-2012	RUDDY ELECTRIC	75.83	CAD	75.83	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	1711	"Air Conditioning, Heating, and Plumbing"	ELECTRICAL SUPPLIES	
