Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Elelment	Cost Centre / WBS Elelment Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2063-113	07-03-2012	07-05-2012	WAL-MART # 3031	107.24	CAD	107.24	CAD	2610	KITCHEN SUPPLIES	P06460	ISLINGTON CS-ARTS-VI	5310	Discount Stores	"KNIVES, FRAMES,COOKING SHEARS,DISH TOWELS"	
"PARKS, FORESTRY & RECREATION"	2063-114	07-03-2012	07-05-2012	WAL-MART # 3031	16.50	CAD	16.50	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P12045	ISLINGTON-COMM CTR-P	5310	Discount Stores	STAFF & CAMPERS PHOTOS	
"PARKS, FORESTRY & RECREATION"	2066-155	07-05-2012	07-09-2012	AMAZING PARTY   COSTUM	171.52	CAD	171.52	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05102	ISLINGTON CS-SUMR CA	5947	"Card, Gift, Novelty, and Souvenir Shops"	"VISORS,HATS,STEAMERS FOR SPECIAL EVENT"	
"PARKS, FORESTRY & RECREATION"	2066-156	07-05-2012	07-09-2012	PLAYDIUM	838.41	CAD	838.41	CAD	4118	TICKETS AND ADMISSION FEES	P05102	ISLINGTON CS-SUMR CA	7994	Video Game Arcades/Establishments	CAMP TRIP FOR 6 YEARS PLUS	
"PARKS, FORESTRY & RECREATION"	2066-157	07-05-2012	07-09-2012	WAL-MART # 3031	74.58	CAD	74.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05102	ISLINGTON CS-SUMR CA	5310	Discount Stores	"PLASTIC DINOSAURS,BRISTOL BOARDS"	
"PARKS, FORESTRY & RECREATION"	2073-129	07-11-2012	07-12-2012	NOFRILLS CHRISTOPHER'S	162.89	CAD	162.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05102	ISLINGTON CS-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD FOR CHEF CAMP	
"PARKS, FORESTRY & RECREATION"	2073-130	07-11-2012	07-12-2012	THE CRAFT   HOBBY EMPO	327.63	CAD	327.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05102	ISLINGTON CS-SUMR CA	5970	"Artist Supply Stores, Craft Shops"	ART & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2075-141	07-12-2012	07-13-2012	KIDSPORTS	443.81	CAD	443.81	CAD	4118	TICKETS AND ADMISSION FEES	P05102	ISLINGTON CS-SUMR CA	5941	Sporting Goods Stores	CAMP TRIP FOR 3 - 5 YEAR OLDS	
"PARKS, FORESTRY & RECREATION"	2083-140	07-18-2012	07-19-2012	NOFRILLS CHRISTOPHER'S	80.33	CAD	80.33	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05102	ISLINGTON CS-SUMR CA	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2087-95	07-19-2012	07-23-2012	WILD WATER KINGDOM	"1,497.60"	CAD	"1,497.60"	CAD	4118	TICKETS AND ADMISSION FEES	P05102	ISLINGTON CS-SUMR CA	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP TRIP- ADMISSION	
"PARKS, FORESTRY & RECREATION"	2088-68	07-20-2012	07-24-2012	AMAZING PARTY   COSTUM	97.46	CAD	97.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05102	ISLINGTON CS-SUMR CA	5947	"Card, Gift, Novelty, and Souvenir Shops"	SPECIAL EVENT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2097-144	07-26-2012	07-30-2012	PLANET BOWL	822.59	CAD	822.59	CAD	4118	TICKETS AND ADMISSION FEES	P05102	ISLINGTON CS-SUMR CA	7933	Bowling Alleys	CAMP TRIP- ADMISSION	
"PARKS, FORESTRY & RECREATION"	2097-145	07-26-2012	07-30-2012	WAL-MART # 3031	75.26	CAD	75.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05102	ISLINGTON CS-SUMR CA	5310	Discount Stores	SPECIAL EVENTREST STATION SUPPLIES	
					"4,875.08"	CAD	"4,875.08"	CAD								
"PARKS, FORESTRY & RECREATION"	2063-115	07-03-2012	07-05-2012	WAL-MART #1080	209.12	CAD	209.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2063-116	07-03-2012	07-05-2012	WAL-MART #1080	157.23	CAD	157.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2063-117	07-04-2012	07-05-2012	STICKERS   MORE WAREHO	71.87	CAD	71.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5945	"Game, Toy, and Hobby Shops"	STICKERS FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2063-118	07-04-2012	07-05-2012	STICKERS   MORE WAREHO	50.26	CAD	50.26	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5945	"Game, Toy, and Hobby Shops"	STICKERS FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2065-147	07-04-2012	07-06-2012	WAL-MART #1080	23.67	CAD	23.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	"SUPPLIES TO MAKE GRASS HEADS, MILIKEN PARK CAMP"	
"PARKS, FORESTRY & RECREATION"	2065-148	07-04-2012	07-06-2012	WAL-MART #1080	13.83	CAD	13.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2065-149	07-05-2012	07-06-2012	FAMOUS PLAYER #7404QPS	978.50	CAD	978.50	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	7832	Motion Picture Theaters	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2071-122	07-09-2012	07-11-2012	WAL-MART #1080	351.86	CAD	351.86	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2071-123	07-09-2012	07-11-2012	WAL-MART #1080	90.13	CAD	90.13	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-131	07-10-2012	07-12-2012	WAL-MART #1080	73.78	CAD	73.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2073-132	07-10-2012	07-12-2012	WAL-MART #1080	32.77	CAD	32.77	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2075-142	07-11-2012	07-13-2012	WOODIE WOOD CHUCKS INC	3.39	CAD	3.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	SOCKS FOR CAMPERS	
"PARKS, FORESTRY & RECREATION"	2075-143	07-11-2012	07-13-2012	WOODIE WOOD CHUCKS INC	288.73	CAD	288.73	CAD	4118	TICKETS AND ADMISSION FEES	P03995	AGINCOURT RC-SUMR CA	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2075-144	07-11-2012	07-13-2012	WOODIE WOOD CHUCKS INC	724.94	CAD	724.94	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2077-168	07-12-2012	07-16-2012	WOODIE WOOD CHUCKS INC	329.95	CAD	329.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2077-169	07-12-2012	07-16-2012	WOODIE WOOD CHUCKS INC	767.28	CAD	767.28	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2077-170	07-12-2012	07-16-2012	WAL-MART #1080	61.73	CAD	61.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2077-171	07-12-2012	07-16-2012	WAL-MART #1080	53.94	CAD	53.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-94	07-16-2012	07-18-2012	WAL-MART #1080	230.48	CAD	230.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-95	07-16-2012	07-18-2012	WAL-MART #1080	27.57	CAD	27.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-96	07-17-2012	07-18-2012	NOFRILLS LISTROS 788	10.88	CAD	10.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-97	07-17-2012	07-18-2012	STICKERS   MORE WAREHO	50.80	CAD	50.80	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5945	"Game, Toy, and Hobby Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2081-98	07-17-2012	07-18-2012	J   J CRAFTS	149.22	CAD	149.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUM-MILLIKEN C	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2085-106	07-18-2012	07-20-2012	CLUB 300 BOWL	203.00	CAD	203.00	CAD	4118	TICKETS AND ADMISSION FEES	P03995	AGINCOURT RC-SUMR CA	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2085-107	07-18-2012	07-20-2012	CLUB 300 BOWL	497.00	CAD	497.00	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2087-96	07-19-2012	07-23-2012	CLUB 300 BOWL	273.00	CAD	273.00	CAD	4118	TICKETS AND ADMISSION FEES	P03995	AGINCOURT RC-SUMR CA	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2087-97	07-19-2012	07-23-2012	CLUB 300 BOWL	595.00	CAD	595.00	CAD	4118	TICKETS AND ADMISSION FEES	P12441	RE-CA-SUM-MILLIKEN C	5812	"Eating Places, Restaurants"	ADMISSION	
"PARKS, FORESTRY & RECREATION"	2087-98	07-20-2012	07-23-2012	WAL-MART #1080	150.76	CAD	150.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03995	AGINCOURT RC-SUMR CA	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES & CRAFT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2087-99	07-20-2012	07-23-2012	WAL-MART #1080	125.38	CAD	125.38	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUM-MILLIKEN C	5411	"Grocery Stores, Supermarkets"	CAMP COOKING SUPPLIES & CRAFT SUPPLIES	
					"6,596.07"	CAD	"6,596.07"	CAD								
"PARKS, FORESTRY & RECREATION"	2058-154	06-29-2012	07-03-2012	MOUNTAIN EQUIP CO-OP	413.02	CAD	413.02	CAD	3040	M & E - RECREATIONAL & EDUCATIONAL	P10190	COMM DVLPMNT-E-PGM S	5655	"Sports Apparel, Riding Apparel Stores"	"BIKE TRAILER,TUBES,U LOCK FOR CANBIKE PGRM"	
					413.02	CAD	413.02	CAD								
TORONTO WATER	2083-141	07-17-2012	07-19-2012	CDN TIRE STORE #00030	64.95	CAD	64.95	CAD	2710	GENERAL HARDWARE	PW2008	O&M S2 SRVS MTC&REPR	5200	Home Supply Warehouse	TOOL	
TORONTO WATER	2083-142	07-18-2012	07-19-2012	THE TILE STORE WHOLESA	124.16	CAD	124.16	CAD	2575	ELECTRICAL SUPPLIES	PW2008	O&M S2 SRVS MTC&REPR	5713	Floor Covering Stores	TILES	
					189.11	CAD	189.11	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2063-119	07-04-2012	07-05-2012	CANADIAN MAINTENANCE	"2,955.53"	CAD	"2,955.53"	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	F01123	SEATON HSE-PROPRTY S	7349	"Cleaning and Maintenance, Janitorial Ser"	"40- 16"" FANS FOR CLIENT DORMS (NO A/C)"	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2071-124	07-09-2012	07-11-2012	GUEST SUPPLY CANADA IN	"2,947.27"	CAD	"2,947.27"	CAD	2690	BEDDING	F01132	SEATON HSE-HOSTEL	5199	Nondurable Goods Not Elsewhere Classifie	460- 18OZ CLIENT PILLOWS DOR DORMS	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2081-99	07-16-2012	07-18-2012	CDN TIRE STORE #00654	448.16	CAD	448.16	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	F01123	SEATON HSE-PROPRTY S	5200	Home Supply Warehouse	1 WINDOW AC UNTI AND SUPPLIES ( HEAT WAVE) DORMS	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2087-100	07-20-2012	07-23-2012	THE HOME DEPOT #7080	76.28	CAD	76.28	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	F01123	SEATON HSE-PROPRTY S	5200	Home Supply Warehouse	*****	
					"6,427.24"	CAD	"6,427.24"	CAD								
SOLID WASTE MANAGEMENT	2065-150	07-04-2012	07-06-2012	SERVICE EXPERTS	239.56	CAD	239.56	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	SW0901	GREEN LANE LANDFILL	1711	"Air Conditioning, Heating, and Plumbing"	MAINTENANCE HOT WATER HEATER	
					239.56	CAD	239.56	CAD								
TORONTO WATER	2066-158	07-06-2012	07-09-2012	THE SOURCE 5138	22.58	CAD	22.58	CAD	2710	GENERAL HARDWARE	PW3006	O&M NORTH SRV MT&RPR	5732	Electronic Sales		
TORONTO WATER	2071-125	07-10-2012	07-11-2012	THE TILE STORE WHOLESA	528.50	CAD	528.50	CAD	2710	GENERAL HARDWARE	PW3006	O&M NORTH SRV MT&RPR	5713	Floor Covering Stores		
					551.08	CAD	551.08	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2087-101	07-20-2012	07-23-2012	DRUXY'S - #052 (CA100)	162.72	CAD	162.72	CAD	4116	CATERING SERVICES	ED0127	BD-SEC-FOOD-CENTRAL	5812	"Eating Places, Restaurants"	BUSINESS MEETING W/ EXTERNAL CLIENTS	
					162.72	CAD	162.72	CAD								
"PARKS, FORESTRY & RECREATION"	2060-70	07-03-2012	07-04-2012	PAUL WOLF ELECTRIC   L	62.78	CAD	62.78	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	BREAKER	
"PARKS, FORESTRY & RECREATION"	2087-102	07-19-2012	07-23-2012	PAUL WOLF ELECTRIC   L	63.37	CAD	63.37	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	15A FUSES	
"PARKS, FORESTRY & RECREATION"	2099-65	07-30-2012	07-31-2012	PAUL WOLF ELECTRIC   L	148.96	CAD	148.96	CAD	2575	ELECTRICAL SUPPLIES	P12081	S-GEN-SPECIALIZED MA	5065	Electrical Parts and Equipment	"RELAY LAMPS, 90W HALOGEN FLOOD"	
					275.11	CAD	275.11	CAD								
"PARKS, FORESTRY & RECREATION"	2066-159	07-05-2012	07-09-2012	CPC/SCP #0104225	10.78	CAD	10.78	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	9402	Postal Services - Government Only		
"PARKS, FORESTRY & RECREATION"	2069-98	07-09-2012	07-10-2012	MACDONNELL SECURITY RI	989.00	CAD	989.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	8911	"Architectural, Engineering, and Surveyin"		
"PARKS, FORESTRY & RECREATION"	2069-99	07-09-2012	07-10-2012	MACDONNELL SECURITY RI	989.00	CAD	989.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00539	EASTERN BEACHES-TURF	8911	"Architectural, Engineering, and Surveyin"		
					"1,988.78"	CAD	"1,988.78"	CAD								
"PARKS, FORESTRY & RECREATION"	2063-120	06-30-2012	07-05-2012	ZELLERS #494	56.44	CAD	56.44	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5310	Discount Stores	CONTAINERS FOR CDA DAY	
"PARKS, FORESTRY & RECREATION"	2063-121	06-30-2012	07-05-2012	YOUR DOLLAR STORE WITH	219.50	CAD	219.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5999	Miscellaneous and Specialty Retail Store	CRAFT SUPPLIES FOR CDA DAY	
"PARKS, FORESTRY & RECREATION"	2063-122	07-04-2012	07-05-2012	CINEPLEX  7253     QPS	219.00	CAD	219.00	CAD	4118	TICKETS AND ADMISSION FEES	P01332	BIRKDALE CC-SOCIAL P	7832	Motion Picture Theaters	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2063-123	07-04-2012	07-05-2012	CINEPLEX  7253     QPS	70.00	CAD	70.00	CAD	4118	TICKETS AND ADMISSION FEES	P01332	BIRKDALE CC-SOCIAL P	7832	Motion Picture Theaters	ADMISSION - SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2066-160	07-05-2012	07-09-2012	THE HOME DEPOT #7107	56.48	CAD	56.48	CAD	3099	GENERAL EQUIPMENT	P01332	BIRKDALE CC-SOCIAL P	5200	Home Supply Warehouse	"16"" PED FAN"	
"PARKS, FORESTRY & RECREATION"	2066-161	07-06-2012	07-09-2012	NOFRILLS STEPHEN'S #34	5.92	CAD	5.92	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2066-162	07-06-2012	07-09-2012	FRESHCO #9751      QPS	67.16	CAD	67.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2066-163	07-06-2012	07-09-2012	FRESHCO #9751      QPS	44.00	CAD	44.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2073-133	07-11-2012	07-12-2012	FRESHCO #9751      QPS	152.36	CAD	152.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2075-145	07-12-2012	07-13-2012	FRESHCO #9747 QPS	33.01	CAD	33.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08860	BIRKDALE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR ELLESMERE SKATE PROG	
"PARKS, FORESTRY & RECREATION"	2081-100	07-17-2012	07-18-2012	NOFRILLS DICKIES 752	18.57	CAD	18.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2081-101	07-17-2012	07-18-2012	NOFRILLS DICKIES 752	41.76	CAD	41.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	FOOD FOR CAMP SNACKS	
"PARKS, FORESTRY & RECREATION"	2083-143	07-17-2012	07-19-2012	YOUR DOLLAR STORE WITH	9.32	CAD	9.32	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2083-144	07-17-2012	07-19-2012	YOUR DOLLAR STORE WITH	258.21	CAD	258.21	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2083-145	07-18-2012	07-19-2012	MAD SCIENCE OF TORONTO	288.15	CAD	288.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	7929	"Bands, Orchestras, and Miscellaneous Ent"	SUPPLIES FOR CAMP	
"PARKS, FORESTRY & RECREATION"	2085-108	07-19-2012	07-20-2012	FRESHCO #9751      QPS	40.30	CAD	40.30	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01332	BIRKDALE CC-SOCIAL P	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	2085-109	07-19-2012	07-20-2012	FRESHCO #9751      QPS	14.67	CAD	14.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08860	BIRKDALE CC-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD FOR PROGRAM	
"PARKS, FORESTRY & RECREATION"	2087-103	07-19-2012	07-23-2012	AL GERVAIS CHAIR AND T	104.81	CAD	104.81	CAD	4520	RENTAL OF MACHINERY AND EQUIPMENT	P01332	BIRKDALE CC-SOCIAL P	7394	"Equipment Rental and Leasing Services, F"	POPCORN MACHINE RENTAL - SUMMER MOVIE NIGHTS	
"PARKS, FORESTRY & RECREATION"	2099-66	07-30-2012	07-31-2012	STAPLES STORE #263	16.91	CAD	16.91	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P01332	BIRKDALE CC-SOCIAL P	5943	"Office, School Supply, and Stationery St"	NAME TAGS FOR CAMPS	
					"1,716.57"	CAD	"1,716.57"	CAD								
TORONTO WATER	2094-87	07-25-2012	07-26-2012	KOTYCK BROS LIMITED	672.24	CAD	672.24	CAD	2535	PLUMBING SUPPLIES	PW1020	WS SYSTEM CONTROL WO	1520	General Contractors - Residential and Co	HOSE ADAPTERS	
TORONTO WATER	2099-67	07-30-2012	07-31-2012	ACKLANDS-GRAINGER INC	711.97	CAD	711.97	CAD	2590	EMERGENCY SERVICES SUPPLIES	PW1020	WS SYSTEM CONTROL WO	5085	Industrial Supplies Not Elsewhere Classi	FIRE HOSE	
					"1,384.21"	CAD	"1,384.21"	CAD								
TORONTO WATER	2063-124	07-04-2012	07-05-2012	CTC*CONSTANTCONTACT.CO	15.61	CAD	15.00	USD	2710	GENERAL HARDWARE	PW2502	DIST OPS COORD	5968	Direct Marketing - Continuity/Subscripti	*****	
					15.61	CAD	15.00	USD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	2094-88	07-25-2012	07-26-2012	AMAZON MKTPLACE PMTS	101.08	CAD	97.15	USD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	FH5521	STREET TO HOMES	5942	Book Stores	SUGGESTION BOXES 129 PETER & 625 CHURCH	
					101.08	CAD	97.15	USD								
"PARKS, FORESTRY & RECREATION"	2073-134	07-11-2012	07-12-2012	ACT*JUSTBOUNCE	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7399	Business Services - Not Elsewhere Classi	ADMISSION - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2075-146	07-12-2012	07-13-2012	TORONTO ZOO-ADMISSIONS	581.00	CAD	581.00	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7996	"Amusement Parks, Carnivals, Circuses, Fo"	ADMISSION - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2077-172	07-13-2012	07-16-2012	NOFRILLS LUCIANO'S #34	10.42	CAD	10.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2078-61	07-16-2012	07-17-2012	NOFRILLS COSIMO'S #347	26.02	CAD	26.02	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2078-62	07-16-2012	07-17-2012	NOFRILLS COSIMO'S #347	25.99	CAD	25.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12435	RC-CA-SUM-JOHN INNES	5411	"Grocery Stores, Supermarkets"	FOOD FOR SUMMER CAMPS	
"PARKS, FORESTRY & RECREATION"	2095-108	07-26-2012	07-27-2012	ACT*JUSTBOUNCE	175.00	CAD	175.00	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7399	Business Services - Not Elsewhere Classi	ADMISSION - SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	2097-146	07-26-2012	07-30-2012	CASA LOMA CORPORATION-	128.55	CAD	128.55	CAD	4118	TICKETS AND ADMISSION FEES	P12435	RC-CA-SUM-JOHN INNES	7991	Tourist Attractions and Exhibits	ADMISSION - SUMMER CAMP TRIP	
