Division	Batch-Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx.Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element	Cost Centre / WBS Element Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	1863-44	02-15-2012	02-16-2012	NOFRILLS LUCIANO'S #34	17.93	CAD	17.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR KIDS COOKING HEALTHY PROGRAM	
"PARKS, FORESTRY & RECREATION"	1873-55	02-22-2012	02-23-2012	NOFRILLS LUCIANO'S #34	43.42	CAD	43.42	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR KIDS COOKING HEALTHY PROGRAM	
"PARKS, FORESTRY & RECREATION"	1880-50	02-27-2012	02-28-2012	NOFRILLS LUCIANO'S #34	28.27	CAD	28.27	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10965	ST LAWRENCE-ARTS-VIS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR AFTERSCHOOL CLUB	
					216.11	CAD	216.11	CAD								
"PARKS, FORESTRY & RECREATION"	1848-89	02-03-2012	02-06-2012	NOFRILLS DICKIES 752	12.57	CAD	12.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN'S COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1848-90	02-03-2012	02-06-2012	BULK BARN	4.74	CAD	4.74	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5499	Miscellaneous Food Stores - Convenience	SUPPLIES FOR CHILDREN'S COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1856-72	02-09-2012	02-10-2012	NOFRILLS DICKIES 752	13.45	CAD	13.45	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN'S COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1862-66	02-14-2012	02-15-2012	NOFRILLS DICKIES 752	5.53	CAD	5.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN'S COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1878-79	02-24-2012	02-27-2012	NOFRILLS JOSE'S #3470	13.83	CAD	13.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CHILDREN'S COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	1882-47	02-28-2012	02-29-2012	METRO #800	7.10	CAD	7.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR CONDUCTING EXPERIMENT ON SCIENCE PRG	
"PARKS, FORESTRY & RECREATION"	1882-48	02-28-2012	02-29-2012	METRO #800	15.79	CAD	15.79	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05508	DON MONTGOMERY-SOC	5411	"Grocery Stores, Supermarkets"	SCHOOL AGE NATURE INSTRUCTIONAL PRGRM	
					73.01	CAD	73.01	CAD								
TORONTO WATER	1876-54	02-22-2012	02-24-2012	ORDERLINE	493.96	CAD	493.96	CAD	2010	STATIONERY AND OFFICE SUPPLIES	PW1016	WATER SUPPLY ADMIN	5734	Computer Software Stores	ELECTRICAL TRADE	
					493.96	CAD	493.96	CAD								
PUBLIC HEALTH	1842-66	02-01-2012	02-03-2012	AIR CAN  0149464577205	228.94	CAD	228.94	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3615	WORKPLACE HEALTH	3009	Air Canada	CONFERENCES/SEMINARS - AIR/RAIL/BUS	
PUBLIC HEALTH	1848-92	02-01-2012	02-06-2012	WESTJET 0009464577179	235.18	CAD	235.18	CAD	4253	CONFERENCES/SEMINARS - AIR/RAIL/BUS TRAV	PH3615	WORKPLACE HEALTH	3180	WestJet Airlines	YYZ YOW/	
PUBLIC HEALTH	1850-54	02-06-2012	02-07-2012	AEROFLEET SERVICES	54.00	CAD	54.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3512	CANCER PREVENTION	4121	Limousines and Taxicabs	ONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1851-57	02-06-2012	02-08-2012	BATON ROUGE RESTAURANT	46.00	CAD	46.00	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	5812	"Eating Places, Restaurants"	CONFERENCES/SEMINARS - OTHER EXPENSE	
PUBLIC HEALTH	1851-58	02-06-2012	02-08-2012	OTTAWA TAXI	33.00	CAD	33.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3512	CANCER PREVENTION	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1851-59	02-07-2012	02-08-2012	NEW SITAR RESTAURANT	29.83	CAD	29.83	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	5812	"Eating Places, Restaurants"	CONFERENCES/SEMINARS - OTHER EXPENSE	
PUBLIC HEALTH	1851-60	02-07-2012	02-08-2012	TAXITAB	11.50	CAD	11.50	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3512	CANCER PREVENTION	4121	Limousines and Taxicabs	ONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1851-61	02-07-2012	02-08-2012	TAXITAB	12.50	CAD	12.50	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3512	CANCER PREVENTION	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1856-73	02-07-2012	02-10-2012	OTTAWA MARRIOTT F B	6.55	CAD	6.55	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	5812	"Eating Places, Restaurants"	CONFERENCES/SEMINARS - OTHER EXPENSE	
PUBLIC HEALTH	1856-74	02-10-2012	02-10-2012	SWISS CHALET #1790	20.00	CAD	20.00	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	5812	"Eating Places, Restaurants"	CONFERENCES/SEMINARS - OTHER EXPENSE	
PUBLIC HEALTH	1858-93	02-10-2012	02-13-2012	ASIAN GOURMET	8.90	CAD	8.90	CAD	4255	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	5814	Quick Payment Service - Fast-Food Restau	CONFERENCES/SEMINARS - OTHER EXPENSE	
PUBLIC HEALTH	1858-94	02-11-2012	02-13-2012	THE NATIONAL HOTEL AND	856.84	CAD	856.84	CAD	*****	CONFERENCES/SEMINARS - OTHER EXPENSES	PH3512	CANCER PREVENTION	3581	Delta Hotels	*****	
PUBLIC HEALTH	1859-41	02-12-2012	02-14-2012	CROWN TAXI INC	50.00	CAD	50.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3512	CANCER PREVENTION	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
					"1,593.24"	CAD	"1,593.24"	CAD								
"PARKS, FORESTRY & RECREATION"	1841-52	01-31-2012	02-02-2012	WAL-MART #3159	51.55	CAD	51.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDRENS COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1848-93	02-03-2012	02-06-2012	WAL-MART #3159	14.85	CAD	14.85	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1851-62	02-07-2012	02-08-2012	RCSS SCARBOROUGH #2809	38.53	CAD	38.53	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1858-95	02-10-2012	02-13-2012	NOFRILLS DICKIES 752	12.98	CAD	12.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1863-45	02-14-2012	02-16-2012	WAL-MART #3159	43.36	CAD	43.36	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1869-67	02-17-2012	02-20-2012	WAL-MART #3159	39.65	CAD	39.65	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1872-36	02-21-2012	02-22-2012	RCSS SCARBOROUGH #2809	47.55	CAD	47.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07895	MCGREGOR PARK-SOC PG	5411	"Grocery Stores, Supermarkets"	CHILDREN'S COOKING PROGRAM SUPPLIES	
					248.47	CAD	248.47	CAD								
FIRE SERVICES	1862-67	02-14-2012	02-15-2012	CARRIER CENTERS	"2,476.83"	CAD	"2,476.83"	CAD	*****	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECH MAINT-VEH MAINT	7531	Automotive Body and Repair Shops	*****	
FIRE SERVICES	1878-80	02-23-2012	02-27-2012	SERVICEONTARIO - 049	20.00	CAD	20.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECH MAINT-VEH MAINT	9399	Government Services - Not Elsewhere Clas	PLATES FOR VEH 30003	
					"2,496.83"	CAD	"2,496.83"	CAD								
CITY CLERK'S OFFICE	1839-62	01-31-2012	02-01-2012	PDIPOA	153.80	CAD	150.00	USD	4760	MEMBERSHIP FEES	GV0019	PROTOCOL	8398	"Organizations, Charitable and Social Ser"	PROTOCOL OFFICERS ASSOC. MEMBERSHIP	
					153.80	CAD	150.00	USD								
TORONTO WATER	1839-63	01-30-2012	02-01-2012	CDN TIRE STORE #00214	95.74	CAD	95.74	CAD	2401	LUBRICANTS	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	LUBRICANTS	
TORONTO WATER	1854-50	02-07-2012	02-09-2012	RONA NOBLE TRADE 52380	204.33	CAD	204.33	CAD	2570	JANITORIAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5251	Hardware Stores	FAUCET	
TORONTO WATER	1854-51	02-08-2012	02-09-2012	PRINCESS AUTO	49.63	CAD	49.63	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	CASTERS	
TORONTO WATER	1858-96	02-09-2012	02-13-2012	CDN TIRE STORE #00214	94.87	CAD	94.87	CAD	2570	JANITORIAL SUPPLIES	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	HOSE	
TORONTO WATER	1858-97	02-10-2012	02-13-2012	THE HOME DEPOT #7134	83.64	CAD	83.64	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****	
					528.21	CAD	528.21	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-67	02-01-2012	02-03-2012	INSTORAGE-ARROW	146.86	CAD	146.86	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-68	02-01-2012	02-03-2012	INSTORAGE-ARROW	274.55	CAD	274.55	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-69	02-01-2012	02-03-2012	INSTORAGE-ARROW	146.86	CAD	146.86	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-70	02-01-2012	02-03-2012	INSTORAGE-ARROW	274.55	CAD	274.55	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-71	02-01-2012	02-03-2012	INSTORAGE-ARROW	146.86	CAD	146.86	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-72	02-01-2012	02-03-2012	INSTORAGE-O'CONNOR	"1,401.04"	CAD	"1,401.04"	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-73	02-01-2012	02-03-2012	INSTORAGE-TODD BAYLIS	319.75	CAD	319.75	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1842-74	02-01-2012	02-03-2012	INSTORAGE-TODD BAYLIS	302.81	CAD	302.81	CAD	4416	"TRANSFER, HAULAGE AND STORAGE"	F80000	EMERGENCY PLANNING S	4225	"Public Warehousing - Farm Products, Refr"	STORAGE FOR EPU SUPPLIES	
					"3,013.28"	CAD	"3,013.28"	CAD								
"PARKS, FORESTRY & RECREATION"	1841-53	02-01-2012	02-02-2012	PHARMA PLUS DRUGMARTS	139.50	CAD	139.50	CAD	4225	BUSINESS TRAV - PUBLIC TRANSIT	P03026	STEPHEN LEACOCK-PGM	5912	"Drug Stores, Pharmacies"	TTC TICKETS FOR YOUTH OUTREACH @ STEPHENLEACOCK	
"PARKS, FORESTRY & RECREATION"	1856-75	02-09-2012	02-10-2012	LONG   MCQUADE LIMITED	64.41	CAD	64.41	CAD	4590	RENTAL - OTHER	P03026	STEPHEN LEACOCK-PGM	7399	Business Services - Not Elsewhere Classi	YAMAHA STAGEPASS 500 1MTH RENTAL	
"PARKS, FORESTRY & RECREATION"	1873-56	02-21-2012	02-23-2012	RONA # 55140	7.82	CAD	7.82	CAD	2710	GENERAL HARDWARE	P03026	STEPHEN LEACOCK-PGM	5251	Hardware Stores	GLUE FOR DOOR LABELS	
"PARKS, FORESTRY & RECREATION"	1882-50	02-27-2012	02-29-2012	WAL-MART # 3000	60.31	CAD	60.31	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P03026	STEPHEN LEACOCK-PGM	5310	Discount Stores	"FREEZER BAGS FOR DEPOSITS,PAPER,PHONE WIRE"	
"PARKS, FORESTRY & RECREATION"	1882-51	02-28-2012	02-29-2012	NOFRILLS NICK'S #1399	3.00	CAD	3.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03026	STEPHEN LEACOCK-PGM	5411	"Grocery Stores, Supermarkets"	POPCORN FOR PROGRAMS	
					275.04	CAD	275.04	CAD								
TORONTO WATER	1839-64	01-30-2012	02-01-2012	MOTION IND ON11	105.12	CAD	105.12	CAD	2120	PARTS - MACHINERY & EQUIPMENT	PW1018	WS CENTRAL WORK AREA	5085	Industrial Supplies Not Elsewhere Classi	*****	
TORONTO WATER	1854-52	02-07-2012	02-09-2012	THE HOME DEPOT #7011	251.68	CAD	251.68	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****	
TORONTO WATER	1858-98	02-09-2012	02-13-2012	WAL-MART # 3105	89.81	CAD	89.81	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5310	Discount Stores	DRILL	
TORONTO WATER	1869-68	02-16-2012	02-20-2012	THE HOME DEPOT #7129	80.20	CAD	80.20	CAD	2710	GENERAL HARDWARE	PW1018	WS CENTRAL WORK AREA	5200	Home Supply Warehouse	*****	
					526.81	CAD	526.81	CAD								
"PARKS, FORESTRY & RECREATION"	1873-57	02-22-2012	02-23-2012	STAPLES STORE #1	45.09	CAD	45.09	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P00853	ALNESS YD-TRADES	5943	"Office, School Supply, and Stationery St"	MAPS FOR ALNESS YARD	
					45.09	CAD	45.09	CAD								
TRANSPORTATION SERVICES 	1842-75	02-01-2012	02-03-2012	INSTORAGE-TRETHEWEY	500.58	CAD	500.58	CAD	4590	RENTAL - OTHER	TP0100	"RW SURF REPAIR-D1,A1"	4225	"Public Warehousing - Farm Products, Refr"	STORAGE UNIT FOR RENTAL	
					500.58	CAD	500.58	CAD								
PUBLIC HEALTH	1854-53	02-07-2012	02-09-2012	OTTAWA TAXI	34.75	CAD	34.75	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3011	DIRECTOR'S : HL-CDP	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1858-99	02-10-2012	02-13-2012	TAXITAB	38.00	CAD	38.00	CAD	4254	CONFERENCES/SEMINARS - GROUND TRANSPT	PH3011	DIRECTOR'S : HL-CDP	4121	Limousines and Taxicabs	CONFERENCES/SEMINARS - GROUND TRANSP	
PUBLIC HEALTH	1866-63	02-10-2012	02-17-2012	CROWNE PLAZA OTTAWA	606.81	CAD	606.81	CAD	4252	CONFERENCES/SEMINARS - ACCOMMODATION	PH3011	DIRECTOR'S : HL-CDP	3750	Crowne Plaza Hotels	CONFERENCES/SEMINARS – ACCOMMODATION	
PUBLIC HEALTH	1873-58	02-21-2012	02-23-2012	CHNC	559.35	CAD	559.35	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3011	DIRECTOR'S : HL-CDP	8641	"Associations - Civic, Social, and Frater"	ONFERENCES/SEMINARS - REGISTRATION.	
PUBLIC HEALTH	1873-59	02-22-2012	02-23-2012	REG NURSES ASSOC ON	565.00	CAD	565.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3011	DIRECTOR'S : HL-CDP	8299	Educational Services	ONFERENCES/SEMINARS - REGISTRATION.	
					"1,803.91"	CAD	"1,803.91"	CAD								
"PARKS, FORESTRY & RECREATION"	1862-68	02-13-2012	02-15-2012	ZELLERS #075	16.27	CAD	16.27	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08216	LAWRENCE HTS-SPEC IN	5310	Discount Stores	PLAYING CARDS	
					16.27	CAD	16.27	CAD								
FIRE SERVICES	1856-76	02-09-2012	02-10-2012	PRECISE PARKLINK INC	15.00	CAD	15.00	CAD	4770	PARKING EXPENSES (INTOWN)	FR0011	RADIO	7523	Automobile Parking Lots and Garages	PARKING AT METRO HALL	
					15.00	CAD	15.00	CAD								
PUBLIC HEALTH	1862-69	02-13-2012	02-15-2012	MOE - HWIN WEB	72.16	CAD	72.16	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
PUBLIC HEALTH	1862-70	02-13-2012	02-15-2012	MOE - HWIN WEB	56.15	CAD	56.15	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
PUBLIC HEALTH	1862-71	02-13-2012	02-15-2012	MOE - HWIN WEB	56.09	CAD	56.09	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
PUBLIC HEALTH	1862-72	02-13-2012	02-15-2012	MOE - HWIN WEB	66.49	CAD	66.49	CAD	4860	HAZARDOUS WASTE REMOVAL	PH4081	VACCINE PRVNTABL DIS	9399	Government Services - Not Elsewhere Clas	HAZARDOUS WASTE REMOVAL	
					250.89	CAD	250.89	CAD								
"PARKS, FORESTRY & RECREATION"	1842-76	02-02-2012	02-03-2012	A BUCK OR TWO	69.50	CAD	69.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11224	MALVERN RC-SPORTS	5310	Discount Stores	SUPPLIES FOR SPECIAL ART WOEKSHOP	
"PARKS, FORESTRY & RECREATION"	1848-95	02-03-2012	02-06-2012	GREEN'S WEST INDIAN GR	45.18	CAD	45.18	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05797	MALVERN RC-SPORTS	5411	"Grocery Stores, Supermarkets"	SPECIAL COOKING WORKSHOP FOR GIRLS PROGRAM	
"PARKS, FORESTRY & RECREATION"	1866-64	02-16-2012	02-17-2012	A BUCK OR TWO	69.61	CAD	69.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05797	MALVERN RC-SPORTS	5310	Discount Stores	BLACK HISTORY MONTH BASKETBALL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1876-56	02-23-2012	02-24-2012	STAPLES STORE #266	25.12	CAD	25.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05797	MALVERN RC-SPORTS	5943	"Office, School Supply, and Stationery St"	CERTIFICATES FOR END OF SESSION PROGRAMMING	
"PARKS, FORESTRY & RECREATION"	1876-57	02-23-2012	02-24-2012	A BUCK OR TWO	28.53	CAD	28.53	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05797	MALVERN RC-SPORTS	5310	Discount Stores	BLACK HISTORY MONTH CULTURAL SHOW SUPPLIES	
"PARKS, FORESTRY & RECREATION"	1878-81	02-24-2012	02-27-2012	FOOD BASICS #606	7.08	CAD	7.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05797	MALVERN RC-SPORTS	5411	"Grocery Stores, Supermarkets"	BLACK HISTORY MONTH CULTURAL SHOW SUPPLIES	
					245.02	CAD	245.02	CAD								
PUBLIC HEALTH	1876-58	02-22-2012	02-24-2012	U OF T FACULTY OF DENT	250.00	CAD	250.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	PH3600	DENTAL SVCS-DIR OFF	8220	"Colleges, Universities, Professional Sch"	CONFERENCES/SEMINARS - REGISTRATION	
					250.00	CAD	250.00	CAD								
TORONTO WATER	1839-65	01-31-2012	02-01-2012	STAPLES STORE #214	25.69	CAD	25.69	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	PW3000	DISTRICT OPS ADMIN	5943	"Office, School Supply, and Stationery St"	LABELS	
					25.69	CAD	25.69	CAD								
CITY MANAGER	1866-65	02-16-2012	02-17-2012	EB *DEPUTY MINISTERS T	10.00	CAD	10.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	CM0003	CORPORATE POLICY	7399	Business Services - Not Elsewhere Classi	"REGISTRATION FEE - MARCH 1, 2012"	
CITY MANAGER	1873-60	02-21-2012	02-23-2012	PORTER AI	319.60	CAD	319.60	CAD	4215	BUSINESS TRAV - AIR TRANSPORTATION	CM0001	EXECUTIVE MANAGEMENT	4511	"Air Carriers, Airlines - Not Elsewhere C"	"AIRFARE -OTTAWA - MARCH 7-8, 2012"	
CITY MANAGER	1878-82	02-24-2012	02-27-2012	EB *TSC SPORT SUMMIT	60.00	CAD	60.00	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	CM0003	CORPORATE POLICY	7399	Business Services - Not Elsewhere Classi	REGISTRATION FEE	
					389.60	CAD	389.60	CAD								
"PARKS, FORESTRY & RECREATION"	1856-77	02-08-2012	02-10-2012	WAL-MART # 3031	34.62	CAD	34.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5310	Discount Stores	FOOD FOR VALENTINE LUNCH	
"PARKS, FORESTRY & RECREATION"	1856-78	02-08-2012	02-10-2012	WAL-MART # 3031	23.73	CAD	23.73	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5310	Discount Stores	SUPPLIES FOR ROBBIE B BURNS	
"PARKS, FORESTRY & RECREATION"	1856-79	02-09-2012	02-10-2012	NO FRILL'S #1306	6.98	CAD	6.98	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR VALENTINE LUNCH	
"PARKS, FORESTRY & RECREATION"	1856-80	02-09-2012	02-10-2012	SOBEYS #741        QPS	33.64	CAD	33.64	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR VALENTINE LUNCH	
"PARKS, FORESTRY & RECREATION"	1858-100	02-09-2012	02-13-2012	ZELLERS #195	6.75	CAD	6.75	CAD	2610	KITCHEN SUPPLIES	P08504	HORNER SR-SOC PGM	5310	Discount Stores	SUPPLIES FOR VALENTINES LUNCH-NAPKINS	
"PARKS, FORESTRY & RECREATION"	1858-101	02-09-2012	02-13-2012	SOBEYS #7383       QPS	11.07	CAD	11.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SR-SOC PGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR VALENTINE LUNCH	
"PARKS, FORESTRY & RECREATION"	1862-73	02-14-2012	02-15-2012	SIEMENS CANADA LIMITED	881.40	CAD	881.40	CAD	4431	CONTRACTED SERVICES - FIRE ALARM SYSTEM	P06767	HORNER SENIORS-OPERA	5039	Construction Materials Not Elsewhere Cla	FIRE ALARM MONITERING	
"PARKS, FORESTRY & RECREATION"	1880-51	02-27-2012	02-28-2012	RELIANCE PROTECTRON SE	28.25	CAD	28.25	CAD	4435	C. SERV - SECUR SYS	P06767	HORNER SENIORS-OPERA	7393	"Detective Agencies, Protective Agencies,"	SECURITY MONITERING	
					"1,026.44"	CAD	"1,026.44"	CAD								
SHELTER & SUPPORTIVE HOUSING ADMINISTRATION	1850-55	02-03-2012	02-07-2012	FAST SIGNS	614.16	CAD	614.16	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	F01424	SCAR FAM RES-DIRECT	7311	Advertising Services	POSTERS/CARDS FOR SHELTER RESIDENT EVENT	
