Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre/ WBS Element / Order	Cost Centre/ WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	4246-120	2016-10-13	2016-10-14	METAL SUPERMARKETS (SC	303.04	CAD	303.04	CAD	2532	STEEL	P03651	TECH SERV. 2-FACILITIES MAIN/CONST	5051	Metal Service Centers and Offices	SS FLAT 304
"PARKS, FORESTRY & RECREATION"	4252-100	2016-10-18	2016-10-19	METAL SUPERMARKETS (SC	66.63	CAD	66.63	CAD	2710	GENERAL HARDWARE	P00835	TECH SERV. 1-TRADES	5051	Metal Service Centers and Offices	HR FLAT .375 X4
"PARKS, FORESTRY & RECREATION"	4254-131	2016-10-19	2016-10-20	SDI SUPPLIES LTD	106.27	CAD	106.27	CAD	2710	GENERAL HARDWARE	P00835	TECH SERV. 1-TRADES	5085	Industrial Supplies Not Elsewhere Classi	3/4X4 TORPEDO BOLTS
"PARKS, FORESTRY & RECREATION"	4255-131	2016-10-20	2016-10-21	LOWES #02494*	121.01	CAD	121.01	CAD	2710	GENERAL HARDWARE	P00835	TECH SERV. 1-TRADES	5200	Home Supply Warehouse	"**MORE**  12"" COMBO SQUARE"
"PARKS, FORESTRY & RECREATION"	4255-132	2016-10-20	2016-10-21	PRINCESS AUTO #36	215.12	CAD	215.12	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	CORD EXT
"PARKS, FORESTRY & RECREATION"	4258-189	2016-10-21	2016-10-24	SDI SUPPLIES LTD	235.70	CAD	235.70	CAD	2710	GENERAL HARDWARE	P00833	TECH SERV. 3-PARKS CONSTRUCTION	5085	Industrial Supplies Not Elsewhere Classi	LENOX HOLESAW
"PARKS, FORESTRY & RECREATION"	4266-138	2016-10-27	2016-10-28	INTERLINE WHOLESALE HA	69.14	CAD	69.14	CAD	2715	PAINT SUPPLIES	P00264	E-CENTRAL2-TURF&HORT	5072	Hardware Equipment and Supplies	GREY PRIMER
					"2,101.89"	CAD	"2,101.89"	CAD							
FACILITIES MANAGEMENT DIVISON	4258-190	2016-10-20	2016-10-24	THE HOME DEPOT #7027	47.37	CAD	47.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0066	1050 ELLESMERE RD-OP-E (YARD D)	5200	Home Supply Warehouse	**MORE**  DW 16' TAPE
FACILITIES MANAGEMENT DIVISON	4265-136	2016-10-25	2016-10-27	THE HOME DEPOT #7027	45.72	CAD	45.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA0066	1050 ELLESMERE RD-OP-E (YARD D)	5200	Home Supply Warehouse	**MORE**  TUNDRA 1-1/4
					93.09	CAD	93.09	CAD							
FACILITIES MANAGEMENT DIVISON	4234-108	2016-10-03	2016-10-04	LOWES #02633*	131.06	CAD	131.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61345601	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	AVALON NON-DIRECTIONAL 2X4X5/8
FACILITIES MANAGEMENT DIVISON	4249-202	2016-10-13	2016-10-17	THE HOME DEPOT #7001	22.61	CAD	22.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351728	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  NUTS
FACILITIES MANAGEMENT DIVISON	4249-203	2016-10-14	2016-10-17	LOWES #02633*	227.03	CAD	227.03	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351885	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  RIO DIRECTIONAL PATTERN 2X4X5/8
					380.70	CAD	380.70	CAD							
FACILITIES MANAGEMENT DIVISON	4228-209	2016-09-29	2016-10-03	BRAFASCO / SCARBOROUGH	109.55	CAD	109.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61347036	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	NUTS BOLTS
FACILITIES MANAGEMENT DIVISON	4228-210	2016-09-29	2016-10-03	BRAFASCO / SCARBOROUGH	298.60	CAD	298.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61342153	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SAFT SPANNER
FACILITIES MANAGEMENT DIVISON	4234-109	2016-10-03	2016-10-04	DAYVAN	151.96	CAD	151.96	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350423	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	BATH HARDWARE
FACILITIES MANAGEMENT DIVISON	4239-173	2016-10-07	2016-10-11	BRAFASCO / SCARBOROUGH	136.44	CAD	136.44	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61349142	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HARDWARE
FACILITIES MANAGEMENT DIVISON	4254-132	2016-10-19	2016-10-20	L L LOCKS	28.25	CAD	28.25	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352084	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	KEY LOCK
FACILITIES MANAGEMENT DIVISON	4255-133	2016-10-20	2016-10-21	DAYVAN	100.24	CAD	100.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352463	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HARDWARE
					825.04	CAD	825.04	CAD							
FACILITIES MANAGEMENT DIVISON	4239-174	2016-10-07	2016-10-11	HANFORD LUMBER LIMITED	488.16	CAD	488.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	5211	"Building Materials, Lumber Stores"	SHOP MAT
FACILITIES MANAGEMENT DIVISON	4252-101	2016-10-18	2016-10-19	SPEED FASTENING SYSTEM	101.29	CAD	101.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2308	ADMIN-OPS-EAST-OPERATIONAL EXP RCVRY	7538	Automotive Service Shops	SHOP TOOL REPAIR
FACILITIES MANAGEMENT DIVISON	4258-191	2016-10-21	2016-10-24	METAL SUPERMARKETS (NO	16.95	CAD	16.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352401	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	REPAIR RAMP
FACILITIES MANAGEMENT DIVISON	4261-71	2016-10-24	2016-10-25	SPEED FASTENING SYSTEM	360.57	CAD	360.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352353	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7538	Automotive Service Shops	RINK BOARDS
					966.97	CAD	966.97	CAD							
FACILITIES MANAGEMENT DIVISON	4235-138	2016-10-04	2016-10-05	LENNOX CANADA INC	"2,322.43"	CAD	"2,322.43"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350562	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	HEAT EXCHANGER AND PARTS
FACILITIES MANAGEMENT DIVISON	4235-139	2016-10-04	2016-10-05	LENNOX CANADA INC	21.79	CAD	21.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350562	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	PARTS
FACILITIES MANAGEMENT DIVISON	4238-115	2016-10-06	2016-10-07	THE MASTER GROUP CRANF	67.10	CAD	67.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350716	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5074	Plumbing and Heating Equipment	BELTS
FACILITIES MANAGEMENT DIVISON	4238-116	2016-10-06	2016-10-07	LENNOX CANADA INC	"2,435.75"	CAD	"2,435.75"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350562	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5965	Direct Marketing - Combination Catalog a	HEAR EXCHANGER AND PARTS
					"4,847.07"	CAD	"4,847.07"	CAD							
FACILITIES MANAGEMENT DIVISON	4228-211	2016-09-30	2016-10-03	ACTION LIGHTING	114.81	CAD	114.81	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61349677	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BULBS
FACILITIES MANAGEMENT DIVISON	4234-110	2016-10-03	2016-10-04	CANADA COMPUTERS #15	50.84	CAD	50.84	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350081	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5734	Computer Software Stores	120W UNIVERSAL ADAPTER
FACILITIES MANAGEMENT DIVISON	4258-192	2016-10-20	2016-10-24	THE HOME DEPOT #7129	35.73	CAD	35.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352450	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ENRGZR 9V-6 bulbs
FACILITIES MANAGEMENT DIVISON	4263-124	2016-10-25	2016-10-26	DOWNTOWN LUMBER	2.68	CAD	2.68	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352919	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	PVC COUPLINGS
FACILITIES MANAGEMENT DIVISON	4269-209	2016-10-27	2016-10-31	THE HOME DEPOT #7129	8.48	CAD	8.48	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61353047	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1/4X 17 CON
FACILITIES MANAGEMENT DIVISON	4269-210	2016-10-28	2016-10-31	POWERTRADE ELECTRIC LT	153.24	CAD	153.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352556	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	EDWARDS HORN
FACILITIES MANAGEMENT DIVISON	4269-211	2016-10-28	2016-10-31	POWERTRADE ELECTRIC LT	73.29	CAD	73.29	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61353284	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	EDWARDS BELL
					439.07	CAD	439.07	CAD							
FACILITIES MANAGEMENT DIVISON	4237-108	2016-10-04	2016-10-06	THE HOME DEPOT #7013	170.17	CAD	170.17	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  PUSH PLATE
FACILITIES MANAGEMENT DIVISON	4265-137	2016-10-26	2016-10-27	TARRISON PRODUCTS	"1,173.51"	CAD	"1,173.51"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5099	Durable Goods Not Elsewhere Classified	STAINLESS STEEL SINK UNIT
FACILITIES MANAGEMENT DIVISON	4269-212	2016-10-28	2016-10-31	ROYAL DOOR SALES   SER	"1,530.02"	CAD	"1,530.02"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	4 NEW CUSTOM DOORS
FACILITIES MANAGEMENT DIVISON	4269-213	2016-10-28	2016-10-31	WILSON ARCHITECTUAL DO	"1,147.74"	CAD	"1,147.74"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	2 NEW METAL DOORS AND FRAMES
					"4,021.44"	CAD	"4,021.44"	CAD							
FACILITIES MANAGEMENT DIVISON	4228-212	2016-09-30	2016-10-03	UPARK CORP. - 150 EGLI	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	61350245	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4239-175	2016-10-07	2016-10-11	ABC FIRE DOOR	27.69	CAD	27.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351159	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	THRESHOLD PLATE
FACILITIES MANAGEMENT DIVISON	4239-176	2016-10-07	2016-10-11	THE HOME DEPOT #7080	33.72	CAD	33.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351138	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  2X4X10 SPF.
FACILITIES MANAGEMENT DIVISON	4265-138	2016-10-26	2016-10-27	UPARK CORP. - 150 EGLI	10.00	CAD	10.00	CAD	4770	PARKING EXPENSES (INTOWN)	61351993	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4266-139	2016-10-27	2016-10-28	RONA # 55040	27.10	CAD	27.10	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61353148	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DOOR CLOSER AND SCREWS
					108.51	CAD	108.51	CAD							
FACILITIES MANAGEMENT DIVISON	4235-140	2016-10-04	2016-10-05	NEW CANADIAN LUMBER	11.87	CAD	11.87	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61343612	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	2X4
FACILITIES MANAGEMENT DIVISON	4237-109	2016-10-05	2016-10-06	ABC FIRE DOOR	167.24	CAD	167.24	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	EXTRA LONG SWEEP THRESHOLD AND KICK PLATE
FACILITIES MANAGEMENT DIVISON	4237-110	2016-10-05	2016-10-06	ABC FIRE DOOR	306.23	CAD	306.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350264	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	MULION POST LATCH KIT
FACILITIES MANAGEMENT DIVISON	4237-111	2016-10-05	2016-10-06	BL SECURITY LOCKSMITH	16.95	CAD	16.95	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350883	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	KEYS
FACILITIES MANAGEMENT DIVISON	4237-112	2016-10-05	2016-10-06	BL SECURITY LOCKSMITH	46.90	CAD	46.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350968	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7393	"Detective Agencies, Protective Agencies,"	HASP LOCK AND KEYS
FACILITIES MANAGEMENT DIVISON	4242-59	2016-10-11	2016-10-12	CUSTOM DOOR   LOCK SER	24.86	CAD	24.86	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61348500	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5533	"Automotive Parts, Accessories Stores"	CUT KEYS
FACILITIES MANAGEMENT DIVISON	4249-204	2016-10-14	2016-10-17	THE HOME DEPOT #7110	54.55	CAD	54.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61337198	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  RECIP BLADE
FACILITIES MANAGEMENT DIVISON	4249-205	2016-10-14	2016-10-17	THE HOME DEPOT #7110	41.73	CAD	41.73	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350363	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SCREWS
FACILITIES MANAGEMENT DIVISON	4249-206	2016-10-15	2016-10-17	THE HOME DEPOT #7013	81.69	CAD	81.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339858	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  S4S 1X2X6OAK
FACILITIES MANAGEMENT DIVISON	4249-207	2016-10-15	2016-10-17	THE HOME DEPOT #7013	12.45	CAD	12.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61339858	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	1X3X6 PINE S
FACILITIES MANAGEMENT DIVISON	4252-102	2016-10-18	2016-10-19	ABC FIRE DOOR	306.23	CAD	306.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351439	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	POST LATCH KIT
FACILITIES MANAGEMENT DIVISON	4252-103	2016-10-18	2016-10-19	ABC FIRE DOOR	151.42	CAD	151.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352097	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	HINGES
FACILITIES MANAGEMENT DIVISON	4261-72	2016-10-24	2016-10-25	CENTRAL FAIBANK LUMBER	51.19	CAD	51.19	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352623	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	1X6 MAPLE TRIM
					"1,273.31"	CAD	"1,273.31"	CAD							
FACILITIES MANAGEMENT DIVISON	4269-214	2016-10-28	2016-10-31	THE HOME DEPOT #7001	16.59	CAD	16.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61349900	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	BRSHWALLPLTE
					16.59	CAD	16.59	CAD							
FACILITIES MANAGEMENT DIVISON	4237-113	2016-10-04	2016-10-06	THE HOME DEPOT #7080	106.69	CAD	106.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  WOOD PUTTY
FACILITIES MANAGEMENT DIVISON	4237-114	2016-10-04	2016-10-06	THE HOME DEPOT #7080	64.57	CAD	64.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350101	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ACETNE 3.78L
FACILITIES MANAGEMENT DIVISON	4266-140	2016-10-26	2016-10-28	THE HOME DEPOT #7080	35.15	CAD	35.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61348134	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	LACQUER SG
					206.41	CAD	206.41	CAD							
FACILITIES MANAGEMENT DIVISON	4252-104	2016-10-17	2016-10-19	THE HOME DEPOT #7080	23.63	CAD	23.63	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351896	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	GEK B CLR
FACILITIES MANAGEMENT DIVISON	4266-141	2016-10-27	2016-10-28	NOBLE 1017	33.31	CAD	33.31	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352244	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	FITTINGS
					56.94	CAD	56.94	CAD							
FACILITIES MANAGEMENT DIVISON	4239-177	2016-10-05	2016-10-11	JJ DOWNS INDUSTRIAL	88.35	CAD	88.35	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351022	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PVC VALVE AND MATERIAL
FACILITIES MANAGEMENT DIVISON	4239-178	2016-10-05	2016-10-11	JJ DOWNS INDUSTRIAL	61.97	CAD	61.97	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351022	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	PVC MATERIAL
FACILITIES MANAGEMENT DIVISON	4252-105	2016-10-17	2016-10-19	THE HOME DEPOT #7080	40.33	CAD	40.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352186	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  ENERGIZER
					190.65	CAD	190.65	CAD							
FACILITIES MANAGEMENT DIVISON	4228-213	2016-09-28	2016-10-03	PURE METAL GALVANIZING	350.02	CAD	350.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61345024	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	GALVANIZING
FACILITIES MANAGEMENT DIVISON	4228-214	2016-09-30	2016-10-03	METAL SUPERMARKETS (NO	126.56	CAD	126.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61348627	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	ALUMINUM ANGLES
FACILITIES MANAGEMENT DIVISON	4254-133	2016-10-19	2016-10-20	ACKLANDS-GRAINGER INC	"1,181.96"	CAD	"1,181.96"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350488	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SHELVES
FACILITIES MANAGEMENT DIVISON	4258-193	2016-10-21	2016-10-24	THE HOME DEPOT #7080	194.85	CAD	194.85	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352561	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  FG HIDEX 3PK
FACILITIES MANAGEMENT DIVISON	4265-139	2016-10-26	2016-10-27	POLLOCKS HM HWRE #1437	6.67	CAD	6.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352548	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	GLASS
FACILITIES MANAGEMENT DIVISON	4269-215	2016-10-27	2016-10-31	THE HOME DEPOT #7073	48.00	CAD	48.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352459	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	ACCESSORIES
FACILITIES MANAGEMENT DIVISON	4269-216	2016-10-28	2016-10-31	MCGOWAN FENCE   SUPPLY	43.60	CAD	43.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61316640	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5051	Metal Service Centers and Offices	POST CAPS
					"1,951.66"	CAD	"1,951.66"	CAD							
FACILITIES MANAGEMENT DIVISON	4234-111	2016-10-03	2016-10-04	NEW CANADIAN LUMBER	66.60	CAD	66.60	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61341930	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	LOCK AND HINGES
FACILITIES MANAGEMENT DIVISON	4242-60	2016-10-11	2016-10-12	TORONTO PARKING AUTHOR	4.75	CAD	4.75	CAD	4770	PARKING EXPENSES (INTOWN)	61351336	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4249-208	2016-10-13	2016-10-17	THE HOME DEPOT #7013	32.27	CAD	32.27	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61351585	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	HINGE
FACILITIES MANAGEMENT DIVISON	4254-134	2016-10-19	2016-10-20	TORONTO PARKING AUTHOR	2.25	CAD	2.25	CAD	4770	PARKING EXPENSES (INTOWN)	61352149	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4254-135	2016-10-19	2016-10-20	TORONTO PARKING AUTHOR	4.50	CAD	4.50	CAD	4770	PARKING EXPENSES (INTOWN)	61351887	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4255-134	2016-10-20	2016-10-21	TORONTO PARKING AUTHOR	2.00	CAD	2.00	CAD	4770	PARKING EXPENSES (INTOWN)	61352292	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4255-135	2016-10-20	2016-10-21	TORONTO PARKING AUTHOR	3.00	CAD	3.00	CAD	4770	PARKING EXPENSES (INTOWN)	61352292	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4258-194	2016-10-21	2016-10-24	CENTRAL FAIBANK LUMBER	141.05	CAD	141.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352623	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	PLYWOOD
FACILITIES MANAGEMENT DIVISON	4258-195	2016-10-21	2016-10-24	CENTRAL FAIBANK LUMBER	56.22	CAD	56.22	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61350363	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	PLYWOOD
FACILITIES MANAGEMENT DIVISON	4258-196	2016-10-21	2016-10-24	CENTRAL FAIBANK LUMBER	199.49	CAD	199.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61352138	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	MAPLE TWO BY FOUR
FACILITIES MANAGEMENT DIVISON	4263-125	2016-10-25	2016-10-26	UPARK CORP. - 150 EGLI	8.00	CAD	8.00	CAD	4770	PARKING EXPENSES (INTOWN)	61351993	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4265-140	2016-10-26	2016-10-27	UPARK CORP. - 150 EGLI	20.00	CAD	20.00	CAD	4770	PARKING EXPENSES (INTOWN)	61351993	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
FACILITIES MANAGEMENT DIVISON	4266-142	2016-10-27	2016-10-28	TORONTO PARKING AUTHOR	6.25	CAD	6.25	CAD	4770	PARKING EXPENSES (INTOWN)	61353146	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING
					546.38	CAD	546.38	CAD							
