Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose		
"PARKS, FORESTRY & RECREATION"	4051-187	2016-06-04	2016-06-06	IN *SPIN INK LTD	"2,295.88"	CAD	"2,295.88"	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	7333	"Commercial Art, Graphics, Photography"	REC SUPPLIES - T-SHIRTS		
"PARKS, FORESTRY & RECREATION"	4051-188	2016-06-03	2016-06-06	MICROFORUM SERVICES GR	444.09	CAD	444.09	CAD	4082	PHOTO/VIDEO SERVICES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	2741	Miscellaneous Publishing and Printing	PHOTO/VIDEO SERVICES - DVD'S FOR STOMP		
"PARKS, FORESTRY & RECREATION"	4068-102	2016-06-14	2016-06-15	LOBLAW SUPERMARKET #10	138.12	CAD	138.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03391	SPECIAL EVENTS - CITY WIDE YOUTH	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES		
					"3,859.53"	CAD	"3,859.53"	CAD									
"PARKS, FORESTRY & RECREATION"	4047-140	2016-05-31	2016-06-02	LEONA STONE LTD	"1,258.20"	CAD	"1,258.20"	CAD	2770	GRAVEL	P00850	G ROSS LORD YD-PARKS CONSTR	1740	"Insulation, Masonry, Plastering, Stonewo"	STONE		
"PARKS, FORESTRY & RECREATION"	4066-67	2016-06-11	2016-06-14	CDN TIRE STORE #00687	56.48	CAD	56.48	CAD	3080	M & E - HAND TOOLS	P00364	N-EAST-PARKS MAINT/RPRS	5200	Home Supply Warehouse	PRUNERS		
"PARKS, FORESTRY & RECREATION"	4070-154	2016-06-15	2016-06-16	CLASSIC DISPLAYS	"1,152.60"	CAD	"1,152.60"	CAD	3015	M & E - GROUNDS	P00405	N-CENTRAL1-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	BENCH		
"PARKS, FORESTRY & RECREATION"	4082-123	2016-06-23	2016-06-24	CLASSIC DISPLAYS	"1,152.60"	CAD	"1,152.60"	CAD	3015	M & E - GROUNDS	P00404	N-CENTRAL-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	BENCH		
"PARKS, FORESTRY & RECREATION"	4090-150	2016-06-29	2016-06-30	CLASSIC DISPLAYS	"1,152.60"	CAD	"1,152.60"	CAD	3015	M & E - GROUNDS	P00408	N-EAST-TURF&HORT	5999	Miscellaneous and Specialty Retail Store	BENCH		
					"4,772.48"	CAD	"4,772.48"	CAD									
"PARKS, FORESTRY & RECREATION"	4070-155	2016-06-15	2016-06-16	AMANA TRADING COMPANY	90.40	CAD	90.40	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09754	DENNIS R TIMBRELL RC-PLAY PROGRAMS	5947	"Card, Gift, Novelty, and Souvenir Shops"	REC. AWARDS		
					90.40	CAD	90.40	CAD									
"PARKS, FORESTRY & RECREATION"	4059-127	2016-06-09	2016-06-10	ROMA FENCE WEST INC	193.03	CAD	193.03	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5211	"Building Materials, Lumber Stores"	PANLE & POST 608351		
"PARKS, FORESTRY & RECREATION"	4064-223	2016-06-09	2016-06-13	YORK MANUFACTURING SER	549.85	CAD	549.85	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5039	Construction Materials Not Elsewhere Cla	STRAPPING/BRACKET 610214		
"PARKS, FORESTRY & RECREATION"	4070-156	2016-06-14	2016-06-16	CDN TIRE STORE #00192	54.75	CAD	54.75	CAD	2715	PAINT SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	PAINT BRUSHES 612405		
"PARKS, FORESTRY & RECREATION"	4080-114	2016-06-22	2016-06-23	VALLEYVIEW GARDENS HK	160.23	CAD	160.23	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00430	N-EAST-WINTER MAINT	5261	Lawn and Garden Supply Stores	PLANTS 609005		
					957.86	CAD	957.86	CAD									
"PARKS, FORESTRY & RECREATION"	4051-189	2016-06-02	2016-06-06	THE HOME DEPOT #7080	174.71	CAD	174.71	CAD	2665	PROTECTIVE CLOTHING	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5200	Home Supply Warehouse	**MORE**  TMFR GEL		
"PARKS, FORESTRY & RECREATION"	4051-190	2016-06-04	2016-06-06	THE HOME DEPOT #7073	98.14	CAD	98.14	CAD	2665	PROTECTIVE CLOTHING	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5200	Home Supply Warehouse	**MORE**  GOGGLE		
"PARKS, FORESTRY & RECREATION"	4054-110	2016-06-06	2016-06-08	CDN TIRE STORE #00654	36.48	CAD	36.48	CAD	2710	GENERAL HARDWARE	P06736	REGENT PARK CC-OPERATIONS	5200	Home Supply Warehouse	SCREWDRIVER KIT		
"PARKS, FORESTRY & RECREATION"	4057-127	2016-06-07	2016-06-09	THE HOME DEPOT #7080	51.78	CAD	51.78	CAD	2570	JANITORIAL SUPPLIES	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5200	Home Supply Warehouse	**MORE**  TMFR GEL		
"PARKS, FORESTRY & RECREATION"	4082-124	2016-06-23	2016-06-24	NILFISK ADVANCE CANADA	288.15	CAD	288.15	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5085	Industrial Supplies Not Elsewhere Classi	REPAIR POWER WASHER		
"PARKS, FORESTRY & RECREATION"	4082-125	2016-06-23	2016-06-24	CEDARBRAE POOLS COLTD	185.26	CAD	185.26	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06722	BEACHES CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	REPAIR POOL VACUUM		
"PARKS, FORESTRY & RECREATION"	4082-126	2016-06-23	2016-06-24	CEDARBRAE POOLS COLTD	319.63	CAD	319.63	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5996	Swimming Pools - Sales and Supplies	REPAIR POOL VACUUM		
					"1,154.15"	CAD	"1,154.15"	CAD									
"PARKS, FORESTRY & RECREATION"	4049-122	2016-06-01	2016-06-03	THE HOME DEPOT #7073	86.65	CAD	86.65	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  5WR CG FRAME		
"PARKS, FORESTRY & RECREATION"	4057-128	2016-06-08	2016-06-09	ACTION LOCKSMITHS INC	100.57	CAD	100.57	CAD	2730	LOCKS	P06877	N-EAST-OPERATIONS	5072	Hardware Equipment and Supplies	"KEYS, KEY TAGS"		
"PARKS, FORESTRY & RECREATION"	4059-128	2016-06-08	2016-06-10	THE HOME DEPOT #7073	141.45	CAD	141.45	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  LEPAGE AP		
"PARKS, FORESTRY & RECREATION"	4059-129	2016-06-08	2016-06-10	CDN TIRE STORE #00459	4.28	CAD	4.28	CAD	2570	JANITORIAL SUPPLIES	P06687	FLEMINGDON CC-OPERATIONS	5200	Home Supply Warehouse	CARPET DEODORIZER		
"PARKS, FORESTRY & RECREATION"	4059-130	2016-06-09	2016-06-10	SHERWIN WILLIAMS #8763	51.25	CAD	51.25	CAD	2715	PAINT SUPPLIES	P12151	TRACE MANES-COMM CENTRES-OPS	5231	"Glass, Paint, Wallpaper Stores"	PM 200 0 SG ULTRA		
"PARKS, FORESTRY & RECREATION"	4066-68	2016-06-10	2016-06-14	CDN TIRE STORE #00459	56.49	CAD	56.49	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	BOX CUTTER		
"PARKS, FORESTRY & RECREATION"	4072-135	2016-06-15	2016-06-17	CDN TIRE STORE #00192	143.23	CAD	143.23	CAD	2715	PAINT SUPPLIES	P06877	N-EAST-OPERATIONS	5200	Home Supply Warehouse	"PAINT BRUSHES, PAINT SUPPLIES"		
"PARKS, FORESTRY & RECREATION"	4072-136	2016-06-16	2016-06-17	SHERWIN WILLIAMS #8763	133.65	CAD	133.65	CAD	2715	PAINT SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	**MORE**  PM 200 0 SG EXTRA		
"PARKS, FORESTRY & RECREATION"	4074-165	2016-06-16	2016-06-20	CDN TIRE STORE #00192	86.02	CAD	86.02	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06687	FLEMINGDON CC-OPERATIONS	5200	Home Supply Warehouse	"TRIMMER STRING, 2CYCLEY OIL, SAFETY GLASSES"		
"PARKS, FORESTRY & RECREATION"	4074-166	2016-06-17	2016-06-20	LOWES #02633*	64.61	CAD	64.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06687	FLEMINGDON CC-OPERATIONS	5200	Home Supply Warehouse	"**MORE**  10"" MAX STEEL MULTI PURPOSE SNIP"		
"PARKS, FORESTRY & RECREATION"	4076-84	2016-06-20	2016-06-21	POOL MASTER INC	22.59	CAD	22.59	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	SKIMMER BASKET		
"PARKS, FORESTRY & RECREATION"	4084-187	2016-06-23	2016-06-27	THE HOME DEPOT #7012	108.92	CAD	108.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06687	FLEMINGDON CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  GARDEN HOSE		
"PARKS, FORESTRY & RECREATION"	4084-188	2016-06-23	2016-06-27	THE HOME DEPOT #7012	19.00	CAD	19.00	CAD	2715	PAINT SUPPLIES	P03036	VICTORIA VILLAGE-OPERATIONS	5200	Home Supply Warehouse	**MORE**  2PK LF RFLS		
"PARKS, FORESTRY & RECREATION"	4090-151	2016-06-28	2016-06-30	ACTION LOCKSMITHS INC	91.53	CAD	91.53	CAD	2730	LOCKS	P06877	N-EAST-OPERATIONS	5072	Hardware Equipment and Supplies	KEYS		
"PARKS, FORESTRY & RECREATION"	4090-152	2016-06-29	2016-06-30	POOL MASTER INC	219.16	CAD	219.16	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06690	OCONNOR CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	"4 SKIMMER BASKET, YELLOW TAPE"		
					"1,329.40"	CAD	"1,329.40"	CAD									
"PARKS, FORESTRY & RECREATION"	4051-191	2016-06-02	2016-06-06	CDN TIRE STORE #00119	51.37	CAD	51.37	CAD	2570	JANITORIAL SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	5200	Home Supply Warehouse	CARPET CLEANER FLUID		
"PARKS, FORESTRY & RECREATION"	4053-91	2016-06-06	2016-06-07	MONARCH PAINTS	90.72	CAD	90.72	CAD	2715	PAINT SUPPLIES	P06764	FAIRBANK-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4059-131	2016-06-08	2016-06-10	STEELES PAINT   DECORA	310.73	CAD	310.73	CAD	2715	PAINT SUPPLIES	P03034	JOHN BOOTH-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4072-137	2016-06-16	2016-06-17	D G VACUUM REPAIR SERV	162.72	CAD	162.72	CAD	2570	JANITORIAL SUPPLIES	P06689	NORTHWOOD CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	DUST PAN CLOSING LIDS		
"PARKS, FORESTRY & RECREATION"	4080-115	2016-06-21	2016-06-23	ONEIDA EQUIPMENT LTD	190.97	CAD	190.97	CAD	3015	M & E - GROUNDS	P07702	GRANDRAVINE CC-OPERATIONS	5712	"Equipment, Furniture, and Home Furnishin"	LEAF BLOWER		
"PARKS, FORESTRY & RECREATION"	4080-116	2016-06-22	2016-06-23	D G VACUUM REPAIR SERV	423.75	CAD	423.75	CAD	3025	M & E - JANITORIAL	P06691	OAKDALE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	UPRIGHT VACUUM		
"PARKS, FORESTRY & RECREATION"	4090-153	2016-06-28	2016-06-30	SP S COMM SWIMMING POO	49.70	CAD	49.70	CAD	2710	GENERAL HARDWARE	P06689	NORTHWOOD CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	FILTER HOUSING		
"PARKS, FORESTRY & RECREATION"	4090-154	2016-06-28	2016-06-30	SP S COMM SWIMMING POO	356.13	CAD	356.13	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07659	DOUGLAS SNOW-OPERATIONS	5996	Swimming Pools - Sales and Supplies	PUMP REPAIR		
					"1,636.09"	CAD	"1,636.09"	CAD									
"PARKS, FORESTRY & RECREATION"	4051-192	2016-06-03	2016-06-06	KOOY BROS LAWN	539.73	CAD	539.73	CAD	2665	PROTECTIVE CLOTHING	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	PROTECTIVE CLOTHING		
"PARKS, FORESTRY & RECREATION"	4051-193	2016-06-03	2016-06-06	KOOY BROS LAWN	42.94	CAD	42.94	CAD	2660	FOOTWEAR	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	FOOTWEAR		
"PARKS, FORESTRY & RECREATION"	4051-194	2016-06-03	2016-06-06	ANGELO'S ELECTRIC LTD	170.63	CAD	170.63	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7629	"Appliance Repair Shops, Electrical and S"	TOOL		
					753.30	CAD	753.30	CAD									
"PARKS, FORESTRY & RECREATION"	4053-92	2016-06-06	2016-06-07	NOFRILLS VITO'S #3936	50.56	CAD	50.56	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09709	GRANDRAVINE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PRGMS		
"PARKS, FORESTRY & RECREATION"	4074-167	2016-06-17	2016-06-20	ACT*SPORTBALLCA	240.00	CAD	240.00	CAD	4102	ENTERTAINER AND BAND FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	WORKSHOP		
"PARKS, FORESTRY & RECREATION"	4074-168	2016-06-17	2016-06-20	ACT*SPORTBALLCA	31.20	CAD	31.20	CAD	4102	ENTERTAINER AND BAND FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7399	Business Services - Not Elsewhere Classi	WORKSHOP		
					321.76	CAD	321.76	CAD									
"PARKS, FORESTRY & RECREATION"	4051-195	2016-06-03	2016-06-06	PLAYPOWER LT CANADA IN	994.40	CAD	994.40	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5099	Durable Goods Not Elsewhere Classified	BRONZE BUSHINGS FOR SWINGS		
"PARKS, FORESTRY & RECREATION"	4051-196	2016-06-03	2016-06-06	ANGELO'S ELECTRIC LTD	339.00	CAD	339.00	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7629	"Appliance Repair Shops, Electrical and S"	TABLE SAW REPAIR		
"PARKS, FORESTRY & RECREATION"	4051-197	2016-06-03	2016-06-06	THE HOME DEPOT #7078	421.33	CAD	421.33	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  SCREWS		
"PARKS, FORESTRY & RECREATION"	4054-111	2016-06-07	2016-06-08	KSL DESIGN	"1,774.10"	CAD	"1,774.10"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5941	Sporting Goods Stores	PLAYGROUND MATS		
"PARKS, FORESTRY & RECREATION"	4057-129	2016-06-08	2016-06-09	SUTTON'S DRICOCRETE	56.50	CAD	56.50	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	TOP SOIL		
"PARKS, FORESTRY & RECREATION"	4059-132	2016-06-09	2016-06-10	CONCORD HARDWARE LIMIT	737.27	CAD	737.27	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	NAILER		
"PARKS, FORESTRY & RECREATION"	4064-224	2016-06-08	2016-06-13	SUTTON'S DRICOCRETE	75.71	CAD	75.71	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5261	Lawn and Garden Supply Stores	SOD		
"PARKS, FORESTRY & RECREATION"	4074-169	2016-06-17	2016-06-20	IN *PARK N PLAY DESIGN	"1,668.84"	CAD	"1,668.84"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1520	General Contractors - Residential and Co	TUNNEL REPLACEMENT		
"PARKS, FORESTRY & RECREATION"	4074-170	2016-06-17	2016-06-20	IN *PARK N PLAY DESIGN	"2,391.51"	CAD	"2,391.51"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	1520	General Contractors - Residential and Co	DOME ROOF		
"PARKS, FORESTRY & RECREATION"	4080-117	2016-06-21	2016-06-23	CDN TIRE STORE #00485	71.18	CAD	71.18	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	MAP BOOKS		
"PARKS, FORESTRY & RECREATION"	4082-127	2016-06-23	2016-06-24	XCCENT	"1,090.01"	CAD	819.25	USD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5046	Commercial Equipment Not Elsewhere Class	"18"" LEG, PLAYMOTION"		
					"9,619.85"	CAD	"8,529.84"	CAD									
							819.25	USD									
"PARKS, FORESTRY & RECREATION"	4051-198	2016-05-31	2016-06-06	TRIMATE ELECTRIC SUPPL	100.40	CAD	100.40	CAD	2575	ELECTRICAL SUPPLIES	P00408	N-EAST-TURF&HORT	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4072-138	2016-06-15	2016-06-17	BRAFASCO/CONCORD	101.88	CAD	101.88	CAD	2575	ELECTRICAL SUPPLIES	P00430	N-EAST-WINTER MAINT	5085	Industrial Supplies Not Elsewhere Classi	"HEX NUTS, EPCON CARTRIDGE"		
"PARKS, FORESTRY & RECREATION"	4088-154	2016-06-20	2016-06-29	TRIMATE ELECTRIC SUPPL	"1,644.15"	CAD	"1,644.15"	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4088-155	2016-06-27	2016-06-29	TRIMATE ELECTRIC SUPPL	84.92	CAD	84.92	CAD	2575	ELECTRICAL SUPPLIES	P07697	CUMMER COMPLEX-OPERATIONS	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES		
					"1,931.35"	CAD	"1,931.35"	CAD									
"PARKS, FORESTRY & RECREATION"	4051-199	2016-06-05	2016-06-06	NEWMARKET HME HDW 1364	66.82	CAD	66.82	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	"DOOR STOPS, POOL NOODLES"		
"PARKS, FORESTRY & RECREATION"	4057-130	2016-06-08	2016-06-09	BELL TV	67.63	CAD	67.63	CAD	4441	CONTRACTED SERVICES - CABLE TV	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4812	Telecommunication Equipment Including Te	SATELITTE SERVICE		
"PARKS, FORESTRY & RECREATION"	4072-139	2016-06-15	2016-06-17	CDN TIRE STORE #00127	91.46	CAD	91.46	CAD	2570	JANITORIAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	GARBAGE CANS		
"PARKS, FORESTRY & RECREATION"	4076-85	2016-06-20	2016-06-21	UXBRIDGE HOME CTRE#134	86.78	CAD	86.78	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	FANS AND SUPPORT BARS FOR MED BALLS		
"PARKS, FORESTRY & RECREATION"	4082-128	2016-06-23	2016-06-24	NOBLE 1010	16.46	CAD	16.46	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	SUPPLIES FOR IRRIGATION SYSTEM		
"PARKS, FORESTRY & RECREATION"	4082-129	2016-06-23	2016-06-24	NOBLE 1010	4.70	CAD	4.70	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	SUPPLIES FOR IRRIGATION SYSTEM		
"PARKS, FORESTRY & RECREATION"	4084-189	2016-06-23	2016-06-27	THE HOME DEPOT #7078	239.73	CAD	239.73	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  RED DUCT		
"PARKS, FORESTRY & RECREATION"	4084-190	2016-06-23	2016-06-27	ONTARIO HEATING	164.02	CAD	164.02	CAD	2575	ELECTRICAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5051	Metal Service Centers and Offices	COVERS FOR DOOR/FAN CONTROL KEY PADS		
					737.60	CAD	737.60	CAD									
TRANSPORTATION SERVICES 	4072-140	2016-06-16	2016-06-17	SPEED FASTENING SYSTEM	12.72	CAD	12.72	CAD	2710	GENERAL HARDWARE	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7538	Automotive Service Shops	"TOOL, BIT DRIVER"		
TRANSPORTATION SERVICES 	4074-171	2016-06-17	2016-06-20	SPEED FASTENING SYSTEM	117.33	CAD	117.33	CAD	2710	GENERAL HARDWARE	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7538	Automotive Service Shops	TOOLS FOR POWER TAPPING		
TRANSPORTATION SERVICES 	4074-172	2016-06-17	2016-06-20	BRAFASCO / ETOBICOKE	75.78	CAD	75.78	CAD	2710	GENERAL HARDWARE	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5085	Industrial Supplies Not Elsewhere Classi	"SPECIALIZED TOOL, TAPPING FLUID, RATCHET"		
TRANSPORTATION SERVICES 	4084-191	2016-06-24	2016-06-27	ICOPY EXPRESS	"1,591.26"	CAD	"1,591.26"	CAD	4825	PRINTING AND REPRODUCTION - THIRD PARTY	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	7338	"Quick Copy, Reproduction, and Blueprinti"	PASSES FOR EXPRESSWAY CLOURES		
TRANSPORTATION SERVICES 	4084-192	2016-06-24	2016-06-27	NOBLE 1017	7.94	CAD	7.94	CAD	2710	GENERAL HARDWARE	TP0333	"ROADWAY EXPRESSWAY OPERATIONS-D1,A1"	5251	Hardware Stores	COUPLING FOR HOSE		
					"1,805.03"	CAD	"1,805.03"	CAD									
"PARKS, FORESTRY & RECREATION"	4070-157	2016-06-15	2016-06-16	NOFRILLS CHRIS 273	68.35	CAD	68.35	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP ORIENTATION - FOOD SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4070-158	2016-06-15	2016-06-16	STAPLES STORE #11	22.59	CAD	22.59	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05111	OLYMPIUM-SUMMER CAMPS	5943	"Office, School Supply, and Stationery St"	CAMP SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4072-141	2016-06-16	2016-06-17	NOFRILLS CHRIS 273	24.66	CAD	24.66	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05111	OLYMPIUM-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	CAMP ORIENTATION - FOOD SUPPLIES		
"PARKS, FORESTRY & RECREATION"	4072-142	2016-06-16	2016-06-17	NOFRILLS CHRIS 273	2.83	CAD	2.83	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07609	OLYMPIUM-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD		
"PARKS, FORESTRY & RECREATION"	4074-173	2016-06-17	2016-06-20	NOFRILLS CHRIS 273	6.76	CAD	6.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07609	OLYMPIUM-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	FOOD		
"PARKS, FORESTRY & RECREATION"	4088-156	2016-06-28	2016-06-29	LAKESHORE COMMUNICATIO	"1,028.30"	CAD	"1,028.30"	CAD	3020	M & E - COMMUNICATIONS	P05111	OLYMPIUM-SUMMER CAMPS	7622	Electronic Repair Shops	2-WAY RADIOS		
					"1,153.49"	CAD	"1,153.49"	CAD									
"PARKS, FORESTRY & RECREATION"	4078-116	2016-06-21	2016-06-22	PROMOPAYS INC	455.96	CAD	455.96	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P12198	HORTICULTURE - CITYWIDE	7311	Advertising Services	T-SHIRTS FOR VOLUNTEERS		
"PARKS, FORESTRY & RECREATION"	4082-130	2016-06-23	2016-06-24	RONA # 55140	150.63	CAD	150.63	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P12198	HORTICULTURE - CITYWIDE	5251	Hardware Stores	TABLECLOTHS FOR BONSAI EXHIBITION		
					606.59	CAD	606.59	CAD									
"PARKS, FORESTRY & RECREATION"	4049-123	2016-06-01	2016-06-03	MNR BASS LAKE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04663	NAORCA-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMPING TRIP - PARKS PERMIT		
"PARKS, FORESTRY & RECREATION"	4049-124	2016-06-01	2016-06-03	MNR BASS LAKE PROV PAR	84.19	CAD	84.19	CAD	4118	TICKETS AND ADMISSION FEES	P04663	NAORCA-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMPING TRIP - PARKS PERMIT		
"PARKS, FORESTRY & RECREATION"	4049-125	2016-06-01	2016-06-03	MNR BASS LAKE PROV PAR	84.19	CAD	84.19	CAD	2710	GENERAL HARDWARE	P04663	NAORCA-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMPING TRIP - PARKS PERMIT		
"PARKS, FORESTRY & RECREATION"	4049-126	2016-06-01	2016-06-03	MNR BASS LAKE PROV PAR	84.19	CAD	84.19	CAD	2710	GENERAL HARDWARE	P04663	NAORCA-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMPING TRIP - PARKS PERMIT		
"PARKS, FORESTRY & RECREATION"	4049-127	2016-06-01	2016-06-03	MNR EMILY PROV PARK	60.46	CAD	60.46	CAD	2710	GENERAL HARDWARE	P04663	NAORCA-SUMMER CAMPS	9399	Government Services - Not Elsewhere Clas	CAMPING TRIP - PARKS PERMIT		
