Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
ECONOMIC DEVELOPMENT & CULTURE	3353-93	2015-01-28	2015-01-29	INDIGO ONLINE	63.74	CAD	63.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	AH0097	HS-MH-PUBLIC/COMMUNITY-TODMORDEN	5399	Miscellaneous General Merchandise	BOOKS	
					75.77	CAD	75.77	CAD								
FIRE SERVICES	3335-98	2015-01-14	2015-01-16	O.A.C.E.T.T	237.07	CAD	237.07	CAD	4760	MEMBERSHIP FEES	FR0011	RADIO	8699	"Organizations, Membership - Not Elsewher"	OACETT MEMBERSHIP DUES FOR STAFF MEMBER	
					237.07	CAD	237.07	CAD								
PUBLIC HEALTH	3331-88	2015-01-12	2015-01-14	THE HINCKS-DELLCREST I	205.00	CAD	205.00	CAD	4995	OTHER EXPENSES	PH3101	INFANT HEARING SCREENING	8398	"Organizations, Charitable and Social Ser"		
PUBLIC HEALTH	3341-68	2015-01-20	2015-01-21	HST*TPSLS.ON.CA	453.27	CAD	358.80	USD	4995	OTHER EXPENSES	PH3101	INFANT HEARING SCREENING	5968	Direct Marketing - Continuity/Subscripti	**MORE**  TPSLS.ON.CA	
					658.27	CAD	205.00	CAD								
							358.80	USD								
"PARKS, FORESTRY & RECREATION"	3333-131	2015-01-14	2015-01-15	KOOY BROS LAWN	898.35	CAD	898.35	CAD	3010	M & E - AGRICULTURAL & BOTANICAL	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	SNOWEX DROP SPREADER	
"PARKS, FORESTRY & RECREATION"	3333-132	2015-01-14	2015-01-15	STAPLES STORE #159	209.25	CAD	209.25	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P00548	S-EAST 1-TURF&HORT	5943	"Office, School Supply, and Stationery St"	OFFICE MATERIALS FOR COMM. MTG	
					"1,107.60"	CAD	"1,107.60"	CAD								
TORONTO WATER	3333-133	2015-01-13	2015-01-15	RONA # 55140	42.34	CAD	42.34	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5251	Hardware Stores	CAULKING	
TORONTO WATER	3342-101	2015-01-21	2015-01-22	RONA # 55140	56.23	CAD	56.23	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5251	Hardware Stores	ADHESIVES	
					98.57	CAD	98.57	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3348-72	2015-01-26	2015-01-27	CHRA	"1,695.00"	CAD	"1,695.00"	CAD	8515	REGISTRATION FEES	FH5001	EXECUTIVE ADMINISTRATION	8398	"Organizations, Charitable and Social Ser"	2015 MEMBERSHIP RENEWAL CHRA	
					"1,695.00"	CAD	"1,695.00"	CAD								
PUBLIC HEALTH	3351-67	2015-01-27	2015-01-28	SHOPPERS DRUG MART0717	6.00	CAD	6.00	CAD	2823	MEDICAL SUPPLIES	PH4052	SEXUAL HEALTH CLINICS - SOUTH/WEST	5912	"Drug Stores, Pharmacies"	MEDICAL SUPPLIES	
PUBLIC HEALTH	3351-68	2015-01-27	2015-01-28	SHOPPERS DRUG MART0717	30.13	CAD	30.13	CAD	2824	PRESCRIPTION DRUGS	PH4052	SEXUAL HEALTH CLINICS - SOUTH/WEST	5912	"Drug Stores, Pharmacies"	PRESCRIPTION DRUGS	
					36.13	CAD	36.13	CAD								
"PARKS, FORESTRY & RECREATION"	3313-35	2014-12-31	2015-01-02	FOOD BASICS #875	25.80	CAD	25.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES - HOLIDAY CAMP	
"PARKS, FORESTRY & RECREATION"	3315-40	2015-01-02	2015-01-05	FOOD BASICS #875	27.99	CAD	27.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3327-114	2015-01-08	2015-01-12	FOOD BASICS #875	18.21	CAD	18.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3329-64	2015-01-12	2015-01-13	DAVE AND CHARLOTTE'S N	10.47	CAD	10.47	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	ACTIVE 8	
"PARKS, FORESTRY & RECREATION"	3337-195	2015-01-16	2015-01-19	FOOD BASICS #875	38.12	CAD	38.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3337-196	2015-01-16	2015-01-19	ABSOLUTE DOLLAR	18.08	CAD	18.08	CAD	2575	ELECTRICAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	YOUTH SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3345-106	2015-01-22	2015-01-23	FOOD BASICS #875	34.98	CAD	34.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5411	"Grocery Stores, Supermarkets"	ECO EXPLORER CLUB	
"PARKS, FORESTRY & RECREATION"	3347-84	2015-01-22	2015-01-26	WALMART #1150	26.08	CAD	26.08	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09920	JIMMIE SIMPSON-INSTRL	5310	Discount Stores	KITCHEN SUPPLIES	
					199.73	CAD	199.73	CAD								
TORONTO WATER	3319-44	2015-01-05	2015-01-06	CARSWELL	137.61	CAD	137.61	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	7338	"Quick Copy, Reproduction, and Blueprinti"	HEALTH & SAFTEY LIEN ACT	
TORONTO WATER	3325-75	2015-01-08	2015-01-09	HEMSLOJD INC	-64.82	CAD	-53.41	USD	4414	ADVERTISING & PROMOTION	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	5964	Direct Marketing - Catalog Merchants	REIMBURSEMENT FOR DUTY FEE PAID	
					72.79	CAD	137.61	CAD								
							-53.41	USD								
"PARKS, FORESTRY & RECREATION"	3337-197	2015-01-16	2015-01-19	FOOD BASICS #606	18.67	CAD	18.67	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05464	BURROWS HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"COCOA, MARSHMALLOWS, MILK"	
"PARKS, FORESTRY & RECREATION"	3345-107	2015-01-21	2015-01-23	MAPLE DRAPERY AND CARP	333.35	CAD	333.35	CAD	3320	FIXTURES	P06664	BURROWS HALL-PRGM SUPPORT	5714	"Drapery, Upholstery, and Window Covering"	BLINDS FOR OFFICE WINDOW	
					352.02	CAD	352.02	CAD								
EMPLOYMENT & SOCIAL SERVICES	3315-41	2015-01-01	2015-01-05	YMCA GREATER -JOHN ST	52.71	CAD	52.71	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13282 STAFF MTG 8/25/13	
EMPLOYMENT & SOCIAL SERVICES	3327-115	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	65.14	CAD	65.14	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13126 STAFF MTG 7/17/14	
EMPLOYMENT & SOCIAL SERVICES	3327-116	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	81.25	CAD	81.25	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13134 STAFF MTG 7/17/14	
EMPLOYMENT & SOCIAL SERVICES	3327-117	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12826 STAFF MTG 5/20/14	
EMPLOYMENT & SOCIAL SERVICES	3327-118	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12827 STAFF MTG 5/27/14	
EMPLOYMENT & SOCIAL SERVICES	3327-119	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13129 STAFF MTG 7/15/14	
EMPLOYMENT & SOCIAL SERVICES	3327-120	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	106.17	CAD	106.17	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13130 STAFF MTG 7/22/14	
EMPLOYMENT & SOCIAL SERVICES	3327-121	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	106.39	CAD	106.39	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12834 STAFF MTG 5/15/14	
EMPLOYMENT & SOCIAL SERVICES	3327-122	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	23.68	CAD	23.68	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12821 STAFF MTG 5/29/14	
EMPLOYMENT & SOCIAL SERVICES	3327-123	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	23.68	CAD	23.68	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12829 STAFF MTG 5/13/14	
EMPLOYMENT & SOCIAL SERVICES	3327-124	2015-01-09	2015-01-12	YMCA GREATER -JOHN ST	54.13	CAD	54.13	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 12824 STAFF MTG 5/21/14	
EMPLOYMENT & SOCIAL SERVICES	3331-89	2015-01-12	2015-01-14	YMCA GREATER -JOHN ST	-52.71	CAD	-52.71	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	REFUND INVOICE 13282 ALREADY PAID	
EMPLOYMENT & SOCIAL SERVICES	3333-134	2015-01-13	2015-01-15	YMCA GREATER -JOHN ST	23.68	CAD	23.68	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	INVOICE 13132 STAFF MTG 7/22/14	
EMPLOYMENT & SOCIAL SERVICES	3333-135	2015-01-13	2015-01-15	YMCA GREATER -JOHN ST	-52.71	CAD	-52.71	CAD	4820	BUSINESS MEETING EXPENSES	C01299	CNTRLIZED COST-ADMIN	8398	"Organizations, Charitable and Social Ser"	DUPLIC REF INV 13282-FEB2014 CORRECTED	
					749.92	CAD	749.92	CAD								
"PARKS, FORESTRY & RECREATION"	3319-45	2015-01-05	2015-01-06	NOFRILLS PATS 1330	66.54	CAD	66.54	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3323-77	2015-01-07	2015-01-08	NOFRILLS CARLO'S #3925	126.88	CAD	126.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3325-76	2015-01-07	2015-01-09	YOUR DOLLAR STORE WITH	33.67	CAD	33.67	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05881	MITCHELL FIELD-ARTS-VISL/PERF	5310	Discount Stores	PRGM SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3327-125	2015-01-08	2015-01-12	METRO #750	122.68	CAD	122.68	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3327-126	2015-01-10	2015-01-12	METRO #712	25.00	CAD	25.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"FLOUR, BROTH"	
"PARKS, FORESTRY & RECREATION"	3329-65	2015-01-11	2015-01-13	FOOD BASICS #686	97.41	CAD	97.41	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3337-198	2015-01-15	2015-01-19	METRO #712	129.21	CAD	129.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3337-199	2015-01-15	2015-01-19	METRO #712	48.05	CAD	48.05	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3341-69	2015-01-20	2015-01-21	STAPLES STORE #15	107.17	CAD	107.17	CAD	2040	"PHOTOCOPY, FAX AND PRINTER SUPPLIES"	P01666	MITCHELL FIELD-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	CARTRIDGE	
"PARKS, FORESTRY & RECREATION"	3342-102	2015-01-21	2015-01-22	NOFRILLS CARLO'S #3925	90.04	CAD	90.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3342-103	2015-01-21	2015-01-22	FRESHCO 9771	24.79	CAD	24.79	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3342-104	2015-01-21	2015-01-22	METRO #712	10.16	CAD	10.16	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3345-108	2015-01-22	2015-01-23	METRO #401	54.78	CAD	54.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3347-85	2015-01-23	2015-01-26	METRO #712	30.48	CAD	30.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	ROAST CHICKEN	
"PARKS, FORESTRY & RECREATION"	3351-69	2015-01-27	2015-01-28	NOFRILLS PATS 1330	77.82	CAD	77.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P11426	MITCHELL FIELD-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3355-93	2015-01-28	2015-01-30	MASTERMIND- YONGE STRE	76.73	CAD	76.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05881	MITCHELL FIELD-ARTS-VISL/PERF	5945	"Game, Toy, and Hobby Shops"	PRESCHOOL SUPPLIES	
					"1,121.41"	CAD	"1,121.41"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3325-77	2015-01-08	2015-01-09	HENRY'S DOWNTOWN TORON	500.00	CAD	500.00	CAD	2790	PRESENTATION/PROMOTIONAL ITEMS	SE0004	CAVALCADE OF LIGHTS	5946	Camera and Photographic Supply Stores	PHOTO CONTEST PRIZES	
ECONOMIC DEVELOPMENT & CULTURE	3333-136	2015-01-13	2015-01-15	MIJO	463.30	CAD	463.30	CAD	4082	PHOTO/VIDEO SERVICES	SE0019	NUIT BLANCHE	7311	Advertising Services	TRAFFICKING SNB 14 VIDEO AD	
ECONOMIC DEVELOPMENT & CULTURE	3333-137	2015-01-14	2015-01-15	FONTS COM	35.50	CAD	29.00	USD	2090	GRAPHIC DESIGN SUPPLIES	SE0011	GENERAL ADMIN	7372	"Computer Programming, Integrated Systems"	FONTS	
ECONOMIC DEVELOPMENT & CULTURE	3341-70	2015-01-20	2015-01-21	MIJO	463.30	CAD	463.30	CAD	4082	PHOTO/VIDEO SERVICES	SE0001	WINTERLICIOUS	7311	Advertising Services	TRAFFICKING WL 15 VIDEO AD	
					"1,462.10"	CAD	"1,426.60"	CAD								
							29.00	USD								
TORONTO WATER	3347-86	2015-01-23	2015-01-26	MOE-ENVIRONMENTAL APPR	"1,190.00"	CAD	"1,190.00"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9399	Government Services - Not Elsewhere Clas	EASR STANDBY POWER SYSTEM	
TORONTO WATER	3347-87	2015-01-23	2015-01-26	MOE-ENVIRONMENTAL APPR	"1,190.00"	CAD	"1,190.00"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9399	Government Services - Not Elsewhere Clas	EASR STANDBY POWER SYSTEM	
TORONTO WATER	3347-88	2015-01-23	2015-01-26	MOE-ENVIRONMENTAL APPR	"1,190.00"	CAD	"1,190.00"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9399	Government Services - Not Elsewhere Clas	EASR STANDBY POWER SYSTEM	
TORONTO WATER	3347-89	2015-01-23	2015-01-26	MOE-ENVIRONMENTAL APPR	"1,190.00"	CAD	"1,190.00"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9399	Government Services - Not Elsewhere Clas	EASR STANDBY POWER SYSTEM	
TORONTO WATER	3353-94	2015-01-28	2015-01-29	TERANET EXPRESS	369.33	CAD	369.33	CAD	*****	GST MUSH REBATE RECEIVABLE MANUAL POSTIN	TW6010	OPS SUPPORT: MAJOR CAPITAL PROJECTS DELI	9222	Fines	LIEN SEARCH	
					"5,129.33"	CAD	"5,129.33"	CAD								
LONG TERM CARE HOMES	3313-36	2014-12-31	2015-01-02	TME*TIME MAGAZINE	94.29	CAD	94.29	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	D3C083	CUMMER LODGE-PS-PS	5968	Direct Marketing - Continuity/Subscripti	SUBSCRIPTION - TIME MAGAZINE	
LONG TERM CARE HOMES	3313-37	2014-12-31	2015-01-02	PRO TOUCH FLOORING	"2,881.50"	CAD	"2,881.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	REPAIRS TO FLOORING	
LONG TERM CARE HOMES	3319-46	2015-01-05	2015-01-06	KEY SOLUTIONS	909.65	CAD	909.65	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
LONG TERM CARE HOMES	3321-71	2015-01-06	2015-01-07	EZ BINS	"1,610.09"	CAD	"1,610.09"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C061	CUMMER LODGE-MT-OA	7349	"Cleaning and Maintenance, Janitorial Ser"	DROP AND PICK-UP BINS	
LONG TERM CARE HOMES	3325-78	2015-01-08	2015-01-09	KEY SOLUTIONS	"2,090.50"	CAD	"2,090.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
LONG TERM CARE HOMES	3329-66	2015-01-12	2015-01-13	KEY SOLUTIONS	"1,864.50"	CAD	"1,864.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
LONG TERM CARE HOMES	3333-138	2015-01-14	2015-01-15	KEY SOLUTIONS	"2,090.50"	CAD	"2,090.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
LONG TERM CARE HOMES	3335-99	2015-01-15	2015-01-16	KEY SOLUTIONS	"1,864.50"	CAD	"1,864.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
LONG TERM CARE HOMES	3337-200	2015-01-17	2015-01-19	WAL-MART #3053	40.48	CAD	40.48	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	BINGO PRIZES	
LONG TERM CARE HOMES	3337-201	2015-01-18	2015-01-19	NOFRILLS DACOSTA'S #71	55.69	CAD	55.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	D3C083	CUMMER LODGE-PS-PS	5411	"Grocery Stores, Supermarkets"	TEA / SNACKS	
LONG TERM CARE HOMES	3345-109	2015-01-22	2015-01-23	PRO TOUCH FLOORING	"2,316.50"	CAD	"2,316.50"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	TILING OF SHOWER AREA	
LONG TERM CARE HOMES	3348-73	2015-01-26	2015-01-27	COLLAGE	"1,921.00"	CAD	"1,921.00"	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3C061	CUMMER LODGE-MT-OA	5047	Laboratory/Medical/Dental/Ophthalmic Hos	SHOWER CURTAINS	
LONG TERM CARE HOMES	3355-94	2015-01-29	2015-01-30	KEY SOLUTIONS	"1,847.93"	CAD	"1,847.93"	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3C061	CUMMER LODGE-MT-OA	7393	"Detective Agencies, Protective Agencies,"	KEY PADS	
					"19,587.13"	CAD	"19,587.13"	CAD								
"PARKS, FORESTRY & RECREATION"	3341-71	2015-01-19	2015-01-21	WAL-MART #1004	81.55	CAD	81.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P10455	S-EAST-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"NABOB, MILK POUCH"	
"PARKS, FORESTRY & RECREATION"	3347-90	2015-01-24	2015-01-26	NOFRILLS PETER'S 3926	20.34	CAD	20.34	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09921	KEELE CC-INSTRL	7999	Recreation Services (Not Elsewhere Class	"STICKER PADS, PENCILS, SLAPPER"	
"PARKS, FORESTRY & RECREATION"	3347-91	2015-01-25	2015-01-26	ARDENE #400	113.85	CAD	113.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12967	ARTS - KEELE CC	5631	Women's Accessory and Specialty Stores	"HEADWRAPS, SHORTS"	
					215.74	CAD	215.74	CAD								
"PARKS, FORESTRY & RECREATION"	3333-139	2015-01-13	2015-01-15	TARGET CANADA T3715	67.70	CAD	67.70	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5311	Department Stores	SUPPLIES FOR ART SCIENCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	3335-100	2015-01-15	2015-01-16	NO FRILLS MARIO   SELI	71.77	CAD	71.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3341-72	2015-01-20	2015-01-21	MICHAELS OF CANADA #34	36.13	CAD	36.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13097	GENERAL LEADERSHIP - JOHN ENGLISH CS	5945	"Game, Toy, and Hobby Shops"	SUPPLIES FOR PRESCHOOL PROGRAM	
"PARKS, FORESTRY & RECREATION"	3342-105	2015-01-20	2015-01-22	CDN TIRE STORE #00070	16.92	CAD	16.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13097	GENERAL LEADERSHIP - JOHN ENGLISH CS	5200	Home Supply Warehouse	SUPPLIES FOR ART SCIENCE PROGRAM	
"PARKS, FORESTRY & RECREATION"	3345-110	2015-01-22	2015-01-23	NO FRILLS MARIO   SELI	72.78	CAD	72.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3355-95	2015-01-29	2015-01-30	NO FRILLS MARIO   SELI	68.69	CAD	68.69	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06462	JOHN ENGLISH CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3355-96	2015-01-29	2015-01-30	WINNERS 278	73.43	CAD	73.43	CAD	2610	KITCHEN SUPPLIES	P13097	GENERAL LEADERSHIP - JOHN ENGLISH CS	5651	Family Clothing Stores	POTS FOR COOKING PRGM	
					407.42	CAD	407.42	CAD								
"PARKS, FORESTRY & RECREATION"	3321-72	2015-01-06	2015-01-07	NO FRILL'S #1306	20.51	CAD	20.51	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR WINTER COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3325-79	2015-01-07	2015-01-09	WAL-MART # 3031	69.82	CAD	69.82	CAD	2615	"DISHES, CUTLERY AND UTENSILS"	P06463	JS BELL CS-ARTS-VISL/PERF	5310	Discount Stores	"KNIVES, LOAF PANS"	
"PARKS, FORESTRY & RECREATION"	3327-127	2015-01-09	2015-01-12	NO FRILLS MARIO   SELI	71.63	CAD	71.63	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06463	JS BELL CS-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR WINTER COOKING PRGM	
