Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	Exp Type Desc	Cost Centre / WBS Element / Order 	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
FACILITIES MANAGEMENT DIVISON	3680-119	2015-09-23	2015-09-24	PACE PARKING LTD	10.00	CAD	10.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310560	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3684-221	2015-09-25	2015-09-28	TORONTO PARKING AUTHOR	6.75	CAD	6.75	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310731	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3684-222	2015-09-25	2015-09-28	THE HOME DEPOT #7080	90.34	CAD	90.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304457	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  SMOKE ALARM	
FACILITIES MANAGEMENT DIVISON	3687-117	2015-09-28	2015-09-30	THE HOME DEPOT #7080	13.51	CAD	13.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310954	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	KEY BLANK	
FACILITIES MANAGEMENT DIVISON	3687-118	2015-09-29	2015-09-30	ONTARIO ACOUSTIC SUPPL	61.47	CAD	61.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310789	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3687-119	2015-09-29	2015-09-30	ONTARIO ACOUSTIC SUPPL	122.94	CAD	122.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61306033	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3687-120	2015-09-29	2015-09-30	ONTARIO ACOUSTIC SUPPL	184.42	CAD	184.42	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310731	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3687-121	2015-09-29	2015-09-30	PACE PARKING LTD	15.00	CAD	15.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310681	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					680.82	CAD	680.82	CAD								
FACILITIES MANAGEMENT DIVISON	3649-57	2015-08-31	2015-09-01	DAYVAN	72.33	CAD	72.33	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61302146	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	KNOB AND BACKPLATE	
FACILITIES MANAGEMENT DIVISON	3649-58	2015-08-31	2015-09-01	ONTARIO ACOUSTIC SUPPL	137.41	CAD	137.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308022	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3649-59	2015-08-31	2015-09-01	ONTARIO ACOUSTIC SUPPL	137.41	CAD	137.41	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61307975	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5039	Construction Materials Not Elsewhere Cla	CEILING TILES	
FACILITIES MANAGEMENT DIVISON	3663-80	2015-09-09	2015-09-11	THE HOME DEPOT #7073	68.64	CAD	68.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61296858	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	**MORE**  1X8X4 KNOT P	
FACILITIES MANAGEMENT DIVISON	3667-87	2015-09-14	2015-09-15	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61309166	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3669-103	2015-09-15	2015-09-16	DOWNTOWN LUMBER   BUIL	33.89	CAD	33.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61295345	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DUST MASKS	
FACILITIES MANAGEMENT DIVISON	3674-182	2015-09-18	2015-09-21	CENTRAL FAIBANK LUMBER	378.05	CAD	378.05	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61295345	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	TRIM	
FACILITIES MANAGEMENT DIVISON	3678-90	2015-09-22	2015-09-23	CENTRAL FAIBANK LUMBER	18.26	CAD	18.26	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61295345	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	TRIM	
FACILITIES MANAGEMENT DIVISON	3684-223	2015-09-24	2015-09-28	CTF SUPPLY (11)	68.45	CAD	68.45	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310429	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	TAP CONS	
					923.44	CAD	923.44	CAD								
FACILITIES MANAGEMENT DIVISON	3649-60	2015-08-31	2015-09-01	ATLAS MACHINERY SUPPLY	42.01	CAD	42.01	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308498	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRILL BITS	
FACILITIES MANAGEMENT DIVISON	3651-78	2015-08-31	2015-09-02	CTF SUPPLY (11)	44.64	CAD	44.64	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304899	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	HEX CAP	
FACILITIES MANAGEMENT DIVISON	3651-79	2015-08-31	2015-09-02	CTF SUPPLY (11)	71.09	CAD	71.09	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5085	Industrial Supplies Not Elsewhere Classi	SAND DISC	
FACILITIES MANAGEMENT DIVISON	3651-80	2015-08-31	2015-09-02	THE HOME DEPOT #7080	40.61	CAD	40.61	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308769	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	DBPOL5/32X50	
FACILITIES MANAGEMENT DIVISON	3651-81	2015-08-31	2015-09-02	THE HOME DEPOT #7080	5.83	CAD	5.83	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308547	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	"**MORE**  1-1/2""SS HOS"	
FACILITIES MANAGEMENT DIVISON	3651-82	2015-08-31	2015-09-02	WALMART #1150	45.15	CAD	45.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5310	Discount Stores	SCALE	
FACILITIES MANAGEMENT DIVISON	3652-77	2015-09-02	2015-09-03	ATLAS MACHINERY SUPPLY	34.99	CAD	34.99	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	BITS	
FACILITIES MANAGEMENT DIVISON	3657-109	2015-09-04	2015-09-08	HILTI (CANADA) CORP	71.13	CAD	71.13	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61302109	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	SLEEVE ANCHOR	
FACILITIES MANAGEMENT DIVISON	3671-99	2015-09-16	2015-09-17	SPAR MARATHON ROOFING	53.51	CAD	53.51	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61309350	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1520	General Contractors - Residential and Co	METAL DARK BROWN	
FACILITIES MANAGEMENT DIVISON	3678-91	2015-09-22	2015-09-23	HILTI (CANADA) CORP	45.67	CAD	45.67	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286712	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	HAMMER BIT	
FACILITIES MANAGEMENT DIVISON	3678-92	2015-09-22	2015-09-23	ATLAS MACHINERY SUPPLY	14.92	CAD	14.92	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61309350	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRILL BITS	
FACILITIES MANAGEMENT DIVISON	3678-93	2015-09-22	2015-09-23	ATLAS MACHINERY SUPPLY	29.32	CAD	29.32	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304899	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRILL BITS	
FACILITIES MANAGEMENT DIVISON	3678-94	2015-09-22	2015-09-23	ATLAS MACHINERY SUPPLY	42.91	CAD	42.91	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61302109	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	TAP AND BIT	
FACILITIES MANAGEMENT DIVISON	3686-94	2015-09-28	2015-09-29	NOBLE 1006	118.06	CAD	118.06	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61310788	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DONE	
FACILITIES MANAGEMENT DIVISON	3687-122	2015-09-29	2015-09-30	ATLAS MACHINERY SUPPLY	28.79	CAD	28.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304899	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5251	Hardware Stores	DRILL BITS	
					688.63	CAD	688.63	CAD								
FACILITIES MANAGEMENT DIVISON	3653-88	2015-09-02	2015-09-04	BOOMERANG HOME FITNESS	93.56	CAD	93.56	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61268461	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5941	Sporting Goods Stores	SCAFFOLD COUNTER WEIGHTS	
FACILITIES MANAGEMENT DIVISON	3653-89	2015-09-02	2015-09-04	CDN TIRE STORE #00654	18.07	CAD	18.07	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61296291	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	CHARGER CORD	
FACILITIES MANAGEMENT DIVISON	3663-81	2015-09-10	2015-09-11	PAUL WOLF ELECTRIC   L	56.62	CAD	56.62	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61296291	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5065	Electrical Parts and Equipment	CONDUIT	
FACILITIES MANAGEMENT DIVISON	3667-88	2015-09-14	2015-09-15	ROMA FENCE LTD	"1,992.19"	CAD	"1,992.19"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304863	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5211	"Building Materials, Lumber Stores"	BARB WIRE	
FACILITIES MANAGEMENT DIVISON	3673-103	2015-09-17	2015-09-18	ACKLANDS-GRAINGER INC	258.39	CAD	258.39	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5085	Industrial Supplies Not Elsewhere Classi	SAW BLADES	
FACILITIES MANAGEMENT DIVISON	3673-104	2015-09-17	2015-09-18	ACKLANDS-GRAINGER INC	350.94	CAD	350.94	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	FA2311	ADMIN-OPS-SOUTH-OPERATIONAL EXP RCVRY	5085	Industrial Supplies Not Elsewhere Classi	WELDING SAFETY EQUIPMENT	
FACILITIES MANAGEMENT DIVISON	3673-105	2015-09-17	2015-09-18	EASTERN PARTITIONS LTD	318.66	CAD	318.66	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61286712	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5046	Commercial Equipment Not Elsewhere Class	HARDWARE	
FACILITIES MANAGEMENT DIVISON	3678-95	2015-09-21	2015-09-23	THE HOME DEPOT #7080	24.23	CAD	24.23	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61309556	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5200	Home Supply Warehouse	PAINT	
FACILITIES MANAGEMENT DIVISON	3678-96	2015-09-22	2015-09-23	DANFORTH ROOFING SUPPL	97.47	CAD	97.47	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61308076	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	1761	"Roofing and Siding, Sheet Metal Work Con"	METAL	
FACILITIES MANAGEMENT DIVISON	3684-224	2015-09-25	2015-09-28	AQUAM	183.79	CAD	183.79	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61304237	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	5996	Swimming Pools - Sales and Supplies	LADDER ANCHORS	
					"3,393.92"	CAD	"3,393.92"	CAD								
FACILITIES MANAGEMENT DIVISON	3667-89	2015-09-14	2015-09-15	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61243430	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
FACILITIES MANAGEMENT DIVISON	3667-90	2015-09-14	2015-09-15	TORONTO PARKING AUTHOR	9.00	CAD	9.00	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	61243430	BLDG REPAIRS & RENOVATIONS - VARIOUS LOCATIONS	7523	Automobile Parking Lots and Garages	PARKING	
					18.00	CAD	18.00	CAD								
"PARKS, FORESTRY & RECREATION"	3652-78	2015-09-02	2015-09-03	METRO #719	136.89	CAD	136.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04885	JJ PICCININNI-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	GROCERIES FOR COOKING CAMP	
"PARKS, FORESTRY & RECREATION"	3657-110	2015-09-04	2015-09-08	AI5-ITAL RECORD   SPOR	242.95	CAD	242.95	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06434	JJ PICCININNI-SPORTS	5691	Men's and Women's Clothing Stores	SOCCER SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3674-183	2015-09-14	2015-09-21	ALEX PHOTOGRAPHY   VID	75.00	CAD	75.00	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P09919	JJ PICCININNI-INSTRL	5946	Camera and Photographic Supply Stores	LARGE PHOTO PRINTS	
					454.84	CAD	454.84	CAD								
"PARKS, FORESTRY & RECREATION"	3667-91	2015-09-14	2015-09-15	NOFRILLS SHERIFFS 270	44.59	CAD	44.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06785	NORTH KIPLING-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"ADVISORY COUNCIL MEETING SUPP:MUFFINS, MILK, JUICE"	
"PARKS, FORESTRY & RECREATION"	3667-92	2015-09-14	2015-09-15	CAMPIONE LINENS AND PA	353.98	CAD	353.98	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04942	NORTH KIPLING CC-HOLIDAY CAMPS	7394	"Equipment Rental and Leasing Services, F"	SUPPLIES FOR ADVISORY APPRECIATION NIGHT	
"PARKS, FORESTRY & RECREATION"	3671-100	2015-09-16	2015-09-17	FORTINO'S (QUEEN'S PLA	301.89	CAD	301.89	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04942	NORTH KIPLING CC-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	FOOD FOR ADVISORY APPRECIATION NIGHT-VEG TRAYS	
"PARKS, FORESTRY & RECREATION"	3671-101	2015-09-16	2015-09-17	DOLLAR TREE CANADA STO	14.13	CAD	14.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04942	NORTH KIPLING CC-HOLIDAY CAMPS	5331	Variety Stores	PICTURE FRAMES FOR ADVISORY APPRECIATION NIGHT	
					714.59	CAD	714.59	CAD								
"PARKS, FORESTRY & RECREATION"	3686-95	2015-09-26	2015-09-29	CDN TIRE STORE #00192	20.87	CAD	20.87	CAD	2730	LOCKS	P13129	INSTRCT AQUATICS - CENTENNIAL RC WEST	5200	Home Supply Warehouse	EMERGENCY KEY REPLACEMENT	
"PARKS, FORESTRY & RECREATION"	3686-96	2015-09-26	2015-09-29	CDN TIRE STORE #00192	11.28	CAD	11.28	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02458	BOYLEN SS-INSTRL-INDR	5200	Home Supply Warehouse	POOL THERMOMETERS	
"PARKS, FORESTRY & RECREATION"	3686-97	2015-09-28	2015-09-29	KINNEAR LOCK AND KEY	31.57	CAD	31.57	CAD	2730	LOCKS	P13129	INSTRCT AQUATICS - CENTENNIAL RC WEST	7399	Business Services - Not Elsewhere Classi	EMERGENCY KEY REPLACEMENT	
					63.72	CAD	63.72	CAD								
"PARKS, FORESTRY & RECREATION"	3669-104	2015-09-15	2015-09-16	SPORTS TURF ASSOCIATIO	423.75	CAD	423.75	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P10916	EGLINTON FLATS TENNIS-OPERATIONS	8398	"Organizations, Charitable and Social Ser"	REGISTRATION - ONTARIO SPORTS FIELD CONFERENCE	
					423.75	CAD	423.75	CAD								
"PARKS, FORESTRY & RECREATION"	3687-123	2015-09-28	2015-09-30	THE HOME DEPOT #7011	6.78	CAD	6.78	CAD	2715	PAINT SUPPLIES	P04936	JOHN ENGLISH CS-HOLIDAY CAMPS	5200	Home Supply Warehouse	ENGN CHEV OR	
					6.78	CAD	6.78	CAD								
"PARKS, FORESTRY & RECREATION"	3664-134	2015-09-13	2015-09-14	PARTY CITY #2004	101.46	CAD	101.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08572	VOLUNTEER RECOGNITION-SPEC EVNTS - EY	5999	Miscellaneous and Specialty Retail Store	SUPPLIES FOR VOLUNTEER RECOGNITION	
"PARKS, FORESTRY & RECREATION"	3667-93	2015-09-14	2015-09-15	FOOD BASICS #841	82.97	CAD	82.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08572	VOLUNTEER RECOGNITION-SPEC EVNTS - EY	5411	"Grocery Stores, Supermarkets"	FOOD- VOLUNTEER RECOGNITION	
					184.43	CAD	184.43	CAD								
"PARKS, FORESTRY & RECREATION"	3659-56	2015-09-08	2015-09-09	ABC RECREATION LTD	421.35	CAD	421.35	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5021	Office and Commercial Furniture	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3674-184	2015-09-17	2015-09-21	ABLE LOCK SERVICE LTD	33.90	CAD	33.90	CAD	2710	GENERAL HARDWARE	P12783	KIPLING YD-N-FAC. & MECH.SVCES	7393	"Detective Agencies, Protective Agencies,"	HARDWARE	
"PARKS, FORESTRY & RECREATION"	3684-225	2015-09-25	2015-09-28	JJ DOWNS INDUSTRIAL	72.17	CAD	72.17	CAD	2535	PLUMBING SUPPLIES	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5085	Industrial Supplies Not Elsewhere Classi	PLUMBING SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3687-124	2015-09-29	2015-09-30	UNIVERSAL FIELD SUPPLI	401.15	CAD	401.15	CAD	2665	PROTECTIVE CLOTHING	P12783	KIPLING YD-N-FAC. & MECH.SVCES	5137	"Mens, Womens, and Childrens Uniforms and"	HARNESS EXOFIT VESTS	
					928.57	CAD	928.57	CAD								
SOLID WASTE MANAGEMENT	3652-79	2015-09-01	2015-09-03	THE HOME DEPOT #7114	38.89	CAD	38.89	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-02	2014 VICTORIA PARK T.S.	5200	Home Supply Warehouse	"**MORE**  4"" DRAIN COU"	
SOLID WASTE MANAGEMENT	3664-135	2015-09-11	2015-09-14	THE HOME DEPOT #7129	98.37	CAD	98.37	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0825	DUFFERIN TS OPERATIONS	5200	Home Supply Warehouse	**MORE**  ROLLR TRIM	
SOLID WASTE MANAGEMENT	3673-106	2015-09-15	2015-09-18	YORK MANUFACTURING SER	45.77	CAD	45.77	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	SW0825	DUFFERIN TS OPERATIONS	5039	Construction Materials Not Elsewhere Cla	W/O 308951	
SOLID WASTE MANAGEMENT	3674-185	2015-09-19	2015-09-21	HILTI (CANADA) CORP	338.72	CAD	338.72	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-02	2014 VICTORIA PARK T.S.	5251	Hardware Stores	W/0 307678	
SOLID WASTE MANAGEMENT	3678-97	2015-09-21	2015-09-23	THE HOME DEPOT #7114	13.55	CAD	13.55	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CSW361-14-02	2014 VICTORIA PARK T.S.	5200	Home Supply Warehouse	CONNECTOR	
					535.30	CAD	535.30	CAD								
"PARKS, FORESTRY & RECREATION"	3652-80	2015-09-02	2015-09-03	LOWES #02951*	236.55	CAD	236.55	CAD	3025	M & E - JANITORIAL	P07664	ELMS POOL-OPERATIONS	5200	Home Supply Warehouse	**MORE**  3/4MGHX3/4FGH GARDEN HOSE ELBOW	
"PARKS, FORESTRY & RECREATION"	3664-136	2015-09-11	2015-09-14	WATERMAID OF CANADA	690.67	CAD	690.67	CAD	3025	M & E - JANITORIAL	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL VAC REPAIR	
"PARKS, FORESTRY & RECREATION"	3667-94	2015-09-11	2015-09-15	CDN TIRE STORE #00242	73.25	CAD	73.25	CAD	2570	JANITORIAL SUPPLIES	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5200	Home Supply Warehouse	"CLEANING SUPPLIES- SOAP PADS, SPRAY,MOLD MILDEW"	
"PARKS, FORESTRY & RECREATION"	3667-95	2015-09-11	2015-09-15	CDN TIRE STORE #00294	33.00	CAD	33.00	CAD	2715	PAINT SUPPLIES	P03033	HABITANT ARENA-OPERATIONS	5200	Home Supply Warehouse	"PAINT SUPPLIES- BRUSH, TRIM KIT"	
"PARKS, FORESTRY & RECREATION"	3673-107	2015-09-17	2015-09-18	AAA ALL SEASON'S WILDL	327.70	CAD	327.70	CAD	2570	JANITORIAL SUPPLIES	P06763	ELMBANK-OPERATIONS	7342	Exterminating and Disinfecting Services	LIVE TRAP FOR SQUIRREL	
"PARKS, FORESTRY & RECREATION"	3674-186	2015-09-17	2015-09-21	CDN TIRE STORE #00294	189.83	CAD	189.83	CAD	2570	JANITORIAL SUPPLIES	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	HOSE AND ROLLER	
"PARKS, FORESTRY & RECREATION"	3676-89	2015-09-18	2015-09-22	CDN TIRE STORE #00294	23.71	CAD	23.71	CAD	2570	JANITORIAL SUPPLIES	P03051	ALBION-OPERATIONS	5200	Home Supply Warehouse	JUMBOSEAL - TIRE REPAIR	
"PARKS, FORESTRY & RECREATION"	3684-226	2015-09-25	2015-09-28	WATERMAID OF CANADA	67.80	CAD	67.80	CAD	3025	M & E - JANITORIAL	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL VAC REPAIR	
"PARKS, FORESTRY & RECREATION"	3686-98	2015-09-25	2015-09-29	CDN TIRE STORE #00119	192.09	CAD	192.09	CAD	3025	M & E - JANITORIAL	P07737	ALBION POOL&HEALTH CLUB-OPERATIONS	5200	Home Supply Warehouse	VACCUM	
					"1,834.60"	CAD	"1,834.60"	CAD								
"PARKS, FORESTRY & RECREATION"	3657-111	2015-09-04	2015-09-08	THE HOME DEPOT #7011	447.48	CAD	447.48	CAD	2710	GENERAL HARDWARE	P00656	CENTENNIAL PARK-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  18V BATTERY	
"PARKS, FORESTRY & RECREATION"	3663-82	2015-09-09	2015-09-11	CSA GROUP	93.79	CAD	93.79	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P00656	CENTENNIAL PARK-PRGM SUPPORT	8398	"Organizations, Charitable and Social Ser"	PLAYGROUND PRACTIONER BOOK	
"PARKS, FORESTRY & RECREATION"	3669-105	2015-09-15	2015-09-16	PAYPAL *ONTARIOPARK	-45.20	CAD	-45.20	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	P00656	CENTENNIAL PARK-PRGM SUPPORT	8999	Professional Services - Not Elsewhere Cl	PARTIAL REFUND - ONTARIO PARKS ASSOCIATION	
					496.07	CAD	496.07	CAD								
FIRE SERVICES	3663-83	2015-09-09	2015-09-11	PETROCAN	23.76	CAD	23.76	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	GASOLINE FOR COMPANY VEHICLE	
FIRE SERVICES	3673-108	2015-09-17	2015-09-18	WIETZES MOTORS LTD	466.25	CAD	466.25	CAD	2199	MISCELLANEOUS PARTS	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	REPLACEMENT KEY FOB FOR COMPANY VEHICLE	
FIRE SERVICES	3684-227	2015-09-24	2015-09-28	SUPERIOR TIRE   AUTO	46.01	CAD	46.01	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	SERVICE COMPANY VEHICLE - UNIT# 20345	
FIRE SERVICES	3684-228	2015-09-24	2015-09-28	SUPERIOR TIRE   AUTO	46.01	CAD	46.01	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	SERVICE COMPANY VEHICLE - UNIT# 20349	
FIRE SERVICES	3684-229	2015-09-24	2015-09-28	MTO RUS-SO NORTH YORK	29.00	CAD	29.00	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	REPLACEMENT PLATES FOR COMPANY VEHICLE UNIT#27048	
					611.03	CAD	611.03	CAD								
FIRE SERVICES	3649-61	2015-09-01	2015-09-01	AMAZON *MARKETPLCE CA	5.97	CAD	5.97	CAD	3410	COMPUTERS - HARDWARE	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	4816	Computer Network/Information Services	HDMI CABLE	
