Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Tr Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order No.	Cost Centre / WBS Element / Order No. Description	Merchant Type	Merchant Type Description	Purpose	
TRANSPORTATION SERVICES 	3522-145	2015-05-28	2015-05-29	BL SECURITY LOCKSMITH	189.28	CAD	189.28	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	MEDECO EXPRESSWAY KEYS	
TRANSPORTATION SERVICES 	3522-146	2015-05-28	2015-05-29	LOCKSMITH    SAFEMAN	51.87	CAD	51.87	CAD	2552	BRIDGE MATERIALS	TP0100	"ROADWAY SURFACE REPAIR-D1,A1"	7393	"Detective Agencies, Protective Agencies,"	KEYS	
					863.78	CAD	863.78	CAD								
"PARKS, FORESTRY & RECREATION"	3520-158	2015-05-27	2015-05-28	FOOD BASICS #689	33.93	CAD	33.93	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07609	OLYMPIUM-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"PLATES, UTENSILS/CUTLERY"	
					33.93	CAD	33.93	CAD								
"PARKS, FORESTRY & RECREATION"	3486-81	2015-05-01	2015-05-05	CDN TIRE STORE #00273	42.85	CAD	42.85	CAD	2710	GENERAL HARDWARE	P12198	HORTICULTURE - CITYWIDE	5200	Home Supply Warehouse	PAINTERS TAPE	
"PARKS, FORESTRY & RECREATION"	3506-209	2015-05-13	2015-05-19	PLANT WORLD	220.33	CAD	220.33	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12198	HORTICULTURE - CITYWIDE	5261	Lawn and Garden Supply Stores	PLANTS FOR DECORATION 	
"PARKS, FORESTRY & RECREATION"	3514-186	2015-05-22	2015-05-25	AMAZON.CA	37.20	CAD	37.20	CAD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12198	HORTICULTURE - CITYWIDE	4816	Computer Network/Information Services	"BOOK - ""BREAKING GROUND"""	
"PARKS, FORESTRY & RECREATION"	3514-187	2015-05-22	2015-05-25	LOBLAWS #1021	310.87	CAD	310.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12198	HORTICULTURE - CITYWIDE	5411	"Grocery Stores, Supermarkets"	FOOD - DOORS OPEN AT HP	
"PARKS, FORESTRY & RECREATION"	3514-188	2015-05-23	2015-05-25	LINDEN GROVE FLORAL ST	463.30	CAD	463.30	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P12198	HORTICULTURE - CITYWIDE	5992	Florists	ARRANGEMENT FOR LANDSCAPE EVENT	
"PARKS, FORESTRY & RECREATION"	3522-147	2015-05-28	2015-05-29	AMAZON MKTPLACE PMTS	183.55	CAD	143.70	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	P12198	HORTICULTURE - CITYWIDE	5942	Book Stores	"""POLLINATORS OF NATIVE PLANTS"" BOOKS"	
"PARKS, FORESTRY & RECREATION"	3522-148	2015-05-28	2015-05-29	LOBLAWS #1021	109.90	CAD	109.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12198	HORTICULTURE - CITYWIDE	5411	"Grocery Stores, Supermarkets"	REFRESHMENTS FOR HORT COMM MEETING	
					"1,368.00"	CAD	"1,184.45"	CAD								
							143.70	USD								
"PARKS, FORESTRY & RECREATION"	3495-197	2015-05-09	2015-05-11	WAL-MART # 3740	29.38	CAD	29.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	OPEN HOUSE CRAFT	
"PARKS, FORESTRY & RECREATION"	3506-210	2015-05-17	2015-05-19	THE HOME DEPOT #7002	275.30	CAD	275.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5200	Home Supply Warehouse	**MORE**  SEED MIX	
"PARKS, FORESTRY & RECREATION"	3510-160	2015-05-19	2015-05-21	THE HOME DEPOT #7129	21.16	CAD	21.16	CAD	2730	LOCKS	P04663	NAORCA-SUMMER CAMPS	5200	Home Supply Warehouse	**MORE**  MASTWNPK COM	
"PARKS, FORESTRY & RECREATION"	3516-83	2015-05-25	2015-05-26	MICHAELS #4910	106.74	CAD	106.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"GUEST BOOK SET, BAR PINS"	
"PARKS, FORESTRY & RECREATION"	3518-167	2015-05-26	2015-05-27	MICHAELS #4910	5.83	CAD	5.83	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04663	NAORCA-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	24 PC CHALK	
					438.41	CAD	438.41	CAD								
"PARKS, FORESTRY & RECREATION"	3489-94	2015-05-04	2015-05-06	QUEEN'S TIRE AND SERVI	295.78	CAD	295.78	CAD	2135	PARTS - TIRES/TUBES	P00542	EXHIBITION PLACE-OPERATIONS	5532	Automotive Tire Stores	TIRES	
"PARKS, FORESTRY & RECREATION"	3493-132	2015-05-07	2015-05-08	LOWES #02633*	188.65	CAD	188.65	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	"**MORE**  5/8""X50' BLK PREMIUM RUBBER HOSE"	
"PARKS, FORESTRY & RECREATION"	3506-211	2015-05-15	2015-05-19	DIRECT ENERGY CENTRE	197.74	CAD	197.74	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00542	EXHIBITION PLACE-OPERATIONS	9399	Government Services - Not Elsewhere Clas	REPLACE SIGNAL LAMP	
"PARKS, FORESTRY & RECREATION"	3506-212	2015-05-17	2015-05-19	LOBLAWS #1001	67.77	CAD	67.77	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5411	"Grocery Stores, Supermarkets"	PERENNIALS	
"PARKS, FORESTRY & RECREATION"	3512-150	2015-05-20	2015-05-22	CDN TIRE STORE #00030	256.78	CAD	256.78	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	HORTICULTURE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3520-159	2015-05-27	2015-05-28	ISLINGTON NURSERIES LI	197.52	CAD	197.52	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00542	EXHIBITION PLACE-OPERATIONS	5261	Lawn and Garden Supply Stores	"SOD, GRASS SEED"	
					"1,204.24"	CAD	"1,204.24"	CAD								
"PARKS, FORESTRY & RECREATION"	3489-95	2015-05-04	2015-05-06	CDN TIRE STORE #00697	47.97	CAD	47.97	CAD	2710	GENERAL HARDWARE	P12733	RS-TOR ISL-OLD. ADT- INSTRUCTIONAL	5200	Home Supply Warehouse	"3 OUTLET WALL, LINECORD"	
"PARKS, FORESTRY & RECREATION"	3518-168	2015-05-26	2015-05-27	FOOD BASICS #875	62.19	CAD	62.19	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5411	"Grocery Stores, Supermarkets"	SNACKS FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3520-160	2015-05-26	2015-05-28	ABSOLUTE DOLLAR	61.02	CAD	61.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5310	Discount Stores	SUPPLIES FOR SPECIAL EVENT	
"PARKS, FORESTRY & RECREATION"	3520-161	2015-05-26	2015-05-28	THE HOME DEPOT #7080	117.32	CAD	117.32	CAD	2715	PAINT SUPPLIES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5200	Home Supply Warehouse	**MORE**  3PK HEXKEY	
"PARKS, FORESTRY & RECREATION"	3520-162	2015-05-26	2015-05-28	THE HOME DEPOT #7080	94.58	CAD	94.58	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12727	RS-TOR ISL-FITNESS - INSTRUCTIONAL	5200	Home Supply Warehouse	"**MORE**  POTS 4"""	
					383.08	CAD	383.08	CAD								
"PARKS, FORESTRY & RECREATION"	3495-198	2015-05-08	2015-05-11	TOPLINE RECYCLING EQUI	998.92	CAD	998.92	CAD	2570	JANITORIAL SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5085	Industrial Supplies Not Elsewhere Classi	CLEAR BAGS	
"PARKS, FORESTRY & RECREATION"	3512-151	2015-05-21	2015-05-22	EAST END GARDEN CENTRE	230.98	CAD	230.98	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5261	Lawn and Garden Supply Stores	GARDEN GLOVES	
					"1,229.90"	CAD	"1,229.90"	CAD								
FIRE SERVICES	3482-127	2015-04-27	2015-05-01	INLAND LIFERAFTS  MARI	975.16	CAD	975.16	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	ANNUAL LIFERAFT INSPECTION	
FIRE SERVICES	3489-96	2015-05-05	2015-05-06	INLAND LIFERAFTS  MARI	"1,148.08"	CAD	"1,148.08"	CAD	3045	M & E - PROTECTIVE	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	TRANSPORT CANADA APPROVED LIFE JACKETS (QTY: 4)	
FIRE SERVICES	3491-114	2015-05-06	2015-05-07	LOWES #03096*	250.32	CAD	250.32	CAD	2715	PAINT SUPPLIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5200	Home Supply Warehouse	"**MORE**  PAINT SUPPLIES - FROG TAPE 1"""	
FIRE SERVICES	3491-115	2015-05-06	2015-05-07	RUNNALLS PLUMBING IND	136.84	CAD	136.84	CAD	2532	STEEL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	STEEL & STL NIPPL BLK - PUMP REPAIR FITTINGS	
FIRE SERVICES	3491-116	2015-05-06	2015-05-07	INLAND LIFERAFTS  MARI	81.13	CAD	81.13	CAD	3045	M & E - PROTECTIVE	FR0038	MECH MAINTENANCE - MARINE SECTION	4468	"Marinas, Marine Service/Supplies"	APPROVED LIFE JACKET - IMMERSION SUIT LIGHT	
FIRE SERVICES	3495-199	2015-05-07	2015-05-11	UNITED WELDING PROCESS	847.50	CAD	847.50	CAD	4424	CONTRACTED SERVICES - GENERAL	FR0038	MECH MAINTENANCE - MARINE SECTION	7692	Welding Repair	FIRE PUMP REPAIR	
FIRE SERVICES	3502-117	2015-05-13	2015-05-14	TRY HARD INDUSTRIAL SU	416.92	CAD	416.92	CAD	2710	GENERAL HARDWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	"T-TYPE TAP WRENCH, 3FL MTT-X HSS SP TAP, 2FL MTT-X"	
FIRE SERVICES	3502-118	2015-05-13	2015-05-14	CORDAGES BARRY LTEE	"1,267.49"	CAD	"1,267.49"	CAD	3989	OTH MARINE EQUIP	FR0038	MECH MAINTENANCE - MARINE SECTION	5085	Industrial Supplies Not Elsewhere Classi	FIREBOAT MOORING LINE	
FIRE SERVICES	3504-128	2015-05-13	2015-05-15	BEACH ROAD STEEL SALES	99.65	CAD	99.65	CAD	2532	STEEL	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5051	Metal Service Centers and Offices	SHOP SUPPLIES - METAL SUPPLIES	
FIRE SERVICES	3506-213	2015-05-14	2015-05-19	PACIFIC FASTENERS (198	32.10	CAD	32.10	CAD	2710	GENERAL HARDWARE	FR0038	MECH MAINTENANCE - MARINE SECTION	5251	Hardware Stores	FIREBOAT DOOR STAINLESS FASTENERS	
					"5,255.19"	CAD	"5,255.19"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3483-179	2015-04-30	2015-05-04	GEORGE COUREY INC	"2,839.46"	CAD	"2,839.46"	CAD	2690	BEDDING	F01132	SEATON HOUSE-CLIENT SERV-HOSTEL EMERG SH	5949	"Fabric, Needlework, Piece Goods, and Sew"	THIRTY DOZEN WHITE SHEETS FOR CLIENTS' BEDS	
					"2,839.46"	CAD	"2,839.46"	CAD								
LONG TERM CARE HOMES & SERVICES	3482-128	2015-04-29	2015-05-01	RBI ROBERTSON BRIGHT I	565.00	CAD	565.00	CAD	4410	CONTRACTED SERVICES - ELECTRICAL	D3F061	SEVEN OAKS-MT-OA	1731	Electrical Contractors	ELECTRICAL REPAIR/WORK	
LONG TERM CARE HOMES & SERVICES	3486-82	2015-05-04	2015-05-05	SILVER MILE HARDWARE	133.34	CAD	133.34	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F041	SEVEN OAKS-HK-OA	5072	Hardware Equipment and Supplies	OUTDOOR EQUIPMENT REPAIR	
LONG TERM CARE HOMES & SERVICES	3489-97	2015-05-04	2015-05-06	THE HOME DEPOT #7027	423.54	CAD	423.54	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	5200	Home Supply Warehouse	**MORE**  PRUNER	
LONG TERM CARE HOMES & SERVICES	3504-129	2015-05-13	2015-05-15	GK CHEMICAL SPECIALTIE	440.99	CAD	440.99	CAD	2570	JANITORIAL SUPPLIES	D3F041	SEVEN OAKS-HK-OA	5169	Chemicals and Allied Products Not Elsewh	HOUSEKEEPING SUPPLIES	
LONG TERM CARE HOMES & SERVICES	3504-130	2015-05-13	2015-05-15	BRODI SPECIALTY PRODUC	807.75	CAD	807.75	CAD	2499	OTHER CHEMICALS	D3F061	SEVEN OAKS-MT-OA	5085	Industrial Supplies Not Elsewhere Classi	BROFLOAT 25L CHEMICALS	
LONG TERM CARE HOMES & SERVICES	3512-152	2015-05-20	2015-05-22	THE HOME DEPOT #7027	135.57	CAD	135.57	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	D3F061	SEVEN OAKS-MT-OA	5200	Home Supply Warehouse	AUGER	
LONG TERM CARE HOMES & SERVICES	3514-189	2015-05-22	2015-05-25	ADD PRINTING PACKAGING	565.00	CAD	565.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	D3F051	SEVEN OAKS-LY-OA	2741	Miscellaneous Publishing and Printing	VINYL LABEL	
LONG TERM CARE HOMES & SERVICES	3514-190	2015-05-22	2015-05-25	GK CHEMICAL SPECIALTIE	"1,245.83"	CAD	"1,245.83"	CAD	2570	JANITORIAL SUPPLIES	D3F041	SEVEN OAKS-HK-OA	5169	Chemicals and Allied Products Not Elsewh	JANITORIAL SERVICES	
LONG TERM CARE HOMES & SERVICES	3514-191	2015-05-22	2015-05-25	HOME THEATRE EXCELLENC	226.00	CAD	226.00	CAD	4435	C. SERV - SECUR SYS	D3F061	SEVEN OAKS-MT-OA	1799	"Contractors, Special Trade - Not Elsewhe"	2 MAN SERVICE CALL INSTALLATION NEW REMOTE CONTROL	
LONG TERM CARE HOMES & SERVICES	3520-163	2015-05-26	2015-05-28	THE HOME DEPOT #7027	251.98	CAD	251.98	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	D3F041	SEVEN OAKS-HK-OA	5200	Home Supply Warehouse	"**MORE**  HDX 2"" BRUSH"	
					"4,795.00"	CAD	"4,795.00"	CAD								
"SHELTER, SUPPORT & HOUSING ADMINISTRATION"	3516-84	2015-05-25	2015-05-26	METRO COMPACTOR SERVIC	"1,626.27"	CAD	"1,626.27"	CAD	4440	CONTRACTED SERVICES - WASTE DISPOSAL	F01123	SEATON HOUSE-PROPERTY SERV	5085	Industrial Supplies Not Elsewhere Classi	ORDERED NEW 4 YARD RECYCLING BIN & COMPONENTS	
					"1,626.27"	CAD	"1,626.27"	CAD								
"PARKS, FORESTRY & RECREATION"	3504-131	2015-05-13	2015-05-15	CDN TIRE STORE #00119	26.94	CAD	26.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06784	MT DENNIS-PRGM SUPPORT	5200	Home Supply Warehouse	ROPE	
"PARKS, FORESTRY & RECREATION"	3510-161	2015-05-19	2015-05-21	THE HOME DEPOT #7013	71.13	CAD	71.13	CAD	2570	JANITORIAL SUPPLIES	P06784	MT DENNIS-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  DUST KIT	
"PARKS, FORESTRY & RECREATION"	3516-85	2015-05-25	2015-05-26	DOLLAR TREE CANADA STO	55.09	CAD	55.09	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10051	MT DENNIS CC-INSTRL	5331	Variety Stores	"ROPE, BUBBLES, STICKERS"	
					153.16	CAD	153.16	CAD								
"PARKS, FORESTRY & RECREATION"	3493-133	2015-05-06	2015-05-08	BUNNING SPLICING   RIG	120.51	CAD	120.51	CAD	2570	JANITORIAL SUPPLIES	P07667	NORSEMAN POOL-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	MAINTENANCE SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3495-200	2015-05-08	2015-05-11	ETOBICOKE SERVICE CENT	30.48	CAD	30.48	CAD	2570	JANITORIAL SUPPLIES	P07667	NORSEMAN POOL-OPERATIONS	5722	Household Appliance Stores	MAINTENANCE SUPPLIES	
					150.99	CAD	150.99	CAD								
"PARKS, FORESTRY & RECREATION"	3493-134	2015-05-07	2015-05-08	D'ORNELLAS BIKE SHOP L	158.09	CAD	158.09	CAD	4405	C. SRV - UNLIC EQ	P13465	SC - CAN BIKE - INSTRUCTIONAL PRG	5940	Bicycle Shops - Sales and Service	BIKE TUNE UPS	
					158.09	CAD	158.09	CAD								
"PARKS, FORESTRY & RECREATION"	3486-83	2015-05-04	2015-05-05	FOOD BASICS #653	59.87	CAD	59.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GROCERIES - KIDS IN THE KITCHEN, YOUTH IN THE KITC"	
"PARKS, FORESTRY & RECREATION"	3489-98	2015-05-04	2015-05-06	WAL-MART # 3111	54.08	CAD	54.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES - SIMPLY BAKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3491-117	2015-05-05	2015-05-07	WAL-MART # 3111	20.00	CAD	20.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GROCERIES - KIDS IN THE KITCHEN, YOUTH IN THE KITC"	
"PARKS, FORESTRY & RECREATION"	3499-95	2015-05-11	2015-05-12	FRESHCO #9864	29.75	CAD	29.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GRND BEEF, BUNS, APPLE PIE FILLING"	
"PARKS, FORESTRY & RECREATION"	3499-96	2015-05-11	2015-05-12	FRESHCO #9864	38.72	CAD	38.72	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	"STRAWBERRY, WAFFLE BOWLS, CHOC"	
"PARKS, FORESTRY & RECREATION"	3501-128	2015-05-12	2015-05-13	FOOD BASICS #653	37.96	CAD	37.96	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"GRND BEEF, BROTH, PEPPERS"	
"PARKS, FORESTRY & RECREATION"	3502-119	2015-05-12	2015-05-14	SKYZONE-TORONTO (CA100	100.00	CAD	100.00	CAD	4118	TICKETS AND ADMISSION FEES	P04024	CENTENNIAL RC (E)-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	DEPOSIT FOR SUMMER CAMP TRIP	
"PARKS, FORESTRY & RECREATION"	3504-132	2015-05-14	2015-05-15	STAPLES STORE #32	16.95	CAD	16.95	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P13275	SUMMER CAMPS - SC DISTRICT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES -SUMMER CAMP STAFF	
"PARKS, FORESTRY & RECREATION"	3509-78	2015-05-19	2015-05-20	FRESHCO #9864	39.50	CAD	39.50	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES - SIMPLY BAKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3512-153	2015-05-19	2015-05-22	WAL-MART # 3111	20.00	CAD	20.00	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	GROCERIES - COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3514-192	2015-05-22	2015-05-25	WAL-MART #3001	50.75	CAD	50.75	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3514-193	2015-05-22	2015-05-25	WAL-MART #3001	20.77	CAD	20.77	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	PRESCHOOL SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3514-194	2015-05-24	2015-05-25	R K BARGAINS	93.46	CAD	93.46	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05469	CENTENNIAL CC-SOCIAL PRGM	5310	Discount Stores	"ART SUPPLIES, SANITIZER"	
"PARKS, FORESTRY & RECREATION"	3514-195	2015-05-24	2015-05-25	AL PREMIUM FOOD MART	58.07	CAD	58.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P05469	CENTENNIAL CC-SOCIAL PRGM	5999	Miscellaneous and Specialty Retail Store	GROCERIES - COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3514-196	2015-05-24	2015-05-25	AL PREMIUM FOOD MART	17.94	CAD	17.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5999	Miscellaneous and Specialty Retail Store	GROCERIES - COOKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3516-86	2015-05-25	2015-05-26	SHOPPERSDRUGMART1314	8.58	CAD	8.58	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5912	"Drug Stores, Pharmacies"	GROCERIES - BAKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3516-87	2015-05-25	2015-05-26	FRESHCO #9864	48.48	CAD	48.48	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07767	CENTENNIAL (E)-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	GROCERIES - SIMPLY BAKING PROGRAM	
"PARKS, FORESTRY & RECREATION"	3522-149	2015-05-28	2015-05-29	STAPLES STORE #32	25.64	CAD	25.64	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P13275	SUMMER CAMPS - SC DISTRICT	5943	"Office, School Supply, and Stationery St"	OFFICE SUPPLIES -SUMMER CAMP STAFF	
					740.52	CAD	740.52	CAD								
"PARKS, FORESTRY & RECREATION"	3482-129	2015-04-29	2015-05-01	CDN TIRE STORE #00654	78.99	CAD	78.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06922	ST LAWRENCE-PRGM SUPPORT	5200	Home Supply Warehouse	CHILDRENS GARDEN-WATER CANS	
"PARKS, FORESTRY & RECREATION"	3491-118	2015-05-06	2015-05-07	NOFRILLS LUCIANO'S #34	33.04	CAD	33.04	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES-KIDS IN THE KITCHEN COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3502-120	2015-05-13	2015-05-14	NOFRILLS LUCIANO'S #34	25.21	CAD	25.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES-KIDS IN THE KITCHEN COOKING PRGM	
"PARKS, FORESTRY & RECREATION"	3510-162	2015-05-20	2015-05-21	NOFRILLS LUCIANO'S #34	26.59	CAD	26.59	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES-YOUTH NIGHT COOKING ACTIVITY	
"PARKS, FORESTRY & RECREATION"	3520-164	2015-05-27	2015-05-28	NOFRILLS LUCIANO'S #34	51.40	CAD	51.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08634	ST LAWRENCE-INSTRL	5411	"Grocery Stores, Supermarkets"	GROCERIES-KIDS IN THE KITCHEN COOKING PRGM	
					215.23	CAD	215.23	CAD								
"PARKS, FORESTRY & RECREATION"	3495-201	2015-05-08	2015-05-11	NOFRILLS ROD JOES	31.82	CAD	31.82	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"YOUTH SOCCER TOURNAMENT-JUICE,GRANOLA BARS"	
"PARKS, FORESTRY & RECREATION"	3506-214	2015-05-13	2015-05-19	SOCCER AND SPORTS	194.36	CAD	194.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5941	Sporting Goods Stores	2 KWIK GOAL MESH	
"PARKS, FORESTRY & RECREATION"	3518-169	2015-05-25	2015-05-27	WAL-MART #3159	233.51	CAD	233.51	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"TOWE FAN, ROY FAC 9 PK"	
"PARKS, FORESTRY & RECREATION"	3518-170	2015-05-26	2015-05-27	STAPLES STORE #286	121.62	CAD	121.62	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5943	"Office, School Supply, and Stationery St"	LOG BOOKS AND DAILY ORGANIZER	
"PARKS, FORESTRY & RECREATION"	3522-150	2015-05-28	2015-05-29	RONA # 55140	59.57	CAD	59.57	CAD	2710	GENERAL HARDWARE	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5251	Hardware Stores	"SCREWS, DRILL BIT, GLUE, TAPE, ADHESIVE"	
					640.88	CAD	640.88	CAD								
"PARKS, FORESTRY & RECREATION"	3501-129	2015-05-11	2015-05-13	THE HOME DEPOT #7011	19.17	CAD	19.17	CAD	2570	JANITORIAL SUPPLIES	P10460	TRINITY-PRGM SUPPORT	5200	Home Supply Warehouse	**MORE**  MAXANT 709ML	
"PARKS, FORESTRY & RECREATION"	3510-163	2015-05-19	2015-05-21	THE HOME DEPOT #7011	8.44	CAD	8.44	CAD	2610	KITCHEN SUPPLIES	P10460	TRINITY-PRGM SUPPORT	5200	Home Supply Warehouse	PL PREMIUM	
