Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS element / Order	Cost Centre / WBS element / Order Description	Merchant Type	Merchant Type Description	Purpose
"PARKS, FORESTRY & RECREATION"	3593-114	2015-07-19	2015-07-21	WAL-MART #1139	301.40	CAD	301.40	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES- SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3593-115	2015-07-20	2015-07-21	LOBLAW SUPERMARKET #10	168.90	CAD	168.90	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES- SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3593-116	2015-07-20	2015-07-21	METRO #401	24.97	CAD	24.97	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES- SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3596-179	2015-07-20	2015-07-22	HANDS ON EXOTICS INC	621.50	CAD	621.50	CAD	4118	TICKETS AND ADMISSION FEES	P13248	SUMMER CAMPS - ANTIBES CC	5995	Pet Shops - Pet Food and Supplies	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3598-154	2015-07-21	2015-07-23	MYSTERY ROOM LTD.	429.00	CAD	429.00	CAD	4118	TICKETS AND ADMISSION FEES	P13248	SUMMER CAMPS - ANTIBES CC	7994	Video Game Arcades/Establishments	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3598-155	2015-07-22	2015-07-23	HANDS ON EXOTICS INC	409.63	CAD	409.63	CAD	4118	TICKETS AND ADMISSION FEES	P13248	SUMMER CAMPS - ANTIBES CC	5995	Pet Shops - Pet Food and Supplies	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3600-157	2015-07-23	2015-07-24	LOBLAW SUPERMARKET #10	124.70	CAD	124.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES- SUMMER CAMPS
"PARKS, FORESTRY & RECREATION"	3600-158	2015-07-23	2015-07-24	METRO #401	71.01	CAD	71.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13248	SUMMER CAMPS - ANTIBES CC	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES- SUMMER CAMPS
					"10,273.94"	CAD	"10,273.94"	CAD							
"PARKS, FORESTRY & RECREATION"	3572-87	2015-07-05	2015-07-07	CDN TIRE STORE #00444	170.47	CAD	170.47	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	"HL LINESMAN, SPADES"
"PARKS, FORESTRY & RECREATION"	3577-174	2015-07-08	2015-07-10	CDN TIRE STORE #00444	54.05	CAD	54.05	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	"MAGNET BIT, MAP BOOK"
"PARKS, FORESTRY & RECREATION"	3581-105	2015-07-13	2015-07-14	SQ *FIBRAMULCH	264.17	CAD	264.17	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	0780	Horticultural and Landscaping Services	"FIBRAMULCH, FIBRATAC LIQUID TACKIFIER"
"PARKS, FORESTRY & RECREATION"	3583-165	2015-07-14	2015-07-15	ALCONA HOME HARDWARE	40.63	CAD	40.63	CAD	2499	OTHER CHEMICALS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5251	Hardware Stores	WASP+HORNET INSECTICIDES
"PARKS, FORESTRY & RECREATION"	3588-163	2015-07-15	2015-07-16	GEOSHACK	-0.03	CAD	-0.03	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5065	Electrical Parts and Equipment	REFUND
"PARKS, FORESTRY & RECREATION"	3590-156	2015-07-16	2015-07-17	BOLTS PLUS	545.26	CAD	545.26	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5085	Industrial Supplies Not Elsewhere Classi	"BOLTS,SOCKETS,CENTER PUNCH,HAMMER BITS,DRILL BITS"
					"1,074.55"	CAD	"1,074.55"	CAD							
"PARKS, FORESTRY & RECREATION"	3569-209	2015-07-03	2015-07-06	LOWES #02633*	82.39	CAD	82.39	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5200	Home Supply Warehouse	**MORE**  BELLA 68.1L SOLID TOTE GULF BLUE
"PARKS, FORESTRY & RECREATION"	3569-210	2015-07-03	2015-07-06	DOLLAR TREE CANADA STO	56.94	CAD	56.94	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5331	Variety Stores	"GLUE, PAINT"
"PARKS, FORESTRY & RECREATION"	3569-211	2015-07-03	2015-07-06	WAL-MART #3159	15.82	CAD	15.82	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	JARS
"PARKS, FORESTRY & RECREATION"	3574-172	2015-07-07	2015-07-08	ONTARIO SCIENCE CENTRE	10.00	CAD	10.00	CAD	4118	TICKETS AND ADMISSION FEES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3574-173	2015-07-07	2015-07-08	ONTARIO SCIENCE CENTRE	20.00	CAD	20.00	CAD	4118	TICKETS AND ADMISSION FEES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	7991	Tourist Attractions and Exhibits	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3577-175	2015-07-08	2015-07-10	JACK WATSON SPORTS INC	213.63	CAD	213.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5941	Sporting Goods Stores	BALLS
"PARKS, FORESTRY & RECREATION"	3577-176	2015-07-08	2015-07-10	JACK WATSON SPORTS INC	213.63	CAD	213.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5941	Sporting Goods Stores	BALLS
"PARKS, FORESTRY & RECREATION"	3577-177	2015-07-09	2015-07-10	TDSB-PURCHASING	456.13	CAD	456.13	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	"GLUE, PAINT"
"PARKS, FORESTRY & RECREATION"	3577-178	2015-07-09	2015-07-10	TDSB-PURCHASING	211.05	CAD	211.05	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3577-179	2015-07-09	2015-07-10	TDSB-PURCHASING	145.63	CAD	145.63	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	"GLUE, PAINT"
"PARKS, FORESTRY & RECREATION"	3577-180	2015-07-09	2015-07-10	RCSS 1077	37.25	CAD	37.25	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	"FREEZIES, GRANOLA BARS"
"PARKS, FORESTRY & RECREATION"	3577-181	2015-07-09	2015-07-10	RCSS 1077	6.52	CAD	6.52	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	JUICE BOXES
"PARKS, FORESTRY & RECREATION"	3578-248	2015-07-10	2015-07-13	TDSB-PURCHASING	18.30	CAD	18.30	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	CRAFT SUPPLIES
"PARKS, FORESTRY & RECREATION"	3578-249	2015-07-10	2015-07-13	DOLLAR TREE CANADA STO	63.24	CAD	63.24	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5331	Variety Stores	"BALLOONS, BEADS"
"PARKS, FORESTRY & RECREATION"	3578-250	2015-07-10	2015-07-13	WAL-MART #3159	74.28	CAD	74.28	CAD	2610	KITCHEN SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	"BOWLS, ICING"
"PARKS, FORESTRY & RECREATION"	3588-164	2015-07-15	2015-07-16	THORNCLIFFE BOWLERAMA.	243.00	CAD	243.00	CAD	4118	TICKETS AND ADMISSION FEES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	7933	Bowling Alleys	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3593-117	2015-07-20	2015-07-21	DOLLAR TREE CANADA STO	25.43	CAD	25.43	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5331	Variety Stores	"BEADS, PLATES"
"PARKS, FORESTRY & RECREATION"	3596-180	2015-07-20	2015-07-22	CDN TIRE STORE #00030	45.15	CAD	45.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5200	Home Supply Warehouse	JARS
"PARKS, FORESTRY & RECREATION"	3596-181	2015-07-20	2015-07-22	WAL-MART #3159	6.61	CAD	6.61	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5411	"Grocery Stores, Supermarkets"	JARS
"PARKS, FORESTRY & RECREATION"	3602-192	2015-07-24	2015-07-27	DOLLAR TREE CANADA STO	29.18	CAD	29.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5331	Variety Stores	"SPONGES, PINS"
"PARKS, FORESTRY & RECREATION"	3602-193	2015-07-24	2015-07-27	PARTY CITY #2027	47.41	CAD	47.41	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5947	"Card, Gift, Novelty, and Souvenir Shops"	FACE PAINT
"PARKS, FORESTRY & RECREATION"	3607-161	2015-07-29	2015-07-30	TDSB-PURCHASING	127.33	CAD	127.33	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	8299	Educational Services	"GLUE, PAINT"
"PARKS, FORESTRY & RECREATION"	3607-162	2015-07-29	2015-07-30	SHOPPER'S DRUG MART #1	3.36	CAD	3.36	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	5912	"Drug Stores, Pharmacies"	TOOTHPASTE
"PARKS, FORESTRY & RECREATION"	3607-163	2015-07-29	2015-07-30	THORNCLIFFE BOWLERAMA.	228.00	CAD	228.00	CAD	4118	TICKETS AND ADMISSION FEES	P13262	SUMMER CAMPS - DENNIS R TIMBRELL RC	7933	Bowling Alleys	CAMP TRIP
					"2,380.28"	CAD	"2,380.28"	CAD							
"PARKS, FORESTRY & RECREATION"	3605-144	2015-07-27	2015-07-29	CDN TIRE STORE #00192	61.52	CAD	61.52	CAD	2715	PAINT SUPPLIES	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	"PAINT SUPPLIES-JUMBRO BRUSH,SCRAPER"
					61.52	CAD	61.52	CAD							
"PARKS, FORESTRY & RECREATION"	3583-166	2015-07-14	2015-07-15	CEDARBRAE POOLS COLTD	65.60	CAD	65.60	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P13423	FACILITY OPS - TORONTO EAST YORK AREA 2	5996	Swimming Pools - Sales and Supplies	POOL PARTS
"PARKS, FORESTRY & RECREATION"	3605-145	2015-07-28	2015-07-29	LEON S WEB	733.37	CAD	733.37	CAD	3050	M & E - KITCHEN	P07865	STAN WADLOW COMPLEX-PRGM SUPPORT	5719	Miscellaneous House Furnishing Specialty	FRIDGE
					798.97	CAD	798.97	CAD							
"PARKS, FORESTRY & RECREATION"	3593-118	2015-07-20	2015-07-21	INTL POOL AND SPA THOR	291.46	CAD	291.46	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P06877	N-EAST-OPERATIONS	5996	Swimming Pools - Sales and Supplies	"POOL EQUIPMENTS- EXT POLES, THERMOMETER, BASKET"
					291.46	CAD	291.46	CAD							
"PARKS, FORESTRY & RECREATION"	3593-119	2015-07-20	2015-07-21	D G VACUUM REPAIR SERV	45.48	CAD	45.48	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07659	DOUGLAS SNOW-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	REPAIR VACUUM
"PARKS, FORESTRY & RECREATION"	3593-120	2015-07-20	2015-07-21	D G VACUUM REPAIR SERV	200.69	CAD	200.69	CAD	2570	JANITORIAL SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	SITHON PUMPS
"PARKS, FORESTRY & RECREATION"	3593-121	2015-07-20	2015-07-21	D G VACUUM REPAIR SERV	140.21	CAD	140.21	CAD	2570	JANITORIAL SUPPLIES	P06691	OAKDALE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR SQUEEGEE
"PARKS, FORESTRY & RECREATION"	3602-194	2015-07-24	2015-07-27	MONARCH PAINTS	338.72	CAD	338.72	CAD	2715	PAINT SUPPLIES	P03034	JOHN BOOTH-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT AND SUPPLIES
"PARKS, FORESTRY & RECREATION"	3602-195	2015-07-24	2015-07-27	MONARCH PAINTS	48.58	CAD	48.58	CAD	2715	PAINT SUPPLIES	P03034	JOHN BOOTH-OPERATIONS	5231	"Glass, Paint, Wallpaper Stores"	PAINT
"PARKS, FORESTRY & RECREATION"	3609-161	2015-07-29	2015-07-31	THE HOME DEPOT #7129	16.94	CAD	16.94	CAD	2730	LOCKS	P06684	DRIFTWOOD CC-OPERATIONS	5200	Home Supply Warehouse	LAMPADLOCK
					790.62	CAD	790.62	CAD							
"PARKS, FORESTRY & RECREATION"	3565-181	2015-06-29	2015-07-02	WAL-MART #1139	33.78	CAD	33.78	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	SPRINKLER AND TROUBLE BOARD GAME
"PARKS, FORESTRY & RECREATION"	3565-182	2015-06-30	2015-07-02	STICKERS   MORE WAREHO	9.02	CAD	9.02	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5947	"Card, Gift, Novelty, and Souvenir Shops"	STICKERS FOR CAMP PROGRAM
"PARKS, FORESTRY & RECREATION"	3565-183	2015-06-30	2015-07-02	J  J CRAFTS	145.22	CAD	145.22	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5970	"Artist Supply Stores, Craft Shops"	"CRAFT SUPPLIES:PLASTIC LACING,PAPER PLATES"
"PARKS, FORESTRY & RECREATION"	3569-212	2015-07-02	2015-07-06	CDN TIRE STORE #00182	54.66	CAD	54.66	CAD	2710	GENERAL HARDWARE	P04656	GRANDRAVINE-SUMMER CAMPS	5200	Home Supply Warehouse	HOSES FOR CAMP WATER PLAY
"PARKS, FORESTRY & RECREATION"	3575-184	2015-07-08	2015-07-09	TORONTO ZOOADMISSIONS	246.00	CAD	246.00	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	CAMP ADMISSION
"PARKS, FORESTRY & RECREATION"	3577-182	2015-07-09	2015-07-10	KIDSPORTS	347.75	CAD	347.75	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	5941	Sporting Goods Stores	CAMP ADMISSION
"PARKS, FORESTRY & RECREATION"	3581-106	2015-07-12	2015-07-14	THE HOME DEPOT #7004	23.73	CAD	23.73	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10315	GRANDRAVINE-PRGM SUPPORT	5200	Home Supply Warehouse	SHOE BOX
"PARKS, FORESTRY & RECREATION"	3590-157	2015-07-16	2015-07-17	IKEA NORTH YORK	52.50	CAD	52.50	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5712	"Equipment, Furniture, and Home Furnishin"	"TRAIN SETS, STORAGE CONTAINERS"
"PARKS, FORESTRY & RECREATION"	3590-158	2015-07-16	2015-07-17	TOYS R US #3505	97.12	CAD	97.12	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5945	"Game, Toy, and Hobby Shops"	"BOARD GAMES,"
"PARKS, FORESTRY & RECREATION"	3592-246	2015-07-16	2015-07-20	WAL-MART #1139	35.92	CAD	35.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04656	GRANDRAVINE-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"BOARD GAMES,"
"PARKS, FORESTRY & RECREATION"	3592-247	2015-07-17	2015-07-20	CREATIVE KIDS PLACE IN	492.68	CAD	492.68	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	5999	Miscellaneous and Specialty Retail Store	WORKSHOP ADMISSION
"PARKS, FORESTRY & RECREATION"	3596-182	2015-07-21	2015-07-22	COSTCO WHOLESALE W535	43.55	CAD	43.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04656	GRANDRAVINE-SUMMER CAMPS	5300	Wholesale Clubs	"FREEZIES, SALT, CHOCOLATE"
"PARKS, FORESTRY & RECREATION"	3600-159	2015-07-23	2015-07-24	ACTIVE KIDS ZONE	587.60	CAD	587.60	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7032	Recreational and Sporting Camps	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3605-146	2015-07-28	2015-07-29	SPORTS EQUIPMENT OF TO	293.74	CAD	293.74	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10315	GRANDRAVINE-PRGM SUPPORT	5941	Sporting Goods Stores	SPORTS EQUIPMENT
"PARKS, FORESTRY & RECREATION"	3607-164	2015-07-29	2015-07-30	FIESTA 4 KIDS INC	339.00	CAD	339.00	CAD	4590	RENTAL - OTHER	P04656	GRANDRAVINE-SUMMER CAMPS	7394	"Equipment Rental and Leasing Services, F"	BOUNCY CASTLE
"PARKS, FORESTRY & RECREATION"	3607-165	2015-07-29	2015-07-30	CINEPLEX 7115     QPS	128.00	CAD	128.00	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7832	Motion Picture Theaters	CAMP TRIP
"PARKS, FORESTRY & RECREATION"	3609-162	2015-07-30	2015-07-31	BATHURST BOWLERAMA	326.57	CAD	326.57	CAD	4118	TICKETS AND ADMISSION FEES	P04656	GRANDRAVINE-SUMMER CAMPS	7933	Bowling Alleys	CAMP TRIP
					"3,256.84"	CAD	"3,256.84"	CAD							
"PARKS, FORESTRY & RECREATION"	3583-167	2015-07-14	2015-07-15	KSL DESIGN	"2,995.00"	CAD	"2,995.00"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5941	Sporting Goods Stores	SAFETY MATS FOR PLAYGROUND
"PARKS, FORESTRY & RECREATION"	3588-165	2015-07-15	2015-07-16	PLAYPOWER CAD	"2,712.00"	CAD	"2,712.00"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5099	Durable Goods Not Elsewhere Classified	SPIRNG FOR PLYGRD EQUIPMENT
"PARKS, FORESTRY & RECREATION"	3590-159	2015-07-16	2015-07-17	BLUE IMP	"1,553.75"	CAD	"1,553.75"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5046	Commercial Equipment Not Elsewhere Class	SWING BEARINGS
"PARKS, FORESTRY & RECREATION"	3592-248	2015-07-17	2015-07-20	PLAYPOWER CAD	962.76	CAD	962.76	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5099	Durable Goods Not Elsewhere Classified	TRAPEZE HANDLES FOR PLAYGRD.
"PARKS, FORESTRY & RECREATION"	3592-249	2015-07-17	2015-07-20	THE HOME DEPOT #7129	244.24	CAD	244.24	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  PENCILPK
"PARKS, FORESTRY & RECREATION"	3596-183	2015-07-21	2015-07-22	MILLWICK PAINT   PAPER	620.73	CAD	620.73	CAD	2715	PAINT SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5231	"Glass, Paint, Wallpaper Stores"	PAINT
					"9,088.48"	CAD	"9,088.48"	CAD							
"PARKS, FORESTRY & RECREATION"	3569-213	2015-07-02	2015-07-06	ONEIDA EQUIPMENT LTD	228.02	CAD	228.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00405	N-CENTRAL1-TURF&HORT	5712	"Equipment, Furniture, and Home Furnishin"	TRIMMER PARTS
"PARKS, FORESTRY & RECREATION"	3569-214	2015-07-03	2015-07-06	CSL TOOLS	36.60	CAD	36.60	CAD	3080	M & E - HAND TOOLS	P00859	ALNESS YD-YARD OPERNS	5072	Hardware Equipment and Supplies	TOOLS
"PARKS, FORESTRY & RECREATION"	3607-166	2015-07-29	2015-07-30	ALLAN FYFE EQUIPMENT	28.02	CAD	28.02	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00409	N-EAST1-TURF&HORT	5046	Commercial Equipment Not Elsewhere Class	WOOD CHIPPER PARTS
					292.64	CAD	292.64	CAD							
"PARKS, FORESTRY & RECREATION"	3578-251	2015-07-10	2015-07-13	TRIMATE ELECTRIC SUPPL	"2,192.20"	CAD	"2,192.20"	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	3592-250	2015-07-16	2015-07-20	TRIMATE ELECTRIC SUPPL	230.12	CAD	230.12	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	3592-251	2015-07-16	2015-07-20	TRIMATE ELECTRIC SUPPL	"1,739.07"	CAD	"1,739.07"	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	3605-147	2015-07-21	2015-07-29	TRIMATE ELECTRIC SUPPL	377.31	CAD	377.31	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
"PARKS, FORESTRY & RECREATION"	3605-148	2015-07-21	2015-07-29	TRIMATE ELECTRIC SUPPL	582.90	CAD	582.90	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	7629	"Appliance Repair Shops, Electrical and S"	ELECTRICAL SUPPLIES
					"5,121.60"	CAD	"5,121.60"	CAD							
"PARKS, FORESTRY & RECREATION"	3575-185	2015-07-08	2015-07-09	BELL TV	75.48	CAD	75.48	CAD	4441	CONTRACTED SERVICES - CABLE TV	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	4812	Telecommunication Equipment Including Te	BELL EXPRESS VU
"PARKS, FORESTRY & RECREATION"	3577-183	2015-07-08	2015-07-10	THE HOME DEPOT #7078	86.03	CAD	86.03	CAD	2715	PAINT SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  D/WALL KIT
"PARKS, FORESTRY & RECREATION"	3581-107	2015-07-13	2015-07-14	SHOPPERSDRUGMART0913	61.23	CAD	61.23	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5912	"Drug Stores, Pharmacies"	"GRANULA BARS, NUTRI GRAIN BARS, NAT VALLEY BARS"
"PARKS, FORESTRY & RECREATION"	3581-108	2015-07-13	2015-07-14	FOOD BASICS #856	38.75	CAD	38.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5411	"Grocery Stores, Supermarkets"	"CLEMENTINES, APPLE, SNACK BARS"
"PARKS, FORESTRY & RECREATION"	3588-166	2015-07-14	2015-07-16	SHOPPERS DRUG MART #12	23.06	CAD	23.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5912	"Drug Stores, Pharmacies"	"NUTRI GRAIN BARS, NATURAL VALLEY BARS,APPLESAUCE"
"PARKS, FORESTRY & RECREATION"	3592-252	2015-07-13	2015-07-20	1645377 ONT LTD	11.25	CAD	11.25	CAD	2610	KITCHEN SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5999	Miscellaneous and Specialty Retail Store	TABLE COVERS
"PARKS, FORESTRY & RECREATION"	3602-196	2015-07-24	2015-07-27	NOBLE 1010	27.54	CAD	27.54	CAD	2535	PLUMBING SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	PARTS FOR TOILETS
"PARKS, FORESTRY & RECREATION"	3602-197	2015-07-24	2015-07-27	NOBLE 1010	247.86	CAD	247.86	CAD	2535	PLUMBING SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	PARTS FOR TOILETS
"PARKS, FORESTRY & RECREATION"	3605-149	2015-07-28	2015-07-29	OAKRIDGES HM HWRE 1554	29.50	CAD	29.50	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5251	Hardware Stores	DOOR STOPPERS
"PARKS, FORESTRY & RECREATION"	3609-163	2015-07-30	2015-07-31	STAPLES/BUSINESS DEPOT	133.43	CAD	133.43	CAD	2710	GENERAL HARDWARE	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5943	"Office, School Supply, and Stationery St"	POWER BARS
					734.13	CAD	734.13	CAD							
