Divison	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	4035-71	2016-05-24	2016-05-25	IKEA ETOBICOKE	349.17	CAD	349.17	CAD	3030	M & E - OFFICE	P10460	TRINITY-PRGM SUPPORT	5712	"Equipment, Furniture, and Home Furnishin"	TABLE	
"PARKS, FORESTRY & RECREATION"	4035-72	2016-05-24	2016-05-25	SPORT CHEK - ETOBICOKE	45.15	CAD	45.15	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P11767	TRINITY-SPORTS	5941	Sporting Goods Stores	WHISTLES	
					744.54	CAD	744.54	CAD								
"PARKS, FORESTRY & RECREATION"	4020-115	2016-05-10	2016-05-12	NOBLETON FEED MILL	146.08	CAD	146.08	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5995	Pet Shops - Pet Food and Supplies	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	4021-127	2016-05-12	2016-05-13	NOFRILLS TIM SUES 1352	15.12	CAD	15.12	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	4021-128	2016-05-12	2016-05-13	WEST TORONTO PAINT	361.06	CAD	361.06	CAD	2715	PAINT SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5251	Hardware Stores	PAINT	
"PARKS, FORESTRY & RECREATION"	4027-125	2016-05-16	2016-05-18	CDN TIRE STORE #00182	27.07	CAD	27.07	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5200	Home Supply Warehouse	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	4027-126	2016-05-17	2016-05-18	DISCOUNTERS POOL SPA	338.97	CAD	338.97	CAD	2715	PAINT SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5039	Construction Materials Not Elsewhere Cla	PAINT	
"PARKS, FORESTRY & RECREATION"	4030-125	2016-05-19	2016-05-20	DISCOUNTERS POOL SPA	338.97	CAD	338.97	CAD	2715	PAINT SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5039	Construction Materials Not Elsewhere Cla	PAINT	
"PARKS, FORESTRY & RECREATION"	4033-188	2016-05-20	2016-05-24	WEST TORONTO PAINT	12.85	CAD	12.85	CAD	2715	PAINT SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5251	Hardware Stores	PAINT SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4037-121	2016-05-25	2016-05-26	NOFRILLS TIM SUES 1352	10.50	CAD	10.50	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	4039-142	2016-05-26	2016-05-27	TSC STORES L.P.# 500	120.90	CAD	120.90	CAD	2620	ANIMAL CARE SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5251	Hardware Stores	ZOO FOOD	
"PARKS, FORESTRY & RECREATION"	4039-143	2016-05-26	2016-05-27	ISLINGTON NURSERIES LI	327.70	CAD	327.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	TOP SOIL	
"PARKS, FORESTRY & RECREATION"	4039-144	2016-05-26	2016-05-27	ISLINGTON NURSERIES LI	327.70	CAD	327.70	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5261	Lawn and Garden Supply Stores	TOP SOIL	
"PARKS, FORESTRY & RECREATION"	4041-213	2016-05-27	2016-05-30	DISCOUNTERS POOL SPA	451.95	CAD	451.95	CAD	2715	PAINT SUPPLIES	P00516	HIGH PARK-PRGM SUPPORT	5039	Construction Materials Not Elsewhere Cla	PAINT	
					"2,478.87"	CAD	"2,478.87"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-202	2016-04-29	2016-05-02	NCH CANADA INC	428.89	CAD	428.89	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P07646	DON VALLEY-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi		
"PARKS, FORESTRY & RECREATION"	4004-134	2016-05-03	2016-05-04	B.E. LARKIN EQUIPMENT	235.16	CAD	235.16	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P07649	TAM OSHANTER-OPERATIONS	5599	"Miscellaneous Automotive, Aircraft, and"	"BOOTS, SWITCH, UJOINTS"	
"PARKS, FORESTRY & RECREATION"	4010-179	2016-05-04	2016-05-06	THE HOME DEPOT #7001	54.04	CAD	54.04	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	2X APPLE RED	
"PARKS, FORESTRY & RECREATION"	4021-129	2016-05-12	2016-05-13	CUSTOM DOOR   LOCK SER	518.90	CAD	518.90	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P07649	TAM OSHANTER-OPERATIONS	5533	"Automotive Parts, Accessories Stores"	"DOOR CLOSURE, KEYS"	
"PARKS, FORESTRY & RECREATION"	4023-176	2016-05-12	2016-05-16	THE HOME DEPOT #7001	132.33	CAD	132.33	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	"**MORE**  1"" SS HOSECL"	
"PARKS, FORESTRY & RECREATION"	4030-126	2016-05-18	2016-05-20	CDN TIRE STORE #00264	34.82	CAD	34.82	CAD	2710	GENERAL HARDWARE	P07649	TAM OSHANTER-OPERATIONS	5200	Home Supply Warehouse	"HOSE, TORCH, CLAMPS"	
					"1,404.14"	CAD	"1,404.14"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-203	2016-04-25	2016-05-02	KLAUS MARINE SERVICE	224.85	CAD	224.85	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	4468	"Marinas, Marine Service/Supplies"		
"PARKS, FORESTRY & RECREATION"	4000-204	2016-04-29	2016-05-02	DULUX PAINTS #8613	458.05	CAD	458.05	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5231	"Glass, Paint, Wallpaper Stores"		
"PARKS, FORESTRY & RECREATION"	4002-85	2016-05-02	2016-05-03	NOBLE 1017	999.76	CAD	999.76	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	4002-86	2016-05-02	2016-05-03	NOBLE 1017	180.91	CAD	180.91	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	4002-87	2016-05-02	2016-05-03	NOBLE 1017	271.31	CAD	271.31	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00155	TORONTO ISLANDS-TURF&HORT	5251	Hardware Stores		
"PARKS, FORESTRY & RECREATION"	4004-135	2016-05-02	2016-05-04	WOLSELEY CANADA INC	40.88	CAD	40.88	CAD	2535	PLUMBING SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5074	Plumbing and Heating Equipment	"PIPE STRAPS, CAP & CHAIN"	
"PARKS, FORESTRY & RECREATION"	4008-127	2016-05-04	2016-05-05	DULUX PAINTS #8613	"1,345.62"	CAD	"1,345.62"	CAD	2715	PAINT SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5231	"Glass, Paint, Wallpaper Stores"	"DEEP TINT RESIN, PSX 700 CURE"	
"PARKS, FORESTRY & RECREATION"	4012-204	2016-05-06	2016-05-09	BRAFASCO / ETOBICOKE	26.99	CAD	26.99	CAD	2710	GENERAL HARDWARE	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5085	Industrial Supplies Not Elsewhere Classi	NUTS & BOLTS	
"PARKS, FORESTRY & RECREATION"	4018-128	2016-05-09	2016-05-11	BRAFASCO / ETOBICOKE	96.05	CAD	96.05	CAD	2710	GENERAL HARDWARE	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5085	Industrial Supplies Not Elsewhere Classi	TAMPER PROOF SOCKET BIT	
"PARKS, FORESTRY & RECREATION"	4023-177	2016-05-12	2016-05-16	NAPA ETOBICOKE #755	156.70	CAD	156.70	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5533	"Automotive Parts, Accessories Stores"	"BELT, OIL CONTAINER"	
"PARKS, FORESTRY & RECREATION"	4033-189	2016-05-22	2016-05-24	CDN TIRE STORE #00182	446.27	CAD	446.27	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5200	Home Supply Warehouse	"REFLECTORS, GAS CAN PARTS"	
"PARKS, FORESTRY & RECREATION"	4039-145	2016-05-26	2016-05-27	DULUX PAINTS #8613	"1,500.00"	CAD	"1,500.00"	CAD	2715	PAINT SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5231	"Glass, Paint, Wallpaper Stores"	"POOL PAINT, SUPPLIES TO FINISH FLOOR"	
"PARKS, FORESTRY & RECREATION"	4041-214	2016-05-27	2016-05-30	HEP SUR MACHINE CO	"1,547.54"	CAD	"1,547.54"	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5046	Commercial Equipment Not Elsewhere Class	FABRICATE A STAINLESS STEEL STAND	
"PARKS, FORESTRY & RECREATION"	4043-93	2016-05-30	2016-05-31	HEP SUR MACHINE CO	"1,836.24"	CAD	"1,836.24"	CAD	2532	STEEL	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5046	Commercial Equipment Not Elsewhere Class	STAINLESS STEEL FOR BOARDER	
					"9,131.17"	CAD	"9,131.17"	CAD								
"PARKS, FORESTRY & RECREATION"	4008-128	2016-05-04	2016-05-05	METRO #853	46.70	CAD	46.70	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04318	EARL BALES-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - PASTA, CEREAL, JUICE, MILK"	
"PARKS, FORESTRY & RECREATION"	4018-129	2016-05-10	2016-05-11	METRO #853	56.07	CAD	56.07	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04318	EARL BALES-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - BANANA, YOGHURT, MILK, BUTTER"	
"PARKS, FORESTRY & RECREATION"	4029-113	2016-05-18	2016-05-19	METRO #853	67.12	CAD	67.12	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04318	EARL BALES-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - COOKIES, CHEESE, SAUCE, SEEDS"	
"PARKS, FORESTRY & RECREATION"	4035-73	2016-05-24	2016-05-25	NOFRILLS PATS 1330	19.80	CAD	19.80	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04318	EARL BALES-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - MILK, CARROTS, AVOCADOS"	
"PARKS, FORESTRY & RECREATION"	4035-74	2016-05-24	2016-05-25	NOFRILLS PATS 1330	-3.47	CAD	-3.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04318	EARL BALES-HOLIDAY CAMPS	5411	"Grocery Stores, Supermarkets"	REFUND OF MILK	
"PARKS, FORESTRY & RECREATION"	4035-75	2016-05-24	2016-05-25	NOFRILLS PATS 1330	58.68	CAD	58.68	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P01050	SPECIAL EVENTS - MEL LASTMAN SQUARE	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - APPLES, ORANGES, GRANOLA BARS"	
"PARKS, FORESTRY & RECREATION"	4043-94	2016-05-30	2016-05-31	MIKE AND LOR'S NO FRIL	67.09	CAD	67.09	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P01050	SPECIAL EVENTS - MEL LASTMAN SQUARE	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - JUICE, GRANOLA BARS, APPLES"	
					311.99	CAD	311.99	CAD								
"PARKS, FORESTRY & RECREATION"	4000-205	2016-04-30	2016-05-02	ULINE	373.90	CAD	373.90	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	*****	"MULTIPLE COST CENTRES, WBS ELEMENTS OR WORK ORDERS"	5964	Direct Marketing - Catalog Merchants	"**MORE**  2""X60YD PAINTERS MASKING TAPE"	
"PARKS, FORESTRY & RECREATION"	4008-129	2016-05-05	2016-05-05	ULINE	-192.10	CAD	-192.10	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13187	INTGRTN SERVS - TEY DISTRICT	5964	Direct Marketing - Catalog Merchants	RETURN - SHOE BOXES FOR SENSORY KITS FOR CAMP	
"PARKS, FORESTRY & RECREATION"	4010-180	2016-05-04	2016-05-06	THE HOME DEPOT #7073	43.84	CAD	43.84	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P13187	INTGRTN SERVS - TEY DISTRICT	5200	Home Supply Warehouse	SHOE BOX	
"PARKS, FORESTRY & RECREATION"	4029-114	2016-05-18	2016-05-19	FOOD BASICS #880	34.44	CAD	34.44	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - ACTIVE 8	
"PARKS, FORESTRY & RECREATION"	4039-146	2016-05-26	2016-05-27	FOOD BASICS #880	12.08	CAD	12.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13187	INTGRTN SERVS - TEY DISTRICT	5411	"Grocery Stores, Supermarkets"	COOKING SUPPLIES - ACTIVE 8	
"PARKS, FORESTRY & RECREATION"	4043-95	2016-05-30	2016-05-31	STAPLES STORE #26	33.85	CAD	33.85	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	P13187	INTGRTN SERVS - TEY DISTRICT	5943	"Office, School Supply, and Stationery St"	CRATE - ROLLING CARRY SUPPLIES	
					306.01	CAD	306.01	CAD								
"PARKS, FORESTRY & RECREATION"	4010-181	2016-05-05	2016-05-06	NOFRILLS VINCE'S #3930	25.06	CAD	25.06	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12901	TORONTO REHAB FITNESS PILOT PROJECT	5411	"Grocery Stores, Supermarkets"	FOOD SUPPLIES	
"PARKS, FORESTRY & RECREATION"	4023-178	2016-05-14	2016-05-16	WAL-MART # 3145	62.01	CAD	62.01	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P10285	ANTIBES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	REC SUPPLIES	
					87.07	CAD	87.07	CAD								
"PARKS, FORESTRY & RECREATION"	4000-206	2016-04-28	2016-05-02	ONEIDA EQUIPMENT LTD	"1,921.00"	CAD	"1,921.00"	CAD	3099	GENERAL EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5712	"Equipment, Furniture, and Home Furnishin"	GENERATOR	
"PARKS, FORESTRY & RECREATION"	4023-179	2016-05-12	2016-05-16	ANGELO'S ELECTRIC LTD	122.66	CAD	122.66	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	7629	"Appliance Repair Shops, Electrical and S"	"AUTOLOCK KNIFE, UCAN ANCHOR, TOOL BAR"	
"PARKS, FORESTRY & RECREATION"	4023-180	2016-05-12	2016-05-16	LEONA STONE LTD	"1,840.09"	CAD	"1,840.09"	CAD	2770	GRAVEL	P00850	G ROSS LORD YD-PARKS CONSTR	1740	"Insulation, Masonry, Plastering, Stonewo"	STONE	
"PARKS, FORESTRY & RECREATION"	4023-181	2016-05-13	2016-05-16	DIESEL EQUIPMENT LIMIT	213.54	CAD	213.54	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5511	"Automobile and Truck Dealers - Sales, Se"	"HDW BAG KIT, RECEIVER TUBE"	
"PARKS, FORESTRY & RECREATION"	4027-127	2016-05-16	2016-05-18	LEONA STONE LTD	"1,696.41"	CAD	"1,696.41"	CAD	2770	GRAVEL	P00850	G ROSS LORD YD-PARKS CONSTR	1740	"Insulation, Masonry, Plastering, Stonewo"	STONE	
"PARKS, FORESTRY & RECREATION"	4041-215	2016-05-26	2016-05-30	DELTA ENGRAVERS 1988 I	432.79	CAD	432.79	CAD	2791	"RIBBONS, MEDALS & TROPHIES"	P00364	N-EAST-PARKS MAINT/RPRS	7311	Advertising Services	PLAQUES	
					"6,226.49"	CAD	"6,226.49"	CAD								
"PARKS, FORESTRY & RECREATION"	4021-130	2016-05-12	2016-05-13	DOLLAR TREE CANADA STO	55.20	CAD	55.20	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P09754	DENNIS R TIMBRELL RC-PLAY PROGRAMS	5331	Variety Stores	"BUBBLES , STICKETS"	
"PARKS, FORESTRY & RECREATION"	4023-182	2016-05-12	2016-05-16	WAL-MART #3159	26.26	CAD	26.26	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09754	DENNIS R TIMBRELL RC-PLAY PROGRAMS	5411	"Grocery Stores, Supermarkets"	BEANS LENTILS	
					81.46	CAD	81.46	CAD								
"PARKS, FORESTRY & RECREATION"	4030-127	2016-05-18	2016-05-20	CDN TIRE STORE #00192	255.31	CAD	255.31	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5200	Home Supply Warehouse	RAMPS/RATCHET	
"PARKS, FORESTRY & RECREATION"	4039-147	2016-05-26	2016-05-27	MONARCH PAINTS	529.29	CAD	529.29	CAD	2715	PAINT SUPPLIES	P00430	N-EAST-WINTER MAINT	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	4041-216	2016-05-27	2016-05-30	BRAFASCO / MARKHAM	584.41	CAD	584.41	CAD	2710	GENERAL HARDWARE	P00430	N-EAST-WINTER MAINT	5085	Industrial Supplies Not Elsewhere Classi	"CARR BOLTS, HEX NUT"	
					"1,369.01"	CAD	"1,369.01"	CAD								
"PARKS, FORESTRY & RECREATION"	4000-207	2016-04-28	2016-05-02	THE HOME DEPOT #7080	961.04	CAD	961.04	CAD	3080	M & E - HAND TOOLS	P13423	FACILITY OPS - TORONTO EAST YORK AREA 2	5200	Home Supply Warehouse	**MORE**  2GAL GAS CAN	
"PARKS, FORESTRY & RECREATION"	4000-208	2016-04-28	2016-05-02	THE HOME DEPOT #7080	213.57	CAD	213.57	CAD	3080	M & E - HAND TOOLS	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5200	Home Supply Warehouse	60LRIDGIDVAC	
"PARKS, FORESTRY & RECREATION"	4000-209	2016-04-28	2016-05-02	THE HOME DEPOT #7109	50.93	CAD	50.93	CAD	3080	M & E - HAND TOOLS	P07722	JIMMIE SIMPSON-OPERATIONS	5200	Home Supply Warehouse	**MORE**  PAP 3/16X1-1	
"PARKS, FORESTRY & RECREATION"	4008-130	2016-05-03	2016-05-05	THE HOME DEPOT #7080	54.71	CAD	54.71	CAD	2570	JANITORIAL SUPPLIES	P06736	REGENT PARK CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  LEV SAFETY C	
"PARKS, FORESTRY & RECREATION"	4020-116	2016-05-11	2016-05-12	METRO #475	19.01	CAD	19.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13423	FACILITY OPS - TORONTO EAST YORK AREA 2	5411	"Grocery Stores, Supermarkets"	COFFEE AND CREAM	
"PARKS, FORESTRY & RECREATION"	4021-131	2016-05-11	2016-05-13	THE HOME DEPOT #7080	50.75	CAD	50.75	CAD	2570	JANITORIAL SUPPLIES	P06722	BEACHES CC-OPERATIONS	5200	Home Supply Warehouse	TMFR GEL	
"PARKS, FORESTRY & RECREATION"	4023-183	2016-05-13	2016-05-16	NILFISK ADVANCE CANADA	211.88	CAD	211.88	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06722	BEACHES CC-OPERATIONS	5085	Industrial Supplies Not Elsewhere Classi	REPAIR FLOOR MACHINE	
"PARKS, FORESTRY & RECREATION"	4023-184	2016-05-13	2016-05-16	LIFESAVING SOCIETY	175.00	CAD	175.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P06722	BEACHES CC-OPERATIONS	8641	"Associations - Civic, Social, and Frater"	SYMPOSIUM/REGISTRATION FEE	
"PARKS, FORESTRY & RECREATION"	4023-185	2016-05-13	2016-05-16	LIFESAVING SOCIETY	175.00	CAD	175.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	P06722	BEACHES CC-OPERATIONS	8641	"Associations - Civic, Social, and Frater"	SYMPOSIUM/REGISTRATION FEE	
"PARKS, FORESTRY & RECREATION"	4030-128	2016-05-18	2016-05-20	THE HOME DEPOT #7080	102.74	CAD	102.74	CAD	2710	GENERAL HARDWARE	P06732	MAIN SQ CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  TMFR GEL	
"PARKS, FORESTRY & RECREATION"	4033-190	2016-05-20	2016-05-24	THE HOME DEPOT #7080	45.96	CAD	45.96	CAD	2570	JANITORIAL SUPPLIES	P13455	FACILITY OPS - REGENT PARK AQUATIC CNT	5200	Home Supply Warehouse	"**MORE**  1/4""X3/8"" KE"	
"PARKS, FORESTRY & RECREATION"	4041-217	2016-05-27	2016-05-30	CEDARBRAE POOLS COLTD	236.95	CAD	236.95	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P06722	BEACHES CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	REPAIR POOL VACUUM	
"PARKS, FORESTRY & RECREATION"	4041-218	2016-05-27	2016-05-30	CEDARBRAE POOLS COLTD	42.65	CAD	42.65	CAD	2535	PLUMBING SUPPLIES	P06722	BEACHES CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	POOL THERMOMETERS	
					"2,340.19"	CAD	"2,340.19"	CAD								
"PARKS, FORESTRY & RECREATION"	4021-132	2016-05-11	2016-05-13	SP S COMM SWIMMING POO	219.04	CAD	219.04	CAD	3099	GENERAL EQUIPMENT	P06678	ANCASTER CC-OPERATIONS	5996	Swimming Pools - Sales and Supplies	TEST BLOCKS - OUTDOOR POOL	
"PARKS, FORESTRY & RECREATION"	4021-133	2016-05-11	2016-05-13	SP S COMM SWIMMING POO	400.54	CAD	400.54	CAD	2575	ELECTRICAL SUPPLIES	P07659	DOUGLAS SNOW-OPERATIONS	5996	Swimming Pools - Sales and Supplies	PROBE - THERAPY CONTROL UNIT	
"PARKS, FORESTRY & RECREATION"	4027-128	2016-05-16	2016-05-18	THE HOME DEPOT #7002	223.33	CAD	223.33	CAD	3099	GENERAL EQUIPMENT	P06678	ANCASTER CC-OPERATIONS	5200	Home Supply Warehouse	**MORE**  WASHER	
"PARKS, FORESTRY & RECREATION"	4043-96	2016-05-30	2016-05-31	D G VACUUM REPAIR SERV	257.95	CAD	257.95	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	P07702	GRANDRAVINE CC-OPERATIONS	7699	Miscellaneous Repair Shops and Related S	FLOOR MACHINE REPAIR	
					"1,100.86"	CAD	"1,100.86"	CAD								
"PARKS, FORESTRY & RECREATION"	4030-129	2016-05-19	2016-05-20	MILLWICK PAINT   PAPER	"2,350.80"	CAD	"2,350.80"	CAD	2715	PAINT SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5231	"Glass, Paint, Wallpaper Stores"	PAINT	
"PARKS, FORESTRY & RECREATION"	4033-191	2016-05-19	2016-05-24	CDN TIRE STORE #00237	63.25	CAD	63.25	CAD	3080	M & E - HAND TOOLS	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	TOOLS	
					"2,414.05"	CAD	"2,414.05"	CAD								
"PARKS, FORESTRY & RECREATION"	4016-83	2016-05-09	2016-05-10	NOFRILLS VITO'S #3936	50.47	CAD	50.47	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09709	GRANDRAVINE-INSTRL	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - FLOUR, MARGARINE, CHEESE"	
"PARKS, FORESTRY & RECREATION"	4025-78	2016-05-16	2016-05-17	NOFRILLS VITO'S #3936	46.55	CAD	46.55	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09709	GRANDRAVINE-INSTRL	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES - OIL, SOY SAUCE, CORN STARCH"	
"PARKS, FORESTRY & RECREATION"	4043-97	2016-05-30	2016-05-31	NOFRILLS VITO'S #3936	34.78	CAD	34.78	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P09709	GRANDRAVINE-INSTRL	5411	"Grocery Stores, Supermarkets"	"PROGRAM SUPPLIES -MILK, EGGS, ONIONS"	
					131.80	CAD	131.80	CAD								
"PARKS, FORESTRY & RECREATION"	4010-182	2016-05-05	2016-05-06	STAPLES #287	148.71	CAD	148.71	CAD	2560	AGRICULTURE & BOTANICAL SUPPLIES	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5943	"Office, School Supply, and Stationery St"	PRINTER INK	
"PARKS, FORESTRY & RECREATION"	4020-117	2016-05-10	2016-05-12	THE HOME DEPOT #7078	338.89	CAD	338.89	CAD	2710	GENERAL HARDWARE	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5200	Home Supply Warehouse	**MORE**  EST 20 OZ ST	
"PARKS, FORESTRY & RECREATION"	4043-98	2016-05-30	2016-05-31	KSL DESIGN	"1,774.10"	CAD	"1,774.10"	CAD	2601	DUR REC & EDUC SUPP	P00427	PRN - CENTRALIZED PARKS CONSTRUCTION OPS	5941	Sporting Goods Stores	PLAYGROUND MATS	
					"2,261.70"	CAD	"2,261.70"	CAD								
"PARKS, FORESTRY & RECREATION"	4008-131	2016-05-03	2016-05-05	LINEMANS TESTING LABOR	787.44	CAD	787.44	CAD	2575	ELECTRICAL SUPPLIES	P00853	ALNESS YD-TRADES	5085	Industrial Supplies Not Elsewhere Classi	A11M-1200 - CAN - KIT	
"PARKS, FORESTRY & RECREATION"	4018-130	2016-05-10	2016-05-11	PROVINCE ELECTRIC SUPP	36.16	CAD	36.16	CAD	2575	ELECTRICAL SUPPLIES	P00408	N-EAST-TURF&HORT	5065	Electrical Parts and Equipment	500 W HALOGEN FLOOD	
					823.60	CAD	823.60	CAD								
"PARKS, FORESTRY & RECREATION"	4008-132	2016-05-04	2016-05-05	ALPHA CROWD CONTROL IN	944.68	CAD	944.68	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12024	METRO TRACK/FIELD-SPEC FAC-OPERATIONS	5199	Nondurable Goods Not Elsewhere Classifie	STANCTIONS	
