Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	GL Account Description	Cost Centre / WBS Element / Order	Cost Centre / WBS Element / Order Description	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	3177-68	2014-09-25	2014-09-25	TRENCHLESS UTILITY EQU	345.78	CAD	345.78	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5046	Commercial Equipment Not Elsewhere Class	CABLE MACHINE MODUAL	
"PARKS, FORESTRY & RECREATION"	3181-94	2014-09-23	2014-09-29	GUILLEVIN INT'NAL #302	909.65	CAD	909.65	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5085	Industrial Supplies Not Elsewhere Classi	100 AMP BREAKER	
					"2,567.79"	CAD	"2,567.79"	CAD								
"PARKS, FORESTRY & RECREATION"	3144-79	2014-08-28	2014-09-02	CDN TIRE STORE #00242	54.29	CAD	54.29	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06763	ELMBANK-OPERATIONS	5200	Home Supply Warehouse	SUPPLIES	
"PARKS, FORESTRY & RECREATION"	3151-94	2014-09-04	2014-09-05	ACKLANDS-GRAINGER INC	72.84	CAD	72.84	CAD	2665	PROTECTIVE CLOTHING	P12555	Y-REC SUPER4-PRGM SUPPORT	5085	Industrial Supplies Not Elsewhere Classi	GLOVES	
"PARKS, FORESTRY & RECREATION"	3247-123	2014-09-05	2014-09-08	THE HOME DEPOT #7114	15.80	CAD	15.80	CAD	2570	JANITORIAL SUPPLIES	P07664	ELMS POOL-OPERATIONS	5200	Home Supply Warehouse	WATER CAN	
"PARKS, FORESTRY & RECREATION"	3247-124	2014-09-05	2014-09-08	THE HOME DEPOT #7114	261.98	CAD	261.98	CAD	4233	PCARD RECOVERIES	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-125	2014-09-08	2014-09-09	THE HOME DEPOT #7114	15.80	CAD	15.80	CAD	4233	PCARD RECOVERIES	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-126	2014-09-08	2014-09-09	THE HOME DEPOT #7114	-15.80	CAD	-15.80	CAD	4233	PCARD RECOVERIES	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
"PARKS, FORESTRY & RECREATION"	3247-127	2014-09-08	2014-09-09	THE HOME DEPOT #7114	-261.98	CAD	-261.98	CAD	4233	PCARD RECOVERIES	P07740	OLYMPIUM-OPERATIONS	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
					142.93	CAD	142.93	CAD								
"PARKS, FORESTRY & RECREATION"	3146-37	2014-08-28	2014-09-03	CENTAUR FLOOR MACHINES	"1,474.65"	CAD	"1,474.65"	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	5722	Household Appliance Stores	SANDING FLOOR DISC	
"PARKS, FORESTRY & RECREATION"	3151-95	2014-09-03	2014-09-05	THE HOME DEPOT #7013	388.52	CAD	388.52	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00134	TORONTO ISLANDS-PARKS EQP MNT/REP	5200	Home Supply Warehouse	**MORE**  BRASS COUPL	
"PARKS, FORESTRY & RECREATION"	3151-96	2014-09-04	2014-09-05	CANTOL	405.56	CAD	405.56	CAD	2570	JANITORIAL SUPPLIES	P00141	TORONTO ISLANDS-PARKS MAINT/RPRS	2842	"Specialty Cleaning, Polishing, and Sanit"	PRODUCTS FOR FLOOR MAINTENANCE	
					"2,268.73"	CAD	"2,268.73"	CAD								
"PARKS, FORESTRY & RECREATION"	3151-97	2014-09-04	2014-09-05	THEICEMAN	111.87	CAD	111.87	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	P00676	W-YORK1-PRGM SUPPORT	5999	Miscellaneous and Specialty Retail Store	REPAIR/MAINT. ICE MACHINE	
					111.87	CAD	111.87	CAD								
SOLID WASTE MANAGEMENT	3153-69	2014-09-06	2014-09-08	LOWES.CA	142.38	CAD	142.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5200	Home Supply Warehouse	PANEL FOLDING SCREEN DIVIDER FOR FIRST AID ROOM	
SOLID WASTE MANAGEMENT	3162-99	2014-09-12	2014-09-15	EUROPEAN QUALITY MEATS	245.00	CAD	245.00	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5422	"Freezer, Locker Meat Provisioners"	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3162-100	2014-09-12	2014-09-15	BASS PRO SHOPS # 24	655.38	CAD	655.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5941	Sporting Goods Stores	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3162-101	2014-09-13	2014-09-15	BASS PRO SHOPS # 24	655.38	CAD	655.38	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5941	Sporting Goods Stores	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3164-59	2014-09-14	2014-09-16	CDN TIRE STORE #00150	474.53	CAD	474.53	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5200	Home Supply Warehouse	TPS WEEK EXPENSES AND SUPPLIES	
SOLID WASTE MANAGEMENT	3164-60	2014-09-14	2014-09-16	CDN TIRE STORE #00150	-316.35	CAD	-316.35	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	SW1060	SWM-PARKS COLLECTION	5200	Home Supply Warehouse	TPS WEEK EXPENSES AND SUPPLIES	
					"1,856.32"	CAD	"1,856.32"	CAD								
"PARKS, FORESTRY & RECREATION"	3168-94	2014-09-17	2014-09-18	WWW.ATOZFUNRENTALS.CA	-403.00	CAD	-403.00	CAD	4118	TICKETS AND ADMISSION FEES	P11589	RODING-SPORTS	7394	"Equipment Rental and Leasing Services, F"	DUPLICATE REFUND: DUPLICATE CHARGE	
					-403.00	CAD	-403.00	CAD								
PUBLIC HEALTH	3155-17	2014-09-08	2014-09-09	AMAZON.CA	101.68	CAD	101.68	CAD	3032	M & E - PHOTOGRAPHIC	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3157-36	2014-09-10	2014-09-10	AMAZON *MARKETPLCE CA	8.99	CAD	8.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3157-37	2014-09-10	2014-09-10	AMAZON.CA	47.87	CAD	47.87	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3171-87	2014-09-19	2014-09-22	AMAZON.CA	18.07	CAD	18.07	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3171-88	2014-09-20	2014-09-22	AMAZON.CA	36.85	CAD	36.85	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3171-89	2014-09-20	2014-09-22	AMAZON *MARKETPLCE CA	2.99	CAD	2.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3171-90	2014-09-21	2014-09-22	AMAZON *MARKETPLCE CA	6.99	CAD	6.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3173-29	2014-09-22	2014-09-23	AMAZON *MARKETPLCE CA	39.99	CAD	39.99	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3179-53	2014-09-25	2014-09-26	AMAZON.CA	2.49	CAD	2.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3181-95	2014-09-26	2014-09-29	AMAZON.CA	60.96	CAD	60.96	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3183-29	2014-09-29	2014-09-30	AMAZON.CA	2.49	CAD	2.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3183-30	2014-09-29	2014-09-30	AMAZON.CA	2.49	CAD	2.49	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
PUBLIC HEALTH	3183-31	2014-09-30	2014-09-30	AMAZON.CA	16.93	CAD	16.93	CAD	3032	M & E - PHOTOGRAPHIC	PH3747	MAKE THE CONNECTION	4816	Computer Network/Information Services	ITEMS FOR CHILDREN'S MAKE THE CONNECTION ACTIVITY	
					348.79	CAD	348.79	CAD								
TORONTO WATER	3146-38	2014-09-02	2014-09-03	TORBRAM ELECTRIC SUPPL	30.45	CAD	30.45	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7629	"Appliance Repair Shops, Electrical and S"	VARIOUS ELECTRICAL SUPPLIES	
					30.45	CAD	30.45	CAD								
"PARKS, FORESTRY & RECREATION"	3162-102	2014-09-13	2014-09-15	NOFRILLS PETER'S 3926	32.95	CAD	32.95	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04893	PARKDALE CC-SUMMER CAMPS	7999	Recreation Services (Not Elsewhere Class	"ICE , NAPKINS"	
"PARKS, FORESTRY & RECREATION"	3166-73	2014-09-15	2014-09-17	MERLINS PARTY BOUNCERS	180.80	CAD	180.80	CAD	4590	RENTAL - OTHER	P04893	PARKDALE CC-SUMMER CAMPS	7299	Other Services (Not Elsewhere Classified	POPCORN MACHINE RENTAL	
					213.75	CAD	213.75	CAD								
FIRE SERVICES	3155-18	2014-09-08	2014-09-09	PRINCESS AUTO	146.88	CAD	146.88	CAD	3080	M & E - HAND TOOLS	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	VOLTAGE RELAY 20 TON JACK	
FIRE SERVICES	3155-19	2014-09-08	2014-09-09	ACKLANDS-GRAINGER INC	335.19	CAD	335.19	CAD	3080	M & E - HAND TOOLS	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5085	Industrial Supplies Not Elsewhere Classi	BRASS SLEDGE HAMMER	
FIRE SERVICES	3171-91	2014-09-18	2014-09-22	CUMMINS EASTERN (MISSI	"1,069.21"	CAD	"1,069.21"	CAD	3420	COMPUTERS - SOFTWARE	FR0024	MECH MAINTENANCE - EQUIPMENT MAINTANCE	5599	"Miscellaneous Automotive, Aircraft, and"	INSITE REGISTRATION	
FIRE SERVICES	3179-54	2014-09-26	2014-09-26	ONTARIO COLLEGE OF TRA	135.60	CAD	135.60	CAD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	TRADE LICENCE RENEWAL	
FIRE SERVICES	3179-55	2014-09-26	2014-09-26	EVT CERTIFICATION COMM	194.04	CAD	170.00	USD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	8299	Educational Services	EVT CERTIFICATION 	
FIRE SERVICES	3179-56	2014-09-26	2014-09-26	EVT CERTIFICATION COMM	34.24	CAD	30.00	USD	4830	PERMIT & LICENSE FEES	FR0025	MECHANICAL MAINT-VEHICLE MAINT	8299	Educational Services	EVT CERTIFICATION 	
					"1,915.16"	CAD	"1,686.88"	CAD								
							200.00	USD								
"PARKS, FORESTRY & RECREATION"	3181-96	2014-09-26	2014-09-29	DOLLAR POWER	42.91	CAD	42.91	CAD	2610	KITCHEN SUPPLIES	P04084	LAMOREAUX SS-SUMMER CAMPS	5310	Discount Stores	"MEASURING CUPS, TRAY, BOWLS"	
"PARKS, FORESTRY & RECREATION"	3181-97	2014-09-26	2014-09-29	MARCHANT'S SCHOOL SPOR	110.18	CAD	110.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P04084	LAMOREAUX SS-SUMMER CAMPS	5941	Sporting Goods Stores	BADMINTON SHUTTLES	
"PARKS, FORESTRY & RECREATION"	3181-98	2014-09-26	2014-09-29	WAL-MART # 3111	39.93	CAD	39.93	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04084	LAMOREAUX SS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"MARGARINE, CHEESE, EGGS"	
"PARKS, FORESTRY & RECREATION"	3181-99	2014-09-26	2014-09-29	WAL-MART # 3111	31.57	CAD	31.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P04084	LAMOREAUX SS-SUMMER CAMPS	5411	"Grocery Stores, Supermarkets"	"ONION, CHIPS, TOMATOES"	
					224.59	CAD	224.59	CAD								
"PARKS, FORESTRY & RECREATION"	3164-61	2014-09-15	2014-09-16	SCHOLAR'S CHOICE	71.16	CAD	71.16	CAD	2010	STATIONERY AND OFFICE SUPPLIES	P12045	ISLINGTON-COMM CTR-PRGM SUPPORT	5949	"Fabric, Needlework, Piece Goods, and Sew"	PRESCHOOL SUPPLIES	
					71.16	CAD	71.16	CAD								
"PARKS, FORESTRY & RECREATION"	3144-80	2014-08-29	2014-09-02	WAL-MART #1080	41.87	CAD	41.87	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	"COOKIES, OATS"	
"PARKS, FORESTRY & RECREATION"	3144-81	2014-08-29	2014-09-02	WAL-MART #1080	14.38	CAD	14.38	CAD	2610	KITCHEN SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5411	"Grocery Stores, Supermarkets"	CUTLERY	
"PARKS, FORESTRY & RECREATION"	3168-95	2014-09-16	2014-09-18	CANUCK SPORTS STUFF	140.69	CAD	140.69	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P12441	RE-CA-SUMMER CAMPS-MILLIKEN CRC	5941	Sporting Goods Stores	BIRDIES FOR BADMINTON PROGRAM	
					196.94	CAD	196.94	CAD								
"PARKS, FORESTRY & RECREATION"	3177-69	2014-09-24	2014-09-25	J  J CRAFTS	105.38	CAD	105.38	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P06922	ST LAWRENCE-PRGM SUPPORT	5970	"Artist Supply Stores, Craft Shops"	CRAFT SUPPLIES	
					105.38	CAD	105.38	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3160-66	2014-09-11	2014-09-12	PAYPAL *SYNTROPYGRO	50.85	CAD	50.85	CAD	4118	TICKETS AND ADMISSION FEES	ED0155	STRATEGIC ALLIANCES	7392	"Consulting, Management, and Public Relat"	TICKET TO EVENT	
					50.85	CAD	50.85	CAD								
SOLID WASTE MANAGEMENT	3144-82	2014-08-29	2014-09-02	STANS TOTAL TIRE SALES	"1,177.14"	CAD	"1,177.14"	CAD	2120	PARTS - MACHINERY & EQUIPMENT	SW0901	GREEN LANE LANDFILL	5532	Automotive Tire Stores	NEW TIRES FOR VEHICLE	
SOLID WASTE MANAGEMENT	3153-70	2014-09-05	2014-09-08	OFFICE CENTRAL	179.67	CAD	179.67	CAD	2010	STATIONERY AND OFFICE SUPPLIES	SW0901	GREEN LANE LANDFILL	5943	"Office, School Supply, and Stationery St"	NEW LAB STOOL FOR LEACHATE TREATMENT PLANT	
SOLID WASTE MANAGEMENT	3169-91	2014-09-18	2014-09-19	MOLLY MAID - ST. THOMA	70.00	CAD	70.00	CAD	4699	REPAIRS AND MAINTENANCE - OTHER	SW0901	GREEN LANE LANDFILL	7349	"Cleaning and Maintenance, Janitorial Ser"	CLEANING SERVICES FOR NEW SCALE HOUSE	
SOLID WASTE MANAGEMENT	3183-32	2014-09-29	2014-09-30	AI2-KATHY'S CATERING	163.80	CAD	163.80	CAD	4820	BUSINESS MEETING EXPENSES	SW0901	GREEN LANE LANDFILL	5811	Caterers	FIRST NATIONS LIAISON COMMITTEE EVENT CATERING	
					"1,590.61"	CAD	"1,590.61"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3157-38	2014-09-08	2014-09-10	COUNTY OF NORTHUMBERLA	120.00	CAD	120.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0127	FOOD BEVERAGE & CO PACKAGING SERVICES	7399	Business Services - Not Elsewhere Classi	"REGISTRATION FEE - CAMPBELLCROFT, ON"	
					120.00	CAD	120.00	CAD								
"PARKS, FORESTRY & RECREATION"	3144-83	2014-08-28	2014-09-02	CDN TIRE STORE #00264	235.67	CAD	235.67	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P00039	E-FIELD SERV. 2-PRGM SUPPORT	5200	Home Supply Warehouse	WASP SPRAY	
					235.67	CAD	235.67	CAD								
TORONTO WATER	3146-39	2014-09-02	2014-09-03	STAPLES STORE #32	37.11	CAD	37.11	CAD	2010	STATIONERY AND OFFICE SUPPLIES	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5943	"Office, School Supply, and Stationery St"	LABELSS & TAPE	
TORONTO WATER	3153-71	2014-09-04	2014-09-08	THE HOME DEPOT #7012	26.86	CAD	26.86	CAD	*****	GRAVEL	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5200	Home Supply Warehouse	"**MORE**  4""X3"" PVC CO"	
					63.97	CAD	63.97	CAD								
"PARKS, FORESTRY & RECREATION"	3144-84	2014-08-28	2014-09-02	CDN TIRE STORE #00019	-33.89	CAD	-33.89	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P05096	FAIRBANK CC-SUMMER CAMPS	5200	Home Supply Warehouse	REFUND FROM $67.78	
					-33.89	CAD	-33.89	CAD								
TORONTO WATER	3164-62	2014-09-15	2014-09-16	KOTYCK BROS LIMITED	228.81	CAD	228.81	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	"CONNECTORS, FLANGE, BUSHINGS, NIPPLES"	
TORONTO WATER	3166-74	2014-09-15	2014-09-17	BRAFASCO / ETOBICOKE	216.23	CAD	216.23	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	"SOC CAPS, WASHERS, HEX NUTS"	
TORONTO WATER	3166-75	2014-09-15	2014-09-17	NOBLE 1010	19.97	CAD	19.97	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5251	Hardware Stores	VARIOUS PLUMBING SUPPLIES	
TORONTO WATER	3166-76	2014-09-16	2014-09-17	PRINCESS AUTO	55.86	CAD	55.86	CAD	2710	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS HARDWARE	
TORONTO WATER	3168-96	2014-09-17	2014-09-18	KOTYCK BROS LIMITED	863.64	CAD	863.64	CAD	2535	PLUMBING SUPPLIES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	1520	General Contractors - Residential and Co	VARIOUS PLUMBING SUPPLIES	
TORONTO WATER	3168-97	2014-09-16	2014-09-18	THE HOME DEPOT #7011	31.60	CAD	31.60	CAD	2730	LOCKS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5200	Home Supply Warehouse	LOCK	
TORONTO WATER	3168-98	2014-09-16	2014-09-18	MR METAL(ETOBICOKE) IN	47.31	CAD	47.31	CAD	2532	STEEL	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5051	Metal Service Centers and Offices	HR FLAT	
TORONTO WATER	3175-46	2014-09-23	2014-09-24	ACKLANDS-GRAINGER INC	911.07	CAD	911.07	CAD	*****	GENERAL HARDWARE	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5085	Industrial Supplies Not Elsewhere Classi	**MORE**  HARNESS VEST	
TORONTO WATER	3179-57	2014-09-25	2014-09-26	ALPINE LAWN   GARDEN E	28.13	CAD	28.13	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	5261	Lawn and Garden Supply Stores	FILTERS	
					"2,402.62"	CAD	"2,402.62"	CAD								
"PARKS, FORESTRY & RECREATION"	3148-68	2014-09-03	2014-09-04	NOFRILLS LUCIANO'S #34	101.88	CAD	101.88	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P06743	BEACHES CC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKIES, OLIVE OIL, TORTILLAS"	
					101.88	CAD	101.88	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3168-99	2014-09-17	2014-09-18	FORTINO'S (MOUNTAINASH	186.69	CAD	186.69	CAD	4820	BUSINESS MEETING EXPENSES	F01121	SEATON HOUSE PROGRAM DELIVERY	5411	"Grocery Stores, Supermarkets"	COFFEE/TEA FOR PUBLIC SERVICE WEEK- STAFF PROGRAMS	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3169-92	2014-09-18	2014-09-19	LOBLAW MLG #1007	119.90	CAD	119.90	CAD	4820	BUSINESS MEETING EXPENSES	F01121	SEATON HOUSE PROGRAM DELIVERY	5411	"Grocery Stores, Supermarkets"	COFFEE/TEA FOR STAFF PROGRAMS: PUBLIC SERVICE WEEK	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	3181-100	2014-09-26	2014-09-29	DIVERSEY CANADA INC	210.57	CAD	210.57	CAD	3050	M & E - KITCHEN	F01122	SEATON HOUSE-DIETARY SERV	7349	"Cleaning and Maintenance, Janitorial Ser"	PARTS FOR REPAIR TO DISHMACHINE CURTAINS- DIETARY	
					517.16	CAD	517.16	CAD								
"PARKS, FORESTRY & RECREATION"	3247-111	2014-09-07	2014-09-09	CDN TIRE STORE #00460	163.82	CAD	163.82	CAD	4233	PCARD RECOVERIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-112	2014-09-09	2014-09-10	CDN TIRE STORE #00460	-163.82	CAD	-163.82	CAD	4233	PCARD RECOVERIES	P12754	W-NORTH-N-PRGM SUPPORT	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
					0.00	CAD	0.00	CAD								
"PARKS, FORESTRY & RECREATION"	3247-192	2014-09-05	2014-09-08	VALLEYVIEW GARDENS HK	732.33	CAD	732.33	CAD	4233	PCARD RECOVERIES	P00542	EXHIBITION PLACE-OPERATIONS	5261	Lawn and Garden Supply Stores	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-193	2014-09-05	2014-09-08	THE HOME DEPOT #7001	38.40	CAD	38.40	CAD	4233	PCARD RECOVERIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	DISPUTED	
"PARKS, FORESTRY & RECREATION"	3247-194	2014-09-08	2014-09-09	VALLEYVIEW GARDENS HK	-732.33	CAD	-732.33	CAD	4233	PCARD RECOVERIES	P00542	EXHIBITION PLACE-OPERATIONS	5261	Lawn and Garden Supply Stores	DISPUTE RESOLUTION	
"PARKS, FORESTRY & RECREATION"	3247-195	2014-09-08	2014-09-09	THE HOME DEPOT #7001	-38.40	CAD	-38.40	CAD	4233	PCARD RECOVERIES	P00542	EXHIBITION PLACE-OPERATIONS	5200	Home Supply Warehouse	DISPUTE RESOLUTION	
					0.00	CAD	0.00	CAD								
"PARKS, FORESTRY & RECREATION"	3148-69	2014-09-02	2014-09-04	THE MAIN EVENT FUN GAM	155.80	CAD	155.80	CAD	4102	ENTERTAINER AND BAND FEES	P04663	NAORCA-SUMMER CAMPS	7996	"Amusement Parks, Carnivals, Circuses, Fo"	SPECIAL EVENT SUPPLIES	
					155.80	CAD	155.80	CAD								
FIRE SERVICES	3151-98	2014-09-04	2014-09-05	NAUTICAL MIND BOOK STO	22.60	CAD	22.60	CAD	2792	"BANNERS, FLAGS & SIGNS"	FR0038	MECH MAINTENANCE - MARINE SECTION	5942	Book Stores	NAVIGATION CHART	
FIRE SERVICES	3247-97	2014-09-05	2014-09-08	TROY LIFE AND FIRE SAF	"1,299.50"	CAD	"1,299.50"	CAD	4233	PCARD RECOVERIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DISPUTED	
FIRE SERVICES	3247-98	2014-09-05	2014-09-08	TROY LIFE AND FIRE SAF	"1,299.50"	CAD	"1,299.50"	CAD	4233	PCARD RECOVERIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DISPUTED	
FIRE SERVICES	3247-99	2014-09-08	2014-09-09	TROY LIFE AND FIRE SAF	"-1,299.50"	CAD	"-1,299.50"	CAD	4233	PCARD RECOVERIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DISPUTE RESOLUTION	
FIRE SERVICES	3247-100	2014-09-08	2014-09-09	TROY LIFE AND FIRE SAF	"-1,299.50"	CAD	"-1,299.50"	CAD	4233	PCARD RECOVERIES	FR0038	MECH MAINTENANCE - MARINE SECTION	5047	Laboratory/Medical/Dental/Ophthalmic Hos	DISPUTE RESOLUTION	
					22.60	CAD	22.60	CAD								
ECONOMIC DEVELOPMENT & CULTURE	3162-103	2014-09-11	2014-09-15	THE ECONOMIC CLUB MANA	124.30	CAD	124.30	CAD	4118	TICKETS AND ADMISSION FEES	ED0168	FINANCIAL & INVESTMENT SERVICES	7399	Business Services - Not Elsewhere Classi	TICKET TO EVENT	
					124.30	CAD	124.30	CAD								
"PARKS, FORESTRY & RECREATION"	3171-92	2014-09-19	2014-09-22	WAL-MART #3159	50.76	CAD	50.76	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07693	DON MONTGOMERY CRC-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	CANDIES	
