Division	Batch Transaction ID	Transaction Date	Card Posting Dt	Merchant Name	Transaction Amt.	Trx Currency	Original Amount	Original Currency	G/L Account	G/L Account Description	Cost Centre / WBS Element / Order #	Cost Centre / WBS Element / Order # Decription	Merchant Type	Merchant Type Description	Purpose	
"PARKS, FORESTRY & RECREATION"	2956-150	2014-04-11	2014-04-14	NOFRILLS MICHAELS 1315	12.57	CAD	12.57	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	SOFT DRINKS - YOUTH RECOGNITION NIGHT	
"PARKS, FORESTRY & RECREATION"	2956-151	2014-04-12	2014-04-14	NOFRILLS NICK'S #1399	44.92	CAD	44.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VISL/PERF	5411	"Grocery Stores, Supermarkets"	SUPPLIES FOR SCIENCE CLASS PROJECT	
"PARKS, FORESTRY & RECREATION"	2956-152	2014-04-12	2014-04-14	SHOPPERSDRUGMART1388	2.81	CAD	2.81	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P07690	LAMOREAUX-PRGM SUPPORT	5912	"Drug Stores, Pharmacies"	COTTON PUFFS	
"PARKS, FORESTRY & RECREATION"	2956-153	2014-04-12	2014-04-14	WAL-MART # 3000	61.18	CAD	61.18	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P02253	LAMOREAUX CC-ARTS-VISL/PERF	5310	Discount Stores	"SEEDS, MARKERS, JIGGLY EYES"	
"PARKS, FORESTRY & RECREATION"	2970-87	2014-04-22	2014-04-24	RONA # 55340	9.59	CAD	9.59	CAD	2710	GENERAL HARDWARE	P07690	LAMOREAUX-PRGM SUPPORT	5251	Hardware Stores	BATTERIES FOR KEYBOARD	
"PARKS, FORESTRY & RECREATION"	2971-100	2014-04-23	2014-04-25	RONA # 55340	8.92	CAD	8.92	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P08946	LAMOREAUX CC-INSTRL	5251	Hardware Stores	VOLLEYBALL NETS	
"PARKS, FORESTRY & RECREATION"	2977-95	2014-04-29	2014-04-30	NOFRILLS NICK'S #1399	45.15	CAD	45.15	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P12841	RC- CITY WIDE - YOUTH -YOUTH OUTREACH	5411	"Grocery Stores, Supermarkets"	SOFT DRINKS - YOUTH RECOGNITION NIGHT	
					430.51	CAD	430.51	CAD								
TORONTO WATER	2962-84	2014-04-16	2014-04-17	PRINCESS AUTO #36	40.65	CAD	40.65	CAD	2130	PARTS - MOBILE EQUIPMENT	TW2035	DIST OPS: OPERATION & MTCE - SCARBOROUGH	5085	Industrial Supplies Not Elsewhere Classi	SOCKETS & OIL COMPRESSOR	
					40.65	CAD	40.65	CAD								
FIRE SERVICES	2943-57	2014-04-02	2014-04-04	BUSINESS DEPOT DIRECT	338.33	CAD	338.33	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5943	"Office, School Supply, and Stationery St"	STORAGE CABINET	
FIRE SERVICES	2943-58	2014-04-02	2014-04-04	PARKING AUTHORITYOFTOR	2.50	CAD	2.50	CAD	4770	PARKING EXPENSES (INTOWN)	FR0025	MECHANICAL MAINT-VEHICLE MAINT	9399	Government Services - Not Elsewhere Clas	PARKING	
FIRE SERVICES	2946-102	2014-04-03	2014-04-07	BUSINESS DEPOT DIRECT	-75.00	CAD	-75.00	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5943	"Office, School Supply, and Stationery St"	REFUND FOR STORAGE CABINET - ORD#540750-7397A	
FIRE SERVICES	2950-72	2014-04-07	2014-04-09	DON VALLEY NORTH TOYOT	152.64	CAD	152.64	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	MAINTENANCE SERVICES TO LICENSED VEHICLES	
FIRE SERVICES	2950-73	2014-04-07	2014-04-09	DON VALLEY NORTH TOYOT	236.06	CAD	236.06	CAD	4404	CONTR SERVICES - LICENSED VEHICLES&EQUIP	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5511	"Automobile and Truck Dealers - Sales, Se"	MAINTENANCE SERVICES TO LICENSED VEHICLES	
FIRE SERVICES	2951-98	2014-04-08	2014-04-10	FUELCO #01162	76.06	CAD	76.06	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
FIRE SERVICES	2951-99	2014-04-08	2014-04-10	PETROCAN	71.96	CAD	71.96	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5541	Service Stations (with or without Ancill	FUEL FOR COMPANY CAR	
FIRE SERVICES	2954-104	2014-04-09	2014-04-11	CDN TIRE GASBAR #01733	37.29	CAD	37.29	CAD	2260	GASOLINE	FR0025	MECHANICAL MAINT-VEHICLE MAINT	5172	Petroleum and Petroleum Products	FUEL FOR COMPANY CAR	
					839.84	CAD	839.84	CAD								
TORONTO WATER	2951-100	2014-04-09	2014-04-10	KOTYCK BROS LIMITED	391.73	CAD	391.73	CAD	4403	CONTRACTED SERVICES - MACHINERY AND EQUI	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	RECALIBRATION	
TORONTO WATER	2951-101	2014-04-09	2014-04-10	KOTYCK BROS LIMITED	53.29	CAD	53.29	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	STRAINER MUELLER	
TORONTO WATER	2951-102	2014-04-09	2014-04-10	FARR INC	265.23	CAD	265.23	CAD	2120	PARTS - MACHINERY & EQUIPMENT	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	AIR FILTERS	
TORONTO WATER	2971-101	2014-04-23	2014-04-25	THE HOME DEPOT #7013	63.63	CAD	63.63	CAD	2575	ELECTRICAL SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  RUBBR PLUG	
					773.88	CAD	773.88	CAD								
ACCOUNTING SERVICES 	2970-90	2014-04-23	2014-04-24	ACI CANADIAN INSTITUTE	"1,689.35"	CAD	"1,689.35"	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FS0012	"PURCH SERVICES,GOODS&SERVICES GROUP 1"	7399	Business Services - Not Elsewhere Classi	PUBLIC PROCUREMENT CONFERENCE	
					"1,689.35"	CAD	"1,689.35"	CAD								
TORONTO WATER	2938-76	2014-03-31	2014-04-01	MEINEKE CAR CARE CENTR	64.25	CAD	64.25	CAD	4077	REPAIR SERVICES-VEHICLES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	7538	Automotive Service Shops	REINSTALL DRIVER DOOR INNER PANEL	
TORONTO WATER	2939-90	2014-04-01	2014-04-02	AUTOMOTIVE TOOLS	518.60	CAD	518.60	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	BIT SET AND DRILL	
TORONTO WATER	2950-75	2014-04-08	2014-04-09	KOTYCK BROS LIMITED	476.55	CAD	476.55	CAD	2535	PLUMBING SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	1520	General Contractors - Residential and Co	"BALL VALVES, SS NIPPLES AND SEALANT TUBE"	
TORONTO WATER	2950-76	2014-04-08	2014-04-09	AUTOMOTIVE TOOLS	"1,508.55"	CAD	"1,508.55"	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5533	"Automotive Parts, Accessories Stores"	"CUT OFF DICS, FLAP DISC, DRILL BITS & BATTERY"	
TORONTO WATER	2951-105	2014-04-09	2014-04-10	KOTYCK BROS LIMITED	417.56	CAD	417.56	CAD	2535	PLUMBING SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	1520	General Contractors - Residential and Co	"COUPLINGS, ELBOW, BUSHING"	
TORONTO WATER	2954-105	2014-04-10	2014-04-11	TRY HARD INDUSTRIAL SU	74.56	CAD	74.56	CAD	3080	M & E - HAND TOOLS	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	HAND BOX	
TORONTO WATER	2954-106	2014-04-10	2014-04-11	TRY HARD INDUSTRIAL SU	853.69	CAD	853.69	CAD	2710	GENERAL HARDWARE	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5085	Industrial Supplies Not Elsewhere Classi	FLUTE C BORE AND BLADES	
TORONTO WATER	2956-155	2014-04-12	2014-04-14	BUY HP DIRECT	264.42	CAD	264.42	CAD	2650	COMPUTER AND PRINTER SUPPLIES	TW6060	OPS SUPPORT: COMPLEX SYSTEMS	5969	Direct Marketing - Other Direct Marketer	ELITE PAD CASES	
					"4,178.18"	CAD	"4,178.18"	CAD								
"PARKS, FORESTRY & RECREATION"	2943-60	2014-04-02	2014-04-04	WAL-MART #3159	154.61	CAD	154.61	CAD	2999	MISCELLANEOUS MATERIALS & SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	VARIOUS FACILITY SUPPLIES	
"PARKS, FORESTRY & RECREATION"	2954-107	2014-04-10	2014-04-11	NOFRILLS NICK'S #1399	13.75	CAD	13.75	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5411	"Grocery Stores, Supermarkets"	"COOKIES,JUICE,CHEESE,CRACKERS"	
"PARKS, FORESTRY & RECREATION"	2956-156	2014-04-11	2014-04-14	GEMINI SPORTSWEAR CANA	452.00	CAD	452.00	CAD	2600	RECREATIONAL & EDUCATIONAL SUPPLIES	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5691	Men's and Women's Clothing Stores	TSHIRTS FOR STEPHEN LEACOCK HOUSE LEAGUE PROGRAM	
"PARKS, FORESTRY & RECREATION"	2962-85	2014-04-17	2014-04-17	ULINE	604.25	CAD	604.25	CAD	3099	GENERAL EQUIPMENT	P03026	STEPHEN LEACOCK-PRGM SUPPORT	5964	Direct Marketing - Catalog Merchants	**MORE**  STEEL HANDTRUCK W/EXTENDED NOSE	
					"1,224.61"	CAD	"1,224.61"	CAD								
TORONTO WATER	2946-105	2014-04-04	2014-04-07	THE HOME DEPOT #7134	65.45	CAD	65.45	CAD	3080	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  FOREST KIT	
TORONTO WATER	2948-64	2014-04-04	2014-04-08	CDN TIRE STORE #00070	54.87	CAD	54.87	CAD	*****	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  HARDWARE SUPPLIES	
TORONTO WATER	2951-106	2014-04-09	2014-04-10	FARR INC	118.24	CAD	118.24	CAD	2540	HEATING & AIR CONDITIONING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	FILTERS F/AIR UNITS	
TORONTO WATER	2954-108	2014-04-10	2014-04-11	PRINCESS AUTO	72.24	CAD	72.24	CAD	3080	M & E - HAND TOOLS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5085	Industrial Supplies Not Elsewhere Classi	VARIOUS AUTO SUPPLIES	
TORONTO WATER	2970-91	2014-04-23	2014-04-24	KOTYCK BROS LIMITED	498.67	CAD	498.67	CAD	2535	PLUMBING SUPPLIES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	1520	General Contractors - Residential and Co	REPAIR KIT FOR PUMP & SOCKET RULER	
TORONTO WATER	2971-102	2014-04-23	2014-04-25	CDN TIRE STORE #00070	132.12	CAD	132.12	CAD	*****	LUBRICANTS	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  PRO RAMP 12000 LBS	
TORONTO WATER	2977-96	2014-04-28	2014-04-30	THE HOME DEPOT #7011	26.41	CAD	26.41	CAD	2710	GENERAL HARDWARE	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	5200	Home Supply Warehouse	**MORE**  SCREWS	
					968.00	CAD	968.00	CAD								
"PARKS, FORESTRY & RECREATION"	2960-65	2014-04-15	2014-04-16	PAUL WOLF ELECTRIC   L	123.74	CAD	123.74	CAD	2575	ELECTRICAL SUPPLIES	P12081	SOUTH-GENERAL-SPECIALIZED MAINT	5065	Electrical Parts and Equipment	8 FOOT COOL WHITE TUBES	
					123.74	CAD	123.74	CAD								
"PARKS, FORESTRY & RECREATION"	2968-48	2014-04-15	2014-04-23	TRIMATE ELECTRIC SUPPL	48.09	CAD	48.09	CAD	2575	ELECTRICAL SUPPLIES	P07704	MITCHELL FIELD-OPERATIONS	7629	"Appliance Repair Shops, Electrical and S"	LED UNIVERSAL EXIT	
"PARKS, FORESTRY & RECREATION"	2968-49	2014-04-15	2014-04-23	TRIMATE ELECTRIC SUPPL	50.85	CAD	50.85	CAD	2575	ELECTRICAL SUPPLIES	P07704	MITCHELL FIELD-OPERATIONS	7629	"Appliance Repair Shops, Electrical and S"	"WIREGUARD EXIT 11""X9"""	
					98.94	CAD	98.94	CAD								
"PARKS, FORESTRY & RECREATION"	2943-61	2014-04-02	2014-04-04	CDN TIRE STORE #00273	440.67	CAD	440.67	CAD	2120	PARTS - MACHINERY & EQUIPMENT	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	"PYTHON CABLE, STANLEY"	
"PARKS, FORESTRY & RECREATION"	2946-106	2014-04-04	2014-04-07	KOOY BROS LAWN	387.49	CAD	387.49	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HORT	5261	Lawn and Garden Supply Stores	"STIHL STGH SHAFT, ANTI VIBRATION GLOVES"	
"PARKS, FORESTRY & RECREATION"	2956-157	2014-04-10	2014-04-14	CDN TIRE STORE #00654	65.95	CAD	65.95	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	"AXXENS NICKEL, TLBX 26"""	
"PARKS, FORESTRY & RECREATION"	2962-86	2014-04-15	2014-04-17	THE HOME DEPOT #7080	36.00	CAD	36.00	CAD	2710	GENERAL HARDWARE	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  3/16/1 3/4HE	
"PARKS, FORESTRY & RECREATION"	2973-163	2014-04-25	2014-04-28	THE HOME DEPOT #7080	33.57	CAD	33.57	CAD	2570	JANITORIAL SUPPLIES	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	YARD BAG	
"PARKS, FORESTRY & RECREATION"	2973-164	2014-04-26	2014-04-28	THE HOME DEPOT #7012	220.72	CAD	220.72	CAD	3080	M & E - HAND TOOLS	P00548	S-EAST 1-TURF&HORT	5200	Home Supply Warehouse	**MORE**  MILWAUKEE M1	
"PARKS, FORESTRY & RECREATION"	2977-97	2014-04-29	2014-04-30	CUSTOM DOOR   LOCK SER	205.57	CAD	205.57	CAD	2730	LOCKS	P00548	S-EAST 1-TURF&HORT	5533	"Automotive Parts, Accessories Stores"	KEYS CUT	
					"1,389.97"	CAD	"1,389.97"	CAD								
FIRE SERVICES	2950-77	2014-04-08	2014-04-09	BEST BUY #965	406.39	CAD	406.39	CAD	2099	OTHER OFFICE MATERIAL &MINOR FURNISHING	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	5732	Electronic Sales	ROCKFISH BASIC STYLUS FOR IPAD	
FIRE SERVICES	2954-109	2014-04-09	2014-04-11	INTERGRAPH S.G.N.I.	948.16	CAD	849.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	8999	Professional Services - Not Elsewhere Cl	CONFERENCE REGISTRATION FEE	
FIRE SERVICES	2960-66	2014-04-14	2014-04-16	INTERGRAPH S.G.N.I.	844.95	CAD	749.00	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	FR0014	CAD SYSTEMS-CAD TECHNICAL SUPPORT	8999	Professional Services - Not Elsewhere Cl	CONFERENCE REGISTRATION FEE	
					"2,199.50"	CAD	406.39	CAD								
							"1,598.00"	USD								
"PARKS, FORESTRY & RECREATION"	2939-91	2014-03-29	2014-04-02	FOOD BASICS #863	3.49	CAD	3.49	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD- KIDS IN THE KITCHEN PRGRM	
"PARKS, FORESTRY & RECREATION"	2954-110	2014-04-09	2014-04-11	FOOD BASICS #863	5.62	CAD	5.62	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"LETTUCE, EGGS"	
"PARKS, FORESTRY & RECREATION"	2958-58	2014-04-11	2014-04-15	FOOD BASICS #863	15.01	CAD	15.01	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"APPLES, CHEESE"	
"PARKS, FORESTRY & RECREATION"	2958-59	2014-04-11	2014-04-15	CDN TIRE STORE #00175	114.54	CAD	114.54	CAD	3020	M & E - COMMUNICATIONS	P06666	CURRAN HALL-PRGM SUPPORT	5200	Home Supply Warehouse	EQUIPMENT - COMMUNICATIONS	
"PARKS, FORESTRY & RECREATION"	2960-67	2014-04-12	2014-04-16	FOOD BASICS #653	10.99	CAD	10.99	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FLOUR	
"PARKS, FORESTRY & RECREATION"	2960-68	2014-04-12	2014-04-16	FOOD BASICS #863	60.08	CAD	60.08	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"STRAWBERRIES, WHIP, VINEGAR"	
"PARKS, FORESTRY & RECREATION"	2964-122	2014-04-16	2014-04-21	FOOD BASICS #863	2.94	CAD	2.94	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	LETTUCE	
"PARKS, FORESTRY & RECREATION"	2964-123	2014-04-16	2014-04-21	FOOD BASICS #863	44.37	CAD	44.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"CHEESE, CHICKEN, EGGS, TORTILLA"	
"PARKS, FORESTRY & RECREATION"	2970-92	2014-04-22	2014-04-24	FOOD BASICS #863	36.21	CAD	36.21	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P13327	YOUTH OUTREACH WORKER - CR-SC-9	5411	"Grocery Stores, Supermarkets"	"CHIP, JUICE, GRANOLA BARS"	
"PARKS, FORESTRY & RECREATION"	2973-165	2014-04-24	2014-04-28	FOOD BASICS #653	12.81	CAD	12.81	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"JUICE, POPCORN"	
"PARKS, FORESTRY & RECREATION"	2973-166	2014-04-25	2014-04-28	FRESHCO #9832	83.17	CAD	83.17	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P07880	CURRAN HALL-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	"PEPPERS, WAFERS, MOZZ CHEESE, LETTUCE, ONIONS"	
					389.23	CAD	389.23	CAD								
EMERGENCY MEDICAL SERVICES	2938-77	2014-03-28	2014-04-01	SERVICEONTARIO - 049	23.00	CAD	23.00	CAD	4830	PERMIT & LICENSE FEES	B41100	MAINTENANCE OF FLEET	9399	Government Services - Not Elsewhere Clas	LICENSE PLATE RENEWAL	
EMERGENCY MEDICAL SERVICES	2956-158	2014-04-10	2014-04-14	SERVICEONTARIO - 049	7.00	CAD	7.00	CAD	4830	PERMIT & LICENSE FEES	B41000	OPERATION&MAINTENANCE OF GARAGE	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE PL	
EMERGENCY MEDICAL SERVICES	2958-60	2014-04-11	2014-04-15	SERVICEONTARIO - 049	23.00	CAD	23.00	CAD	4830	PERMIT & LICENSE FEES	B41000	OPERATION&MAINTENANCE OF GARAGE	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE PL	
EMERGENCY MEDICAL SERVICES	2958-61	2014-04-11	2014-04-15	SERVICEONTARIO - 049	23.00	CAD	23.00	CAD	4830	PERMIT & LICENSE FEES	B41000	OPERATION&MAINTENANCE OF GARAGE	9399	Government Services - Not Elsewhere Clas	VEHICLE LICENSE PL	
					76.00	CAD	76.00	CAD								
CITY MANAGER	2946-107	2014-04-03	2014-04-07	2001AV	239.83	CAD	239.83	CAD	4995	OTHER EXPENSES	CM0001	EXECUTIVE MANAGEMENT	5946	Camera and Photographic Supply Stores	TV FOR DIRECTIVES COORDINATOR TO WATCH COUNCIL	
CITY MANAGER	2956-159	2014-04-11	2014-04-14	FCM - FED.OF  CDN MUN	835.00	CAD	835.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	CM0001	EXECUTIVE MANAGEMENT	8641	"Associations - Civic, Social, and Frater"	REGISTRATION - FCM - MAY 29 TO JUN2/14	
CITY MANAGER	2956-160	2014-04-11	2014-04-14	TORONTO REGION BOARD O	111.87	CAD	111.87	CAD	4310	TRAINING & DEVELOPMENT - EXTERNAL	CM0003	CORPORATE POLICY	8641	"Associations - Civic, Social, and Frater"	"REGISTRATION - APRI 14,2014"	
CITY MANAGER	2962-88	2014-04-16	2014-04-17	FCM - FED.OF  CDN MUN	785.00	CAD	785.00	CAD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	CM0001	EXECUTIVE MANAGEMENT	8641	"Associations - Civic, Social, and Frater"	REGISTRATION - FCM - MAY 29 TO JUNE 2/14	
					"1,971.70"	CAD	"1,971.70"	CAD								
"PARKS, FORESTRY & RECREATION"	2960-69	2014-04-15	2014-04-16	LOBLAWS #1066	90.37	CAD	90.37	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR APRIL SUPPER	
"PARKS, FORESTRY & RECREATION"	2960-70	2014-04-15	2014-04-16	NO FRILL'S #1306	28.84	CAD	28.84	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR APRIL SUPPER	
"PARKS, FORESTRY & RECREATION"	2960-71	2014-04-15	2014-04-16	SHOPPERSDRUGMART0903	10.59	CAD	10.59	CAD	2080	PHOTOGRAPHIC AND VIDEO SUPPLIES	P08504	HORNER SENIORS-SOCIAL PRGM	5912	"Drug Stores, Pharmacies"	EASYPIX 4 X 6 PHOTOS	
"PARKS, FORESTRY & RECREATION"	2970-93	2014-04-23	2014-04-24	NO FRILL'S #1306	17.03	CAD	17.03	CAD	2750	FOOD & NON-ALCOHOLIC BEVERAGES	P08504	HORNER SENIORS-SOCIAL PRGM	5411	"Grocery Stores, Supermarkets"	FOOD FOR SPRING FASHION SHOW	
					146.83	CAD	146.83	CAD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2954-111	2014-04-10	2014-04-11	BLUE-PENCIL MOBILE SHR	798.91	CAD	798.91	CAD	4424	CONTRACTED SERVICES - GENERAL	F01421	SCARBOROUGH FAM RES-PROG DELIVERY	8999	Professional Services - Not Elsewhere Cl	MAJOR CLEAN UP	
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2964-124	2014-04-14	2014-04-21	CALL CENTER PRODUCTS/H	"1,643.49"	CAD	"1,643.49"	CAD	3020	M & E - COMMUNICATIONS	F01627	CENTRAL FAMILY INTAKE	5712	"Equipment, Furniture, and Home Furnishin"	WIRELESS HEADSETS FOR CISCO PHONE SETS	
					"2,442.40"	CAD	"2,442.40"	CAD								
ECONOMIC DEVELOPMENT & CULTURE	2962-89	2014-04-16	2014-04-17	EB *MARS HEALTHKICK 20	124.50	CAD	124.50	CAD	4118	TICKETS AND ADMISSION FEES	ED0124	BIO-MEDICAL TECHNOLOGY&RESEARCH SERVICES	7399	Business Services - Not Elsewhere Classi	TICKET FOR EVENT	
ECONOMIC DEVELOPMENT & CULTURE	2973-167	2014-04-25	2014-04-28	BIOTECHNOLOGY INDUSTRY	"1,236.15"	CAD	"1,095.00"	USD	4256	CONFERENCES/SEMINARS - REGISTRATION FEES	ED0124	BIO-MEDICAL TECHNOLOGY&RESEARCH SERVICES	5969	Direct Marketing - Other Direct Marketer	REGISTRATION FEE - NETWORKING BUS TRAVEL	
					"1,360.65"	CAD	124.50	CAD								
							"1,095.00"	USD								
"SHELTER, SUPPORT and HOUSING ADMINISTRATION"	2951-107	2014-04-09	2014-04-10	SQ *B.E. GILMORE CONTR	"2,412.55"	CAD	"2,412.55"	CAD	4407	CONTRACTED SERVICES - BUILDINGS	F01123	SEATON HOUSE-PROPERTY SERV	1520	General Contractors - Residential and Co	CUSTOM GRILL SHUTTER TO SECURE HOSTEL CAFE KITCHEN	
					"2,412.55"	CAD	"2,412.55"	CAD								
TORONTO WATER	2943-62	2014-04-02	2014-04-04	PROFESSIONAL ENGINEER	248.60	CAD	248.60	CAD	4760	MEMBERSHIP FEES	TW7070	WTR TREAT & SUPPLY: TRANSMISSION - WEST	7299	Other Services (Not Elsewhere Classified	MEMBERSHIP RENEWAL	
					248.60	CAD	248.60	CAD								
TORONTO WATER	2939-93	2014-03-31	2014-04-02	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4830	PERMIT & LICENSE FEES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	9399	Government Services - Not Elsewhere Clas	LICENSE RENEWAL	
TORONTO WATER	2954-112	2014-04-09	2014-04-11	MOE-DRINK WAT WASTE CE	115.00	CAD	115.00	CAD	4830	PERMIT & LICENSE FEES	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	9399	Government Services - Not Elsewhere Clas	OWWCO CERTIFICATE	
TORONTO WATER	2958-62	2014-04-14	2014-04-15	OWPSACSTATE	155.39	CAD	138.00	USD	2020	BOOK & MAGAZINE SUBSCRIPTIONS	TW7075	WTR TREAT & SUPPLY: SYSTEM CONTROL	8398	"Organizations, Charitable and Social Ser"	TRAINING COURSE PACKAGE	
					385.39	CAD	230.00	CAD								
							138.00	USD								
TORONTO WATER	2939-94	2014-03-31	2014-04-02	THE HOME DEPOT #7134	375.69	CAD	375.69	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW037-07	NEW GROUNDSKEEPING BUILDING	5200	Home Supply Warehouse	**MORE**  KITCHENTOP	
TORONTO WATER	2939-95	2014-03-31	2014-04-02	THE HOME DEPOT #7134	-221.15	CAD	-221.15	CAD	2530	BLDG REPAIRS & RENOVATION SUPPLIES	CWW037-07	NEW GROUNDSKEEPING BUILDING	5200	Home Supply Warehouse	**MORE**  B36.W	
